,abilities
kmeans_n_clusters_1,0.5209747
kmeans_n_clusters_2,0.5399967
kmeans_n_clusters_3,0.5370662
kmeans_n_clusters_4,0.5356923
kmeans_n_clusters_5,0.5135842
kmeans_n_clusters_6,0.5107048
kmeans_n_clusters_7,0.500478
kmeans_n_clusters_8,0.49563777
dbscan_eps_0_1_min_samples_2,0.5209747
dbscan_eps_0_2_min_samples_2,0.5209747
dbscan_eps_0_3_min_samples_2,0.5209747
dbscan_eps_0_4_min_samples_2,0.5209747
dbscan_eps_0_5_min_samples_2,0.5209747
dbscan_eps_0_6_min_samples_2,0.5209747
dbscan_eps_0_7_min_samples_2,0.5209747
dbscan_eps_0_8_min_samples_2,0.5209747
dbscan_eps_0_9_min_samples_2,0.5209747
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5209747
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50726867
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48261926
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4890655
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.47860798
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4722895
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47148642
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.47583914
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5209747
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.540753
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53302693
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5120484
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5030942
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49572566
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4907239
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48333046
mean_shift_,0.52610624
optics_,0.52160156
random_model_n1,0.49027127
random_model_n2,0.4902442
random_model_n3,0.49104872
random_model_n4,0.49021128
random_model_n5,0.49035254
random_model_n6,0.49028033
random_model_n7,0.49033546
random_model_n8,0.49041393
random_model_n9,0.49037984
random_model_n10,0.4900932
random_model_n11,0.49033716
random_model_n12,0.4901017
random_model_n13,0.49003446
random_model_n14,0.49018782
random_model_n15,0.49028674
random_model_n16,0.49007237
random_model_n17,0.4902881
random_model_n18,0.49040896
random_model_n19,0.4903784
random_model_n20,0.4900953
random_model_n21,0.49046388
random_model_n22,0.49056882
random_model_n23,0.4904187
random_model_n24,0.4900137
random_model_n25,0.4909151
random_model_n26,0.49018773
random_model_n27,0.49018937
random_model_n28,0.49016732
random_model_n29,0.49026495
random_model_n30,0.49029338
average_model,0.51046276
optimal_clustering,0.5420558
