,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,average_model,optimal_clustering
0,0.43899563833549454,0.7031121065660734,0.7318755157373571,0.7275138512318755,0.7107155487445479,0.687138983850053,0.687138983850053,0.6472356477661205,0.6278439231403985,0.7338205823411529,0.7338205823411529,0.7338205823411529,0.7338205823411529,0.43899563833549454,0.43899563833549454,0.43899563833549454,0.43899563833549454,0.43899563833549454,0.7118943769892727,0.7391842508546504,0.6319698219969351,0.7177295768006602,0.6795355416715785,0.6257220322998939,0.6791229517859247,0.43899563833549454,0.7338205823411529,0.7338205823411529,0.6821879052222092,0.6821879052222092,0.7055287044677591,0.7055287044677591,0.6706943298361429,0.7096546033242956,0.7338205823411529,0.6462620229565885,0.7338205823411529
1,0.4399387009312743,0.7169043970293528,0.7062949428268301,0.7024048096192385,0.6949192502652364,0.6950371330897088,0.6950371330897088,0.6536013202876341,0.6097489095838736,0.7371213014263822,0.7371213014263822,0.7371213014263822,0.7371213014263822,0.4399387009312743,0.4399387009312743,0.4399387009312743,0.4399387009312743,0.4399387009312743,0.7214428857715431,0.7238594836732288,0.6871979252622893,0.6879052222091241,0.6899092302251562,0.6639160674289756,0.68985028881292,0.4399387009312743,0.7371213014263822,0.7371213014263822,0.6515383708593658,0.6515383708593658,0.7030531651538371,0.7030531651538371,0.635683130967818,0.721678651420488,0.7371213014263822,0.6422212616955043,0.7371213014263822
2,0.40604738889543796,0.4110574089355181,0.5940115525167983,0.5712601673936107,0.6052104208416834,0.6710479783095603,0.6594954615112578,0.6594954615112578,0.6481787103619002,0.6515383708593658,0.651833077920547,0.651833077920547,0.651833077920547,0.40604738889543796,0.40604738889543796,0.40604738889543796,0.40604738889543796,0.40604738889543796,0.5802782034657551,0.6343274784863845,0.6514794294471296,0.6784156548390899,0.676175881174113,0.6735235176234823,0.6370387834492515,0.40604738889543796,0.651833077920547,0.6829541435812803,0.6829541435812803,0.6698102086525993,0.6698102086525993,0.6557232111281386,0.6557232111281386,0.571319108805847,0.651833077920547,0.5835199811387481,0.6829541435812803
3,0.4348107980667217,0.6995166804196629,0.6972179653424496,0.711717552752564,0.7022279853825297,0.6857833313686196,0.6573735706707533,0.6541907344099964,0.5360721442885772,0.7248614876812448,0.7245667806200636,0.7245667806200636,0.7245667806200636,0.4348107980667217,0.4348107980667217,0.4348107980667217,0.4348107980667217,0.4348107980667217,0.7120712012259813,0.6731698691500648,0.6870800424378168,0.5883531769421195,0.6731109277378285,0.6804786042673583,0.6009076977484381,0.4348107980667217,0.7245667806200636,0.6848402687728398,0.6848402687728398,0.7012849227867499,0.7012849227867499,0.679181893198161,0.679181893198161,0.7058234115289402,0.7245667806200636,0.634707323143018,0.7248614876812448
4,0.41418130378403867,0.6859601556053283,0.6561358010137923,0.6696923258281269,0.694094070493929,0.685901214193092,0.685901214193092,0.6657432512082989,0.6588471059766592,0.6922668867146057,0.6922668867146057,0.6922668867146057,0.6922668867146057,0.41418130378403867,0.41418130378403867,0.41418130378403867,0.41418130378403867,0.41418130378403867,0.6867263939643994,0.5983732170222799,0.710244017446658,0.697807379464812,0.6872568666745256,0.6811269598019568,0.6872568666745256,0.41418130378403867,0.6922668867146057,0.6922668867146057,0.7088883649652246,0.7088883649652246,0.6872568666745256,0.6872568666745256,0.6444654013910174,0.6881409878580691,0.6922668867146057,0.6243751118795324,0.7088883649652246
5,0.4309796062713663,0.7110102558057291,0.7183779323352587,0.6775904750677826,0.6778851821289638,0.6740539903336084,0.6462925851703407,0.6501827183779323,0.6551337970057762,0.7223270069550867,0.721678651420488,0.721678651420488,0.721678651420488,0.4309796062713663,0.4309796062713663,0.4309796062713663,0.4309796062713663,0.4309796062713663,0.7212071201225981,0.7209713544736532,0.656784156548391,0.6973947895791583,0.6743486973947895,0.6733466933867736,0.6188848284804904,0.4309796062713663,0.721678651420488,0.6586113403277143,0.6586113403277143,0.7225627726040316,0.7225627726040316,0.6421077449015679,0.6421077449015679,0.7154308617234469,0.721678651420488,0.6329303487148589,0.7225627726040316
6,0.40781563126252507,0.6055640693151008,0.565601791818932,0.6386302015796298,0.5980195685488624,0.6659790168572439,0.6501827183779323,0.6501827183779323,0.6570199221973358,0.682895202169044,0.6829541435812803,0.6829541435812803,0.6829541435812803,0.40781563126252507,0.40781563126252507,0.40781563126252507,0.40781563126252507,0.40781563126252507,0.6251915595897678,0.6198278910762702,0.6739950489213722,0.6793587174348698,0.6742897559825534,0.6698691500648356,0.6198868324885064,0.40781563126252507,0.6829541435812803,0.6981610279382294,0.6981610279382294,0.6637981846045031,0.6637981846045031,0.6451137569256159,0.6451137569256159,0.6174112931745844,0.6829541435812803,0.6002702572901795,0.6981610279382294
7,0.42573382058234116,0.48355534598608985,0.48997995991983967,0.5790993752210303,0.5802192620535188,0.6377460803960863,0.6377460803960863,0.627490274666981,0.5871154072851585,0.5907697748438052,0.5907697748438052,0.5907697748438052,0.5907697748438052,0.42573382058234116,0.42573382058234116,0.42573382058234116,0.42573382058234116,0.42573382058234116,0.4595661912059413,0.483850053047271,0.6167039962277496,0.5960745019450666,0.6431097489095838,0.626488270658965,0.641636213603678,0.42573382058234116,0.5907697748438052,0.5907697748438052,0.6386302015796298,0.6386302015796298,0.6386891429918661,0.6386891429918661,0.627490274666981,0.47265118472238593,0.5907697748438052,0.5543527141428827,0.6386891429918661
8,0.4315100789814924,0.7115407285158553,0.7189084050453849,0.6824826122833904,0.6827773193445715,0.6789461275492161,0.6437581044441825,0.647884003300719,0.659790168572439,0.7228574796652127,0.7222091241306142,0.7222091241306142,0.7222091241306142,0.4315100789814924,0.4315100789814924,0.4315100789814924,0.4315100789814924,0.4315100789814924,0.7217375928327243,0.7215018271837793,0.6511847223859484,0.6993398561829541,0.6788871861369798,0.6782388306023812,0.6278439231403985,0.4315100789814924,0.7222091241306142,0.6531297889897442,0.6531297889897442,0.7230932453141578,0.7230932453141578,0.6366261935635977,0.6366261935635977,0.715961334433573,0.7222091241306142,0.6329892901270951,0.7230932453141578
9,0.4375221030295886,0.7144877991276671,0.6950371330897088,0.6909112342331722,0.6853118000707297,0.6889661676293763,0.6889661676293763,0.6537781445243428,0.6177060002357656,0.734822586349169,0.734822586349169,0.734822586349169,0.734822586349169,0.4375221030295886,0.4375221030295886,0.4375221030295886,0.4375221030295886,0.4375221030295886,0.7190262878698573,0.714959330425557,0.6930331250736768,0.5999646351526583,0.6841919132382411,0.6616173523517623,0.6842508546504774,0.4375221030295886,0.734822586349169,0.734822586349169,0.6600848756336202,0.6600848756336202,0.695567605799835,0.695567605799835,0.6389249086408111,0.7192620535188023,0.734822586349169,0.6397610034884584,0.734822586349169
