,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,average_model,optimal_clustering
0,0.38470081910315146,0.5457448285436624,0.5917441806654634,0.6090517839788977,0.6233976583830811,0.6195103891896895,0.6205284835022444,0.6067379332685455,0.38470081910315146,0.38470081910315146,0.38470081910315146,0.38470081910315146,0.3846082650747374,0.3846082650747374,0.38516358924522187,0.3897912906659262,0.3971030589106391,0.38470081910315146,0.5489842195381553,0.5815632375399139,0.597575084455551,0.6102549863482808,0.5928548290064325,0.5767504280623814,0.5956314498588551,0.38470081910315146,0.5766578740339673,0.5732333749826461,0.5958165579156833,0.6153454579110555,0.6166412143088528,0.5960016659725115,0.6022027858762553,0.38470081910315146,0.41626174279235506,0.5948910176315424,0.5935952612337452,0.594428247489472,0.594428247489472,0.5936878152621593,0.5935027072053312,0.5952612337451988,0.5924846128927762,0.5916516266370494,0.5947984636031284,0.5938729233189874,0.593410153176917,0.5928548290064325,0.5948910176315424,0.5941505854042297,0.5494812689500088,0.6233976583830811
1,0.3604053866444537,0.5636540330417882,0.6043778055439863,0.6004905363505947,0.6236290434541163,0.6257577861076403,0.627516312647508,0.6322365680966264,0.3604053866444537,0.3604053866444537,0.3604053866444537,0.3604053866444537,0.3631820074968763,0.3631820074968763,0.36919801934379193,0.37049377574158915,0.37382572076449627,0.3604053866444537,0.567726410292008,0.5919755657364987,0.5991947799527975,0.6057661159701976,0.5992873339812115,0.612522560044426,0.6114119117034569,0.3604053866444537,0.5459762136146976,0.5684668425193207,0.6227960571983896,0.6207598685732797,0.6247396917950854,0.624276921653015,0.6319589060113842,0.3604053866444537,0.372437410338285,0.6180758017492711,0.6160396131241612,0.6185385718913415,0.617983247720857,0.6189087880049979,0.6159470590957471,0.6183534638345134,0.617983247720857,0.6180758017492711,0.6183534638345134,0.6202045444027952,0.6180758017492711,0.6184460178629275,0.6185385718913415,0.6191864500902402,0.551073541031429,0.6322365680966264
2,0.38160025915127954,0.5288537183580916,0.5982692396686565,0.612522560044426,0.6291822851589616,0.6289971771021333,0.6261280022212967,0.6227960571983896,0.38160025915127954,0.38160025915127954,0.38160025915127954,0.38160025915127954,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38539497431625713,0.3933546207598686,0.38160025915127954,0.5461613216715258,0.5755935027072053,0.5971585913276876,0.6113193576750428,0.6015086306631496,0.5830903790087464,0.6053033458281272,0.38160025915127954,0.5771669211902448,0.5986394557823129,0.5835531491508168,0.6294599472442038,0.6288120690453052,0.6257577861076403,0.6193715581470683,0.38160025915127954,0.41177287241427185,0.5972511453561016,0.5949372946457494,0.5979915775834144,0.5970660372992734,0.5979915775834144,0.5972511453561016,0.5971585913276876,0.5969734832708594,0.5969734832708594,0.5977139154981721,0.5977139154981721,0.5963256050719608,0.597621361469758,0.5977139154981721,0.597621361469758,0.5536821934619149,0.6294599472442038
3,0.38312740062011197,0.4787357119718636,0.5319542783099634,0.5337128048498311,0.6012772455921144,0.6134018233143598,0.6089592299504836,0.5726780508121616,0.38312740062011197,0.38312740062011197,0.38312740062011197,0.38312740062011197,0.3857189134157064,0.3857189134157064,0.38905085843861353,0.39238280346152066,0.4001573418483039,0.38312740062011197,0.5177009579341941,0.5653662825674487,0.5694386598176686,0.5809153593410153,0.581748345596742,0.5716599564996067,0.585913276875376,0.38312740062011197,0.543245869776482,0.5546300152714146,0.5849877365912352,0.5839696422786802,0.6072007034106159,0.6062751631264751,0.6096071081493822,0.38312740062011197,0.39784349113795175,0.5947984636031284,0.5958165579156833,0.5960016659725115,0.5954463418020269,0.5963718820861678,0.5960942200009255,0.5964644361145819,0.5952612337451988,0.5958165579156833,0.5947984636031284,0.5943356934610579,0.5938729233189874,0.5946133555463001,0.5954463418020269,0.5963718820861678,0.5302540265287269,0.6134018233143598
4,0.3811837660234162,0.5424128835207552,0.5669397010504882,0.5953537877736128,0.5872090332731732,0.6133092692859456,0.6127539451154611,0.6102549863482808,0.3811837660234162,0.3811837660234162,0.3811837660234162,0.3811837660234162,0.3839603868758388,0.3839603868758388,0.38812531815447265,0.39016150677958256,0.3963626266833264,0.3811837660234162,0.5459299366004905,0.579527048914804,0.5821185617103984,0.5822111157388126,0.5889675598130408,0.5824887778240548,0.5956314498588551,0.3811837660234162,0.5675875792493869,0.5823962237956407,0.5882271275857281,0.5953537877736128,0.6043315285297792,0.6044240825581934,0.6099773242630385,0.3811837660234162,0.39238280346152066,0.597575084455551,0.5984080707112777,0.5947984636031284,0.5984080707112777,0.5979453005692072,0.5972048683418946,0.5962793280577537,0.5984080707112777,0.5964644361145819,0.5987782868249341,0.597667638483965,0.5972048683418946,0.5983155166828636,0.5974825304271368,0.5973899763987227,0.5420632349689687,0.6133092692859456
5,0.3613772039428016,0.5675875792493869,0.6095145541209681,0.6402424915544449,0.6400573834976168,0.6453329631172197,0.6437595446341802,0.6444999768614929,0.3613772039428016,0.3613772039428016,0.3613772039428016,0.3613772039428016,0.36415382479522423,0.36415382479522423,0.37016983664213987,0.3720209172104216,0.3782220371141654,0.3613772039428016,0.5784164005738349,0.6198806053033459,0.6007219214216298,0.6192327271044472,0.6265444953491601,0.5996112730806609,0.6023878939330835,0.3613772039428016,0.5430607617196539,0.5659216067379332,0.63922439724189,0.6459808413161183,0.6473691517423296,0.6462585034013606,0.6456106252024619,0.3613772039428016,0.3614697579712157,0.6167337683372669,0.6182146327918923,0.6183997408487204,0.6191401730760331,0.6176593086214077,0.6182146327918923,0.6174742005645796,0.6176593086214077,0.6164561062520246,0.6165486602804388,0.6183071868203064,0.6168263223656809,0.6182146327918923,0.6190476190476191,0.6188625109907909,0.5607248694388313,0.6473691517423296
6,0.33023277338146145,0.5563422647970753,0.5967883752140312,0.6443611458188717,0.6464898884723957,0.6525984543477255,0.6518580221204128,0.6512101439215142,0.33023277338146145,0.33023277338146145,0.33023277338146145,0.33023277338146145,0.33254662409181357,0.33254662409181357,0.3389328520523856,0.3398583923365264,0.3484659169790365,0.33023277338146145,0.5687445046045629,0.6212226387153501,0.614743856726364,0.6314961358693137,0.6234439353972882,0.626498218334953,0.6419547410801055,0.33023277338146145,0.48637141931602573,0.624276921653015,0.6325142301818687,0.6582442500809847,0.6582442500809847,0.6582442500809847,0.6582442500809847,0.33023277338146145,0.6566708315979453,0.6493590633532325,0.6484335230690916,0.6451941320745985,0.6479707529270211,0.6493590633532325,0.6469526586144662,0.6493590633532325,0.6500994955805451,0.6484335230690916,0.6479707529270211,0.6458420102734972,0.6476930908417788,0.6475079827849507,0.6476005368133648,0.6501920496089593,0.570804688718521,0.6582442500809847
7,0.37563052431857097,0.56675459299366,0.6091443380073117,0.609422000092554,0.6184922948771345,0.6121986209449767,0.6002591512795594,0.6017400157341848,0.37563052431857097,0.37563052431857097,0.37563052431857097,0.37563052431857097,0.37766671294368087,0.37766671294368087,0.38155398213707253,0.3861816835577769,0.3957147484844278,0.37563052431857097,0.5306585219121662,0.5704567541302236,0.5767504280623814,0.5494469896802259,0.6056272849275764,0.5540746911009302,0.5749919015225138,0.37563052431857097,0.5543523531861724,0.5985006247396918,0.600814475450044,0.6173816465361655,0.6198806053033459,0.61793697070665,0.6132167152575316,0.37563052431857097,0.40645101578046183,0.6034059882456384,0.6031283261603961,0.6009070294784581,0.6038687583877088,0.602943218103568,0.602943218103568,0.6022953399046693,0.602943218103568,0.6039613124161229,0.6038687583877088,0.6039613124161229,0.6023878939330835,0.6039613124161229,0.6024804479614976,0.6038687583877088,0.5439520227340118,0.6198806053033459
8,0.3864593456430191,0.5396362626683326,0.5955388958304411,0.6110879726040076,0.6270998195196446,0.6257115090934333,0.624323198667222,0.6146050256837429,0.3864593456430191,0.3864593456430191,0.3864593456430191,0.3864593456430191,0.38608912952936275,0.38608912952936275,0.38608912952936275,0.3907168309500671,0.39867647739367856,0.3864593456430191,0.5501874219075386,0.5796196029432181,0.5974825304271368,0.6114581887176639,0.5971123143134804,0.5791568328011477,0.5995187190522467,0.3864593456430191,0.5793419408579759,0.5663843768800036,0.5910963024665649,0.6234902124114952,0.6235827664399093,0.6182146327918923,0.6107177564903512,0.3864593456430191,0.4180202693322227,0.5926697209496044,0.5916516266370494,0.592299504835948,0.5931324910916748,0.593410153176917,0.5920218427507057,0.5909111944097367,0.5922069508075339,0.5931324910916748,0.5933175991485029,0.5918367346938775,0.5916516266370494,0.5928548290064325,0.5922069508075339,0.591188856494979,0.5524327140783246,0.6270998195196446
9,0.3835438937479754,0.5183951131472997,0.5330186496367254,0.5302420287843028,0.6053958998565413,0.6203896524596233,0.6112268036466287,0.615761951038919,0.3835438937479754,0.3835438937479754,0.3835438937479754,0.3835438937479754,0.3859502984867416,0.3859502984867416,0.38918968948123467,0.39196631033365725,0.39964829469202645,0.3835438937479754,0.5220047202554491,0.573187097968439,0.5653200055532417,0.5803137581563238,0.5857744458327548,0.5736498681105096,0.5862372159748253,0.3835438937479754,0.553843306029895,0.5671710861215234,0.590217039196631,0.5913276875376001,0.6123374519875978,0.6117821278171133,0.6163172752094035,0.3835438937479754,0.3974269980100884,0.5960479429867185,0.5959553889583044,0.5945670785320931,0.5951224027025777,0.5948447406173354,0.5960479429867185,0.5950298486741635,0.5954000647878199,0.5941968624184367,0.5950298486741635,0.5954926188162339,0.5954926188162339,0.5964181591003749,0.5962330510435466,0.5951224027025777,0.5362614685581968,0.6203896524596233
