,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,average_model,optimal_clustering
0,0.45812458249833,0.6457080828323313,0.6643286573146293,0.6611973947895792,0.6469188376753507,0.6308867735470942,0.6296760187040749,0.6026219104876419,0.5892201068804275,0.6670424181696727,0.6670424181696727,0.6670424181696727,0.6670424181696727,0.45812458249833,0.45812458249833,0.45812458249833,0.45812458249833,0.45812458249833,0.6517618570474282,0.6688376753507014,0.5938961255845023,0.6537241148964595,0.6250835003340013,0.5874665998663995,0.625125250501002,0.45812458249833,0.6670424181696727,0.6670424181696727,0.6293837675350702,0.6293837675350702,0.6441633266533067,0.6441633266533067,0.6195724782899131,0.6509268537074149,0.6670424181696727,0.5025467601870407,0.5026302605210421,0.4964512358049432,0.508684034736139,0.508809285237141,0.49498997995991983,0.49611723446893785,0.5031730126920507,0.49365397461589844,0.49202571810287243,0.5189545758183033,0.5194973279893119,0.47357214428857713,0.49770374081496327,0.6048632980246207,0.6688376753507014
1,0.457623580494322,0.6538076152304609,0.6467100868403474,0.6443303273213092,0.6387358049432198,0.6374832999331997,0.6348530394121576,0.6081329325317302,0.5781563126252505,0.6680444221776887,0.6680444221776887,0.6680444221776887,0.6680444221776887,0.457623580494322,0.457623580494322,0.457623580494322,0.457623580494322,0.457623580494322,0.6565213760855043,0.656813627254509,0.6334335337341349,0.6337675350701403,0.6336005344021376,0.6153557114228457,0.6335587842351369,0.457623580494322,0.6680444221776887,0.6680444221776887,0.6078406813627254,0.6078406813627254,0.6435788243152972,0.6435788243152972,0.5944388777555111,0.6572728790915163,0.6680444221776887,0.4958667334669339,0.49770374081496327,0.4963677354709419,0.5095190380761523,0.4898547094188377,0.5076820307281229,0.5049682698730795,0.49407147628590514,0.49089846359385436,0.49219271877087506,0.5255511022044088,0.5215848363393454,0.47724615898463596,0.5009602538410154,0.6039853516556923,0.6680444221776887
2,0.4348697394789579,0.4333249832999332,0.5645040080160321,0.5483049432197729,0.5728540414161657,0.6192384769539078,0.6105544422177689,0.6146459585838343,0.6032064128256514,0.6090096860387442,0.6093019372077488,0.6093019372077488,0.6093019372077488,0.4348697394789579,0.4348697394789579,0.4348697394789579,0.4348697394789579,0.4348697394789579,0.5595357381429525,0.5944806279225117,0.6071309285237141,0.624874749498998,0.623371743486974,0.6214094856379425,0.5944806279225117,0.4348697394789579,0.6093019372077488,0.6290080160320641,0.6290080160320641,0.6182782231128925,0.6182782231128925,0.6079659318637275,0.6079659318637275,0.5537742150968604,0.6093019372077488,0.49640948563794257,0.48755845023380096,0.499248496993988,0.4994572478289913,0.49465597862391447,0.5012107548430194,0.488560454241817,0.49461422845691383,0.4934452237808951,0.49273547094188375,0.5164913159652639,0.5088510354041417,0.5075150300601202,0.49240146960587844,0.5644515220918027,0.6290080160320641
3,0.4526553106212425,0.6392368069472278,0.6382765531062125,0.6496325985303941,0.6429943219772879,0.6329325317301269,0.6090096860387442,0.614437207748831,0.5265531062124249,0.658191382765531,0.6579826319305278,0.6579826319305278,0.6579826319305278,0.4526553106212425,0.4526553106212425,0.4526553106212425,0.4526553106212425,0.4526553106212425,0.648630594522378,0.6214094856379425,0.6322645290581163,0.5625835003340013,0.6222862391449566,0.6282565130260521,0.5704742818971276,0.4526553106212425,0.6579826319305278,0.6305110220440882,0.6305110220440882,0.6421593186372746,0.6421593186372746,0.6266700066800267,0.6266700066800267,0.6437875751503006,0.6579826319305278,0.4950734802939212,0.5016700066800267,0.5048430193720775,0.509310287241149,0.4865564462257849,0.5039662658650634,0.5055110220440882,0.4936122244488978,0.49954074816299265,0.5105210420841684,0.4793336673346693,0.4772879091516366,0.5159485637942551,0.49691048764195056,0.5942325126443363,0.658191382765531
4,0.44150801603206413,0.6319305277221109,0.6092184368737475,0.6194054776219104,0.635938543754175,0.6290497661990648,0.6320975283901136,0.6148547094188377,0.6105544422177689,0.6367317969271877,0.6367317969271877,0.6367317969271877,0.6367317969271877,0.44150801603206413,0.44150801603206413,0.44150801603206413,0.44150801603206413,0.44150801603206413,0.633057782231129,0.5671342685370742,0.6473780895123581,0.6384853039412157,0.6305110220440882,0.6250835003340013,0.6305110220440882,0.44150801603206413,0.6367317969271877,0.6367317969271877,0.6475033400133601,0.6475033400133601,0.6305110220440882,0.6305110220440882,0.6003674014696059,0.6344772879091516,0.6367317969271877,0.4941132264529058,0.4989562458249833,0.5005427521710086,0.4876419505678023,0.48676519706078825,0.4938209752839011,0.5035487641950568,0.5051770207080828,0.49757849031396123,0.5062207748830996,0.5290581162324649,0.513318303273213,0.480502672010688,0.4910237140948564,0.5912503578585743,0.6475033400133601
5,0.45207080828323315,0.6502588510354042,0.6552271209084837,0.6256680026720107,0.625876753507014,0.6231629926519706,0.605126920507682,0.5991566466265865,0.6087591850367402,0.6587758851035405,0.6582331329325317,0.6582331329325317,0.6582331329325317,0.45207080828323315,0.45207080828323315,0.45207080828323315,0.45207080828323315,0.45207080828323315,0.658066132264529,0.6587341349365398,0.6118486973947895,0.6401970607882431,0.6239562458249833,0.6230794923179692,0.5846693386773547,0.45207080828323315,0.6582331329325317,0.613059452237809,0.613059452237809,0.6586088844355378,0.6586088844355378,0.6012859051436206,0.6012859051436206,0.6533901135604543,0.6582331329325317,0.5050935203740815,0.5006680026720107,0.4964929859719439,0.49428022712090847,0.5121910487641951,0.49127421509686037,0.5025050100200401,0.5079742818971276,0.49762024048096193,0.5122745490981964,0.4759936539746159,0.5190380761523046,0.5170340681362725,0.5004175016700066,0.5973578108598148,0.6587758851035405
6,0.43420173680694724,0.5740230460921844,0.5460504342017368,0.5986138944555778,0.5692635270541082,0.6179024716098864,0.6063794255177021,0.6123079492317969,0.6110554442217769,0.6302187708750835,0.6302605210420842,0.6302605210420842,0.6302605210420842,0.43420173680694724,0.43420173680694724,0.43420173680694724,0.43420173680694724,0.43420173680694724,0.5877588510354042,0.5847110888443554,0.6226619906479626,0.6268787575150301,0.6235387441549766,0.6204074816299265,0.5851703406813628,0.43420173680694724,0.6302605210420842,0.6398630594522378,0.6398630594522378,0.6163577154308617,0.6163577154308617,0.6027054108216433,0.6027054108216433,0.5821643286573146,0.6302605210420842,0.5046760187040749,0.5035905143620575,0.500751503006012,0.5003757515030061,0.5030895123580494,0.4992067468269873,0.49198396793587174,0.5007097528390113,0.5035487641950568,0.5067635270541082,0.4796676686706747,0.4872244488977956,0.5084335337341349,0.4968269873079492,0.5745049623055636,0.6398630594522378
7,0.44735303941215765,0.4876419505678023,0.49169171676686707,0.5556947227788911,0.5571142284569138,0.5991148964595858,0.5991148964595858,0.5917668670674683,0.561998997995992,0.5671760187040749,0.5671760187040749,0.5671760187040749,0.5671760187040749,0.44735303941215765,0.44735303941215765,0.44735303941215765,0.44735303941215765,0.44735303941215765,0.4699816299265197,0.4873496993987976,0.5842935871743486,0.5681780227120908,0.6030811623246493,0.5913076152304609,0.6022044088176353,0.44735303941215765,0.5671760187040749,0.5671760187040749,0.6015781563126252,0.6015781563126252,0.5990313961255845,0.5990313961255845,0.5917668670674683,0.47983466933867736,0.5671760187040749,0.5057197728790915,0.4981212424849699,0.49745323981295925,0.5001670006680027,0.5034652638610554,0.5025885103540414,0.5062207748830996,0.4971609886439546,0.499749498997996,0.5078072812291249,0.5001670006680027,0.5058867735470942,0.508809285237141,0.49820474281897126,0.5407159557209659,0.6030811623246493
8,0.4487725450901804,0.6506346025384101,0.655936873747495,0.6321392785571143,0.6328490313961256,0.6306362725450901,0.6076736806947228,0.6002004008016032,0.6153974615898463,0.6594856379425518,0.6591098864395457,0.6591098864395457,0.6591098864395457,0.4487725450901804,0.4487725450901804,0.4487725450901804,0.4487725450901804,0.4487725450901804,0.6582748830995324,0.6586088844355378,0.6092184368737475,0.644246826987308,0.6305110220440882,0.6297177688710754,0.593186372745491,0.4487725450901804,0.6591098864395457,0.6106796927187709,0.6106796927187709,0.6609886439545758,0.6609886439545758,0.6000751503006012,0.6000751503006012,0.6540998663994656,0.6591098864395457,0.5056362725450901,0.49728623914495657,0.5035487641950568,0.4912324649298597,0.512566800267201,0.5068470273881096,0.4987057448229793,0.5021710086840347,0.5029225116900468,0.5113977955911824,0.4782064128256513,0.5223363393453574,0.5150718102872411,0.4989562458249833,0.5983789006584597,0.6609886439545758
9,0.45541082164328656,0.6489228456913828,0.636063794255177,0.6333500334001336,0.6297595190380761,0.6325150300601202,0.6296342685370742,0.6074231796927188,0.584627588510354,0.6637441549766199,0.6637441549766199,0.6637441549766199,0.6637441549766199,0.45541082164328656,0.45541082164328656,0.45541082164328656,0.45541082164328656,0.45541082164328656,0.6514696058784235,0.6486723446893787,0.6358967935871743,0.5719772879091516,0.6288827655310621,0.6128924515698063,0.6287575150300602,0.45541082164328656,0.6637441549766199,0.6637441549766199,0.6133934535738143,0.6133934535738143,0.636940547762191,0.636940547762191,0.5975701402805611,0.6520541082164328,0.6637441549766199,0.5025885103540414,0.4920674682698731,0.5039245156980628,0.489437207748831,0.49198396793587174,0.49202571810287243,0.4860554442217769,0.5059702738810955,0.5057197728790915,0.4915664662658651,0.5256763527054108,0.4774549098196393,0.47854041416165666,0.4989144956579826,0.5990063460253842,0.6637441549766199
