,abilities
kmeans_n_clusters_1,0.5206559
kmeans_n_clusters_2,0.54412377
kmeans_n_clusters_3,0.54076016
kmeans_n_clusters_4,0.54034275
kmeans_n_clusters_5,0.5073892
kmeans_n_clusters_6,0.50623816
kmeans_n_clusters_7,0.48820195
kmeans_n_clusters_8,0.48001376
dbscan_eps_0_1_min_samples_2,0.5206559
dbscan_eps_0_2_min_samples_2,0.5206559
dbscan_eps_0_3_min_samples_2,0.5206559
dbscan_eps_0_4_min_samples_2,0.5206559
dbscan_eps_0_5_min_samples_2,0.5206559
dbscan_eps_0_6_min_samples_2,0.5206559
dbscan_eps_0_7_min_samples_2,0.5206559
dbscan_eps_0_8_min_samples_2,0.5206559
dbscan_eps_0_9_min_samples_2,0.5206559
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5206559
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5019998
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4708472
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4791642
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.46594596
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.45782572
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4568052
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.46203685
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5206559
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5451274
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53527856
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5077601
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49681324
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48687807
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48076335
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4719346
mean_shift_,0.52723885
optics_,0.52151823
random_model_n1,0.48082498
random_model_n2,0.48069882
random_model_n3,0.48170137
random_model_n4,0.4807525
random_model_n5,0.48096815
random_model_n6,0.48066655
random_model_n7,0.48087332
random_model_n8,0.48097214
random_model_n9,0.48075068
random_model_n10,0.48058477
random_model_n11,0.48078865
random_model_n12,0.48066518
random_model_n13,0.4806098
random_model_n14,0.480597
random_model_n15,0.48085445
average_model,0.50619966
optimal_clustering,0.54656374
