,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,average_model,optimal_clustering
0,0.5421700543945033,0.7186372745490982,0.7734898368164901,0.7733753220727169,0.7740624105353564,0.7737188663040366,0.7660463784712281,0.7630689951331234,0.7464643572860006,0.7568851989693673,0.5512167191525909,0.5473232178643,0.5440022902948755,0.5440022902948755,0.5421700543945033,0.5421700543945033,0.5421700543945033,0.5421700543945033,0.7154308617234469,0.7746349842542227,0.7744059547666762,0.774749498997996,0.7716576009161179,0.7691382765531062,0.7595190380761523,0.5421700543945033,0.7140566847981678,0.7728027483538505,0.7737188663040366,0.7744059547666762,0.7739478957915832,0.7731462925851703,0.7682221586029201,0.7705124534783854,0.6787861437160034,0.47655310621242486,0.6867682454856804,0.7744059547666762
1,0.5433152018322359,0.7190953335241912,0.7730317778413971,0.7728027483538505,0.7736043515602634,0.7730317778413971,0.765130260521042,0.7622673919267106,0.7455482393358145,0.7558545662754079,0.5523618665903235,0.5482393358144861,0.5450329229888348,0.5450329229888348,0.5433152018322359,0.5433152018322359,0.5433152018322359,0.5433152018322359,0.7158889206985399,0.7738333810478099,0.7739478957915832,0.7741769252791297,0.7709705124534784,0.7684511880904666,0.758946464357286,0.5433152018322359,0.7142857142857143,0.7722301746349842,0.7731462925851703,0.7738333810478099,0.7730317778413971,0.7722301746349842,0.767306040652734,0.769939879759519,0.6783280847409104,0.4735757228743201,0.6867385564780355,0.7738333810478099
2,0.41179501860864587,0.5612367592327512,0.6612081305468079,0.6269682221586029,0.6301746349842542,0.6377326080732895,0.6112797022616662,0.601087890065846,0.5691382765531062,0.6569710850271973,0.4207271686229602,0.41626109361580305,0.41305468079015173,0.41305468079015173,0.41179501860864587,0.41179501860864587,0.41179501860864587,0.41179501860864587,0.5674205553965073,0.6620097337532207,0.6267391926710564,0.643687374749499,0.6412825651302605,0.6100200400801603,0.6223876324076725,0.41179501860864587,0.5678786143716004,0.6561694818207844,0.6574291440022902,0.6446034926996851,0.6276553106212425,0.6289149728027483,0.5944460349269969,0.6668193529916977,0.6616661895219009,0.5308903521328371,0.5549426896120283,0.6668193529916977
3,0.5432579444603493,0.7114801030632694,0.7642713999427426,0.7636988262238763,0.7645004294302892,0.7640423704551961,0.7559118236472946,0.7527054108216433,0.7349556255367878,0.7460635556827941,0.5507014028056112,0.5478385342112797,0.5448611508731749,0.5448611508731749,0.5432579444603493,0.5432579444603493,0.5432579444603493,0.5432579444603493,0.7085027197251647,0.7653020326367019,0.7649584884053822,0.7653020326367019,0.7619811050672775,0.7593472659604924,0.749498997995992,0.5432579444603493,0.7072430575436588,0.7635843114801031,0.7645004294302892,0.764843973661609,0.7647294589178357,0.7634697967363298,0.7583166332665331,0.7612940166046378,0.46298310907529344,0.4780990552533639,0.6730794923179692,0.764843973661609
4,0.48204981391354135,0.7468079015173203,0.7523046092184369,0.7540223303750357,0.6529058116232465,0.6530203263670198,0.6514171199541942,0.6514171199541942,0.7228743200687089,0.7455482393358145,0.48628685943315203,0.48262238763240767,0.4847981677640996,0.4847981677640996,0.48204981391354135,0.48204981391354135,0.48204981391354135,0.48204981391354135,0.7505868880618379,0.7547094188376754,0.7548239335814486,0.7060406527340395,0.751503006012024,0.6704265674205554,0.7272258803320928,0.48204981391354135,0.7512739765244775,0.7523046092184369,0.753678786143716,0.753678786143716,0.7524191239622101,0.7512739765244775,0.6559977097051245,0.7543658746063555,0.6798167764099627,0.4944174062410535,0.6401437796227375,0.7543658746063555
5,0.4105926137990266,0.5576295448038935,0.6582880045805898,0.6368737474949899,0.6397366160893215,0.6361866590323504,0.6096192384769539,0.6022902948754653,0.5647294589178357,0.6557686802175781,0.41963927855711425,0.4148296593186373,0.411623246492986,0.411623246492986,0.4105926137990266,0.4105926137990266,0.4105926137990266,0.4105926137990266,0.5640423704551961,0.6618379616375608,0.6367592327512167,0.6499284282851417,0.6434010878900659,0.6087031205267678,0.6092756942456341,0.4105926137990266,0.5649584884053822,0.6532493558545662,0.6606928141998283,0.6511880904666476,0.6209561981105067,0.6273690237618094,0.6196965359290009,0.6656169481820784,0.660578299456055,0.5324363011737762,0.5554113518041374,0.6656169481820784
6,0.5433152018322359,0.7190953335241912,0.7730317778413971,0.7728027483538505,0.7736043515602634,0.7730317778413971,0.765130260521042,0.7622673919267106,0.7455482393358145,0.7558545662754079,0.5523618665903235,0.5482393358144861,0.5450329229888348,0.5450329229888348,0.5433152018322359,0.5433152018322359,0.5433152018322359,0.5433152018322359,0.7158889206985399,0.7738333810478099,0.7739478957915832,0.7741769252791297,0.7709705124534784,0.7684511880904666,0.758946464357286,0.5433152018322359,0.7142857142857143,0.7722301746349842,0.7731462925851703,0.7738333810478099,0.7730317778413971,0.7722301746349842,0.767306040652734,0.769939879759519,0.6783280847409104,0.4735757228743201,0.6867385564780355,0.7738333810478099
7,0.37864300028628683,0.6845118809046665,0.6885198969367307,0.682107071285428,0.6508445462353278,0.5895791583166332,0.6001145147437733,0.6004580589750931,0.5720584025193244,0.591182364729459,0.5946178070426568,0.5959919839679358,0.38093329516175206,0.38093329516175206,0.37864300028628683,0.37864300028628683,0.37864300028628683,0.37864300028628683,0.6880618379616376,0.6853134841110793,0.6823361007729746,0.6658459776696249,0.6008016032064128,0.6005725737188663,0.6724878328084741,0.37864300028628683,0.687374749498998,0.6885198969367307,0.6816490123103349,0.6816490123103349,0.5800744345834526,0.5902662467792729,0.6519896936730604,0.6863441168050386,0.5608359576295449,0.5364443172058403,0.5671766814051383,0.6885198969367307
8,0.48187804179788146,0.7450329229888348,0.7501860864586315,0.7516747781276839,0.6451760664185514,0.645405095906098,0.6440309189808188,0.6440309189808188,0.719610649871171,0.7426281133695963,0.4857715430861723,0.48222158602920123,0.48451188090466646,0.48451188090466646,0.48187804179788146,0.48187804179788146,0.48187804179788146,0.48187804179788146,0.7488119095333524,0.7527054108216433,0.7528199255654165,0.6980818780417979,0.7486973947895792,0.5791010592613799,0.7216719152590896,0.48187804179788146,0.7497280274835385,0.7501860864586315,0.7513312338963641,0.7513312338963641,0.7500715717148583,0.7488119095333524,0.6492985971943888,0.75259089607787,0.6790724305754365,0.4944746636129402,0.6376520236239676,0.75259089607787
9,0.4739765244775265,0.7302605210420842,0.7350701402805612,0.7292298883481249,0.6523904952762668,0.6501002004008016,0.6498711709132551,0.6498711709132551,0.6902948754652162,0.7194961351273976,0.47695390781563124,0.4754652161465789,0.4764958488405382,0.4764958488405382,0.4739765244775265,0.4739765244775265,0.4739765244775265,0.4739765244775265,0.7338104780990553,0.7362152877182937,0.7331233896364157,0.5856283996564557,0.7243057543658746,0.6244488977955912,0.5569997137131406,0.4739765244775265,0.7343830518179215,0.7350701402805612,0.7278557114228457,0.7278557114228457,0.7327798454050959,0.73152018322359,0.646779272831377,0.7356427139994274,0.5243630117377612,0.5034068136272545,0.6214121364421966,0.7356427139994274
10,0.37600916117950184,0.6802748353850558,0.6838247924420269,0.6761523046092185,0.6445462353277984,0.5939307185800172,0.6044660750071572,0.6043515602633839,0.5769825365015746,0.5943887775551102,0.5972516461494417,0.5986258230747209,0.3781849413111938,0.3781849413111938,0.37600916117950184,0.37600916117950184,0.37600916117950184,0.37600916117950184,0.6838247924420269,0.6802748353850558,0.6767248783280847,0.6221013455482394,0.6059547666762095,0.6046951044947037,0.6644718007443459,0.37600916117950184,0.6833667334669339,0.6838247924420269,0.6756942456341254,0.6756942456341254,0.5851130833094761,0.5945032922988834,0.6462639564843974,0.6816490123103349,0.560492413398225,0.5293444030918981,0.5658449173479233,0.6838247924420269
11,0.47432006870884624,0.7302605210420842,0.7351846550243344,0.7295734325794446,0.6522759805324936,0.6501002004008016,0.6496421414257085,0.6496421414257085,0.691554537646722,0.720068708846264,0.4774119667907243,0.47580876037789865,0.47672487832808474,0.47672487832808474,0.47432006870884624,0.47432006870884624,0.47432006870884624,0.47432006870884624,0.7339249928428285,0.736329802462067,0.7334669338677354,0.5853993701689092,0.724878328084741,0.6250214715144575,0.5568851989693673,0.47432006870884624,0.7347265960492413,0.7351846550243344,0.7283137703979388,0.7283137703979388,0.733237904380189,0.7317492127111366,0.646321213856284,0.7356427139994274,0.5220727168622961,0.5091325508159176,0.6215605814804213,0.7356427139994274
12,0.5432579444603493,0.7114801030632694,0.7642713999427426,0.7636988262238763,0.7645004294302892,0.7640423704551961,0.7559118236472946,0.7527054108216433,0.7349556255367878,0.7460635556827941,0.5507014028056112,0.5478385342112797,0.5448611508731749,0.5448611508731749,0.5432579444603493,0.5432579444603493,0.5432579444603493,0.5432579444603493,0.7085027197251647,0.7653020326367019,0.7649584884053822,0.7653020326367019,0.7619811050672775,0.7593472659604924,0.749498997995992,0.5432579444603493,0.7072430575436588,0.7635843114801031,0.7645004294302892,0.764843973661609,0.7647294589178357,0.7634697967363298,0.7583166332665331,0.7612940166046378,0.46298310907529344,0.4780990552533639,0.6730794923179692,0.764843973661609
13,0.4786716289722302,0.7430861723446894,0.7484683653020326,0.7453764672201546,0.652046951044947,0.6503292298883481,0.6503292298883481,0.6503292298883481,0.7107930146006298,0.73678786143716,0.4831377039793873,0.4803893501288291,0.4813054680790152,0.4813054680790152,0.4786716289722302,0.4786716289722302,0.4786716289722302,0.4786716289722302,0.7469796736329802,0.750415115946178,0.7485828800458059,0.5789865445176067,0.7413684511880905,0.6231892356140853,0.6956770684225594,0.4786716289722302,0.7478957915831663,0.7484683653020326,0.7443458345261953,0.7443458345261953,0.7481248210707129,0.746865158889207,0.6455196106498712,0.7497280274835385,0.6696822215860292,0.5087890065845978,0.6352599378651482,0.7497280274835385
14,0.40251932436301174,0.4476381334096765,0.6389922702547953,0.5968508445462354,0.6083023189235615,0.617348983681649,0.6075007157171486,0.5995991983967935,0.5744059547666762,0.5681076438591469,0.40503864872602346,0.4046951044947037,0.4028628685943315,0.4028628685943315,0.40251932436301174,0.40251932436301174,0.40251932436301174,0.40251932436301174,0.5275694245634125,0.6380761523046092,0.6092184368737475,0.5997137131405669,0.593644431720584,0.6060120240480962,0.6149441740624105,0.40251932436301174,0.5275694245634125,0.6379616375608359,0.6234182651016318,0.6101345548239335,0.6203263670197537,0.6165473804752362,0.5858574291440023,0.6386487260234756,0.5170340681362725,0.5294016604637847,0.5283074084677291,0.6389922702547953
15,0.542513598625823,0.7186372745490982,0.7737188663040366,0.7737188663040366,0.7744059547666762,0.7740624105353564,0.7659318637274549,0.7629544803893501,0.7463498425422274,0.7565416547380476,0.551674778127684,0.5476667620956198,0.544231319782422,0.544231319782422,0.542513598625823,0.542513598625823,0.542513598625823,0.542513598625823,0.7153163469796736,0.7749785284855425,0.7749785284855425,0.7750930432293158,0.7718866304036645,0.7691382765531062,0.7598625823074721,0.542513598625823,0.713713140566848,0.7731462925851703,0.7738333810478099,0.7746349842542227,0.774291440022903,0.7737188663040366,0.7683366733466934,0.7706269682221586,0.6792442026910965,0.4841110793014601,0.6869718272523884,0.7746349842542227
