,abilities
kmeans_n_clusters_1,0.5205694
kmeans_n_clusters_2,0.54015243
kmeans_n_clusters_3,0.53706217
kmeans_n_clusters_4,0.53645056
kmeans_n_clusters_5,0.5107785
kmeans_n_clusters_6,0.50370914
kmeans_n_clusters_7,0.4943606
kmeans_n_clusters_8,0.49920437
dbscan_eps_0_1_min_samples_2,0.5205694
dbscan_eps_0_2_min_samples_2,0.5205694
dbscan_eps_0_3_min_samples_2,0.5205694
dbscan_eps_0_4_min_samples_2,0.5205694
dbscan_eps_0_5_min_samples_2,0.5205694
dbscan_eps_0_6_min_samples_2,0.5205694
dbscan_eps_0_7_min_samples_2,0.5205694
dbscan_eps_0_8_min_samples_2,0.5205694
dbscan_eps_0_9_min_samples_2,0.5205694
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5205694
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50678146
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48156324
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48801768
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4771016
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47067663
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46990138
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4740478
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5205694
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54077476
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5326329
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5122364
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.502974
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4952547
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4898688
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48178244
mean_shift_,0.5258097
optics_,0.5212173
random_model_n1,0.48904303
random_model_n2,0.48905033
random_model_n3,0.48986316
random_model_n4,0.48901212
random_model_n5,0.48917678
random_model_n6,0.4890118
random_model_n7,0.48916316
random_model_n8,0.48919806
random_model_n9,0.48903757
random_model_n10,0.48890543
random_model_n11,0.48908603
random_model_n12,0.48887843
random_model_n13,0.48883215
random_model_n14,0.48893267
random_model_n15,0.48907405
random_model_n16,0.4888933
random_model_n17,0.48904577
random_model_n18,0.4891467
random_model_n19,0.48911273
random_model_n20,0.4888367
random_model_n21,0.48928973
random_model_n22,0.48938906
random_model_n23,0.48925844
random_model_n24,0.4888079
random_model_n25,0.4897601
random_model_n26,0.4889744
random_model_n27,0.48895147
average_model,0.51663727
optimal_clustering,0.5421383
