,abilities
kmeans_n_clusters_1,0.51531225
kmeans_n_clusters_2,0.54729104
kmeans_n_clusters_3,0.5420949
kmeans_n_clusters_4,0.54237294
kmeans_n_clusters_5,0.48680153
kmeans_n_clusters_6,0.4783535
kmeans_n_clusters_7,0.46269026
kmeans_n_clusters_8,0.46330768
dbscan_eps_0_1_min_samples_2,0.51531225
dbscan_eps_0_2_min_samples_2,0.51531225
dbscan_eps_0_3_min_samples_2,0.51531225
dbscan_eps_0_4_min_samples_2,0.51531225
dbscan_eps_0_5_min_samples_2,0.51531225
dbscan_eps_0_6_min_samples_2,0.51531225
dbscan_eps_0_7_min_samples_2,0.51531225
dbscan_eps_0_8_min_samples_2,0.51531225
dbscan_eps_0_9_min_samples_2,0.51531225
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51531225
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48327988
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.43921456
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4495391
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.43130252
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.42051542
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4180954
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.42548
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51531225
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5486008
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5331049
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.48918664
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.47389677
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.45958266
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.45171472
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.43951094
mean_shift_,0.52485186
optics_,0.516742
average_model,0.49112067
optimal_clustering,0.5501657
