,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,average_model,optimal_clustering
0,0.3128967894068565,0.8276800290223109,0.8276800290223109,0.7569381461998912,0.7417014329766007,0.7964810448031925,0.7964810448031925,0.7736259749682568,0.3237801559949211,0.6782151278795574,0.747143116270633,0.8160711046617087,0.825503355704698,0.8284055867948485,0.8284055867948485,0.8284055867948485,0.8284055867948485,0.3128967894068565,0.8276800290223109,0.8276800290223109,0.8276800290223109,0.8276800290223109,0.8059132958461818,0.759114819517504,0.769272628333031,0.3128967894068565,0.8276800290223109,0.8276800290223109,0.8284055867948485,0.8059132958461818,0.8066388536187193,0.8066388536187193,0.7779793216034827,0.8276800290223109,0.6832940322873209,0.5857065118810085,0.56067476872846,0.6176310538726646,0.7423195007087625,0.8284055867948485
1,0.3119898421911845,0.8133502630146926,0.8133502630146926,0.7661890077997461,0.7763468166152729,0.8031924541991656,0.8031924541991656,0.7484128423725739,0.32323598766551787,0.6791220750952295,0.7251949936513695,0.8075458008343914,0.8115363685833484,0.8111735896970796,0.8111735896970796,0.8111735896970796,0.8111735896970796,0.3119898421911845,0.8133502630146926,0.8133502630146926,0.8133502630146926,0.8133502630146926,0.8075458008343914,0.7484128423725739,0.7527661890077998,0.3119898421911845,0.8133502630146926,0.8133502630146926,0.8111735896970796,0.8075458008343914,0.8053691275167785,0.8053691275167785,0.7484128423725739,0.8133502630146926,0.7306366769454018,0.5292943950662071,0.5543261382187556,0.4636314166515509,0.7365889379312198,0.8133502630146926
2,0.30799927444222747,0.8180663885361872,0.8180663885361872,0.7709051333212407,0.78033738436423,0.8071830219481226,0.8071830219481226,0.7524034101215309,0.318882641030292,0.678033738436423,0.7299111191728641,0.8126247052421549,0.8158897152185742,0.8162524941048431,0.8162524941048431,0.8162524941048431,0.8162524941048431,0.30799927444222747,0.8180663885361872,0.8180663885361872,0.8180663885361872,0.8180663885361872,0.8108108108108109,0.7524034101215309,0.7560311989842191,0.30799927444222747,0.8180663885361872,0.8180663885361872,0.8162524941048431,0.8108108108108109,0.8089969163794667,0.8089969163794667,0.7524034101215309,0.8180663885361872,0.7360783602394341,0.5307455106112824,0.5771812080536913,0.5789951024850354,0.7399345654379212,0.8180663885361872
3,0.3333937964810448,0.8031924541991656,0.8031924541991656,0.7458733901686921,0.7571195356430256,0.7883185198621441,0.7883185198621441,0.7270088880827136,0.34391438418284054,0.2992925811717758,0.7030654815889715,0.7926718664973699,0.7984763286776709,0.8006530019952839,0.8006530019952839,0.8006530019952839,0.8006530019952839,0.3333937964810448,0.8031924541991656,0.8031924541991656,0.8031924541991656,0.8031924541991656,0.7937602031561763,0.7270088880827136,0.7317250136042083,0.3333937964810448,0.8031924541991656,0.8031924541991656,0.8006530019952839,0.7937602031561763,0.7912207509522946,0.7912207509522946,0.7270088880827136,0.8031924541991656,0.7085071648830038,0.5673861781244331,0.5289316161799383,0.4643569744240885,0.7126589676925249,0.8031924541991656
4,0.3312171231634319,0.8050063486305097,0.8050063486305097,0.7491384001451116,0.73426446580809,0.6845637583892618,0.6845637583892618,0.7534917467803374,0.34101215309269,0.647923090876111,0.7212044259024125,0.7846907309994559,0.7973879920188645,0.8053691275167785,0.8053691275167785,0.8053691275167785,0.8053691275167785,0.3312171231634319,0.8050063486305097,0.8050063486305097,0.8050063486305097,0.8050063486305097,0.7676401233448213,0.7324505713767459,0.7491384001451116,0.3312171231634319,0.8050063486305097,0.8050063486305097,0.8053691275167785,0.7676401233448213,0.7680029022310901,0.7680029022310901,0.7618356611645202,0.8050063486305097,0.3939778704879376,0.5764556502811536,0.5412660983130781,0.4643569744240885,0.706370800330532,0.8053691275167785
5,0.31507346272446946,0.75730092508616,0.75730092508616,0.741338654090332,0.7369853074551062,0.7217485942318157,0.7217485942318157,0.6887357155813532,0.32523127153999637,0.3353890803555233,0.6640667513150734,0.6640667513150734,0.7387992018864502,0.7580264828586977,0.7580264828586977,0.7580264828586977,0.7580264828586977,0.31507346272446946,0.75730092508616,0.75730092508616,0.75730092508616,0.75730092508616,0.7166696898240522,0.7166696898240522,0.6887357155813532,0.31507346272446946,0.75730092508616,0.75730092508616,0.7580264828586977,0.7166696898240522,0.7166696898240522,0.7166696898240522,0.7286413930709232,0.75730092508616,0.4097587520406312,0.5370941411209867,0.5661164520224923,0.48195175040812627,0.6604927074725732,0.7580264828586977
6,0.3540721929983675,0.8013785597678215,0.8013785597678215,0.704153818247778,0.7208416470161436,0.7701795755487031,0.7701795755487031,0.730273898059133,0.3642300018138944,0.3127153999637221,0.7066932704516597,0.7875929620896064,0.7966624342463269,0.7999274442227462,0.7999274442227462,0.7999274442227462,0.7999274442227462,0.3540721929983675,0.8013785597678215,0.8013785597678215,0.8013785597678215,0.8013785597678215,0.7785234899328859,0.7153999637221113,0.7248322147651006,0.3540721929983675,0.8013785597678215,0.8013785597678215,0.7999274442227462,0.7785234899328859,0.7770723743878106,0.7770723743878106,0.7349900235806276,0.8013785597678215,0.3899873027389806,0.5071648830038091,0.5242154906584436,0.5536005804462181,0.6976237982949393,0.8013785597678215
7,0.33212407037910396,0.8160711046617087,0.8160711046617087,0.7366225285688373,0.7315436241610739,0.7855976782151278,0.7855976782151278,0.7562125884273535,0.3422818791946309,0.6517322691819336,0.7297297297297297,0.8044621803011065,0.8131688735715581,0.8160711046617087,0.8160711046617087,0.8160711046617087,0.8160711046617087,0.33212407037910396,0.8160711046617087,0.8160711046617087,0.8160711046617087,0.8160711046617087,0.7950299292581172,0.7417014329766007,0.7507709051333212,0.33212407037910396,0.8160711046617087,0.8160711046617087,0.8160711046617087,0.7950299292581172,0.7950299292581172,0.7950299292581172,0.7598403772900417,0.8160711046617087,0.38001088336658806,0.5780881552693633,0.5461636132777072,0.5679303464538363,0.7217351579767688,0.8160711046617087
8,0.3424632686377653,0.7941229820424451,0.7941229820424451,0.7339016869218211,0.7444222746236169,0.7763468166152729,0.7763468166152729,0.7124977326319608,0.3533466352258299,0.31344095773625974,0.6428441864683475,0.7828768365681117,0.7897696354072193,0.7915835298385634,0.7915835298385634,0.7915835298385634,0.7915835298385634,0.3424632686377653,0.7941229820424451,0.7941229820424451,0.7941229820424451,0.7941229820424451,0.7817884999093053,0.7124977326319608,0.7172138581534555,0.3424632686377653,0.7941229820424451,0.7941229820424451,0.7915835298385634,0.7817884999093053,0.7792490477054236,0.7792490477054236,0.7124977326319608,0.7941229820424451,0.37184835842553965,0.5209504806820243,0.5448938871757664,0.6025757300925086,0.6912550134026644,0.7941229820424451
9,0.30926900054416834,0.8189733357518593,0.8189733357518593,0.767095955015418,0.7776165427172138,0.8084527480500635,0.8084527480500635,0.749319789588246,0.3197895882459641,0.6756756756756757,0.7275530564121168,0.8128060946852893,0.8164338835479775,0.8171594413205151,0.8171594413205151,0.8171594413205151,0.8171594413205151,0.30926900054416834,0.8189733357518593,0.8189733357518593,0.8189733357518593,0.8189733357518593,0.8131688735715581,0.749319789588246,0.753310357337203,0.30926900054416834,0.8189733357518593,0.8189733357518593,0.8171594413205151,0.8131688735715581,0.811354979140214,0.811354979140214,0.749319789588246,0.8189733357518593,0.7329947397061491,0.5784509341556321,0.5287502267368039,0.5740975875204063,0.7400219010957266,0.8189733357518593
