,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,average_model,optimal_clustering
0,0.3304382155546782,0.6985787603632057,0.6985787603632057,0.6825898144492697,0.6775562574022898,0.6937425977102251,0.6825898144492697,0.6888077378602447,0.3375444137386498,0.6610738255033557,0.6821950256612712,0.6996644295302014,0.7004540071061982,0.7004540071061982,0.7004540071061982,0.7004540071061982,0.7004540071061982,0.3304382155546782,0.6985787603632057,0.6985787603632057,0.6985787603632057,0.6985787603632057,0.6969009080142125,0.688511646269246,0.6901894986182392,0.3304382155546782,0.6985787603632057,0.6985787603632057,0.7004540071061982,0.6969009080142125,0.6987761547572049,0.6987761547572049,0.6901894986182392,0.6985787603632057,0.6629490722463482,0.5670153967627319,0.5583300434267667,0.5970193446506119,0.5385906040268457,0.5532964863797868,0.5674101855507303,0.5683971575207264,0.5535925779707856,0.5431306750888275,0.5746150809317015,0.5648440584287406,0.5696802210817212,0.5591196210027635,0.5378997236478484,0.515495459928938,0.5395775759968416,0.5493485984998026,0.530497433872878,0.542735886300829,0.5333596525858666,0.5159889459139361,0.5444137386498223,0.5334583497828662,0.5470785629688116,0.5443150414528227,0.5548756415317805,0.5387879984208448,0.5442163442558231,0.5366166600868535,0.5569482826687722,0.5204303197789183,0.566521910777734,0.5345440189498618,0.533754441373865,0.6522166659355763,0.7004540071061982
1,0.3193841294907225,0.6956178444532175,0.6956178444532175,0.7033162258191867,0.704007106198184,0.70499407816818,0.7033162258191867,0.6982826687722069,0.32846427161468617,0.6713383339913146,0.689498618239242,0.7024279510461903,0.7000592183181997,0.6953217528622188,0.6953217528622188,0.6953217528622188,0.6953217528622188,0.3193841294907225,0.6956178444532175,0.6956178444532175,0.6956178444532175,0.6956178444532175,0.7051914725621793,0.6982826687722069,0.7001579155151993,0.3193841294907225,0.6956178444532175,0.6956178444532175,0.6953217528622188,0.7051914725621793,0.7048953809711804,0.7048953809711804,0.6982826687722069,0.6956178444532175,0.6919660481642321,0.5397749703908409,0.5634622976707462,0.48766285037504936,0.537011448874852,0.5892222660876432,0.5632649032767469,0.5446111330438216,0.5884326885116463,0.5362218712988551,0.5750098697196999,0.5511251480457955,0.5715554678247138,0.5635609948677458,0.5432293722858271,0.5716541650217134,0.5413541255428346,0.542735886300829,0.570272404263719,0.5525069088037899,0.5760955388866956,0.5837939202526649,0.5453020134228188,0.5586261350177655,0.530497433872878,0.5484603237268062,0.5381958152388472,0.553000394788788,0.548756415317805,0.5601065929727596,0.568002368732728,0.5707658902487169,0.5403671535728385,0.5428345834978286,0.5691867350967232,0.655718588703192,0.7051914725621793
2,0.3209632846427162,0.6989735491512041,0.6989735491512041,0.699763126727201,0.701243584682195,0.704007106198184,0.699763126727201,0.6939399921042242,0.329253849190683,0.6688709040663245,0.6873272799052507,0.7028227398341887,0.7010461902881958,0.698480063166206,0.698480063166206,0.698480063166206,0.698480063166206,0.3209632846427162,0.6989735491512041,0.6989735491512041,0.6989735491512041,0.6989735491512041,0.7036123174101856,0.6939399921042242,0.6948282668772207,0.3209632846427162,0.6989735491512041,0.6989735491512041,0.698480063166206,0.7036123174101856,0.7031188314251875,0.7031188314251875,0.6939399921042242,0.6989735491512041,0.689005132254244,0.5344453217528622,0.5739242005527043,0.575996841689696,0.5789577575996842,0.5592183181997631,0.545992893801816,0.5697789182787208,0.5900118436636399,0.5470785629688116,0.5361231741018555,0.5648440584287406,0.5672127911567312,0.5678049743387288,0.5584287406237662,0.5152980655349388,0.544512435846822,0.546486379786814,0.5674101855507303,0.5409593367548362,0.5242795104619029,0.5853730754046585,0.5490525069088038,0.5683971575207264,0.5663245163837347,0.5508290564547966,0.5372088432688512,0.5512238452427951,0.5485590209238058,0.5378010264508488,0.5599091985787603,0.526746940386893,0.556750888274773,0.5626727200947493,0.5674101855507303,0.6559269494524135,0.704007106198184
3,0.3332017370706672,0.693249111725227,0.693249111725227,0.6906829846032373,0.6933478089222266,0.7008487958941966,0.6906829846032373,0.6858468219502566,0.3401105408606396,0.3526450848795894,0.6768653770232925,0.6976904855902092,0.6957165416502171,0.6929530201342282,0.6929530201342282,0.6929530201342282,0.6929530201342282,0.3332017370706672,0.693249111725227,0.693249111725227,0.693249111725227,0.693249111725227,0.7018357678641927,0.6858468219502566,0.6869324911172523,0.3332017370706672,0.693249111725227,0.693249111725227,0.6929530201342282,0.7018357678641927,0.7015396762731938,0.7015396762731938,0.6858468219502566,0.693249111725227,0.6787406237662851,0.561488353730754,0.5315831030398737,0.4880576391630478,0.5730359257797079,0.5483616265298066,0.5579352546387683,0.552013422818792,0.587248322147651,0.5815238847216739,0.5343466245558626,0.5553691275167785,0.5588235294117647,0.5625740228977497,0.5617844453217529,0.5663245163837347,0.544512435846822,0.5483616265298066,0.525759968416897,0.5410580339518357,0.5555665219107777,0.5810303987366758,0.5451046190288196,0.5387879984208448,0.5621792341097512,0.5639557836557442,0.5636596920647453,0.5496446900908014,0.5476707461508094,0.5653375444137386,0.5616857481247532,0.5222068693249112,0.5360244769048559,0.553000394788788,0.5331622581918674,0.6404205231682532,0.7018357678641927
4,0.3323134622976707,0.6895973154362416,0.6895973154362416,0.6813067508882747,0.674496644295302,0.659494670351362,0.6813067508882747,0.6843663639952625,0.34001184366363996,0.6560402684563759,0.6793328069482827,0.6875246742992499,0.6900908014212397,0.6902881958152388,0.6902881958152388,0.6902881958152388,0.6902881958152388,0.3323134622976707,0.6895973154362416,0.6895973154362416,0.6895973154362416,0.6895973154362416,0.684761152783261,0.6828859060402684,0.6839715752072641,0.3323134622976707,0.6895973154362416,0.6895973154362416,0.6902881958152388,0.684761152783261,0.6854520331622582,0.6854520331622582,0.6875246742992499,0.6895973154362416,0.4113699170943545,0.5704697986577181,0.5439202526648244,0.4946703513620213,0.5406632451638373,0.5214172917489144,0.5396762731938413,0.529510461902882,0.5349388077378603,0.5483616265298066,0.5666206079747336,0.5411567311488353,0.5305961310698776,0.5645479668377418,0.5553691275167785,0.5193446506119226,0.5465850769838136,0.5643505724437426,0.5600078957757599,0.5728385313857086,0.5617844453217529,0.5761942360836952,0.5485590209238058,0.5484603237268062,0.5770825108566917,0.545992893801816,0.5518160284247927,0.5687919463087249,0.5501381760757994,0.5457954994078168,0.5584287406237662,0.5108566916699566,0.5513225424397947,0.5661271219897355,0.5611922621397553,0.6352809580207923,0.6902881958152388
5,0.32668772206869323,0.6675878405053296,0.6675878405053296,0.6833793920252664,0.6832806948282669,0.6818989340702724,0.6833793920252664,0.6796288985392814,0.3335965258586656,0.37021318594551916,0.6610738255033557,0.6610738255033557,0.6633438610343466,0.6700552704303198,0.6700552704303198,0.6700552704303198,0.6700552704303198,0.32668772206869323,0.6675878405053296,0.6675878405053296,0.6675878405053296,0.6675878405053296,0.6817015396762732,0.6817015396762732,0.6700552704303198,0.32668772206869323,0.6675878405053296,0.6675878405053296,0.6700552704303198,0.6817015396762732,0.6817015396762732,0.6817015396762732,0.6743979470983024,0.6675878405053296,0.4185748124753257,0.5403671535728385,0.5664232135807343,0.49911172522700353,0.5486577181208053,0.5795499407816818,0.5573430714567706,0.5640544808527438,0.5395775759968416,0.5376036320568496,0.540268456375839,0.5670153967627319,0.5342479273588631,0.5687919463087249,0.5651401500197394,0.5149032767469404,0.5708645874457166,0.5434267666798263,0.5381958152388472,0.5735294117647058,0.5351362021318594,0.5699763126727201,0.5597118041847612,0.5699763126727201,0.5486577181208053,0.5508290564547966,0.5533951835767864,0.5423410975128307,0.5431306750888275,0.5474733517568101,0.5575404658507699,0.5676075799447295,0.5638570864587445,0.5662258191867351,0.5296091590998816,0.6140939597315436,0.6833793920252664
6,0.3423805763916305,0.6848598499802606,0.6848598499802606,0.6649230161863403,0.6693643900513225,0.6843663639952625,0.6649230161863403,0.6727200947493092,0.3502763521515989,0.3620213185945519,0.6698578760363205,0.6867350967232531,0.6867350967232531,0.685748124753257,0.685748124753257,0.685748124753257,0.685748124753257,0.3423805763916305,0.6848598499802606,0.6848598499802606,0.6848598499802606,0.6848598499802606,0.6875246742992499,0.6728187919463087,0.6703513620213186,0.3423805763916305,0.6848598499802606,0.6848598499802606,0.685748124753257,0.6875246742992499,0.6884129490722464,0.6884129490722464,0.6711409395973155,0.6848598499802606,0.4048559020923806,0.5211212001579155,0.5324713778128701,0.5632649032767469,0.5373075404658507,0.5222068693249112,0.537011448874852,0.5489538097118042,0.5377023292538492,0.5392814844058429,0.5674101855507303,0.545992893801816,0.5670153967627319,0.5518160284247927,0.5387879984208448,0.5670153967627319,0.5363205684958547,0.5414528227398342,0.5327674694038689,0.5376036320568496,0.5322739834188709,0.5694828266877221,0.5611922621397553,0.5518160284247927,0.5276352151598894,0.541255428345835,0.545499407816818,0.5697789182787208,0.5548756415317805,0.533754441373865,0.5435254638768259,0.5560600078957758,0.5335570469798657,0.547769443347809,0.5507303592577971,0.6218544837771051,0.6884129490722464
7,0.32481247532570073,0.6951243584682195,0.6951243584682195,0.6805171733122779,0.6778523489932886,0.6940386893012238,0.6805171733122779,0.6898934070272404,0.3323134622976707,0.6628503750493486,0.6826885116462692,0.6993683379392025,0.6989735491512041,0.6958152388472167,0.6958152388472167,0.6958152388472167,0.6958152388472167,0.32481247532570073,0.6951243584682195,0.6951243584682195,0.6951243584682195,0.6951243584682195,0.6983813659692065,0.6895973154362416,0.6902881958152388,0.32481247532570073,0.6951243584682195,0.6951243584682195,0.6958152388472167,0.6983813659692065,0.6990722463482038,0.6990722463482038,0.689498618239242,0.6951243584682195,0.39676273193841294,0.5692854322937229,0.5643505724437426,0.575503355704698,0.5770825108566917,0.5216146861429135,0.5637583892617449,0.5301026450848796,0.5489538097118042,0.5774772996446901,0.5788590604026845,0.546486379786814,0.5659297275957362,0.5398736675878405,0.5547769443347809,0.5740228977497039,0.575503355704698,0.5554678247137781,0.5323726806158705,0.5518160284247927,0.5617844453217529,0.5592183181997631,0.549743387287801,0.5361231741018555,0.5523095144097908,0.5699763126727201,0.5463876825898144,0.5747137781287012,0.5596131069877616,0.5380971180418476,0.5548756415317805,0.5768851164626925,0.5672127911567312,0.560994867745756,0.5316818002368733,0.6402267842259947,0.6993683379392025
8,0.3385313857086459,0.6869324911172523,0.6869324911172523,0.6839715752072641,0.6850572443742597,0.6921634425582314,0.6839715752072641,0.6771614686142914,0.3466245558626135,0.3615278326095539,0.6513028030003948,0.6888077378602447,0.6884129490722464,0.6862416107382551,0.6862416107382551,0.6862416107382551,0.6862416107382551,0.3385313857086459,0.6869324911172523,0.6869324911172523,0.6869324911172523,0.6869324911172523,0.6937425977102251,0.6771614686142914,0.6778523489932886,0.3385313857086459,0.6869324911172523,0.6869324911172523,0.6862416107382551,0.6937425977102251,0.6930517173312278,0.6930517173312278,0.6771614686142914,0.6869324911172523,0.39646664034741413,0.5287208843268851,0.5510264508487959,0.5924792735886301,0.5350375049348598,0.5467824713778129,0.5599091985787603,0.5581326490327675,0.5799447295696802,0.5785629688116858,0.5349388077378603,0.559514409790762,0.5263521515988946,0.5576391630477694,0.53750493485985,0.5623766285037505,0.5435254638768259,0.5506316620607975,0.5592183181997631,0.5626727200947493,0.5266482431898935,0.5102645084879589,0.5403671535728385,0.555763916304777,0.5655349388077379,0.5368140544808527,0.5624753257007501,0.5588235294117647,0.5549743387287801,0.5490525069088038,0.5646466640347414,0.5184563758389261,0.5594157125937623,0.5526056060007896,0.5591196210027635,0.6242743928294658,0.6937425977102251
9,0.3159297275957363,0.6986774575602053,0.6986774575602053,0.7038097118041847,0.7058823529411765,0.7074615080931701,0.7038097118041847,0.6989735491512041,0.3240228977497039,0.6742992499013029,0.6915712593762338,0.7041058033951836,0.7009474930911962,0.6981839715752073,0.6981839715752073,0.6981839715752073,0.6981839715752073,0.3159297275957363,0.6986774575602053,0.6986774575602053,0.6986774575602053,0.6986774575602053,0.7080536912751678,0.6989735491512041,0.700256612712199,0.3159297275957363,0.6986774575602053,0.6986774575602053,0.6981839715752073,0.7080536912751678,0.7075602052901697,0.7075602052901697,0.6989735491512041,0.6986774575602053,0.6934465061192262,0.5657323332017371,0.5360244769048559,0.5760955388866956,0.541255428345835,0.5227990525069088,0.5673114883537308,0.5669166995657323,0.5922818791946308,0.5454007106198184,0.5820173707066719,0.5508290564547966,0.5686932491117253,0.5661271219897355,0.5622779313067509,0.5770825108566917,0.5790564547966838,0.5621792341097512,0.568989340702724,0.5551717331227793,0.5791551519936834,0.5655349388077379,0.548756415317805,0.5424397947098303,0.5604026845637584,0.5359257797078563,0.572246348203711,0.545992893801816,0.559020923805764,0.5428345834978286,0.5522108172127912,0.5724437425977102,0.5359257797078563,0.5391827872088433,0.570272404263719,0.6572831220482228,0.7080536912751678
