,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,average_model,optimal_clustering
0,0.3259853039412158,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.744547919368148,0.744547919368148,0.744547919368148,0.744547919368148,0.7671028331172148,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.3259853039412158,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.7692247239577193,0.3259853039412158,0.5535777437227396,0.7147628590514362,0.7240363079099376,0.7147628590514362,0.7240363079099376,0.7240363079099376,0.7240363079099376,0.7692247239577193,0.7692247239577193,0.5539706864709811,0.5678022712090849,0.556406931510079,0.5634013124287791,0.550198436087862,0.5607293017407364,0.5393532162363943,0.557900113953397,0.5734606467837636,0.5619081299854611,0.5548351605171127,0.5686667452552163,0.5459546544068529,0.5351880231050336,0.5506699673857519,0.5536563322723879,0.5556996345632441,0.713942045310665,0.7692247239577193
1,0.37863963220558766,0.5860348147274942,0.7135840308067115,0.6855279185822626,0.6856065071319108,0.6837203819403513,0.6389249086408111,0.6691815002554128,0.7094188376753507,0.7135840308067115,0.7135840308067115,0.7135840308067115,0.5860348147274942,0.5860348147274942,0.5860348147274942,0.5860348147274942,0.5860348147274942,0.37863963220558766,0.5860348147274942,0.7135840308067115,0.6859208613305041,0.6886714605681952,0.6393964399387009,0.6683170262092814,0.6878069865220637,0.37863963220558766,0.7135840308067115,0.5773900742661794,0.7135840308067115,0.5235569177570828,0.6650948956737004,0.6650948956737004,0.6636803017800307,0.7135840308067115,0.7135840308067115,0.542496758222327,0.5531848009744981,0.5263075169947738,0.5379386223427247,0.5338520177610122,0.5291367047821133,0.5492553734920822,0.5186844276788872,0.5319658925694526,0.5410821643286573,0.5379386223427247,0.533773429211364,0.5430468780698652,0.5593147078470667,0.5237926834060277,0.5252858658493458,0.5421038154740854,0.635161390318764,0.7135840308067115
2,0.36999489174427286,0.5864277574757358,0.7122480254626901,0.6935439506463908,0.6929938307988526,0.6910291170576447,0.6735824590357185,0.6810483712523085,0.7073755353844945,0.7122480254626901,0.7122480254626901,0.7122480254626901,0.5864277574757358,0.5864277574757358,0.5864277574757358,0.5864277574757358,0.5864277574757358,0.36999489174427286,0.5864277574757358,0.7122480254626901,0.6929152422492043,0.6951943101890055,0.6389249086408111,0.6672953750638532,0.6911077056072931,0.36999489174427286,0.7122480254626901,0.5642657864749107,0.7122480254626901,0.6689457346064679,0.6775904750677826,0.6775904750677826,0.6760187040748163,0.7122480254626901,0.7122480254626901,0.5435184093677551,0.5296082360800032,0.539746158984636,0.5230067979095446,0.5386459192895595,0.5500412589885654,0.5280364650870368,0.5216707925655232,0.5401391017328775,0.5270148139416088,0.5278792879877402,0.5351880231050336,0.5389602734881528,0.5126331093559668,0.5412393414279539,0.5398247475342842,0.5451687689103698,0.6429824063522834,0.7122480254626901
3,0.3825690596880035,0.5916146017525247,0.7220715941687296,0.7220715941687296,0.7220715941687296,0.6533852017761013,0.6768831781209478,0.6642304216275688,0.720421234626115,0.7214428857715431,0.7220715941687296,0.7220715941687296,0.5916146017525247,0.5916146017525247,0.5916146017525247,0.5916146017525247,0.5916146017525247,0.3825690596880035,0.5916146017525247,0.7220715941687296,0.7220715941687296,0.640889622382019,0.6569216865102755,0.6606153483437464,0.7204998231757633,0.3825690596880035,0.5130260521042084,0.7220715941687296,0.7220715941687296,0.6841919132382411,0.6841919132382411,0.6474910605524775,0.6474910605524775,0.7220715941687296,0.7220715941687296,0.5560139887618374,0.5112185154622971,0.5219065582144682,0.5421824040237337,0.5300797673778931,0.5259145742465323,0.5216707925655232,0.5282722307359817,0.5463475971550945,0.5454045345593147,0.5386459192895595,0.5204133757711501,0.5210420841683366,0.5401391017328775,0.5231639750088413,0.533301897913474,0.5271719910409053,0.6454157407043571,0.7220715941687296
4,0.3868914299186609,0.598923336869818,0.7169633384415891,0.7169633384415891,0.7169633384415891,0.6867067468269873,0.6922865338520178,0.6499273055915753,0.7165703956933475,0.7167275727926441,0.7169633384415891,0.7169633384415891,0.598923336869818,0.598923336869818,0.598923336869818,0.598923336869818,0.598923336869818,0.3868914299186609,0.598923336869818,0.7169633384415891,0.7169633384415891,0.6959016071358403,0.5681166254076782,0.6711462139966207,0.7136626193563598,0.3868914299186609,0.5049314314904318,0.7169633384415891,0.7169633384415891,0.6614798223898778,0.6614798223898778,0.6447404613147865,0.6447404613147865,0.7169633384415891,0.7169633384415891,0.5527132696766082,0.5116114582105388,0.5225352666116547,0.5307870643247279,0.5455617116586113,0.5311800070729694,0.5378600337930763,0.5333804864631223,0.5230853864591929,0.5165625368383826,0.547447836850171,0.531337184172266,0.5332233093638257,0.5263075169947738,0.5360524971511651,0.5314157727219144,0.5296868246296514,0.644429017803217,0.7169633384415891
5,0.3820582341152894,0.5932256670203151,0.7153522731737986,0.7153522731737986,0.7153522731737986,0.6639553617037998,0.6552320326928367,0.6439938700931275,0.7135447365318873,0.7144092105780188,0.7153522731737986,0.7153522731737986,0.5932256670203151,0.5932256670203151,0.5932256670203151,0.5932256670203151,0.5932256670203151,0.3820582341152894,0.5932256670203151,0.7153522731737986,0.7153522731737986,0.6490235372706197,0.5393925105112185,0.6384926716177453,0.7140948563794255,0.3820582341152894,0.5041848402687729,0.7153522731737986,0.7153522731737986,0.6852528586584935,0.6852528586584935,0.6645840701009863,0.6645840701009863,0.7153522731737986,0.7153522731737986,0.5198239616487877,0.5470941883767535,0.5185665448544147,0.5264253998192463,0.5273684624150261,0.5213171440921058,0.5460725372313254,0.5408071044048882,0.5366419112735274,0.5457581830327322,0.5371134425714174,0.5397068647098118,0.5290974105072891,0.5347557860819678,0.5422216982985579,0.5349129631812645,0.5286258792093992,0.6428383273445948,0.7153522731737986
6,0.3651616959409014,0.5815945616723643,0.7144092105780188,0.6992416204958938,0.699320209045542,0.6975912609532791,0.6803803685802978,0.6875319265982947,0.7085936579040434,0.7144092105780188,0.7144092105780188,0.7144092105780188,0.5815945616723643,0.5815945616723643,0.5815945616723643,0.5815945616723643,0.5815945616723643,0.3651616959409014,0.5815945616723643,0.7144092105780188,0.6986915006483555,0.7009705685881567,0.6362921922275925,0.6229321387873786,0.6949192502652364,0.3651616959409014,0.7144092105780188,0.5685488624307439,0.7144092105780188,0.6751149357538606,0.6847813273606036,0.6847813273606036,0.6827380250697473,0.7144092105780188,0.7144092105780188,0.5480372509725333,0.53231954104287,0.5426932295964478,0.5452080631851939,0.5421431097489096,0.5487445479193681,0.5361703799756375,0.5453652402844905,0.541750167000668,0.5457581830327322,0.5498447876144446,0.5434005265432826,0.5430075837950411,0.56312625250501,0.5305905929506071,0.5424574639475028,0.5467798341781602,0.6445847395590018,0.7144092105780188
7,0.3838657707572007,0.5994341624425321,0.722661008291092,0.722661008291092,0.722661008291092,0.687374749498998,0.6956265472120712,0.6584541632284177,0.7221894769932021,0.7225038311917954,0.722661008291092,0.722661008291092,0.5994341624425321,0.5994341624425321,0.5994341624425321,0.5994341624425321,0.5994341624425321,0.3838657707572007,0.5994341624425321,0.722661008291092,0.722661008291092,0.698062792251169,0.5592754135722425,0.6763723525482337,0.7205391174505874,0.3838657707572007,0.5070926166057605,0.722661008291092,0.722661008291092,0.6560965067389681,0.6560965067389681,0.6457228181853903,0.6457228181853903,0.722661008291092,0.722661008291092,0.5569963456324414,0.5427718181460961,0.5331054265393532,0.5369562654721207,0.5440292349404692,0.521631498290699,0.5346771975323196,0.5437148807418759,0.5434005265432826,0.5187237219537113,0.549451844866203,0.5441864120397658,0.5476443082242918,0.5255609257731149,0.544972297536249,0.5290974105072891,0.5279185822625644,0.6468579861247549,0.722661008291092
8,0.3704271287673386,0.587724468544933,0.714959330425557,0.6966481983574994,0.6964124327085544,0.694840661715588,0.6753507014028056,0.6836024991158788,0.7105583716452513,0.714959330425557,0.714959330425557,0.714959330425557,0.587724468544933,0.587724468544933,0.587724468544933,0.587724468544933,0.587724468544933,0.3704271287673386,0.587724468544933,0.714959330425557,0.696805375456796,0.6988486777476521,0.6379425517702071,0.6678062006365673,0.6947620731659397,0.3704271287673386,0.714959330425557,0.5683916853314472,0.714959330425557,0.6700852685763684,0.6802231914810012,0.6802231914810012,0.6784156548390899,0.714959330425557,0.714959330425557,0.5441078234901174,0.5532240952493221,0.5463083028802703,0.5406499273055916,0.537034854021769,0.5317694211953319,0.5246964517269834,0.5189594876026563,0.5428504066957445,0.5315336555463869,0.5253251601241699,0.5398640418091084,0.5428504066957445,0.5629690754057134,0.5257181028724115,0.5423002868482062,0.5353844944791544,0.6452454655134525,0.714959330425557
9,0.3718810169358325,0.5788832567094975,0.7076113010334394,0.6801053086565287,0.6794766002593422,0.6834060277417581,0.6515776651341899,0.6500058941412237,0.7028959880545405,0.7076113010334394,0.7076113010334394,0.7076113010334394,0.5788832567094975,0.5788832567094975,0.5788832567094975,0.5788832567094975,0.5788832567094975,0.3718810169358325,0.5788832567094975,0.7076113010334394,0.6797123659082872,0.6738182246846635,0.6327950017682423,0.6936225391960391,0.675940115525168,0.3718810169358325,0.7076113010334394,0.5713387559432591,0.7076113010334394,0.55962906204566,0.6922079453023694,0.6922079453023694,0.6672167865142049,0.7076113010334394,0.7076113010334394,0.5300797673778931,0.5400605131832292,0.5369169711972965,0.5428111124209203,0.5351880231050336,0.5271719910409053,0.5248929231011041,0.5265432826437189,0.5399819246335809,0.5413965185272506,0.5446186490628315,0.5341663719596055,0.546976305552281,0.5376242681441314,0.5326731895162875,0.5458760658572046,0.539510393335691,0.6336303689441337,0.7076113010334394
