,abilities
kmeans_n_clusters_1,0.5159523
kmeans_n_clusters_2,0.5478201
kmeans_n_clusters_3,0.5432127
kmeans_n_clusters_4,0.5426633
kmeans_n_clusters_5,0.49405727
kmeans_n_clusters_6,0.49313632
kmeans_n_clusters_7,0.4624252
kmeans_n_clusters_8,0.46071264
dbscan_eps_0_1_min_samples_2,0.5159523
dbscan_eps_0_2_min_samples_2,0.5159523
dbscan_eps_0_3_min_samples_2,0.5159523
dbscan_eps_0_4_min_samples_2,0.5159523
dbscan_eps_0_5_min_samples_2,0.5159523
dbscan_eps_0_6_min_samples_2,0.5159523
dbscan_eps_0_7_min_samples_2,0.5159523
dbscan_eps_0_8_min_samples_2,0.5159523
dbscan_eps_0_9_min_samples_2,0.5159523
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5159523
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48533383
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.44289085
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.45248526
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.43452674
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.42397448
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.42176318
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.42860213
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5159523
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5488475
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53431726
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49410766
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.47750655
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4629524
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4550027
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.44225043
mean_shift_,0.525271
optics_,0.5173276
random_model_n1,0.4573257
average_model,0.4932101
optimal_clustering,0.5509146
