,abilities
kmeans_n_clusters_1,0.51880354
kmeans_n_clusters_2,0.5342876
kmeans_n_clusters_3,0.53242517
kmeans_n_clusters_4,0.52999765
kmeans_n_clusters_5,0.51455694
kmeans_n_clusters_6,0.51114136
kmeans_n_clusters_7,0.5046794
kmeans_n_clusters_8,0.5047594
dbscan_eps_0_1_min_samples_2,0.51880354
dbscan_eps_0_2_min_samples_2,0.51880354
dbscan_eps_0_3_min_samples_2,0.51880354
dbscan_eps_0_4_min_samples_2,0.51880354
dbscan_eps_0_5_min_samples_2,0.51880354
dbscan_eps_0_6_min_samples_2,0.51880354
dbscan_eps_0_7_min_samples_2,0.51880354
dbscan_eps_0_8_min_samples_2,0.51880354
dbscan_eps_0_9_min_samples_2,0.51880354
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51880354
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51065624
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4938113
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.498553
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4909883
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4866405
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48598814
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48911417
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51880354
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53509724
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5299026
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5161997
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5103552
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.504386
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5010309
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49694702
mean_shift_,0.5224966
optics_,0.51920944
random_model_n1,0.49890116
random_model_n2,0.49895436
random_model_n3,0.49954957
random_model_n4,0.49901918
random_model_n5,0.49905336
random_model_n6,0.49901578
random_model_n7,0.49911216
random_model_n8,0.49902013
random_model_n9,0.499075
random_model_n10,0.49886498
random_model_n11,0.49916157
random_model_n12,0.49887273
random_model_n13,0.49878785
random_model_n14,0.498968
random_model_n15,0.4989667
random_model_n16,0.49879223
random_model_n17,0.49907082
random_model_n18,0.4990931
random_model_n19,0.49926686
random_model_n20,0.4987793
random_model_n21,0.4991871
random_model_n22,0.49920425
random_model_n23,0.49917856
random_model_n24,0.4987289
random_model_n25,0.49950993
random_model_n26,0.49897042
random_model_n27,0.49904007
random_model_n28,0.49899986
random_model_n29,0.4990593
random_model_n30,0.4989643
random_model_n31,0.49888667
random_model_n32,0.4991864
random_model_n33,0.49885845
random_model_n34,0.4994454
random_model_n35,0.4991386
random_model_n36,0.49902475
random_model_n37,0.499419
random_model_n38,0.499096
random_model_n39,0.4989446
random_model_n40,0.49928868
random_model_n41,0.4994205
random_model_n42,0.49888313
random_model_n43,0.4989391
random_model_n44,0.49896616
random_model_n45,0.49895898
random_model_n46,0.4987876
random_model_n47,0.49906382
random_model_n48,0.49908507
random_model_n49,0.49890193
random_model_n50,0.4988754
random_model_n51,0.4988857
random_model_n52,0.49940935
random_model_n53,0.49909386
random_model_n54,0.49898177
random_model_n55,0.49977717
random_model_n56,0.49908057
random_model_n57,0.4989601
random_model_n58,0.49934965
random_model_n59,0.4990436
random_model_n60,0.49929717
random_model_n61,0.49905017
random_model_n62,0.4989427
average_model,0.51282084
optimal_clustering,0.5364281
