,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,average_model,optimal_clustering
0,0.3873509731327061,0.6461737033388811,0.6544614653034884,0.6567032369824395,0.6567032369824395,0.6567032369824395,0.6559559797561224,0.6559559797561224,0.6452226486872049,0.6521517611494175,0.3882340953092626,0.3882340953092626,0.3882340953092626,0.3873509731327061,0.3873509731327061,0.3873509731327061,0.3873509731327061,0.3873509731327061,0.6517441662986991,0.6552766550049252,0.6565673720322,0.6579260215345946,0.6559559797561224,0.6559559797561224,0.6221935396216162,0.3873509731327061,0.6554804524302843,0.6576542916341157,0.6447471213613668,0.6447471213613668,0.6352365748446045,0.6221935396216162,0.6160796168608403,0.6496382595699874,0.6524234910498964,0.5401311096769811,0.5418294215549744,0.5481471417411093,0.5466526272884753,0.5318433477123738,0.541421826704256,0.531299887911416,0.5338133894908461,0.5486906015420672,0.5343568492918039,0.5265446146530349,0.5371420807717129,0.535851363744438,0.5384327977989878,0.5370062158214735,0.5374817431473116,0.5172378655616318,0.5318433477123738,0.5319112801874937,0.5352399714683604,0.5274956693047111,0.5281749940559084,0.551000305696138,0.5245745728745627,0.5342209843415645,0.5610014756443207,0.6576542916341157
1,0.392174178866207,0.6454943785876839,0.6511327740226215,0.6480758126422336,0.6491627322441493,0.6496382595699874,0.6499779219455861,0.6499779219455861,0.6478720152168744,0.6526952209503754,0.39298936856764377,0.39298936856764377,0.39298936856764377,0.392174178866207,0.392174178866207,0.392174178866207,0.392174178866207,0.392174178866207,0.6511327740226215,0.6527631534254951,0.6467850956149588,0.646717163139839,0.6499779219455861,0.6499779219455861,0.6435922692843313,0.392174178866207,0.6514724363982202,0.6473285554159166,0.6550049251044462,0.6538500730274107,0.6566353045073198,0.6359158995958017,0.6266091505043986,0.6481437451173534,0.6532386807513332,0.5238952481233654,0.5387045276994668,0.5160150810094766,0.5465167623382358,0.5176454604123502,0.5195475697157026,0.5451581128358411,0.5232838558472878,0.5234197207975273,0.5315036853367753,0.5347644441425223,0.5279711966305493,0.5290581162324649,0.5418294215549744,0.5296015760334227,0.535851363744438,0.528039129105669,0.5370062158214735,0.5374817431473116,0.533066132264529,0.5354437688937197,0.5317074827621344,0.5204306918922591,0.5312319554362963,0.5251180326755205,0.5631199624610175,0.6566353045073198
2,0.426514045039231,0.5636017798308481,0.629292483271628,0.6298359430725858,0.6117659046907374,0.6180836248768724,0.6089806732108284,0.6087768757854692,0.6142794062701674,0.6195781393295064,0.4267857749397099,0.4267857749397099,0.4267857749397099,0.426514045039231,0.426514045039231,0.426514045039231,0.426514045039231,0.426514045039231,0.5590503039978262,0.6284772935701912,0.6274583064433953,0.5938317312591285,0.6143473387452871,0.6165211779491185,0.6160456506232804,0.426514045039231,0.5541591657892055,0.6287490234706702,0.6282734961448321,0.5946469209605652,0.6072144288577155,0.6221595733840563,0.6217519785333379,0.5608165483509392,0.6184912197275908,0.5182908189259876,0.5136034781427261,0.5281410278183486,0.5193098060527835,0.5178152916001495,0.526510648415475,0.5216874426819741,0.5233178220848477,0.5136034781427261,0.5195136034781427,0.5277334329676302,0.5220950375326925,0.5124486260656907,0.5233178220848477,0.525016133962841,0.5182228864508679,0.5226384973336503,0.5201249957542203,0.5044325940015625,0.5051119187527597,0.5224346999082912,0.5246764715872423,0.518698413776706,0.5225026323834109,0.5163207771475153,0.5474036585411878,0.6298359430725858
3,0.38296932848748344,0.6347950137563262,0.6434224380965321,0.6538161067898509,0.6538161067898509,0.6538161067898509,0.6538161067898509,0.6538161067898509,0.5889405930505078,0.641180666417581,0.38405624808939914,0.38405624808939914,0.38405624808939914,0.38296932848748344,0.38296932848748344,0.38296932848748344,0.38296932848748344,0.38296932848748344,0.640637206616623,0.6439658978974899,0.6536802418396114,0.646207669576441,0.6538161067898509,0.6538161067898509,0.6256920620902823,0.38296932848748344,0.6443734927482083,0.6460718046262015,0.6438979654223702,0.6438979654223702,0.6354064060324038,0.6256920620902823,0.6198498692299854,0.6382595699874325,0.6413165313678204,0.5415237254169356,0.5209401854556571,0.5225026323834109,0.5273258381169118,0.5302469345470602,0.5419992527427737,0.5322169763255324,0.5215515777317347,0.521211915356136,0.5432220372949288,0.5269182432661934,0.5364967222580754,0.5234536870350871,0.5432220372949288,0.5322849088006522,0.5426106450188513,0.5170680343738324,0.5327604361264903,0.5396895485887029,0.5309941917733773,0.5396895485887029,0.5373119119595122,0.5543629632145647,0.5410481980910975,0.5324887062260113,0.5543025787922361,0.6538161067898509
4,0.4301484324581366,0.5556197140042798,0.6156720220101219,0.6179137936890731,0.6015420671852179,0.5908766685914201,0.5908766685914201,0.6008627424340206,0.6157399544852417,0.6195441730919466,0.4309636221595734,0.4309636221595734,0.4309636221595734,0.4301484324581366,0.4301484324581366,0.4301484324581366,0.4301484324581366,0.4301484324581366,0.5585408104344282,0.6175741313134744,0.6134981828062905,0.612886790530213,0.5923711830440542,0.5923711830440542,0.6068408002445569,0.4301484324581366,0.556299038755477,0.6075201249957543,0.6147888998335654,0.6010665398593797,0.591148398491899,0.6060256105431201,0.5969905913521959,0.5562311062803573,0.6196800380421861,0.5143167691314833,0.5095614958731022,0.509833225773581,0.5232838558472878,0.5217893413946537,0.5291260487075846,0.5270880744539927,0.511599470126694,0.5054176148907985,0.5194796372405829,0.5156074861587582,0.5135015794300465,0.5142488366563636,0.5268163445535138,0.5077273190448695,0.5172378655616318,0.5219252063448931,0.514656431507082,0.523487653272647,0.5213138140688156,0.5248463027750416,0.5198192996161816,0.521449679019055,0.5197513671410617,0.5194117047654632,0.5419325782764525,0.6196800380421861
5,0.429537040182059,0.56818722190143,0.6211066200197004,0.6213104174450597,0.5647226656703237,0.603036581637852,0.6063652729187188,0.6062294079684794,0.6137019802316498,0.6185931184402703,0.4299446350327774,0.4299446350327774,0.4299446350327774,0.429537040182059,0.429537040182059,0.429537040182059,0.429537040182059,0.429537040182059,0.5626846914167317,0.6213104174450597,0.616419279236439,0.5958357392751605,0.5702251961550219,0.6091505043986277,0.6104412214259026,0.429537040182059,0.5575897557827519,0.6170986039876363,0.6162154818110798,0.6018137970856968,0.6115281410278184,0.6205631602187426,0.6144492374579668,0.5650623280459224,0.6187969158656296,0.5215855439692946,0.5168302707109134,0.5215176114941747,0.524506640399443,0.5103087530994191,0.5158112835841174,0.5218572738697734,0.5209062192180972,0.5197513671410617,0.519955164566421,0.5240990455487246,0.5190720423898645,0.5120749974525322,0.5245745728745627,0.5241669780238443,0.5264766821779151,0.5259332223769573,0.5194796372405829,0.5274956693047111,0.5052817499405591,0.5207024217927381,0.5182568526884277,0.5158112835841174,0.5099011582487007,0.524506640399443,0.5449417353224969,0.6213104174450597
6,0.39210624639108727,0.6482796100675928,0.6574504942087565,0.6569749668829183,0.6569749668829183,0.6569749668829183,0.6564315070819605,0.6564315070819605,0.6504534492714242,0.6557521823307633,0.39292143609252406,0.39292143609252406,0.39292143609252406,0.39210624639108727,0.39210624639108727,0.39210624639108727,0.39210624639108727,0.39210624639108727,0.6543256003532488,0.6578580890594748,0.6575184266838763,0.660847117964743,0.6564315070819605,0.6564315070819605,0.6369348867225978,0.39210624639108727,0.6584694813355525,0.6602357256886655,0.6405353079039435,0.6405353079039435,0.6278998675316735,0.6402635780034646,0.6452226486872049,0.652015896199178,0.6560239122312421,0.5215855439692946,0.5200230970415407,0.5292619136578242,0.5471281546143134,0.5428484086817703,0.5375496756224313,0.5268163445535138,0.5301450358343807,0.5510682381712577,0.5292619136578242,0.5353758364185999,0.5398593797765021,0.5179851227879487,0.538636595224347,0.5323188750382121,0.5389083251248259,0.534085119391325,0.528039129105669,0.5372100132468326,0.5309602255358173,0.534832376617642,0.5338813219659658,0.5212458815936959,0.5291260487075846,0.5264087497027954,0.5647528578814881,0.6602357256886655
7,0.39641995856119017,0.47393091267280324,0.6056519819299616,0.6059916443055603,0.6173363676505553,0.6155021908223226,0.6154342583472029,0.5984511395672701,0.587378146122754,0.587378146122754,0.39730308073774667,0.39730308073774667,0.39730308073774667,0.39641995856119017,0.39641995856119017,0.39641995856119017,0.39641995856119017,0.39641995856119017,0.5132638157671274,0.607825821133793,0.5955300431371217,0.6160456506232804,0.6172684351754356,0.6148228660711254,0.6176080975510343,0.39641995856119017,0.513127950816888,0.5869705512720356,0.590638904928501,0.6174722326007948,0.613871811419449,0.5715498794198567,0.5585747766719881,0.5102747868618593,0.5812642233619781,0.5324887062260113,0.5415916578920553,0.5355456676063992,0.5311979891987365,0.5308583268231378,0.5220950375326925,0.5322849088006522,0.5364967222580754,0.5382629666111884,0.5347304779049624,0.5326925036513706,0.5369043171087938,0.5373119119595122,0.5341870181040046,0.5409802656159777,0.531062124248497,0.5316735165245746,0.5280730953432289,0.5349342753303217,0.5374477769097518,0.521483645256615,0.5377874392853503,0.5342549505791243,0.5293638123705037,0.5344587480044836,0.5193047740175895,0.6174722326007948
8,0.4254271254373153,0.5471621208518732,0.6232464929859719,0.6241975476376482,0.6210047213070208,0.6094562005366666,0.6093882680615468,0.608097551034272,0.6072144288577155,0.6136000815189702,0.4261064501885126,0.4261064501885126,0.4261064501885126,0.4254271254373153,0.4254271254373153,0.4254271254373153,0.4254271254373153,0.4254271254373153,0.5523929214360925,0.6253523997146836,0.6196460718046262,0.625759994565402,0.6138038789443293,0.6082334159845114,0.6226351007098944,0.4254271254373153,0.5520532590604939,0.6121734995414558,0.6174722326007948,0.6201215991304643,0.606331306681159,0.5844570496926056,0.6051764546041235,0.5492680275805849,0.614143541319928,0.519445671003023,0.526782378315954,0.5234536870350871,0.514622465269522,0.5126524234910499,0.5301790020719405,0.5278692979178696,0.5217553751570938,0.5370401820590334,0.5142828028939235,0.524472674161883,0.5157093848714378,0.5203967256546992,0.5153017900207194,0.5188342787269454,0.5191060086274243,0.5215515777317347,0.5228422947590096,0.5227743622838898,0.5134676131924867,0.5200570632791006,0.5223667674331715,0.5225705648585306,0.521483645256615,0.5172718317991916,0.5427943143034343,0.6241975476376482
9,0.4218946367310893,0.5604768859753405,0.57324819129785,0.5724330015964132,0.5815359532624571,0.5980435447165517,0.5980435447165517,0.5945110560103257,0.5807207635610203,0.5796338439591047,0.4223022315818077,0.4223022315818077,0.4223022315818077,0.4218946367310893,0.4218946367310893,0.4218946367310893,0.4218946367310893,0.4218946367310893,0.5578954519207907,0.5725009340715329,0.5705308922930606,0.5895519853265854,0.5962773003634387,0.5925410142318536,0.596481097788798,0.4218946367310893,0.5528005162868109,0.5634659148806087,0.5545667606399239,0.581332155837098,0.6012363710471791,0.594171393634727,0.5910464997792194,0.5585747766719881,0.5796338439591047,0.5252199313882001,0.518698413776706,0.536360857307836,0.5249482014877213,0.5308583268231378,0.5276655004925105,0.5233178220848477,0.5250840664379607,0.5111579090384158,0.5258313236642778,0.5196494684283822,0.5282089602934683,0.5233178220848477,0.5238612818858055,0.5144866003192826,0.5264427159403553,0.5184946163513467,0.5307903943480181,0.5245406066370029,0.5246764715872423,0.5245406066370029,0.5256954587140382,0.5219591725824531,0.5210081179307768,0.5233178220848477,0.5264351678875642,0.6012363710471791
