,abilities
kmeans_n_clusters_1,0.51994497
kmeans_n_clusters_2,0.5408033
kmeans_n_clusters_3,0.5377862
kmeans_n_clusters_4,0.5370395
kmeans_n_clusters_5,0.508537
kmeans_n_clusters_6,0.5088451
kmeans_n_clusters_7,0.49195677
kmeans_n_clusters_8,0.4862906
dbscan_eps_0_1_min_samples_2,0.51994497
dbscan_eps_0_2_min_samples_2,0.51994497
dbscan_eps_0_3_min_samples_2,0.51994497
dbscan_eps_0_4_min_samples_2,0.51994497
dbscan_eps_0_5_min_samples_2,0.51994497
dbscan_eps_0_6_min_samples_2,0.51994497
dbscan_eps_0_7_min_samples_2,0.51994497
dbscan_eps_0_8_min_samples_2,0.51994497
dbscan_eps_0_9_min_samples_2,0.51994497
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51994497
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5041814
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4765921
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48369035
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.47197893
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.46506047
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46416265
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4685974
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51994497
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.541735
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5329658
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50979114
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5003631
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49134666
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48584896
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47730497
mean_shift_,0.5256968
optics_,0.52067876
random_model_n1,0.48516917
random_model_n2,0.48507434
random_model_n3,0.48595428
random_model_n4,0.4851344
random_model_n5,0.48527056
random_model_n6,0.48515043
random_model_n7,0.4852113
random_model_n8,0.48530188
random_model_n9,0.48519257
random_model_n10,0.48505124
random_model_n11,0.48520312
random_model_n12,0.48501375
random_model_n13,0.48498854
random_model_n14,0.4849628
random_model_n15,0.48523962
random_model_n16,0.48501566
random_model_n17,0.48517805
random_model_n18,0.48526847
random_model_n19,0.4852664
random_model_n20,0.48492232
random_model_n21,0.48535776
average_model,0.507618
optimal_clustering,0.5430634
