,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,average_model,optimal_clustering
0,0.3115506888025433,0.8170257859413634,0.8170257859413634,0.7490286117979512,0.7636877428470505,0.7636877428470505,0.7636877428470505,0.7585658777817026,0.3221476510067114,0.6799717414341222,0.7432002825856587,0.802013422818792,0.8129636170964324,0.8186153302719887,0.8186153302719887,0.8186153302719887,0.8186153302719887,0.3115506888025433,0.8170257859413634,0.8170257859413634,0.8170257859413634,0.8170257859413634,0.7892970681737902,0.7559166372306605,0.7681031437654539,0.3115506888025433,0.8170257859413634,0.8170257859413634,0.8186153302719887,0.7892970681737902,0.7908866125044154,0.7908866125044154,0.7779936418226775,0.8170257859413634,0.6850936064994702,0.5851289297068174,0.558636524196397,0.613387495584599,0.5423878488166726,0.7331266271570053,0.8186153302719887
1,0.3092546803249735,0.8016601907453197,0.8016601907453197,0.7735782409042741,0.7659837513246203,0.7659837513246203,0.7659837513246203,0.7437301306958671,0.32020487460261393,0.6819145178382197,0.7264217590957259,0.7972447898269163,0.8000706464146945,0.7997174143412222,0.7997174143412222,0.7997174143412222,0.7997174143412222,0.3092546803249735,0.8016601907453197,0.8016601907453197,0.8016601907453197,0.8016601907453197,0.7965383256799717,0.7484987636877428,0.7529141646061462,0.3092546803249735,0.8016601907453197,0.8016601907453197,0.7997174143412222,0.7965383256799717,0.7945955492758743,0.7945955492758743,0.7484987636877428,0.8016601907453197,0.7315436241610739,0.5337336630166019,0.5552808194984105,0.4669728011303426,0.546803249735076,0.7271216819079763,0.8016601907453197
2,0.3023666548922642,0.8071352878841399,0.8071352878841399,0.7797598021900388,0.7725185446838573,0.7725185446838573,0.7725185446838573,0.7506181561285765,0.31331684916990465,0.6836806782055811,0.7336630166019075,0.803426351112681,0.8055457435535146,0.8051925114800423,0.8051925114800423,0.8051925114800423,0.8051925114800423,0.3023666548922642,0.8071352878841399,0.8071352878841399,0.8071352878841399,0.8071352878841399,0.8013069586718474,0.7546803249735076,0.7580360296714942,0.3023666548922642,0.8071352878841399,0.8071352878841399,0.8051925114800423,0.8013069586718474,0.7993641822677499,0.7993641822677499,0.7546803249735076,0.8071352878841399,0.7394913458142,0.533910279053338,0.5808901448251501,0.5796538325679972,0.5800070646414694,0.7314127974671953,0.8071352878841399
3,0.3270929000353232,0.7926527728717767,0.7926527728717767,0.7571529494878135,0.7481455316142706,0.7481455316142706,0.7481455316142706,0.7248322147651006,0.3376898622394913,0.30254327092900035,0.7075238431649594,0.7839985870717061,0.7885906040268457,0.7900035323207347,0.7900035323207347,0.7900035323207347,0.7900035323207347,0.3270929000353232,0.7926527728717767,0.7926527728717767,0.7926527728717767,0.7926527728717767,0.7847050512186506,0.7299540798304486,0.734369480748852,0.3270929000353232,0.7926527728717767,0.7926527728717767,0.7900035323207347,0.7847050512186506,0.7820558106676087,0.7820558106676087,0.7299540798304486,0.7926527728717767,0.7126457082303073,0.5674673260332038,0.5291416460614624,0.4682091133874956,0.5740021193924408,0.7039130264139095,0.7926527728717767
4,0.334687389614977,0.8013069586718474,0.8013069586718474,0.7326033203814907,0.748675379724479,0.748675379724479,0.748675379724479,0.7375485694101024,0.3442246555987284,0.6458848463440481,0.7225362062875309,0.7809961144471919,0.7940657011656659,0.8018368067820558,0.8018368067820558,0.8018368067820558,0.8018368067820558,0.334687389614977,0.8013069586718474,0.8013069586718474,0.8013069586718474,0.8013069586718474,0.7675732956552455,0.7341928647121159,0.7477922995407983,0.334687389614977,0.8013069586718474,0.8013069586718474,0.8018368067820558,0.7675732956552455,0.7681031437654539,0.7681031437654539,0.7601554221123278,0.8013069586718474,0.3959731543624161,0.5785941363475804,0.5409749205227835,0.4637937124690922,0.5256093253267397,0.7092180488506875,0.8018368067820558
5,0.32091133874955846,0.7567997174143413,0.7567997174143413,0.7375485694101024,0.7433768986223949,0.7433768986223949,0.7433768986223949,0.7114093959731543,0.33080183680678205,0.3369833980925468,0.6589544330625221,0.6589544330625221,0.7389614977039916,0.7576827975980219,0.7576827975980219,0.7576827975980219,0.7576827975980219,0.32091133874955846,0.7567997174143413,0.7567997174143413,0.7567997174143413,0.7567997174143413,0.7114093959731543,0.7114093959731543,0.6827975980219004,0.32091133874955846,0.7567997174143413,0.7567997174143413,0.7576827975980219,0.7114093959731543,0.7114093959731543,0.7114093959731543,0.7301306958671847,0.7567997174143413,0.4132815259625574,0.5347933592370188,0.5634051571882727,0.4800423878488167,0.5464500176616037,0.6628007378625534,0.7576827975980219
6,0.3495231367008124,0.7892970681737902,0.7892970681737902,0.7209466619569057,0.706993995054751,0.706993995054751,0.706993995054751,0.713528788413988,0.359413634758036,0.3164959378311551,0.7016955139526669,0.7771105616389968,0.7848816672553868,0.7880607559166373,0.7880607559166373,0.7880607559166373,0.7880607559166373,0.3495231367008124,0.7892970681737902,0.7892970681737902,0.7892970681737902,0.7892970681737902,0.7696926880960792,0.7084069233486401,0.7149417167078771,0.3495231367008124,0.7892970681737902,0.7892970681737902,0.7880607559166373,0.7696926880960792,0.7684563758389261,0.7684563758389261,0.7248322147651006,0.7892970681737902,0.38820204874602615,0.5114800423878488,0.5250794772165313,0.5554574355351466,0.5386789120452137,0.6852048091892671,0.7892970681737902
7,0.32726951607205934,0.8066054397739315,0.8066054397739315,0.7181208053691275,0.7458495231367008,0.7458495231367008,0.7458495231367008,0.7442599788060756,0.3375132462027552,0.6566584245849523,0.7285411515365595,0.7919463087248322,0.8021900388555281,0.8071352878841399,0.8071352878841399,0.8071352878841399,0.8071352878841399,0.32726951607205934,0.8066054397739315,0.8066054397739315,0.8066054397739315,0.8066054397739315,0.7802896503002472,0.7412575061815613,0.7530907806428824,0.32726951607205934,0.8066054397739315,0.8066054397739315,0.8071352878841399,0.7802896503002472,0.7808194984104556,0.7808194984104556,0.7626280466266337,0.8066054397739315,0.38643588837866477,0.582126457082303,0.5475097138820205,0.5692334864005651,0.5745319675026492,0.7122597694833653,0.8071352878841399
8,0.3389261744966443,0.7829388908512893,0.7829388908512893,0.7424938184387142,0.7345460967855881,0.7345460967855881,0.7345460967855881,0.7084069233486401,0.3495231367008124,0.3164959378311551,0.6464146944542565,0.7732250088308018,0.7788767220063582,0.7806428823737195,0.7806428823737195,0.7806428823737195,0.7806428823737195,0.3389261744966443,0.7829388908512893,0.7829388908512893,0.7829388908512893,0.7829388908512893,0.7714588484634405,0.713528788413988,0.7182974214058636,0.3389261744966443,0.7829388908512893,0.7829388908512893,0.7806428823737195,0.7714588484634405,0.7691628399858708,0.7691628399858708,0.713528788413988,0.7829388908512893,0.3712469092193571,0.5256093253267397,0.5460967855881314,0.6012009890498057,0.5365595196043801,0.6818294804871985,0.7829388908512893
9,0.30483927940657013,0.8064288237371954,0.8064288237371954,0.7744613210879547,0.7668668315083009,0.7668668315083009,0.7668668315083009,0.746026139173437,0.315083009537266,0.6801483574708583,0.7297774637937124,0.8013069586718474,0.8041328152596255,0.8048392794065701,0.8048392794065701,0.8048392794065701,0.8048392794065701,0.30483927940657013,0.8064288237371954,0.8064288237371954,0.8064288237371954,0.8064288237371954,0.8013069586718474,0.7504415400918404,0.7541504768632992,0.30483927940657013,0.8064288237371954,0.8064288237371954,0.8048392794065701,0.8013069586718474,0.7997174143412222,0.7997174143412222,0.7504415400918404,0.8064288237371954,0.7352525609325327,0.5762981278700106,0.527375485694101,0.5747085835393854,0.5335570469798657,0.7297774637937126,0.8064288237371954
