,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,average_model,optimal_clustering
0,0.3324944071588367,0.6934190902311708,0.6934190902311708,0.6728187919463087,0.6773862788963461,0.6901565995525727,0.6773862788963461,0.694537658463833,0.33939224459358686,0.6593027591349739,0.6785048471290082,0.6951901565995525,0.6955630126771066,0.6950037285607755,0.6950037285607755,0.6950037285607755,0.6950037285607755,0.3324944071588367,0.6934190902311708,0.6934190902311708,0.6934190902311708,0.6934190902311708,0.6929530201342282,0.6839112602535421,0.6851230425055929,0.3324944071588367,0.6934190902311708,0.6934190902311708,0.6950037285607755,0.6929530201342282,0.694537658463833,0.694537658463833,0.6849366144668159,0.6934190902311708,0.6610738255033557,0.5658090976882924,0.5577926920208799,0.5952647278150633,0.5372856077554065,0.5515473527218494,0.5650633855331841,0.5665548098434005,0.5533184190902312,0.5410141685309471,0.5726137211036539,0.564317673378076,0.5685123042505593,0.5572334079045489,0.5373788217747949,0.5164056674123788,0.5380313199105146,0.5487509321401939,0.5296420581655481,0.5413870246085011,0.5338366890380313,0.5170581655480985,0.543717375093214,0.5329977628635347,0.5475391498881432,0.5441834451901566,0.555462341536167,0.5387770320656227,0.5463273676360925,0.5356077554064131,0.5568605518269948,0.5210663683818046,0.566834451901566,0.5353281133482476,0.5329045488441462,0.5821215510812826,0.5645973154362416,0.5423191648023863,0.5370991797166293,0.6487177893777447,0.6955630126771066
1,0.32410514541387025,0.689131245339299,0.689131245339299,0.6974272930648769,0.6962155108128263,0.6989187173750933,0.6962155108128263,0.6988255033557047,0.3326808351976137,0.6667598806860552,0.6827926920208799,0.6955630126771066,0.6936987322893363,0.6888516032811335,0.6888516032811335,0.6888516032811335,0.6888516032811335,0.32410514541387025,0.689131245339299,0.689131245339299,0.689131245339299,0.689131245339299,0.6991051454138703,0.6909023117076808,0.6924869500372856,0.32410514541387025,0.689131245339299,0.689131245339299,0.6888516032811335,0.6991051454138703,0.6988255033557047,0.6988255033557047,0.6909023117076808,0.689131245339299,0.6849366144668159,0.5380313199105146,0.5626398210290827,0.48806860551826997,0.5357941834451901,0.5879008202833707,0.5611483967188665,0.5435309470544369,0.5862229679343773,0.5361670395227442,0.5722408650260999,0.5496830723340791,0.5682326621923938,0.5623601789709173,0.5425988068605518,0.5688851603281133,0.5434377330350485,0.5415734526472782,0.5681394481730052,0.5513609246830723,0.5747576435495898,0.581282624906786,0.546793437733035,0.5567673378076062,0.5309470544369873,0.546793437733035,0.5385906040268457,0.5503355704697986,0.5498695003728561,0.5585384041759881,0.5659955257270693,0.5682326621923938,0.5389634601043997,0.5407345264727815,0.5671140939597316,0.5386838180462341,0.549123788217748,0.54082774049217,0.5458612975391499,0.6507339740934074,0.6991051454138703
2,0.32177479492915734,0.6929530201342282,0.6929530201342282,0.6958426547352722,0.6948173005219985,0.6991983594332588,0.6948173005219985,0.698173005219985,0.3301640566741238,0.6680648769574944,0.6832587621178225,0.6971476510067114,0.6950969425801641,0.6926733780760627,0.6926733780760627,0.6926733780760627,0.6926733780760627,0.32177479492915734,0.6929530201342282,0.6929530201342282,0.6929530201342282,0.6929530201342282,0.6984526472781506,0.688944817300522,0.6901565995525727,0.32177479492915734,0.6929530201342282,0.6929530201342282,0.6926733780760627,0.6984526472781506,0.698173005219985,0.698173005219985,0.688944817300522,0.6929530201342282,0.6846569724086503,0.5340231170768084,0.5746644295302014,0.5762490678598061,0.5784862043251305,0.5592841163310962,0.5482848620432513,0.5713087248322147,0.5883668903803132,0.549496644295302,0.5369127516778524,0.5647837434750187,0.5660887397464579,0.5686987322893363,0.5574198359433259,0.5153803131991052,0.5453952274422073,0.5467002237136466,0.5673937360178971,0.5405480984340044,0.5255406413124534,0.5826808351976137,0.5511744966442953,0.5701901565995525,0.564131245339299,0.5517337807606264,0.5386838180462341,0.5489373601789709,0.5495898583146905,0.5411073825503355,0.5580723340790454,0.52637956748695,0.5597501864280388,0.5632923191648024,0.5662751677852349,0.586875466070097,0.5566741237882178,0.5388702460850112,0.5751304996271439,0.651728256966885,0.6991983594332588
3,0.334358687546607,0.6874533929903057,0.6874533929903057,0.6894108873974646,0.6865212527964206,0.6966815809097688,0.6865212527964206,0.6980797912005966,0.3408836689038031,0.354772557792692,0.6745898583146905,0.6935123042505593,0.6909023117076808,0.6877330350484713,0.6877330350484713,0.6877330350484713,0.6877330350484713,0.334358687546607,0.6874533929903057,0.6874533929903057,0.6874533929903057,0.6874533929903057,0.697800149142431,0.6817673378076062,0.6827926920208799,0.334358687546607,0.6874533929903057,0.6874533929903057,0.6877330350484713,0.697800149142431,0.6980797912005966,0.6980797912005966,0.6817673378076062,0.6874533929903057,0.6759880686055183,0.5615212527964206,0.5301081282624907,0.4888143176733781,0.572054436987323,0.5480052199850858,0.5594705443698732,0.5516405667412378,0.5862229679343773,0.5806301267710664,0.5345824011931395,0.5540641312453393,0.5595637583892618,0.5636651752423565,0.560682326621924,0.5645973154362416,0.5445563012677107,0.5470730797912006,0.5277777777777778,0.5409209545115585,0.5548098434004475,0.5797912005965697,0.5458612975391499,0.5387770320656227,0.5612416107382551,0.5651565995525727,0.5620805369127517,0.5471662938105891,0.5505219985085756,0.5653430275913497,0.5589112602535421,0.5219985085756897,0.5370991797166293,0.5527591349739001,0.5336502609992543,0.5351416853094706,0.5452087994034303,0.5776472781506339,0.5660887397464579,0.6373422266412574,0.6980797912005966
4,0.33361297539149887,0.6839112602535421,0.6839112602535421,0.6696495152870992,0.6757084265473527,0.6564131245339299,0.6757084265473527,0.6826062639821029,0.3408836689038031,0.6553877703206562,0.6758948545861297,0.6832587621178225,0.6853094705443699,0.6849366144668159,0.6849366144668159,0.6849366144668159,0.6849366144668159,0.33361297539149887,0.6839112602535421,0.6839112602535421,0.6839112602535421,0.6839112602535421,0.6815809097688292,0.6790641312453393,0.6789709172259508,0.33361297539149887,0.6839112602535421,0.6839112602535421,0.6849366144668159,0.6815809097688292,0.6826062639821029,0.6826062639821029,0.6817673378076062,0.6839112602535421,0.41126025354213275,0.5684190902311708,0.5427852348993288,0.49459358687546606,0.5415734526472782,0.5224645786726324,0.5428784489187174,0.5321588366890381,0.5329977628635347,0.5477255779269202,0.567020879940343,0.5411073825503355,0.5315063385533184,0.5622669649515287,0.5549030574198359,0.5182699478001491,0.5456748695003728,0.5630126771066368,0.558165548098434,0.5727069351230425,0.5617076808351976,0.5741983594332588,0.5479120059656972,0.549310216256525,0.5759694258016406,0.5460477255779269,0.5513609246830723,0.5683258762117822,0.5499627143922446,0.5447427293064877,0.5568605518269948,0.5108128262490679,0.5482848620432513,0.564131245339299,0.5594705443698732,0.5239560029828486,0.5651565995525727,0.5802572706935123,0.5438105891126025,0.6315595050680807,0.6853094705443699
5,0.32662192393736017,0.6634973900074571,0.6634973900074571,0.6813012677106637,0.680462341536167,0.6803691275167785,0.680462341536167,0.6803691275167785,0.3338926174496644,0.37294929157345263,0.6614466815809098,0.6614466815809098,0.6593027591349739,0.665641312453393,0.665641312453393,0.665641312453393,0.665641312453393,0.32662192393736017,0.6634973900074571,0.6634973900074571,0.6634973900074571,0.6634973900074571,0.6803691275167785,0.6803691275167785,0.6699291573452647,0.32662192393736017,0.6634973900074571,0.6634973900074571,0.665641312453393,0.6803691275167785,0.6803691275167785,0.6803691275167785,0.671420581655481,0.6634973900074571,0.4191834451901566,0.5401752423564504,0.5672073079791201,0.4995339299030574,0.549123788217748,0.5801640566741237,0.555089485458613,0.5657158836689038,0.5390566741237882,0.5394295302013423,0.5395227442207308,0.5660887397464579,0.5349552572706935,0.5698173005219985,0.5663683818046235,0.514075316927666,0.56972408650261,0.5441834451901566,0.5368195376584638,0.5735458612975392,0.534862043251305,0.5679530201342282,0.5586316181953765,0.5713087248322147,0.5504287844891872,0.549496644295302,0.5534116331096197,0.5411073825503355,0.543903803131991,0.5474459358687547,0.5576994780014914,0.5675801640566741,0.5672073079791201,0.566648023862789,0.5303877703206562,0.5902311707680835,0.5628262490678598,0.5771812080536913,0.531599552572707,0.6119500372856078,0.6813012677106637
6,0.34507829977628635,0.6776659209545116,0.6776659209545116,0.6669463087248322,0.6633109619686801,0.6796234153616704,0.6633109619686801,0.6830723340790454,0.3529082774049217,0.3673564504101417,0.6638702460850112,0.6798098434004475,0.6798098434004475,0.6785048471290082,0.6785048471290082,0.6785048471290082,0.6785048471290082,0.34507829977628635,0.6776659209545116,0.6776659209545116,0.6776659209545116,0.6776659209545116,0.6822334079045489,0.6664802386278896,0.6626584638329605,0.34507829977628635,0.6776659209545116,0.6776659209545116,0.6785048471290082,0.6822334079045489,0.6830723340790454,0.6830723340790454,0.6632177479492916,0.6776659209545116,0.40743847874720357,0.5217188665175242,0.5315063385533184,0.5617076808351976,0.538124533929903,0.5210663683818046,0.5380313199105146,0.5478187919463087,0.5373788217747949,0.5392431021625652,0.5658090976882924,0.5463273676360925,0.5665548098434005,0.5523862788963461,0.5400820283370619,0.5654362416107382,0.5366331096196868,0.5409209545115585,0.5310402684563759,0.5382177479492916,0.5298284862043251,0.5675801640566741,0.5591909023117076,0.5490305741983594,0.5293624161073825,0.5407345264727815,0.5449291573452647,0.5665548098434005,0.5524794929157345,0.5351416853094706,0.5419463087248322,0.5558351976137211,0.5327181208053692,0.5468866517524236,0.5504287844891872,0.5246085011185683,0.5441834451901566,0.526565995525727,0.5368195376584638,0.6181504957604882,0.6830723340790454
7,0.3270879940343028,0.6878262490678598,0.6878262490678598,0.6759880686055183,0.6734712900820283,0.6892244593586876,0.6734712900820283,0.6936055182699478,0.3337994034302759,0.6610738255033557,0.6773862788963461,0.6935123042505593,0.6923937360178971,0.6886651752423565,0.6886651752423565,0.6886651752423565,0.6886651752423565,0.3270879940343028,0.6878262490678598,0.6878262490678598,0.6878262490678598,0.6878262490678598,0.6927665920954511,0.683165548098434,0.6836316181953765,0.3270879940343028,0.6878262490678598,0.6878262490678598,0.6886651752423565,0.6927665920954511,0.6936055182699478,0.6936055182699478,0.6819537658463833,0.6878262490678598,0.3965324384787472,0.5667412378821775,0.564317673378076,0.573173005219985,0.5761558538404176,0.5217188665175242,0.564131245339299,0.531785980611484,0.5494034302759135,0.578579418344519,0.5763422818791947,0.5455816554809844,0.5663683818046235,0.5412005965697241,0.5543437733035048,0.5743847874720358,0.5737322893363161,0.5561148396718867,0.5341163310961968,0.5515473527218494,0.5630126771066368,0.5564876957494407,0.5492170022371364,0.5372856077554065,0.5527591349739001,0.5698173005219985,0.5462341536167039,0.5741051454138703,0.5572334079045489,0.5372856077554065,0.5546234153616704,0.5748508575689784,0.5651565995525727,0.5605891126025354,0.531599552572707,0.5310402684563759,0.5444630872483222,0.5436241610738255,0.5685123042505593,0.6355193747065485,0.6936055182699478
8,0.3400447427293065,0.680462341536167,0.680462341536167,0.6807419835943326,0.6795302013422819,0.6878262490678598,0.6795302013422819,0.6894108873974646,0.3476882923191648,0.36456002982848623,0.6501677852348994,0.6839112602535421,0.682979120059657,0.6803691275167785,0.6803691275167785,0.6803691275167785,0.6803691275167785,0.3400447427293065,0.680462341536167,0.680462341536167,0.680462341536167,0.680462341536167,0.6895041014168531,0.6721662938105891,0.6731916480238628,0.3400447427293065,0.680462341536167,0.680462341536167,0.6803691275167785,0.6895041014168531,0.6894108873974646,0.6894108873974646,0.6721662938105891,0.680462341536167,0.3990492170022371,0.5273117076808352,0.5513609246830723,0.5905108128262491,0.5351416853094706,0.5458612975391499,0.5590044742729307,0.5563944817300522,0.5794183445190156,0.5769947800149142,0.534862043251305,0.5571401938851603,0.5258202833706189,0.5577926920208799,0.5378448918717376,0.5609619686800895,0.5452087994034303,0.5515473527218494,0.558165548098434,0.5627330350484713,0.5268456375838926,0.5126771066368382,0.5418530947054437,0.5563944817300522,0.563944817300522,0.5368195376584638,0.5616144668158091,0.5577926920208799,0.5528523489932886,0.5470730797912006,0.5619873228933632,0.5192953020134228,0.5572334079045489,0.5509880686055183,0.5580723340790454,0.5257270693512305,0.5568605518269948,0.5295488441461595,0.5631991051454138,0.6211160825254785,0.6895041014168531
9,0.316834451901566,0.694351230425056,0.694351230425056,0.7004101416853095,0.6986390753169277,0.703392990305742,0.6986390753169277,0.7044183445190156,0.32485085756897836,0.6735645041014169,0.6880126771066368,0.7005965697240865,0.6972408650260999,0.6942580164056674,0.6942580164056674,0.6942580164056674,0.6942580164056674,0.316834451901566,0.694351230425056,0.694351230425056,0.694351230425056,0.694351230425056,0.7045115585384042,0.6936987322893363,0.6950969425801641,0.316834451901566,0.694351230425056,0.694351230425056,0.6942580164056674,0.7045115585384042,0.7044183445190156,0.7044183445190156,0.6936987322893363,0.694351230425056,0.6895973154362416,0.5663683818046235,0.5366331096196868,0.5752237136465325,0.5425055928411633,0.5239560029828486,0.5673005219985086,0.5663683818046235,0.5914429530201343,0.546607009694258,0.5817486950037286,0.5500559284116331,0.5674869500372856,0.5659955257270693,0.5629194630872483,0.5772744220730798,0.5791387024608501,0.5624533929903057,0.5700037285607755,0.5549030574198359,0.5769947800149142,0.5667412378821775,0.5480984340044742,0.5410141685309471,0.5604026845637584,0.5363534675615212,0.5714019388516033,0.5462341536167039,0.5592841163310962,0.5434377330350485,0.5541573452647278,0.5714019388516033,0.5363534675615212,0.5407345264727815,0.5676733780760627,0.584545115585384,0.5724272930648769,0.5910700969425802,0.5458612975391499,0.6541897975529594,0.7045115585384042
