,abilities
kmeans_n_clusters_1,0.52018684
kmeans_n_clusters_2,0.54238456
kmeans_n_clusters_3,0.53872025
kmeans_n_clusters_4,0.5382073
kmeans_n_clusters_5,0.5070783
kmeans_n_clusters_6,0.4988441
kmeans_n_clusters_7,0.4872419
kmeans_n_clusters_8,0.4932395
dbscan_eps_0_1_min_samples_2,0.52018684
dbscan_eps_0_2_min_samples_2,0.52018684
dbscan_eps_0_3_min_samples_2,0.52018684
dbscan_eps_0_4_min_samples_2,0.52018684
dbscan_eps_0_5_min_samples_2,0.52018684
dbscan_eps_0_6_min_samples_2,0.52018684
dbscan_eps_0_7_min_samples_2,0.52018684
dbscan_eps_0_8_min_samples_2,0.52018684
dbscan_eps_0_9_min_samples_2,0.52018684
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52018684
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50283337
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4729087
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4802752
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.46754676
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.46005884
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4589477
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.46370634
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52018684
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.543063
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5332618
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50836957
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4972129
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48838386
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48210204
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47224602
mean_shift_,0.5263262
optics_,0.5209941
random_model_n1,0.48195258
random_model_n2,0.48183385
random_model_n3,0.48278803
random_model_n4,0.48184937
random_model_n5,0.48205322
random_model_n6,0.48181477
random_model_n7,0.48200175
random_model_n8,0.48205703
random_model_n9,0.48188412
random_model_n10,0.48176533
random_model_n11,0.4819366
random_model_n12,0.48173955
random_model_n13,0.4816962
random_model_n14,0.48171365
random_model_n15,0.48201647
random_model_n16,0.48177242
random_model_n17,0.48193893
average_model,0.5063119
optimal_clustering,0.544488
