,abilities
kmeans_n_clusters_1,0.5190482
kmeans_n_clusters_2,0.54388356
kmeans_n_clusters_3,0.5396556
kmeans_n_clusters_4,0.5370193
kmeans_n_clusters_5,0.50289726
kmeans_n_clusters_6,0.5007497
kmeans_n_clusters_7,0.4832609
kmeans_n_clusters_8,0.48308775
dbscan_eps_0_1_min_samples_2,0.5190482
dbscan_eps_0_2_min_samples_2,0.5190482
dbscan_eps_0_3_min_samples_2,0.5190482
dbscan_eps_0_4_min_samples_2,0.5190482
dbscan_eps_0_5_min_samples_2,0.5190482
dbscan_eps_0_6_min_samples_2,0.5190482
dbscan_eps_0_7_min_samples_2,0.5190482
dbscan_eps_0_8_min_samples_2,0.5190482
dbscan_eps_0_9_min_samples_2,0.5190482
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5190482
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4979081
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4642965
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.47271204
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.45878175
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.45028415
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4489362
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.45442957
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5190482
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5449019
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5338903
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50401706
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49227303
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48148617
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47516033
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.46485242
mean_shift_,0.526109
optics_,0.5199943
random_model_n1,0.47537467
random_model_n2,0.47520858
random_model_n3,0.47628263
random_model_n4,0.4752804
random_model_n5,0.47547448
random_model_n6,0.47512445
random_model_n7,0.4753589
random_model_n8,0.4755238
random_model_n9,0.47532684
random_model_n10,0.47513536
random_model_n11,0.4752418
average_model,0.50288963
optimal_clustering,0.5462105
