,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,average_model,optimal_clustering
0,0.3956247914581248,0.5538872205538872,0.6027068735402069,0.613697030363697,0.6216216216216216,0.6221846846846847,0.6211628294961629,0.6179721388054722,0.5944486152819486,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.3956247914581248,0.5281531531531531,0.5933224891558225,0.6137804471137804,0.6097972972972973,0.6181598264931598,0.6134676343009676,0.6183266599933267,0.3956247914581248,0.5883800467133801,0.6190565565565566,0.6016016016016016,0.5792042042042042,0.5749916583249917,0.6132173840507174,0.6173465131798466,0.3956247914581248,0.3956247914581248,0.563646980313647,0.5625834167500834,0.5587462462462462,0.5646896896896897,0.5598306639973306,0.563501001001001,0.5699866533199867,0.5617075408742075,0.5638555221888555,0.5624165832499166,0.558204037370704,0.5637512512512513,0.5615824157490824,0.5641474808141475,0.5635040905102634,0.6221846846846847
1,0.3987112112112112,0.5480480480480481,0.5570570570570571,0.6067734401067735,0.6068151484818152,0.5969302635969302,0.601413913913914,0.5846888555221889,0.5812896229562896,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.3987112112112112,0.56006006006006,0.5426051051051051,0.6057932932932933,0.5501126126126126,0.5983274941608275,0.5838338338338338,0.5867325658992326,0.3987112112112112,0.5117617617617618,0.6069194194194194,0.6067317317317318,0.6047714381047714,0.5832499165832499,0.5891725058391725,0.5842926259592927,0.3987112112112112,0.3987112112112112,0.5631047714381048,0.5615407073740407,0.5571196196196196,0.5613321654988321,0.5631256256256256,0.5593927260593927,0.5621454788121455,0.5606231231231231,0.5633758758758759,0.559496996996997,0.5596012679346013,0.5621454788121455,0.5582874541207875,0.5619160827494161,0.5478124729667939,0.6069194194194194
2,0.40000417083750417,0.5908408408408409,0.6386594928261595,0.6439773106439773,0.6402444110777444,0.6407449115782449,0.6407449115782449,0.6133842175508842,0.5875458792125459,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.40000417083750417,0.5812479145812479,0.6405363697030364,0.6428511845178512,0.6414330997664331,0.6402027027027027,0.6077327327327328,0.6198281614948281,0.40000417083750417,0.5885885885885885,0.6341966966966966,0.6480647313980648,0.647585085085085,0.6271271271271271,0.6023106439773106,0.6170962629295963,0.40000417083750417,0.40000417083750417,0.5548048048048048,0.5644811478144811,0.5587462462462462,0.5582665999332665,0.5652736069402736,0.5608525191858525,0.5549924924924925,0.5562437437437437,0.561644978311645,0.5621246246246246,0.5602060393727061,0.5546796796796797,0.5669210877544211,0.5567025358692025,0.582776449288795,0.6480647313980648
3,0.39983733733733734,0.5565565565565566,0.5890056723390057,0.647022022022022,0.6475225225225225,0.6421212879546213,0.6413288288288288,0.6386594928261595,0.5810185185185185,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.39983733733733734,0.564647981314648,0.5812062062062062,0.6470428762095429,0.6476267934601267,0.6428928928928929,0.6411828495161829,0.6404529529529529,0.39983733733733734,0.5505088421755089,0.6460001668335001,0.6468968968968969,0.6459376042709376,0.6397439105772439,0.6394728061394728,0.6369703036369703,0.39983733733733734,0.39983733733733734,0.5590173506840174,0.5537203870537204,0.5588505171838505,0.5499874874874875,0.5594761428094761,0.5562854521187854,0.5586628294961629,0.5573907240573908,0.5640849182515849,0.559351017684351,0.5582248915582249,0.553199032365699,0.5574741408074741,0.5611236236236237,0.5819631359754815,0.6476267934601267
4,0.40797047047047047,0.5739906573239907,0.598973973973974,0.6361361361361362,0.6364906573239907,0.6201618284951619,0.6207874541207875,0.5974516182849516,0.5848348348348348,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.40797047047047047,0.5554304304304304,0.6038538538538538,0.6372205538872205,0.6355313646980314,0.622434934934935,0.5985777444110777,0.5978061394728061,0.40797047047047047,0.5701117784451117,0.5791416416416416,0.6358441775108442,0.6350725725725725,0.6218093093093093,0.6315482148815482,0.5974307640974308,0.40797047047047047,0.40797047047047047,0.5529279279279279,0.5522188855522189,0.5477143810477144,0.5489656322989657,0.5517183850517183,0.5550967634300967,0.5518018018018018,0.5518643643643644,0.5534492826159493,0.5513847180513847,0.5554512846179512,0.557203036369703,0.5506548214881548,0.5461294627961295,0.5714997404812219,0.6372205538872205
5,0.3946654988321655,0.5174758091424758,0.5873790457123791,0.599683016349683,0.6106523189856523,0.6126334668001334,0.6147397397397397,0.6168877210543877,0.5860235235235235,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.3946654988321655,0.5417500834167501,0.6003503503503503,0.5983692025358692,0.6017058725392058,0.6186186186186187,0.6198073073073073,0.6111528194861529,0.3946654988321655,0.5580997664330998,0.5552844511177845,0.6068151484818152,0.6182015348682015,0.6090674007340674,0.6197655989322656,0.6194319319319319,0.3946654988321655,0.3946654988321655,0.5595595595595596,0.5651901901901902,0.5557432432432432,0.561353019686353,0.5595178511845178,0.5645854187520855,0.5634592926259593,0.5658366700033367,0.5624582916249583,0.5648773773773774,0.5633758758758759,0.5574324324324325,0.5586628294961629,0.561353019686353,0.5591563786008229,0.6198073073073073
6,0.39412328995662327,0.5735735735735735,0.5313021354688021,0.6405989322655989,0.6409325992659326,0.6403278278278278,0.6395770770770771,0.6359067400734068,0.5919878211544878,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.39412328995662327,0.5771604938271605,0.537474974974975,0.6410785785785785,0.6416624958291625,0.638013013013013,0.6383466800133467,0.6381172839506173,0.39412328995662327,0.5241074407741074,0.638868034701368,0.640306973640307,0.6418084751418085,0.6379087420754087,0.6375959292625959,0.6356773440106773,0.39412328995662327,0.39412328995662327,0.5670045045045045,0.5648148148148148,0.5632507507507507,0.5685685685685685,0.5584542876209543,0.5651693360026694,0.5618118118118118,0.5643143143143143,0.5647731064397731,0.5612696029362696,0.5588922255588922,0.5651693360026694,0.5666916916916916,0.5644602936269603,0.5752944302327018,0.6418084751418085
7,0.4023606940273607,0.5846054387721055,0.6354479479479479,0.6299424424424425,0.6343843843843844,0.6344260927594261,0.6135719052385719,0.6230397063730397,0.5966383049716383,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.4023606940273607,0.5898189856523189,0.6309434434434434,0.6323823823823824,0.6311102769436103,0.633008008008008,0.6320904237570905,0.6216633299966633,0.4023606940273607,0.50414998331665,0.5970970970970971,0.6223515181848516,0.6238321654988321,0.6233942275608942,0.6230605605605606,0.625709042375709,0.4023606940273607,0.4023606940273607,0.5616658324991658,0.5577243910577244,0.5536995328661996,0.5559100767434101,0.5561186186186187,0.5543043043043043,0.5577660994327661,0.5586002669336003,0.5577035368702036,0.5537203870537204,0.5540540540540541,0.5659617951284618,0.5560352018685352,0.5563688688688688,0.5760915236223877,0.6354479479479479
8,0.3999624624624625,0.574366032699366,0.6345095095095095,0.6438938938938938,0.6420795795795796,0.6418293293293293,0.6327369035702369,0.6265640640640641,0.5847722722722722,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.3999624624624625,0.5837504170837504,0.6375959292625959,0.6445403737070404,0.6426426426426426,0.6395353687020354,0.6376167834501167,0.6281072739406073,0.3999624624624625,0.5321988655321989,0.583521021021021,0.6372205538872205,0.6219552886219553,0.62328995662329,0.6212253920587254,0.6199532866199533,0.3999624624624625,0.3999624624624625,0.5516349683016349,0.5559309309309309,0.5608733733733734,0.5613738738738738,0.5591007674341008,0.5645437103770438,0.5603728728728729,0.5583083083083084,0.5596846846846847,0.5564522856189523,0.5587045378712046,0.5628545211878545,0.5554721388054722,0.5634384384384384,0.5790265574216191,0.6445403737070404
9,0.4027360694027361,0.583229062395729,0.5580372038705372,0.6244786453119786,0.6241658324991658,0.6227686019352686,0.5980563897230564,0.6120912579245913,0.5832499165832499,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.4027360694027361,0.5788913913913913,0.5635844177510844,0.6225183516850183,0.6233733733733734,0.6231648314981648,0.618848014681348,0.6134676343009676,0.4027360694027361,0.5575784117450784,0.5975141808475142,0.6242283950617284,0.5960126793460127,0.5966174507841174,0.5969094094094094,0.5865448782115449,0.4027360694027361,0.4027360694027361,0.5580789122455789,0.5585794127460794,0.5605188521855189,0.5554304304304304,0.5575992659325992,0.5553678678678678,0.562208041374708,0.5580997664330998,0.5572655989322656,0.549924924924925,0.5546588254921588,0.5577243910577244,0.5581623289956623,0.5665665665665666,0.5636670621238523,0.6244786453119786
