,abilities
kmeans_n_clusters_1,0.52031857
kmeans_n_clusters_2,0.53810596
kmeans_n_clusters_3,0.535918
kmeans_n_clusters_4,0.5352889
kmeans_n_clusters_5,0.51433945
kmeans_n_clusters_6,0.51240724
kmeans_n_clusters_7,0.4999783
kmeans_n_clusters_8,0.5002155
dbscan_eps_0_1_min_samples_2,0.52031857
dbscan_eps_0_2_min_samples_2,0.52031857
dbscan_eps_0_3_min_samples_2,0.52031857
dbscan_eps_0_4_min_samples_2,0.52031857
dbscan_eps_0_5_min_samples_2,0.52031857
dbscan_eps_0_6_min_samples_2,0.52031857
dbscan_eps_0_7_min_samples_2,0.52031857
dbscan_eps_0_8_min_samples_2,0.52031857
dbscan_eps_0_9_min_samples_2,0.52031857
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52031857
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50791425
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48582602
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4919334
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4824573
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4767757
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4761372
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48001063
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52031857
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5390515
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5322843
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5134471
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50593305
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49841052
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49392983
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4879039
mean_shift_,0.524957
optics_,0.52093273
random_model_n1,0.49299636
random_model_n2,0.49301553
random_model_n3,0.49380273
random_model_n4,0.4929872
random_model_n5,0.4930684
random_model_n6,0.4930633
random_model_n7,0.49310595
random_model_n8,0.49313813
random_model_n9,0.49306676
random_model_n10,0.4928759
random_model_n11,0.49306
random_model_n12,0.49295387
random_model_n13,0.4927771
random_model_n14,0.49299443
random_model_n15,0.49304423
random_model_n16,0.49284765
random_model_n17,0.49305704
random_model_n18,0.49314293
random_model_n19,0.49311465
random_model_n20,0.49286848
random_model_n21,0.4932703
random_model_n22,0.49328154
random_model_n23,0.49309587
random_model_n24,0.49280155
random_model_n25,0.49363673
random_model_n26,0.49299097
random_model_n27,0.4929776
random_model_n28,0.4929085
random_model_n29,0.49300233
random_model_n30,0.4931287
random_model_n31,0.49298412
random_model_n32,0.49333668
random_model_n33,0.49297532
random_model_n34,0.49361512
random_model_n35,0.49317604
random_model_n36,0.4929577
random_model_n37,0.49349472
average_model,0.5113301
optimal_clustering,0.54040486
