,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,average_model,optimal_clustering
0,0.3260120240480962,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7475350701402805,0.7475350701402805,0.7475350701402805,0.7475350701402805,0.771623246492986,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.3260120240480962,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.7737074148296593,0.3260120240480962,0.555871743486974,0.7264529058116233,0.7264529058116233,0.7161523046092184,0.7264529058116233,0.7264529058116233,0.7264529058116233,0.7737074148296593,0.7737074148296593,0.55374749498998,0.5672945891783567,0.5554308617234469,0.5636472945891784,0.5500200400801604,0.5612024048096192,0.54,0.5571142284569138,0.5738677354709418,0.561563126252505,0.554629258517034,0.5688577154308617,0.5467735470941884,0.535310621242485,0.5501803607214429,0.5539078156312626,0.7176638992270254,0.7737074148296593
1,0.3860921843687375,0.604128256513026,0.7054108216432866,0.6707014028056112,0.6698196392785571,0.6728256513026052,0.6419238476953908,0.6370741482965931,0.7016432865731463,0.7054108216432866,0.7054108216432866,0.7054108216432866,0.604128256513026,0.604128256513026,0.604128256513026,0.604128256513026,0.604128256513026,0.3860921843687375,0.604128256513026,0.7054108216432866,0.673186372745491,0.6765531062124248,0.6476152304609218,0.6640080160320642,0.676753507014028,0.3860921843687375,0.7054108216432866,0.604128256513026,0.5599198396793588,0.5125050100200401,0.6498597194388778,0.6498597194388778,0.6509018036072144,0.7054108216432866,0.7054108216432866,0.54,0.5497795591182365,0.5250501002004008,0.535871743486974,0.5328657314629258,0.5256913827655311,0.5452104208416834,0.516432865731463,0.5307815631262525,0.5365931863727454,0.5371142284569138,0.5324248496993988,0.5396793587174349,0.5552304609218437,0.5214028056112224,0.52312625250501,0.6282782708273691,0.7054108216432866
2,0.36781563126252503,0.5950701402805612,0.7079759519038076,0.691943887775551,0.6917034068136273,0.6939879759519038,0.6764328657314629,0.6748697394789579,0.703246492985972,0.7079759519038076,0.7079759519038076,0.7079759519038076,0.5950701402805612,0.5950701402805612,0.5950701402805612,0.5950701402805612,0.5950701402805612,0.36781563126252503,0.5950701402805612,0.7079759519038076,0.6936272545090181,0.6955511022044089,0.6428857715430861,0.6633667334669339,0.6896593186372746,0.36781563126252503,0.7079759519038076,0.5950701402805612,0.6695791583166333,0.6719038076152305,0.6799198396793588,0.6799198396793588,0.6797595190380762,0.7079759519038076,0.7079759519038076,0.543687374749499,0.5315831663326653,0.5403607214428857,0.5240480961923848,0.5398797595190381,0.5512625250501002,0.5288977955911823,0.5213226452905811,0.5399198396793587,0.5292585170340681,0.5286973947895791,0.5366733466933867,0.5396793587174349,0.5130260521042084,0.5427655310621242,0.5414428857715431,0.6407477812768394,0.7079759519038076
3,0.39266533066132264,0.6040480961923848,0.7124649298597194,0.7124649298597194,0.7124649298597194,0.646372745490982,0.6474549098196393,0.6517835671342685,0.7106212424849699,0.7117034068136272,0.7124649298597194,0.7124649298597194,0.6040480961923848,0.6040480961923848,0.6040480961923848,0.6040480961923848,0.6040480961923848,0.39266533066132264,0.6040480961923848,0.7124649298597194,0.7124649298597194,0.635751503006012,0.6501803607214429,0.6520240480961924,0.711062124248497,0.39266533066132264,0.5010821643286573,0.6040480961923848,0.6427254509018036,0.6754308617234469,0.678316633266533,0.6365130260521042,0.6354308617234469,0.7124649298597194,0.7124649298597194,0.551062124248497,0.5100200400801603,0.52,0.5383166332665331,0.5276152304609218,0.5226052104208417,0.5210420841683366,0.525811623246493,0.5435270541082164,0.5406412825651302,0.5344689378757514,0.5167134268537075,0.5177955911823647,0.5356312625250501,0.5196392785571142,0.5298997995991984,0.6345433724592041,0.7124649298597194
4,0.39939879759519037,0.6135070140280561,0.7090981963927856,0.7090981963927856,0.7090981963927856,0.6793587174348698,0.678436873747495,0.6390380761523046,0.7086973947895792,0.7088977955911824,0.7090981963927856,0.7090981963927856,0.6135070140280561,0.6135070140280561,0.6135070140280561,0.6135070140280561,0.6135070140280561,0.39939879759519037,0.6135070140280561,0.7090981963927856,0.7090981963927856,0.6870140280561122,0.5814028056112225,0.6678957915831664,0.7056913827655311,0.39939879759519037,0.49498997995991983,0.6135070140280561,0.6453707414829659,0.6541482965931864,0.6507815631262525,0.6334669338677354,0.6334669338677354,0.7090981963927856,0.7090981963927856,0.5469739478957916,0.5084168336673347,0.5193587174348697,0.5269739478957916,0.5389178356713427,0.526813627254509,0.5338276553106213,0.5301402805611223,0.5186773547094189,0.5132665330661322,0.5429659318637274,0.5285370741482966,0.5286973947895791,0.5216833667334669,0.5319438877755511,0.5262124248496994,0.6359083882049814,0.7090981963927856
5,0.3939478957915832,0.6074949899799599,0.7074148296593187,0.7074148296593187,0.7074148296593187,0.6523847695390782,0.6532264529058116,0.6305410821643287,0.7054108216432866,0.7064128256513026,0.7074148296593187,0.7074148296593187,0.6074949899799599,0.6074949899799599,0.6074949899799599,0.6074949899799599,0.6074949899799599,0.3939478957915832,0.6074949899799599,0.7074148296593187,0.7074148296593187,0.6391182364729459,0.5509418837675351,0.6277755511022044,0.7060921843687374,0.3939478957915832,0.49386773547094187,0.6074949899799599,0.6437675350701403,0.6747895791583166,0.676312625250501,0.653627254509018,0.6547094188376753,0.7074148296593187,0.7074148296593187,0.5166733466933868,0.5408817635270541,0.5167134268537075,0.5227254509018036,0.5243687374749499,0.517314629258517,0.541002004008016,0.535751503006012,0.5323046092184369,0.5410420841683367,0.5327054108216432,0.53687374749499,0.5266132264529058,0.5295390781563126,0.5376352705410822,0.5315430861723447,0.6307861437160033,0.7074148296593187
6,0.36288577154308616,0.5901402805611222,0.7101803607214429,0.6986372745490982,0.6985571142284569,0.6997995991983968,0.6833667334669339,0.6818036072144289,0.7044889779559118,0.7101803607214429,0.7101803607214429,0.7101803607214429,0.5901402805611222,0.5901402805611222,0.5901402805611222,0.5901402805611222,0.5901402805611222,0.36288577154308616,0.5901402805611222,0.7101803607214429,0.6995190380761523,0.7014428857715431,0.6402004008016032,0.6250501002004007,0.6935470941883768,0.36288577154308616,0.7101803607214429,0.5901402805611222,0.6760320641282566,0.6781963927855711,0.6872545090180361,0.6872545090180361,0.6865330661322645,0.7101803607214429,0.7101803607214429,0.5482965931863727,0.5314629258517034,0.5433667334669339,0.5456112224448898,0.5428056112224449,0.5499398797595191,0.5359118236472946,0.5473346693386774,0.541563126252505,0.5453707414829659,0.5493386773547094,0.5444088176352705,0.5424448897795591,0.5632064128256513,0.531062124248497,0.5441282565130261,0.6409401660463784,0.7101803607214429
7,0.396312625250501,0.6140280561122244,0.7149098196392786,0.7149098196392786,0.7149098196392786,0.6812424849699399,0.6803206412825651,0.6503807615230461,0.7145090180360721,0.7147895791583166,0.7149098196392786,0.7149098196392786,0.6140280561122244,0.6140280561122244,0.6140280561122244,0.6140280561122244,0.6140280561122244,0.396312625250501,0.6140280561122244,0.7149098196392786,0.7149098196392786,0.6894589178356714,0.572625250501002,0.6733867735470942,0.7127054108216433,0.396312625250501,0.4971943887775551,0.6140280561122244,0.6483767535070141,0.6501803607214429,0.6457715430861724,0.6358316633266533,0.6349899799599198,0.7149098196392786,0.7149098196392786,0.5512625250501002,0.5386773547094188,0.5273346693386773,0.5329859719438877,0.5373547094188377,0.5172745490981964,0.5305010020040081,0.5384368737474949,0.5394789579158317,0.5153907815631262,0.5451703406813627,0.5395991983967936,0.5418036072144289,0.521002004008016,0.5412024048096192,0.5259719438877756,0.6382032636701975,0.7149098196392786
8,0.3774749498997996,0.6060921843687375,0.7065731462925852,0.6854909819639279,0.6850100200400802,0.6870541082164329,0.6655711422845692,0.6644088176352705,0.7022444889779559,0.7065731462925852,0.7065731462925852,0.7065731462925852,0.6060921843687375,0.6060921843687375,0.6060921843687375,0.6060921843687375,0.6060921843687375,0.3774749498997996,0.6060921843687375,0.7065731462925852,0.68749498997996,0.6893386773547094,0.6461322645290581,0.6606813627254509,0.6864128256513026,0.3774749498997996,0.7065731462925852,0.6060921843687375,0.5493787575150301,0.6603206412825652,0.670501002004008,0.670501002004008,0.6701002004008016,0.7065731462925852,0.7065731462925852,0.541002004008016,0.5503006012024048,0.5451703406813627,0.5380761523046093,0.5356713426853708,0.5291783567134268,0.5232464929859719,0.5165531062124249,0.5411623246492986,0.52937875751503,0.5238476953907816,0.5384368737474949,0.5403607214428857,0.5602404809619238,0.522244488977956,0.5386773547094188,0.6375539650730031,0.7065731462925852
9,0.37947895791583164,0.5975951903807615,0.6995991983967936,0.6778356713426854,0.6775951903807615,0.6742685370741482,0.6324649298597195,0.6480160320641283,0.6949498997995992,0.6995991983967936,0.6995991983967936,0.6995991983967936,0.5975951903807615,0.5975951903807615,0.5975951903807615,0.5975951903807615,0.5975951903807615,0.37947895791583164,0.5975951903807615,0.6995991983967936,0.6742284569138276,0.6682164328657315,0.6414028056112224,0.6872945891783567,0.6670140280561122,0.37947895791583164,0.6995991983967936,0.5975951903807615,0.5893787575150301,0.544689378757515,0.6872945891783567,0.6872945891783567,0.6605611222444889,0.6995991983967936,0.6995991983967936,0.5292985971943888,0.5362725450901804,0.5332665330661323,0.5389579158316633,0.5307815631262525,0.5242084168336674,0.5234869739478958,0.5240080160320642,0.5360320641282565,0.5375951903807615,0.5429258517034068,0.5322244488977956,0.5442885771543087,0.5343887775551103,0.5287374749498998,0.5436072144288577,0.6293856283996564,0.6995991983967936
