,abilities
kmeans_n_clusters_1,0.5195563
kmeans_n_clusters_2,0.535948
kmeans_n_clusters_3,0.5335774
kmeans_n_clusters_4,0.5330784
kmeans_n_clusters_5,0.51344794
kmeans_n_clusters_6,0.5133143
kmeans_n_clusters_7,0.5002833
kmeans_n_clusters_8,0.5046387
dbscan_eps_0_1_min_samples_2,0.5195563
dbscan_eps_0_2_min_samples_2,0.5195563
dbscan_eps_0_3_min_samples_2,0.5195563
dbscan_eps_0_4_min_samples_2,0.5195563
dbscan_eps_0_5_min_samples_2,0.5195563
dbscan_eps_0_6_min_samples_2,0.5195563
dbscan_eps_0_7_min_samples_2,0.5195563
dbscan_eps_0_8_min_samples_2,0.5195563
dbscan_eps_0_9_min_samples_2,0.5195563
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5195563
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5085804
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48852015
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4937557
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48490566
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47977573
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47923675
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48263136
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5195563
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53668785
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53031856
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51429003
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5067335
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5000556
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49566227
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4894601
mean_shift_,0.5237593
optics_,0.5200925
random_model_n1,0.49457708
random_model_n2,0.49463254
random_model_n3,0.49532148
random_model_n4,0.4946483
random_model_n5,0.49469766
random_model_n6,0.4946497
random_model_n7,0.49480328
random_model_n8,0.4947118
random_model_n9,0.49475375
random_model_n10,0.49451026
random_model_n11,0.49471498
random_model_n12,0.49452698
random_model_n13,0.4943674
random_model_n14,0.49464235
random_model_n15,0.49468914
random_model_n16,0.49443832
random_model_n17,0.49466628
random_model_n18,0.49469942
random_model_n19,0.49489123
random_model_n20,0.4945152
random_model_n21,0.494827
random_model_n22,0.49480703
random_model_n23,0.49475217
random_model_n24,0.49441063
random_model_n25,0.4951955
random_model_n26,0.49460888
random_model_n27,0.494619
random_model_n28,0.4945363
random_model_n29,0.49461365
random_model_n30,0.49467748
random_model_n31,0.4945639
random_model_n32,0.49490955
random_model_n33,0.49456677
random_model_n34,0.4952051
random_model_n35,0.49480253
random_model_n36,0.49465787
random_model_n37,0.49506995
random_model_n38,0.4947384
random_model_n39,0.49454302
random_model_n40,0.49474972
random_model_n41,0.49506703
random_model_n42,0.49451217
random_model_n43,0.4946763
random_model_n44,0.49467054
average_model,0.51149803
optimal_clustering,0.5379158
