,abilities
kmeans_n_clusters_1,0.51931834
kmeans_n_clusters_2,0.53607893
kmeans_n_clusters_3,0.534348
kmeans_n_clusters_4,0.52121747
kmeans_n_clusters_5,0.5170265
kmeans_n_clusters_6,0.5165405
kmeans_n_clusters_7,0.50689465
kmeans_n_clusters_8,0.50997734
dbscan_eps_0_1_min_samples_2,0.51931834
dbscan_eps_0_2_min_samples_2,0.51931834
dbscan_eps_0_3_min_samples_2,0.51931834
dbscan_eps_0_4_min_samples_2,0.51931834
dbscan_eps_0_5_min_samples_2,0.51931834
dbscan_eps_0_6_min_samples_2,0.51931834
dbscan_eps_0_7_min_samples_2,0.51931834
dbscan_eps_0_8_min_samples_2,0.51931834
dbscan_eps_0_9_min_samples_2,0.51931834
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51931834
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5117955
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49437043
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49951774
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49158323
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48684907
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4865428
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4898607
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51931834
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.536588
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.531625
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.519319
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5127738
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50640273
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.501979
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49748194
mean_shift_,0.5230271
optics_,0.51969784
random_model_n1,0.49934343
random_model_n2,0.49944285
random_model_n3,0.5000378
random_model_n4,0.49941692
random_model_n5,0.49952933
random_model_n6,0.49951482
random_model_n7,0.49957526
random_model_n8,0.49949357
random_model_n9,0.49955454
random_model_n10,0.49933153
random_model_n11,0.499546
random_model_n12,0.49931762
random_model_n13,0.49916813
random_model_n14,0.49945307
random_model_n15,0.49944708
random_model_n16,0.499272
random_model_n17,0.49950305
random_model_n18,0.49953908
random_model_n19,0.49972883
random_model_n20,0.4992445
random_model_n21,0.49969012
random_model_n22,0.49965376
random_model_n23,0.49960324
random_model_n24,0.4991977
random_model_n25,0.5000571
random_model_n26,0.49944344
random_model_n27,0.49951673
random_model_n28,0.49947762
random_model_n29,0.4995466
random_model_n30,0.49942893
random_model_n31,0.49936065
random_model_n32,0.49973586
random_model_n33,0.49934223
random_model_n34,0.4999212
random_model_n35,0.49957615
random_model_n36,0.49951828
random_model_n37,0.49984258
random_model_n38,0.49958858
random_model_n39,0.49932814
random_model_n40,0.4997817
random_model_n41,0.49979022
random_model_n42,0.49935508
random_model_n43,0.49940848
random_model_n44,0.49942732
random_model_n45,0.49942225
random_model_n46,0.49922296
random_model_n47,0.49952385
random_model_n48,0.49952587
random_model_n49,0.49940288
random_model_n50,0.49932742
random_model_n51,0.49937576
random_model_n52,0.4998384
random_model_n53,0.4995467
random_model_n54,0.49950492
random_model_n55,0.5002467
random_model_n56,0.4995767
random_model_n57,0.4994318
average_model,0.51380736
optimal_clustering,0.5383866
