,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,average_model,optimal_clustering
0,0.2974733517568101,0.8312277931306751,0.8312277931306751,0.7781287011448875,0.794512435846822,0.7781287011448875,0.794512435846822,0.7836557441768653,0.30892222660876434,0.6938412949072247,0.764508487958942,0.8112909593367549,0.8243189893407027,0.833004342676668,0.833004342676668,0.833004342676668,0.833004342676668,0.2974733517568101,0.8312277931306751,0.8312277931306751,0.8312277931306751,0.8312277931306751,0.7943150414528227,0.7799052506908803,0.7962889853928149,0.2974733517568101,0.8312277931306751,0.833004342676668,0.8168180023687327,0.8168180023687327,0.7799052506908803,0.7799052506908803,0.7799052506908803,0.8312277931306751,0.6995657323332017,0.728019768683014,0.833004342676668
1,0.28464271614686143,0.8183971575207264,0.8183971575207264,0.8035925779707856,0.798262929332807,0.8035925779707856,0.798262929332807,0.7850375049348598,0.29609159099881566,0.7066719305171734,0.7587840505329648,0.8150414528227399,0.8162258191867351,0.8154362416107382,0.8154362416107382,0.8154362416107382,0.8154362416107382,0.28464271614686143,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.8150414528227399,0.7850375049348598,0.7879984208448481,0.28464271614686143,0.8183971575207264,0.8154362416107382,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.8183971575207264,0.7649032767469404,0.7251685163252475,0.8183971575207264
2,0.28444532175286225,0.8181997631267272,0.8181997631267272,0.8033951835767864,0.7980655349388077,0.8033951835767864,0.7980655349388077,0.7848401105408607,0.2958941966048164,0.6999605211212001,0.7585866561389657,0.8148440584287406,0.8160284247927359,0.815238847216739,0.815238847216739,0.815238847216739,0.815238847216739,0.28444532175286225,0.8181997631267272,0.8181997631267272,0.8181997631267272,0.8181997631267272,0.8148440584287406,0.7848401105408607,0.7878010264508488,0.28444532175286225,0.8181997631267272,0.815238847216739,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.8181997631267272,0.7647058823529411,0.7249711219312482,0.8181997631267272
3,0.3061587050927754,0.8051717331227793,0.8051717331227793,0.7848401105408607,0.7791156731148835,0.7848401105408607,0.7791156731148835,0.7647058823529411,0.31760757994472955,0.2878010264508488,0.7364784840110541,0.798262929332807,0.8010264508487959,0.8018160284247927,0.8018160284247927,0.8018160284247927,0.8018160284247927,0.3061587050927754,0.8051717331227793,0.8051717331227793,0.8051717331227793,0.8051717331227793,0.798262929332807,0.7647058823529411,0.7680615870509278,0.3061587050927754,0.8051717331227793,0.8018160284247927,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8051717331227793,0.742992499013028,0.7136830869558859,0.8051717331227793
4,0.31760757994472955,0.8209632846427162,0.8209632846427162,0.7639163047769444,0.7806948282668772,0.7639163047769444,0.7806948282668772,0.7670746150809317,0.3282668772206869,0.6598894591393605,0.746742992499013,0.7974733517568101,0.8120805369127517,0.8223450454007106,0.8223450454007106,0.8223450454007106,0.8223450454007106,0.31760757994472955,0.8209632846427162,0.8209632846427162,0.8209632846427162,0.8209632846427162,0.7789182787208844,0.7629293328069483,0.7812870114488748,0.31760757994472955,0.8209632846427162,0.8223450454007106,0.8049743387287801,0.8049743387287801,0.7629293328069483,0.7629293328069483,0.7629293328069483,0.8209632846427162,0.3975523095144098,0.7091430158939042,0.8223450454007106
5,0.3130675088827477,0.7816818002368733,0.7816818002368733,0.761744966442953,0.768258981444927,0.761744966442953,0.768258981444927,0.720489538097118,0.3237268061587051,0.32550335570469796,0.6644295302013423,0.6644295302013423,0.7601658112909593,0.7830635609948677,0.7830635609948677,0.7830635609948677,0.7830635609948677,0.3130675088827477,0.7816818002368733,0.7816818002368733,0.7816818002368733,0.7816818002368733,0.7258191867350967,0.7258191867350967,0.6934465061192262,0.3130675088827477,0.7816818002368733,0.7830635609948677,0.7763521515988946,0.7763521515988946,0.7258191867350967,0.7258191867350967,0.7258191867350967,0.7816818002368733,0.4123568890643506,0.6802795689491309,0.7830635609948677
6,0.3371496249506514,0.805763916304777,0.805763916304777,0.7226608764311093,0.705487564153178,0.7226608764311093,0.705487564153178,0.7380576391630478,0.34780892222660875,0.30734307145677064,0.7244374259771023,0.7897749703908409,0.7996446900908014,0.8051717331227793,0.8051717331227793,0.8051717331227793,0.8051717331227793,0.3371496249506514,0.805763916304777,0.805763916304777,0.805763916304777,0.805763916304777,0.7806948282668772,0.7350967232530596,0.7427951046190289,0.3371496249506514,0.805763916304777,0.8051717331227793,0.7601658112909593,0.7601658112909593,0.7350967232530596,0.7350967232530596,0.7350967232530596,0.805763916304777,0.3941966048164232,0.6882703864543579,0.805763916304777
7,0.3178049743387288,0.8211606790367153,0.8211606790367153,0.7234504540071062,0.7635215159889459,0.7234504540071062,0.7635215159889459,0.7633241215949467,0.32846427161468617,0.6654165021713383,0.7469403868930122,0.8031977891827872,0.8146466640347414,0.821752862218713,0.821752862218713,0.821752862218713,0.821752862218713,0.3178049743387288,0.8211606790367153,0.8211606790367153,0.8211606790367153,0.8211606790367153,0.7893801816028425,0.7599684168969602,0.7727990525069088,0.3178049743387288,0.8211606790367153,0.821752862218713,0.791748914330833,0.791748914330833,0.7599684168969602,0.7599684168969602,0.7599684168969602,0.8211606790367153,0.3894591393604422,0.7031553859425949,0.821752862218713
8,0.32333201737070666,0.7919463087248322,0.7919463087248322,0.7633241215949467,0.7568101065929728,0.7633241215949467,0.7568101065929728,0.7404263718910383,0.33399131464666404,0.30576391630477695,0.6606790367153573,0.781484405842874,0.7858270825108566,0.7881958152388472,0.7881958152388472,0.7881958152388472,0.7881958152388472,0.32333201737070666,0.7919463087248322,0.7919463087248322,0.7919463087248322,0.7919463087248322,0.7799052506908803,0.7404263718910383,0.7441768653770233,0.32333201737070666,0.7919463087248322,0.7881958152388472,0.7404263718910383,0.7404263718910383,0.7404263718910383,0.7404263718910383,0.7404263718910383,0.7919463087248322,0.35669166995657325,0.686362240645699,0.7919463087248322
9,0.28444532175286225,0.8181997631267272,0.8181997631267272,0.8033951835767864,0.7980655349388077,0.8033951835767864,0.7980655349388077,0.7848401105408607,0.2958941966048164,0.6999605211212001,0.7585866561389657,0.8148440584287406,0.8160284247927359,0.815238847216739,0.815238847216739,0.815238847216739,0.815238847216739,0.28444532175286225,0.8181997631267272,0.8181997631267272,0.8181997631267272,0.8181997631267272,0.8148440584287406,0.7848401105408607,0.7878010264508488,0.28444532175286225,0.8181997631267272,0.815238847216739,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.7848401105408607,0.8181997631267272,0.7647058823529411,0.7249711219312482,0.8181997631267272
10,0.3024082116067904,0.805763916304777,0.805763916304777,0.7779313067508883,0.7864192656928544,0.7779313067508883,0.7864192656928544,0.7291748914330833,0.3130675088827477,0.6750888274772996,0.6750888274772996,0.7684563758389261,0.7878010264508488,0.8075404658507699,0.8075404658507699,0.8075404658507699,0.8075404658507699,0.3024082116067904,0.805763916304777,0.805763916304777,0.805763916304777,0.805763916304777,0.7348993288590604,0.7348993288590604,0.7593762337149625,0.3024082116067904,0.805763916304777,0.8075404658507699,0.7968811685748125,0.7968811685748125,0.7348993288590604,0.7348993288590604,0.7348993288590604,0.805763916304777,0.4013028030003948,0.6948428886841836,0.8075404658507699
11,0.31523884721673906,0.8185945519147256,0.8185945519147256,0.7410185550730359,0.724240031583103,0.7410185550730359,0.724240031583103,0.7568101065929728,0.3258981444926964,0.662258191867351,0.7443742597710225,0.8061587050927753,0.8144492696407422,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.31523884721673906,0.8185945519147256,0.8185945519147256,0.8185945519147256,0.8185945519147256,0.7970785629688116,0.754243979470983,0.7615475720489538,0.31523884721673906,0.8185945519147256,0.8183971575207264,0.775759968416897,0.775759968416897,0.754243979470983,0.754243979470983,0.754243979470983,0.8185945519147256,0.3809711804184761,0.6975625447792837,0.8185945519147256
12,0.28464271614686143,0.8183971575207264,0.8183971575207264,0.8035925779707856,0.798262929332807,0.8035925779707856,0.798262929332807,0.7850375049348598,0.29609159099881566,0.7066719305171734,0.7587840505329648,0.8150414528227399,0.8162258191867351,0.8154362416107382,0.8154362416107382,0.8154362416107382,0.8154362416107382,0.28464271614686143,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.8183971575207264,0.8150414528227399,0.7850375049348598,0.7879984208448481,0.28464271614686143,0.8183971575207264,0.8154362416107382,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.7850375049348598,0.8183971575207264,0.7649032767469404,0.7251685163252475,0.8183971575207264
