,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,average_model,optimal_clustering
0,0.3328194851240943,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.749460459380299,0.749460459380299,0.749460459380299,0.749460459380299,0.7818714351780484,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.3328194851240943,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.3328194851240943,0.7843379065823955,0.7843379065823955,0.7843379065823955,0.749460459380299,0.749460459380299,0.749460459380299,0.7254894404193002,0.7843379065823955,0.7843379065823955,0.5501002004008017,0.564667797132727,0.5511022044088176,0.5601587790966549,0.5474410359179899,0.5599660860181902,0.5383459226144597,0.5546477570525666,0.5719130568829968,0.561623246492986,0.5520271311854478,0.5668644982272236,0.5425466317249884,0.5325265916448281,0.5479034993063049,0.5505626637891167,0.5544165253584091,0.5502543548635733,0.7395788728454058,0.7843379065823955
1,0.37409434253121626,0.5977724680129489,0.7121936180052413,0.6946200092492678,0.6926160012332357,0.6948897795591182,0.6462155079389549,0.6538846924618468,0.708802219824264,0.7121936180052413,0.7121936180052413,0.7121936180052413,0.5977724680129489,0.5977724680129489,0.5977724680129489,0.5977724680129489,0.5977724680129489,0.37409434253121626,0.5977724680129489,0.7121936180052413,0.691459842762448,0.6947741637120395,0.6459842762447973,0.6669107445660551,0.68687374749499,0.37409434253121626,0.5977724680129489,0.7121936180052413,0.6950439340218899,0.6979343301988593,0.6884923693540927,0.6796670263604131,0.6766224757206721,0.7121936180052413,0.7121936180052413,0.5445891783567134,0.5556112224448898,0.5255896408201017,0.5417758594111299,0.5358794512101125,0.5302142747032527,0.5511407430245105,0.5191536919993834,0.5339525204254664,0.5416217049483583,0.5403499306304917,0.5365346076768922,0.5440496377370125,0.5614690920302142,0.5237783258825343,0.5277478032989055,0.5425466317249884,0.5411592415600431,0.6461755419671251,0.7121936180052413
2,0.3721674117465701,0.5951518421458302,0.7078002158162479,0.695544936025898,0.694003391398181,0.6955834746415909,0.6706489902882689,0.6652535840912595,0.7033297363958687,0.7078002158162479,0.7078002158162479,0.7078002158162479,0.5951518421458302,0.5951518421458302,0.5951518421458302,0.5951518421458302,0.5951518421458302,0.3721674117465701,0.5951518421458302,0.7078002158162479,0.6928472329273933,0.6954678587945121,0.6426699552952058,0.6621319562201325,0.6861029751811315,0.3721674117465701,0.5951518421458302,0.7078002158162479,0.6948897795591182,0.6966240172652999,0.6906505318328966,0.6835208879297056,0.6811700323724372,0.7078002158162479,0.7078002158162479,0.5425080931092955,0.5311777400955757,0.5388469246184677,0.5222367812548173,0.5385386156929243,0.5492523508555572,0.5265916448281178,0.5206952366271004,0.5379605364575304,0.5276321874518267,0.5282488053029135,0.5349930630491753,0.5390396176969323,0.5114074302451056,0.5414675504855866,0.5388083860027748,0.5440110991213195,0.5357638353630337,0.6457858737417858,0.7078002158162479
3,0.38372899645444736,0.6033220286727301,0.7202096500693695,0.7202096500693695,0.7202096500693695,0.6534222290735316,0.6528441498381378,0.6575843995683675,0.7185910282102667,0.7196315708339757,0.7202096500693695,0.7202096500693695,0.6033220286727301,0.6033220286727301,0.6033220286727301,0.6033220286727301,0.6033220286727301,0.38372899645444736,0.6033220286727301,0.7202096500693695,0.7202096500693695,0.6408971789733313,0.6545398489286265,0.661399722521967,0.7185524895945737,0.38372899645444736,0.6033220286727301,0.7202096500693695,0.7190534915985818,0.7185524895945737,0.6614382611376599,0.6587790966548481,0.6587790966548481,0.7202096500693695,0.7202096500693695,0.5546092184368737,0.5113688916294127,0.5222753198705102,0.5405811623246493,0.5308308925543395,0.526476028981039,0.5225836287960537,0.527478032989055,0.5456682595961153,0.5449745645136427,0.538191768151688,0.5212733158624943,0.5204640049329428,0.5390010790812394,0.5233158624942192,0.5321797441035918,0.5265531062124249,0.5280946508401418,0.6507801928643612,0.7202096500693695
4,0.39309388006782797,0.6157700015415446,0.7151610914135964,0.7151610914135964,0.7151610914135964,0.6776244797286881,0.6786650223523971,0.639548327424079,0.7147757052566672,0.7150454755665177,0.7151610914135964,0.7151610914135964,0.6157700015415446,0.6157700015415446,0.6157700015415446,0.6157700015415446,0.6157700015415446,0.39309388006782797,0.6157700015415446,0.7151610914135964,0.7151610914135964,0.6906890704485895,0.5823570217357793,0.6719978418375212,0.7120394635424696,0.39309388006782797,0.6157700015415446,0.7151610914135964,0.7148527824880531,0.7145059349468167,0.6744643132418684,0.6127639895174966,0.6107599815014645,0.7151610914135964,0.7151610914135964,0.5503314320949592,0.5104825034684755,0.5206952366271004,0.5299445043934022,0.541737320795437,0.5303298905503314,0.5369970710652073,0.5316787420995838,0.520348389085864,0.5146061353476183,0.5456297209804224,0.5317558193309696,0.5320641282565131,0.5232387852628334,0.5341837521196239,0.5292893479266225,0.5273238785262834,0.531563126252505,0.6507730560836771,0.7151610914135964
5,0.3842685370741483,0.605942654539849,0.7089563742870356,0.7089563742870356,0.7089563742870356,0.6555033143209495,0.6546940033913982,0.6380067827963619,0.7076460613534762,0.7083012178202559,0.7089563742870356,0.7089563742870356,0.605942654539849,0.605942654539849,0.605942654539849,0.605942654539849,0.605942654539849,0.3842685370741483,0.605942654539849,0.7089563742870356,0.7089563742870356,0.6403576383536304,0.5588870047787884,0.6309927547402497,0.707222136580854,0.3842685370741483,0.605942654539849,0.7089563742870356,0.7075689841220903,0.7068367504239248,0.6525743795282873,0.6141899182981347,0.6115692924310159,0.7089563742870356,0.7089563742870356,0.5210035455526437,0.5453599506705719,0.5195005395406197,0.5271311854478187,0.5273238785262834,0.5217743178665022,0.5422383227994451,0.5396562355480191,0.535648219515955,0.5446662555880992,0.535648219515955,0.5381146909203022,0.5292508093109296,0.5314475104054263,0.5420070911052876,0.5347618313550178,0.5293278865423154,0.5261677200554956,0.642173235359608,0.7089563742870356
6,0.36769693232619083,0.5905272082626792,0.7100354555264375,0.7009403422229074,0.7002466471404347,0.7013642669955296,0.6768151687991367,0.670571913056883,0.7048712810235856,0.7100354555264375,0.7100354555264375,0.7100354555264375,0.5905272082626792,0.5905272082626792,0.5905272082626792,0.5905272082626792,0.5905272082626792,0.36769693232619083,0.5905272082626792,0.7100354555264375,0.6983967935871743,0.7010174194542932,0.6397410205025436,0.6204717126560814,0.689956836750424,0.36769693232619083,0.5905272082626792,0.7100354555264375,0.7009788808386003,0.7027901957761677,0.6963542469554493,0.6898412209033451,0.6872591336519193,0.7100354555264375,0.7100354555264375,0.5475181131493757,0.5294049637737013,0.5417758594111299,0.5459380299059657,0.5413133960228148,0.5475566517650686,0.5356096809002621,0.5445121011253276,0.539193772159704,0.5449360258979498,0.5472098042238323,0.5420841683366734,0.5419685524895945,0.5623940188068445,0.5287112686912286,0.5411207029443502,0.5453214120548789,0.5373439186064437,0.6470876225385245,0.7100354555264375
7,0.38970248188685064,0.6156929243101588,0.7254894404193002,0.7254894404193002,0.7254894404193002,0.6873362108833051,0.6879913673500848,0.6539232310775397,0.7250269770309851,0.7253738245722213,0.7254894404193002,0.7254894404193002,0.6156929243101588,0.6156929243101588,0.6156929243101588,0.6156929243101588,0.6156929243101588,0.38970248188685064,0.6156929243101588,0.7254894404193002,0.7254894404193002,0.6996300292893479,0.5738014490519501,0.6809388006782796,0.7232927393248034,0.38970248188685064,0.6156929243101588,0.7254894404193002,0.7252582087251426,0.7249113611839063,0.6778557114228457,0.672614459688608,0.672614459688608,0.7254894404193002,0.7254894404193002,0.5541852936642516,0.5411592415600431,0.5300215816247881,0.5339910590411593,0.5415831663326653,0.5205025435486358,0.5328349005703715,0.5420841683366734,0.542777863419146,0.5166101433636504,0.5485586557730846,0.5427393248034531,0.5456297209804224,0.5233158624942192,0.5435100971173116,0.5276321874518267,0.5260906428241098,0.5212733158624943,0.6609658062563873,0.7254894404193002
8,0.3720517958994913,0.5966548481578542,0.7107676892246031,0.698589486665639,0.697047942037922,0.6989363342068753,0.6722290735316787,0.6662170494835825,0.7068367504239248,0.7107676892246031,0.7107676892246031,0.7107676892246031,0.5966548481578542,0.5966548481578542,0.5966548481578542,0.5966548481578542,0.5966548481578542,0.3720517958994913,0.5966548481578542,0.7107676892246031,0.6963542469554493,0.6989748728225682,0.6417835671342685,0.6637891166949283,0.6902266070602744,0.3720517958994913,0.5966548481578542,0.7107676892246031,0.6983197163557885,0.700131031293356,0.6936950824726376,0.6866425158008325,0.6835208879297056,0.7107676892246031,0.7107676892246031,0.5447047942037923,0.5531832896562355,0.5465546477570525,0.5415060891012795,0.5361877601356559,0.5311777400955757,0.5252427932788655,0.5177277632187451,0.543240326807461,0.5322953599506706,0.5248188685062433,0.5398489286264837,0.5421612455680592,0.5626637891166949,0.5241251734237706,0.5413904732542008,0.5351857561276399,0.541197780175736,0.6480824897658565,0.7107676892246031
9,0.35960382303067673,0.5828965623554802,0.6979343301988593,0.6859488207183598,0.6874132881146909,0.6858332048712811,0.665484815785417,0.6603591798982581,0.6936180052412517,0.6979343301988593,0.6979343301988593,0.6979343301988593,0.5828965623554802,0.5828965623554802,0.5828965623554802,0.5828965623554802,0.5828965623554802,0.35960382303067673,0.5828965623554802,0.6979343301988593,0.685794666255588,0.6813241868352089,0.6312625250501002,0.6931940804686295,0.6753892400184985,0.35960382303067673,0.5828965623554802,0.6979343301988593,0.6833667334669339,0.6791274857407122,0.6880684445814707,0.6753507014028056,0.6743101587790966,0.6979343301988593,0.6979343301988593,0.5371897641436719,0.5429705564976106,0.5421612455680592,0.5458609526745799,0.5397718513950979,0.5308308925543395,0.5328349005703715,0.5308694311700324,0.5445121011253276,0.5430861723446894,0.5503699707106521,0.5397718513950979,0.5512178202558964,0.5418529366425158,0.5361877601356559,0.5499460459380299,0.5436257129643903,0.5561122244488977,0.6357001752793336,0.6979343301988593
