,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,average_model,optimal_clustering
0,0.328710051682312,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.798755405547938,0.798755405547938,0.7576205041662272,0.7576205041662272,0.8614597616285202,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.328710051682312,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.328710051682312,0.8655732517666913,0.8655732517666913,0.8655732517666913,0.798755405547938,0.798755405547938,0.798755405547938,0.7637380023204303,0.8655732517666913,0.8655732517666913,0.5467250290053792,0.5644446788313469,0.5467250290053792,0.5583799177301972,0.8015114048760289,0.8655732517666913
1,0.39072882607319903,0.6561016770382871,0.7717540343845586,0.7350490454593397,0.7350490454593397,0.7213901487184896,0.7340470414513237,0.7370530534753718,0.764370846957072,0.7717540343845586,0.7717540343845586,0.7717540343845586,0.6561016770382871,0.6561016770382871,0.6561016770382871,0.6561016770382871,0.6561016770382871,0.39072882607319903,0.6561016770382871,0.7717540343845586,0.7320957704883451,0.7372640016875857,0.7055162957493936,0.6893260204619766,0.7259255352810885,0.39072882607319903,0.6561016770382871,0.7717540343845586,0.7380550574833878,0.7380550574833878,0.7274021727665858,0.7096297858875646,0.7096297858875646,0.7717540343845586,0.7717540343845586,0.5445100727771333,0.5497837780824808,0.520198291319481,0.533171606370636,0.6972658767828053,0.7717540343845586
2,0.3893049256407552,0.6542558801814155,0.7695918152093661,0.7345744119818585,0.7345744119818585,0.7210209893471153,0.7339943043982702,0.7363674717856766,0.7617867313574518,0.7695918152093661,0.7695918152093661,0.7695918152093661,0.6542558801814155,0.6542558801814155,0.6542558801814155,0.6542558801814155,0.6542558801814155,0.3893049256407552,0.6542558801814155,0.7695918152093661,0.7306718700559013,0.7361565235734627,0.7035650247864149,0.6892732834089231,0.7251344794852863,0.3893049256407552,0.6542558801814155,0.7695918152093661,0.7375804240059065,0.7375804240059065,0.7267165910768906,0.709893471152832,0.709893471152832,0.7695918152093661,0.7695918152093661,0.5440354392996519,0.5188271279400907,0.5277396899061281,0.5112329923003902,0.6959083859727252,0.7695918152093661
3,0.39800653939457864,0.6619027528741694,0.7824069191013606,0.7824069191013606,0.7824069191013606,0.6679675139753191,0.6679675139753191,0.6738213268642548,0.7799810146609008,0.7815103891994515,0.7824069191013606,0.7824069191013606,0.6619027528741694,0.6619027528741694,0.6619027528741694,0.6619027528741694,0.6619027528741694,0.39800653939457864,0.6619027528741694,0.7824069191013606,0.7824069191013606,0.6482438561333193,0.6676510916569982,0.7036177618394684,0.7795063811834194,0.39800653939457864,0.6619027528741694,0.7824069191013606,0.7804029110853286,0.7804029110853286,0.6322645290581163,0.6772492353127307,0.6772492353127307,0.7824069191013606,0.7824069191013606,0.5533698976901171,0.5014766374854973,0.5172450163484864,0.5369159371374328,0.6965705289721745,0.7824069191013606
4,0.4184157789262736,0.6826284147241852,0.7766585803185319,0.7766585803185319,0.7766585803185319,0.7054108216432866,0.7054108216432866,0.6384875013184264,0.7754983651513554,0.7762894209471575,0.7766585803185319,0.7766585803185319,0.6826284147241852,0.6826284147241852,0.6826284147241852,0.6826284147241852,0.6826284147241852,0.4184157789262736,0.6826284147241852,0.7766585803185319,0.7766585803185319,0.727876806244067,0.6171817318848223,0.7186478219597089,0.7717540343845586,0.4184157789262736,0.6826284147241852,0.7766585803185319,0.7757093133635693,0.7757093133635693,0.7422740217276659,0.6104313890939774,0.6108005484653518,0.7766585803185319,0.7766585803185319,0.5445628098301867,0.4982596772492353,0.5116021516717646,0.5159265900221496,0.7016489118588055,0.7766585803185319
5,0.4041240375487818,0.6684421474528003,0.7674295960341736,0.7674295960341736,0.7674295960341736,0.6620609640333298,0.6620609640333298,0.6325809513764371,0.7654255880181415,0.7665330661322646,0.7674295960341736,0.7674295960341736,0.6684421474528003,0.6684421474528003,0.6684421474528003,0.6684421474528003,0.6684421474528003,0.4041240375487818,0.6684421474528003,0.7674295960341736,0.7674295960341736,0.6373800232043033,0.5933973209577049,0.6226663854023837,0.7642126357979117,0.4041240375487818,0.6684421474528003,0.7674295960341736,0.7653201139120346,0.7653201139120346,0.7185950849066555,0.6157578314523784,0.6161269908237528,0.7674295960341736,0.7674295960341736,0.5097036177618395,0.5362830925007911,0.5126041556797806,0.5184052315156629,0.6887615386718856,0.7674295960341736
6,0.38424216854762155,0.648771226663854,0.7659002214956229,0.7368948423162114,0.7368948423162114,0.7239742643181099,0.7361037865204092,0.7385824280139226,0.7580951376437085,0.7659002214956229,0.7659002214956229,0.7659002214956229,0.648771226663854,0.648771226663854,0.648771226663854,0.648771226663854,0.648771226663854,0.38424216854762155,0.648771226663854,0.7659002214956229,0.7326758780719334,0.7380550574833878,0.6992405864360299,0.6000949266954962,0.7231304714692542,0.38424216854762155,0.648771226663854,0.7659002214956229,0.7395844320219386,0.7395844320219386,0.7288260731990296,0.7117920050627571,0.7117920050627571,0.7659002214956229,0.7659002214956229,0.5463558696340048,0.522413247547727,0.5311148613015505,0.5374433076679676,0.6938262489892065,0.7659002214956229
7,0.4159371374327603,0.6825756776711317,0.7884189431494568,0.7884189431494568,0.7884189431494568,0.7171711844742116,0.7171711844742116,0.666965509967303,0.7870477797700665,0.7880497837780824,0.7884189431494568,0.7884189431494568,0.6825756776711317,0.6825756776711317,0.6825756776711317,0.6825756776711317,0.6825756776711317,0.4159371374327603,0.6825756776711317,0.7884189431494568,0.7884189431494568,0.737738635165067,0.6072144288577155,0.7288260731990296,0.7841472418521253,0.4159371374327603,0.6825756776711317,0.7884189431494568,0.7875751503006012,0.7875751503006012,0.7510811095875962,0.691699187849383,0.691699187849383,0.7884189431494568,0.7884189431494568,0.5490454593397321,0.5315367577259783,0.5173504904545934,0.5277396899061281,0.7149366960040938,0.7884189431494568
8,0.38856660689800654,0.6557325176669128,0.7724396160742538,0.7368948423162114,0.7368948423162114,0.7233414196814681,0.7359983124143022,0.7388988503322435,0.7645290581162325,0.7724396160742538,0.7724396160742538,0.7724396160742538,0.6557325176669128,0.6557325176669128,0.6557325176669128,0.6557325176669128,0.6557325176669128,0.38856660689800654,0.6557325176669128,0.7724396160742538,0.733414196814682,0.7387933762261365,0.7051471363780192,0.6903280244699926,0.7275603839257462,0.38856660689800654,0.6557325176669128,0.7724396160742538,0.7396899061280455,0.7396899061280455,0.7290370214112435,0.7114755827444362,0.7114755827444362,0.7724396160742538,0.7724396160742538,0.5445628098301867,0.5495200928172134,0.5403438455859086,0.5341736103786521,0.6978616101598911,0.7724396160742538
9,0.3758042400590655,0.6409661428119396,0.7564075519459973,0.7137432760257357,0.7137432760257357,0.7213901487184896,0.71411243539711,0.7113173715852759,0.7486024680940829,0.7564075519459973,0.7564075519459973,0.7564075519459973,0.6409661428119396,0.6409661428119396,0.6409661428119396,0.6409661428119396,0.6409661428119396,0.3758042400590655,0.6409661428119396,0.7564075519459973,0.711000949266955,0.7038287100516823,0.6906971838413669,0.7320957704883451,0.7079422001898534,0.3758042400590655,0.6409661428119396,0.7564075519459973,0.7066237738635165,0.7066237738635165,0.7179095032169602,0.6883240164539606,0.6900643392047252,0.7564075519459973,0.7564075519459973,0.524522729669866,0.5391836304187322,0.5276342158000211,0.5414513237000317,0.680210323180474,0.7564075519459973
