,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,average_model,optimal_clustering
0,0.4097083054998887,0.5866733466933868,0.6004230683589401,0.6358828768648408,0.633711868180806,0.6233578267646404,0.6298708528167446,0.6236361612113115,0.5878423513694054,0.6072700957470497,0.6077710977510576,0.6077710977510576,0.6077710977510576,0.4097083054998887,0.4097083054998887,0.4097083054998887,0.4097083054998887,0.4097083054998887,0.591961701180138,0.6069917613003786,0.6386105544422178,0.6430639055889557,0.6407258962369183,0.6310398574927633,0.6172344689378757,0.4097083054998887,0.6077710977510576,0.6569806279225117,0.6414495657982632,0.6414495657982632,0.6415052326875974,0.6106101091071031,0.6312625250501002,0.5668002672010688,0.6077710977510576,0.5261634379870853,0.49465597862391447,0.5972500556668893,0.6569806279225117
1,0.43987975951903807,0.588232019594745,0.6249164996659987,0.623524827432643,0.5821643286573146,0.6094967713204186,0.5988087285682476,0.6123914495657983,0.5554442217768871,0.6290358494767312,0.6290358494767312,0.6290358494767312,0.6290358494767312,0.43987975951903807,0.43987975951903807,0.43987975951903807,0.43987975951903807,0.43987975951903807,0.586729013582721,0.6326541972834558,0.625751503006012,0.6120574482297929,0.643397906924961,0.6083277666443999,0.6336562012914718,0.43987975951903807,0.6290358494767312,0.6290358494767312,0.6290358494767312,0.6489089289690492,0.6175684702738811,0.607604097083055,0.607604097083055,0.5990870630149188,0.6290358494767312,0.48574927633043863,0.49821865954130484,0.5945966006086246,0.6489089289690492
2,0.4408817635270541,0.6030394121576487,0.6329325317301269,0.6209641505232688,0.5881763527054108,0.6008127365842797,0.5838900022266755,0.6018147405922957,0.5955243820975283,0.6333778668448007,0.6333778668448007,0.6333778668448007,0.6333778668448007,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.6019817412602984,0.6377755511022044,0.6282008461367179,0.6198508127365843,0.6480739256290359,0.6000890670229347,0.6278668448007125,0.4408817635270541,0.6333778668448007,0.6333778668448007,0.6333778668448007,0.6452349142729904,0.5957470496548652,0.6015920730349588,0.6015920730349588,0.6106657759964373,0.6333778668448007,0.5112447116455132,0.503228679581385,0.5963696941207518,0.6480739256290359
3,0.44138276553106215,0.5968603874415498,0.6219661545312848,0.6230238254286351,0.6069917613003786,0.5909040302827878,0.5899020262747717,0.6282565130260521,0.5664105989757292,0.6335448675128034,0.6335448675128034,0.6335448675128034,0.6335448675128034,0.44138276553106215,0.44138276553106215,0.44138276553106215,0.44138276553106215,0.44138276553106215,0.5960253841015364,0.6160097973725228,0.5993653974615899,0.5669672678690715,0.6137274549098196,0.6329881986194611,0.5965263861055444,0.44138276553106215,0.6335448675128034,0.6335448675128034,0.6335448675128034,0.6083277666443999,0.6149521264751726,0.6154531284791805,0.6154531284791805,0.5795479848586061,0.6335448675128034,0.5278891115564462,0.5116343798708528,0.5902958179733954,0.6335448675128034
4,0.44004676018704075,0.5921843687374749,0.6233021598753061,0.6263638387886885,0.6065464261857048,0.588232019594745,0.588232019594745,0.6275885103540414,0.5341238031618794,0.6254175016700066,0.6254175016700066,0.6254175016700066,0.6254175016700066,0.44004676018704075,0.44004676018704075,0.44004676018704075,0.44004676018704075,0.44004676018704075,0.5915720329547984,0.6160097973725228,0.6054887552883544,0.5815519928746382,0.6143954575818303,0.6320975283901136,0.5978623914495658,0.44004676018704075,0.6254175016700066,0.6254175016700066,0.6254175016700066,0.6095524382097528,0.6169561344912047,0.617791137831218,0.617791137831218,0.5730906256958361,0.6254175016700066,0.4701068804275217,0.512413716321532,0.5882423282779551,0.6320975283901136
5,0.4156089957693164,0.5822199955466488,0.6279225116900468,0.6353262079714985,0.6025384101536406,0.6231908260966377,0.6197394789579158,0.6078267646403919,0.5554442217768871,0.6040414161656646,0.6044310843910042,0.6044310843910042,0.6044310843910042,0.4156089957693164,0.4156089957693164,0.4156089957693164,0.4156089957693164,0.4156089957693164,0.578044978846582,0.6218548207526163,0.6286461812513917,0.6142841238031619,0.6343798708528168,0.6290358494767312,0.6056000890670229,0.4156089957693164,0.6044310843910042,0.6068804275217101,0.6186261411712314,0.6186261411712314,0.6207971498552661,0.6216321531952794,0.6200734802939212,0.5956357158761968,0.6044310843910042,0.5152527276775773,0.5083500334001336,0.5897783220762512,0.6353262079714985
6,0.4382654197283456,0.6082164328657315,0.5901246938321086,0.586729013582721,0.5958027165441995,0.5910153640614563,0.5917947005121353,0.5723669561344912,0.6037074148296593,0.6256401692273436,0.6256401692273436,0.6256401692273436,0.6256401692273436,0.4382654197283456,0.4382654197283456,0.4382654197283456,0.4382654197283456,0.4382654197283456,0.608606101091071,0.590959697172122,0.5701959474504564,0.5681919394344244,0.6219661545312848,0.6097194388777555,0.5960810509908706,0.4382654197283456,0.6256401692273436,0.6256401692273436,0.6256401692273436,0.6111111111111112,0.625250501002004,0.6308171899354265,0.6308171899354265,0.6061567579603652,0.6256401692273436,0.4883656201291472,0.49426631039857494,0.5861847151092308,0.6308171899354265
7,0.44043642841238034,0.5253284346470719,0.5651302605210421,0.5799933199732799,0.5654642618570475,0.5764306390558895,0.5757069694945447,0.6067134268537074,0.5767646403918949,0.6366065464261857,0.6366065464261857,0.6366065464261857,0.6366065464261857,0.44043642841238034,0.44043642841238034,0.44043642841238034,0.44043642841238034,0.44043642841238034,0.5277221108884436,0.5187597417056334,0.5794923179692719,0.5847250055666889,0.5942997105321755,0.6121131151191271,0.5974727232242262,0.44043642841238034,0.6366065464261857,0.6366065464261857,0.6366065464261857,0.6390002226675573,0.6300378534847473,0.6271988421287018,0.6271988421287018,0.4751725673569361,0.6366065464261857,0.47250055666889335,0.48808728568247606,0.572313350981799,0.6390002226675573
8,0.41082164328657317,0.5764306390558895,0.578044978846582,0.6343242039634825,0.6296481852594077,0.6250278334446671,0.6137274549098196,0.6151191271431753,0.5766533066132264,0.6117234468937875,0.611333778668448,0.611333778668448,0.611333778668448,0.41082164328657317,0.41082164328657317,0.41082164328657317,0.41082164328657317,0.41082164328657317,0.5696949454464485,0.5769316410598976,0.6229681585393009,0.6225228234246271,0.6447339122689824,0.6238588287686484,0.6289245156980628,0.41082164328657317,0.611333778668448,0.6037630817189935,0.6557559563571588,0.6557559563571588,0.656312625250501,0.6243041638833222,0.628479180583389,0.5806056557559564,0.611333778668448,0.5153640614562458,0.5031173458027165,0.5925451726498264,0.656312625250501
9,0.4121576486305945,0.5766533066132264,0.5762636383878869,0.6323201959474505,0.6276441772433756,0.6230238254286351,0.6121687820084614,0.6131151191271432,0.5746492985971944,0.6092741037630817,0.6086617679804053,0.6086617679804053,0.6086617679804053,0.4121576486305945,0.4121576486305945,0.4121576486305945,0.4121576486305945,0.4121576486305945,0.5701402805611222,0.5753729681585393,0.6218548207526163,0.6202961478512581,0.6429525718102872,0.6223001558672902,0.6266978401246939,0.4121576486305945,0.6086617679804053,0.5999777332442663,0.6544199510131374,0.6544199510131374,0.6545312847918058,0.6225228234246271,0.6271431752393676,0.5810509908706302,0.6086617679804053,0.482854598085059,0.4951013137385883,0.5912339081455091,0.6545312847918058
