,abilities
kmeans_n_clusters_1,0.52008927
kmeans_n_clusters_2,0.5418936
kmeans_n_clusters_3,0.53873676
kmeans_n_clusters_4,0.5384291
kmeans_n_clusters_5,0.50652486
kmeans_n_clusters_6,0.5064518
kmeans_n_clusters_7,0.48443142
kmeans_n_clusters_8,0.495961
dbscan_eps_0_1_min_samples_2,0.52008927
dbscan_eps_0_2_min_samples_2,0.52008927
dbscan_eps_0_3_min_samples_2,0.52008927
dbscan_eps_0_4_min_samples_2,0.52008927
dbscan_eps_0_5_min_samples_2,0.52008927
dbscan_eps_0_6_min_samples_2,0.52008927
dbscan_eps_0_7_min_samples_2,0.52008927
dbscan_eps_0_8_min_samples_2,0.52008927
dbscan_eps_0_9_min_samples_2,0.52008927
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52008927
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5021872
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.472823
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48022765
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.46772054
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.46034646
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.45904267
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.46413887
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52008927
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54260695
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53358036
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5081967
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4962209
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48724756
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4813054
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47306067
mean_shift_,0.52625006
optics_,0.5209039
random_model_n1,0.48213074
random_model_n2,0.48205602
random_model_n3,0.4829579
random_model_n4,0.48211423
random_model_n5,0.48229805
random_model_n6,0.48205245
random_model_n7,0.48220125
random_model_n8,0.48227873
random_model_n9,0.48209593
random_model_n10,0.48196232
random_model_n11,0.48214853
random_model_n12,0.4819317
random_model_n13,0.48195058
random_model_n14,0.48192388
random_model_n15,0.4822171
random_model_n16,0.48198235
random_model_n17,0.48216188
random_model_n18,0.48226687
average_model,0.50640786
optimal_clustering,0.5441214
