,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,average_model,optimal_clustering
0,0.39470941883767535,0.6640881763527055,0.6721442885771544,0.6674549098196393,0.6666933867735471,0.6674549098196393,0.6666933867735471,0.6666933867735471,0.6577955911823647,0.6695390781563126,0.3956312625250501,0.3956312625250501,0.3956312625250501,0.39470941883767535,0.39470941883767535,0.39470941883767535,0.39470941883767535,0.39470941883767535,0.6692585170340681,0.6729859719438878,0.6676553106212425,0.6749899799599198,0.6666933867735471,0.6666933867735471,0.6208016032064129,0.39470941883767535,0.6732665330661323,0.6748697394789579,0.6491382765531062,0.6491382765531062,0.6375551102204409,0.6208016032064129,0.6129859719438878,0.6669739478957916,0.6696993987975952,0.536753507014028,0.5377955911823648,0.5449298597194389,0.5451302605210421,0.5293386773547094,0.5368336673346693,0.5296593186372746,0.5291382765531062,0.5490981963927856,0.5302204408817636,0.5208016032064128,0.533186372745491,0.5357915831663327,0.5359519038076153,0.5342284569138277,0.536753507014028,0.5706717137979663,0.6748697394789579
1,0.40625250501002,0.6648897795591182,0.6707815631262525,0.6503807615230461,0.652625250501002,0.6518637274549098,0.652625250501002,0.652625250501002,0.6639679358717435,0.67250501002004,0.4071743486973948,0.4071743486973948,0.4071743486973948,0.40625250501002,0.40625250501002,0.40625250501002,0.40625250501002,0.40625250501002,0.6710220440881763,0.67250501002004,0.6482164328657315,0.6650501002004008,0.652625250501002,0.652625250501002,0.6427655310621242,0.40625250501002,0.6710220440881763,0.665811623246493,0.663687374749499,0.662565130260521,0.6678156312625251,0.6471342685370741,0.6343486973947896,0.6676152304609219,0.6729859719438878,0.5189579158316633,0.5317034068136273,0.5125851703406814,0.5428056112224449,0.5115831663326653,0.5125851703406814,0.5397995991983968,0.5183166332665331,0.5208016032064128,0.5259719438877756,0.5294589178356713,0.5210821643286573,0.5220841683366734,0.5381963927855712,0.5259318637274549,0.5314228456913828,0.5757143917464559,0.6729859719438878
2,0.44356713426853706,0.5850901803607215,0.6431663326653306,0.64312625250501,0.6120240480961924,0.6203607214428858,0.6072945891783567,0.6066933867735471,0.6225651302605211,0.6333867735470942,0.4437675350701403,0.4437675350701403,0.4437675350701403,0.44356713426853706,0.44356713426853706,0.44356713426853706,0.44356713426853706,0.44356713426853706,0.5807214428857715,0.6431663326653306,0.6362725450901804,0.5955911823647294,0.6155511022044088,0.6175951903807615,0.6160721442885772,0.44356713426853706,0.5757515030060121,0.6369939879759519,0.6353507014028056,0.6107014028056112,0.6167535070140281,0.6327855711422846,0.6340280561122245,0.5828456913827655,0.6318637274549098,0.5153907815631262,0.5055310621242485,0.520561122244489,0.5137875751503006,0.5112625250501002,0.5210420841683366,0.5166332665330662,0.5183567134268537,0.5040080160320641,0.5112224448897795,0.5213226452905811,0.5163927855711423,0.5052905811623246,0.5201603206412826,0.5191182364729459,0.5109018036072144,0.5601291471832553,0.6431663326653306
3,0.3950300601202405,0.6507815631262525,0.6586773547094188,0.6609619238476954,0.6608416833667334,0.6609619238476954,0.6608416833667334,0.6608416833667334,0.5755911823647295,0.6562324649298598,0.3961122244488978,0.3961122244488978,0.3961122244488978,0.3950300601202405,0.3950300601202405,0.3950300601202405,0.3950300601202405,0.3950300601202405,0.6560320641282565,0.6591983967935872,0.6610821643286573,0.6604809619238476,0.6608416833667334,0.6608416833667334,0.6200801603206413,0.3950300601202405,0.6594789579158317,0.660440881763527,0.6450501002004008,0.6450501002004008,0.6345891783567135,0.6200801603206413,0.6130661322645291,0.6536673346693387,0.6558316633266533,0.536753507014028,0.5175951903807615,0.5189178356713426,0.5233667334669339,0.5246092184368737,0.5384368737474949,0.5292585170340681,0.5186372745490982,0.5147895791583166,0.5384368737474949,0.5207214428857715,0.5319038076152305,0.5163927855711423,0.5386372745490982,0.5283366733466934,0.5384368737474949,0.5626482594819268,0.6609619238476954
4,0.44833667334669336,0.57374749498998,0.6282965931863728,0.6302605210420842,0.6012024048096193,0.5871743486973948,0.591182364729459,0.5981963927855711,0.62,0.6312625250501002,0.4493386773547094,0.4493386773547094,0.4493386773547094,0.44833667334669336,0.44833667334669336,0.44833667334669336,0.44833667334669336,0.44833667334669336,0.5782765531062124,0.6301002004008016,0.6268937875751504,0.6167134268537074,0.5874549098196393,0.5880561122244489,0.6074549098196392,0.44833667334669336,0.576753507014028,0.6217234468937876,0.6296593186372745,0.599438877755511,0.5896993987975951,0.6101803607214429,0.6139078156312625,0.5754308617234469,0.6315430861723447,0.5045290581162325,0.5023647294589179,0.5044088176352706,0.5191583166332665,0.513627254509018,0.5242885771543087,0.5190380761523046,0.5030861723446893,0.4943486973947896,0.5133867735470942,0.5088577154308618,0.5054909819639278,0.507254509018036,0.5235671342685371,0.49935871743486976,0.5076553106212425,0.5536183478067246,0.6315430861723447
5,0.44713426853707416,0.588496993987976,0.6338276553106212,0.6333867735470942,0.5640080160320641,0.604128256513026,0.6027655310621243,0.6022444889779559,0.6197995991983968,0.631503006012024,0.4474148296593186,0.4474148296593186,0.4474148296593186,0.44713426853707416,0.44713426853707416,0.44713426853707416,0.44713426853707416,0.44713426853707416,0.5838877755511022,0.6348697394789579,0.6243687374749499,0.59563126252505,0.5646492985971944,0.60937875751503,0.609939879759519,0.44713426853707416,0.5787575150300601,0.6243687374749499,0.6224048096192385,0.6161122244488978,0.6196793587174348,0.6295390781563126,0.6286973947895792,0.58625250501002,0.6308617234468938,0.5175150300601202,0.5062124248496994,0.518436873747495,0.5196392785571142,0.5051703406813627,0.5076553106212425,0.5145891783567135,0.5135070140280561,0.5141482965931864,0.5128657314629258,0.5175150300601202,0.5132665330661322,0.5059719438877756,0.5200400801603207,0.5181963927855712,0.520120240480962,0.5571068062050026,0.6338276553106212
6,0.40196392785571144,0.6673346693386774,0.6757114228456914,0.6655711422845692,0.6649699398797595,0.6655711422845692,0.6649699398797595,0.6649699398797595,0.664248496993988,0.6739879759519039,0.4027254509018036,0.4027254509018036,0.4027254509018036,0.40196392785571144,0.40196392785571144,0.40196392785571144,0.40196392785571144,0.40196392785571144,0.6725851703406813,0.6761523046092185,0.6667334669338677,0.6782364729458917,0.6649699398797595,0.6649699398797595,0.6395991983967936,0.40196392785571144,0.6768336673346693,0.6777154308617235,0.6416432865731463,0.6416432865731463,0.6276553106212425,0.6485370741482966,0.6531462925851703,0.6701402805611223,0.6738276553106213,0.5193186372745491,0.5162725450901804,0.5234468937875751,0.5458917835671343,0.5369138276553106,0.5345891783567134,0.5248096192384769,0.5257314629258517,0.5504208416833667,0.5257715430861724,0.5331062124248497,0.5360320641282565,0.5125851703406814,0.5351102204408817,0.5287775551102204,0.5371943887775551,0.575497661990648,0.6777154308617235
7,0.4098597194388778,0.45967935871743487,0.6143486973947896,0.6136673346693386,0.6208416833667335,0.6150701402805612,0.612625250501002,0.5876152304609218,0.5711422845691383,0.5711422845691383,0.41070140280561124,0.41070140280561124,0.41070140280561124,0.4098597194388778,0.4098597194388778,0.4098597194388778,0.4098597194388778,0.4098597194388778,0.5269739478957916,0.6170340681362726,0.6060521042084168,0.6202404809619239,0.6178356713426854,0.6137474949899799,0.6204408817635271,0.4098597194388778,0.527935871743487,0.5983967935871743,0.6021643286573146,0.6199599198396794,0.612625250501002,0.5569939879759519,0.5482965931863727,0.5226853707414829,0.565370741482966,0.5244889779559119,0.5354709418837675,0.5297394789579158,0.5287374749498998,0.5234869739478958,0.5163927855711423,0.5272945891783567,0.531062124248497,0.5350701402805611,0.5278156312625251,0.5264929859719439,0.5318236472945892,0.5314629258517034,0.5314228456913828,0.5350300601202405,0.5262124248496994,0.5226601350849848,0.6208416833667335
8,0.44152304609218435,0.563246492985972,0.6365531062124249,0.6368336673346693,0.6254909819639278,0.6089779559118237,0.6052505010020041,0.6075751503006012,0.6107815631262525,0.6254108216432865,0.4422845691382766,0.4422845691382766,0.4422845691382766,0.44152304609218435,0.44152304609218435,0.44152304609218435,0.44152304609218435,0.44152304609218435,0.5708216432865731,0.6392384769539078,0.6337875751503006,0.632745490981964,0.6150300601202405,0.6073346693386773,0.627254509018036,0.44152304609218435,0.5713026052104209,0.6268537074148297,0.6323847695390782,0.623567134268537,0.6052505010020041,0.5756713426853708,0.6159118236472946,0.5664529058116232,0.6260120240480962,0.5159118236472946,0.5215230460921844,0.5175150300601202,0.5062525050100201,0.5072144288577154,0.5257314629258517,0.5207615230460921,0.5162324649298597,0.5339478957915832,0.5057314629258517,0.5180761523046092,0.508937875751503,0.5163927855711423,0.5085370741482966,0.512064128256513,0.5111823647294589,0.5533155199287464,0.6368336673346693
9,0.44092184368737475,0.5814028056112225,0.5752705410821644,0.5736272545090181,0.5793587174348698,0.5929859719438878,0.5931462925851704,0.5868537074148297,0.578997995991984,0.5858517034068136,0.4413627254509018,0.4413627254509018,0.4413627254509018,0.44092184368737475,0.44092184368737475,0.44092184368737475,0.44092184368737475,0.44092184368737475,0.5795991983967936,0.5746292585170341,0.5687775551102204,0.5866132264529058,0.5904609218436874,0.585691382765531,0.5898196392785571,0.44092184368737475,0.5748697394789579,0.5597194388777555,0.558997995991984,0.5892985971943888,0.6,0.5967535070140281,0.5773947895791584,0.5800400801603206,0.5858116232464929,0.5157915831663327,0.5137875751503006,0.5296993987975952,0.5193587174348697,0.5228056112224448,0.5220040080160321,0.5127054108216433,0.5213226452905811,0.5011222444889779,0.5173547094188377,0.5100200400801603,0.5208817635270541,0.5161122244488978,0.5158316633266533,0.5070541082164328,0.5203206412825652,0.5348148148148147,0.6
