,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,average_model,optimal_clustering
0,0.4611816225042678,0.6340087582572552,0.6490017071179396,0.6464410302085652,0.632190306539004,0.617048912640095,0.617048912640095,0.5934832628219402,0.5809025458324055,0.641171231351592,0.641171231351592,0.641171231351592,0.641171231351592,0.4611816225042678,0.4611816225042678,0.4611816225042678,0.4611816225042678,0.4611816225042678,0.6381281080679878,0.6517479403250946,0.5870630149187264,0.6386105544422178,0.6114451124471164,0.5814221034661916,0.6111853336302234,0.4611816225042678,0.636940547762191,0.6506717137979663,0.6454019149409931,0.6304089660803087,0.578044978846582,0.6003859570993839,0.6093297706524159,0.6380538855488755,0.641171231351592,0.5025235656498181,0.5061604690863208,0.49762487938840644,0.5076820307281229,0.5071253618347806,0.49498997995991983,0.49576931641059896,0.5036740146960588,0.49313441698211236,0.4937653083945669,0.5145847250055667,0.5165516217620426,0.4772879091516366,0.4990351072515401,0.5080902545832405,0.5025977881689304,0.49087063014918725,0.5010762265271284,0.5089067022934758,0.5191865211905292,0.5900855208359105,0.6506717137979663
1,0.4598085059006903,0.6354560973799451,0.6350849847843836,0.632450085355897,0.626512283826913,0.6254731685593409,0.6254731685593409,0.5990128404958064,0.5659838194908335,0.6401692273435761,0.6401692273435761,0.6401692273435761,0.6401692273435761,0.4598085059006903,0.4598085059006903,0.4598085059006903,0.4598085059006903,0.4598085059006903,0.6377198842128702,0.644140132116084,0.6111111111111112,0.6236547168410896,0.6219475989015067,0.6063237586283678,0.6215393750463891,0.4598085059006903,0.6368292139835225,0.6435834632227417,0.6285162918429451,0.6365323239070734,0.616046908632079,0.6020188525198545,0.5649447042232614,0.6389816670377793,0.6401692273435761,0.49654865286127814,0.49543531507459365,0.4961033177466043,0.5056409114525346,0.4915757440807541,0.5068284717583315,0.5056780227120908,0.4951013137385883,0.49198396793587174,0.4922437467527648,0.5213018629852297,0.5192607437096415,0.4794032509463371,0.4998144437022193,0.4975877681288503,0.4971424330141765,0.48148148148148145,0.4994804423662139,0.48964595858383436,0.4829288206041713,0.5878739646645829,0.6435834632227417
2,0.4508275810881021,0.4337935129518296,0.5463148519260743,0.531544570622727,0.5615304683440956,0.5928894826690417,0.588213463964967,0.5842054479329029,0.585986788391598,0.5891412454538707,0.5888072441178653,0.5888072441178653,0.5888072441178653,0.4508275810881021,0.4508275810881021,0.4508275810881021,0.4508275810881021,0.4508275810881021,0.5577080086098122,0.5752616343798709,0.5916276998441327,0.5990870630149188,0.5970830549988867,0.5949677132041862,0.5689527202553255,0.4508275810881021,0.5531062124248497,0.5737400727380687,0.5856156757960366,0.5645735916276998,0.5922214799970311,0.5712165070882506,0.5921843687374749,0.5540711051733096,0.5888072441178653,0.4941735322496846,0.4900170711793958,0.4975877681288503,0.49844132709864175,0.4961033177466043,0.4987382171750909,0.4909819639278557,0.49599198396793587,0.49562087137237437,0.49276330438655086,0.516403176723818,0.5082758108810213,0.5067913604987754,0.49313441698211236,0.4969197654568396,0.49016551621762044,0.5120611593557486,0.5028204557262673,0.4903881837749573,0.4872337267126846,0.542983085512589,0.5928894826690417
3,0.45709938395309135,0.6216135975655014,0.61979514584725,0.630705856156758,0.6244340532917687,0.6167520225636458,0.5996437319082609,0.5950048244637423,0.523602761077711,0.6308914124545387,0.6306316336376456,0.6306316336376456,0.6306316336376456,0.45709938395309135,0.45709938395309135,0.45709938395309135,0.45709938395309135,0.45709938395309135,0.6298894084465226,0.605099087063015,0.6167520225636458,0.5528835448675128,0.6071402063386031,0.6118533363022342,0.564128256513026,0.45709938395309135,0.6281080679878275,0.576300749647443,0.6295925183700735,0.6180880279076671,0.576300749647443,0.6033548578638759,0.601647739924293,0.6259556149335709,0.6306316336376456,0.49502709121947597,0.5009648927484599,0.5043049061085133,0.5082758108810213,0.4896830698433905,0.5025606769093743,0.5054924664143101,0.49372819713501076,0.49862688339642247,0.5087582572552513,0.48355971201662584,0.48033103243524083,0.5129889408446523,0.49844132709864175,0.49146441030208565,0.5039337935129519,0.4881243969420322,0.5078304757663475,0.5084613671788021,0.48467304980331033,0.5772931322177962,0.6308914124545387
4,0.4408817635270541,0.6051733095821272,0.6027239664514213,0.6108142210346619,0.6203889260001485,0.6159726861129666,0.6159726861129666,0.6069175387812662,0.5940399317152825,0.6000890670229347,0.6000890670229347,0.6000890670229347,0.6000890670229347,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.4408817635270541,0.6043197506123358,0.5725896236918281,0.6209084836339346,0.6207971498552661,0.6168262450827581,0.6134120092035924,0.6168262450827581,0.4408817635270541,0.6049135307652341,0.529577673866251,0.617791137831218,0.6086988792399614,0.6023528538558599,0.5969717212202182,0.5859496771320418,0.6067690937430417,0.6000890670229347,0.49372819713501076,0.4978104356861872,0.5000371112595562,0.4887923996140429,0.48905217843093596,0.4937653083945669,0.5034513471387219,0.5046017961849625,0.497773324426631,0.5013731166035775,0.5257552141319677,0.5108735990499518,0.48393082461218734,0.4915757440807541,0.4972908780524011,0.4810361463668077,0.5130260521042084,0.4991093297706524,0.49395086469234767,0.48753061678913384,0.565583842582284,0.6203889260001485
5,0.45862094559489347,0.6373858828768648,0.6405403399391375,0.6173829139761003,0.6167520225636458,0.6150820158836191,0.5863207897276034,0.5935203740814963,0.6007941809545015,0.6382023305871001,0.6374972166555333,0.6374972166555333,0.6374972166555333,0.45862094559489347,0.45862094559489347,0.45862094559489347,0.45862094559489347,0.45862094559489347,0.6440287983374156,0.641653677725822,0.5907741408743413,0.6275513990944853,0.6150449046240629,0.61382023305871,0.5698805017442292,0.45862094559489347,0.6429154605507311,0.5810881021301862,0.6161953536703035,0.6305202998589772,0.6159355748534106,0.5911081422103466,0.583982780375566,0.6403176723818006,0.6374972166555333,0.5067913604987754,0.5002597788168931,0.4969939879759519,0.4953239812959252,0.5093891486677058,0.4921324129740963,0.5018926742373636,0.5077933645067914,0.5003711125955614,0.5107251540117271,0.4769167965560751,0.5179989608847324,0.51243227195131,0.5001855562977807,0.5065686929414385,0.5108735990499518,0.5079789208045721,0.5127662732873154,0.49127885400430493,0.5155867290135827,0.583324399141218,0.6429154605507311
6,0.44830401543828396,0.5716989534624806,0.5329547984858606,0.5849476731240258,0.5596006828471758,0.5942254880130632,0.5885103540414162,0.582275662435983,0.5932605952646033,0.6074742076746085,0.6071402063386031,0.6071402063386031,0.6071402063386031,0.44830401543828396,0.44830401543828396,0.44830401543828396,0.44830401543828396,0.44830401543828396,0.5814592147257478,0.569323832850887,0.6048393082461219,0.602872411489646,0.5996808431678171,0.5964521635864322,0.5721813998367105,0.44830401543828396,0.5775996437319083,0.5773769761745714,0.604616640688785,0.5652415942997105,0.6022415200771915,0.5704000593780153,0.593446151562384,0.5779707563274697,0.6071402063386031,0.5046389074445187,0.5007051139315668,0.5014473391226898,0.4996288874044385,0.5022637868329252,0.4951013137385883,0.49432197728790916,0.5001484450382246,0.5030431232836042,0.5046389074445187,0.4825577080086098,0.48964595858383436,0.5090922585912566,0.49558376011281824,0.4957322051510428,0.5057522452312031,0.48318859942106435,0.5031173458027165,0.5120611593557486,0.4853781637348772,0.5556380250212359,0.6074742076746085
7,0.455021153417947,0.5260892154679729,0.5251614339790692,0.5591182364729459,0.5563720032657908,0.5732205151042826,0.5732205151042826,0.5733689601425073,0.5526979885697321,0.5115044904624063,0.5115044904624063,0.5115044904624063,0.5115044904624063,0.455021153417947,0.455021153417947,0.455021153417947,0.455021153417947,0.455021153417947,0.5141022786313367,0.5158836190900319,0.5563348920062346,0.564128256513026,0.5756327469754323,0.5732576263638388,0.5750018555629778,0.455021153417947,0.5181845171825131,0.5493579752096787,0.503711125955615,0.5557782231128925,0.5637942551770208,0.5495806427670155,0.57604097083055,0.521376085504342,0.5115044904624063,0.5054182438951978,0.49732798931195726,0.49710532175462036,0.4972908780524011,0.49881243969420325,0.5025606769093743,0.5056409114525346,0.49855266087731015,0.49988866622133155,0.5034142358791658,0.5051584650783048,0.5000742225191123,0.5017071179395829,0.49844132709864175,0.49562087137237437,0.49539820381503746,0.5025235656498181,0.49840421583908556,0.5011875603057968,0.4957322051510428,0.5209156309876268,0.57604097083055
8,0.4577673866251021,0.634454093371929,0.6376085504342017,0.6188302530987901,0.6181993616863356,0.6168262450827581,0.5857641208342611,0.5923699250352557,0.6019446300007423,0.634676760929266,0.6342685370741483,0.6342685370741483,0.6342685370741483,0.4577673866251021,0.4577673866251021,0.4577673866251021,0.4577673866251021,0.4577673866251021,0.6405032286795814,0.6379796630297633,0.5863579009871595,0.6259556149335709,0.6164180212276404,0.6152675721813998,0.5823498849550953,0.4577673866251021,0.6399836710457953,0.5778594225488013,0.6164551324871966,0.6292956282936243,0.6139686780969346,0.5876567950716247,0.580011875603058,0.6379796630297633,0.6342685370741483,0.5066800267201069,0.49651154160172195,0.5046017961849625,0.49395086469234767,0.5098715950419357,0.5058264677503155,0.4997031099235508,0.5021895643138128,0.5031544570622727,0.5100942625992726,0.4805165887330216,0.5204854152749945,0.5127662732873154,0.4996288874044385,0.49190974541675947,0.5088324797743635,0.49101907518741184,0.4876419505678023,0.4930973057225562,0.4854152749944333,0.5817616027665757,0.6399836710457953
9,0.45865805685444966,0.631707860164774,0.6253247235211163,0.6221702664588437,0.6178653603503302,0.620537371038373,0.620537371038373,0.5976397238922289,0.5718845097602613,0.6362725450901804,0.6362725450901804,0.6362725450901804,0.6362725450901804,0.45865805685444966,0.45865805685444966,0.45865805685444966,0.45865805685444966,0.45865805685444966,0.6337489794403622,0.6366065464261857,0.612558450233801,0.5553699992577749,0.6171602464187634,0.6033177466043198,0.6167520225636458,0.45865805685444966,0.6328583092110146,0.6356787649372819,0.6209084836339346,0.6305574111185334,0.6127440065315817,0.6015364061456245,0.5693609441104431,0.6348623172270467,0.6362725450901804,0.502226675573369,0.49139018778297333,0.5038595709938395,0.4921695242336525,0.4941364209901284,0.49432197728790916,0.4864915015215616,0.5061975803458769,0.5061233578267647,0.4930973057225562,0.5217100868403474,0.4791434721294441,0.4819639278557114,0.49762487938840644,0.49858977213686634,0.5025235656498181,0.4820381503748237,0.5023380093520374,0.49183552289764715,0.48185259407704295,0.5844253665080504,0.6362725450901804
