,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,average_model,optimal_clustering
0,0.9929911358482787,0.9892805607091322,0.9909297052154195,0.9929911358482787,0.9888682745825603,0.9929911358482787,0.9929911358482787,0.9868068439497011,0.9888682745825603,0.9913419913419913,0.9929911358482787,0.9909297052154195,0.9909984195698481,0.9929911358482787
1,0.9901051329622759,0.981859410430839,0.9859822716965574,0.9839208410636983,0.9880437023294166,0.9859822716965574,0.9880437023294166,0.981859410430839,0.9859822716965574,0.9859822716965574,0.9880437023294166,0.981859410430839,0.9856386999244142,0.9901051329622759
2,0.9841269841269841,0.9903112760255618,0.9923727066584209,0.9861884147598433,0.9882498453927026,0.9923727066584209,0.9923727066584209,0.9903112760255618,0.9923727066584209,0.9903112760255618,0.9882498453927026,0.9903112760255618,0.9897959183673469,0.9923727066584209
3,0.9841269841269841,0.9903112760255618,0.9903112760255618,0.9903112760255618,0.9944341372912802,0.9903112760255618,0.9903112760255618,0.9903112760255618,0.9841269841269841,0.9923727066584209,0.9882498453927026,0.9923727066584209,0.9897959183673469,0.9944341372912802
4,0.9849515563801278,0.9936095650381365,0.9911358482787054,0.9911358482787054,0.9952587095444239,0.9911358482787054,0.9911358482787054,0.9931972789115646,0.9915481344052772,0.9952587095444239,0.987012987012987,0.9911358482787054,0.9913763485192058,0.9952587095444239
5,0.9857761286332715,0.9857761286332715,0.9919604205318491,0.9857761286332715,0.9878375592661307,0.9903112760255618,0.9919604205318491,0.9940218511647083,0.9882498453927026,0.9857761286332715,0.9919604205318491,0.98989898989899,0.9891087748230604,0.9940218511647083
6,0.9942279942279942,0.9880437023294166,0.9880437023294166,0.992166563595135,0.9839208410636983,0.9859822716965574,0.992166563595135,0.9880437023294166,0.992166563595135,0.9942279942279942,0.9839208410636983,0.9901051329622759,0.9894179894179894,0.9942279942279942
7,0.987012987012987,0.9874252731395589,0.9890744176458462,0.9911358482787054,0.9849515563801278,0.9828901257472686,0.9853638425066996,0.9890744176458462,0.9874252731395589,0.9915481344052772,0.987012987012987,0.9890744176458462,0.987665773380059,0.9915481344052772
8,0.9931972789115646,0.9849515563801278,0.9890744176458462,0.9911358482787054,0.9952587095444239,0.9952587095444239,0.9911358482787054,0.987012987012987,0.9911358482787054,0.9952587095444239,0.9911358482787054,0.9911358482787054,0.9913076341647772,0.9952587095444239
9,0.9882498453927026,0.9923727066584209,0.9882498453927026,0.9903112760255618,0.9903112760255618,0.9882498453927026,0.9882498453927026,0.9903112760255618,0.9923727066584209,0.9903112760255618,0.9903112760255618,0.9882498453927026,0.9897959183673469,0.9923727066584209
10,0.9946402803545661,0.9925788497217068,0.9925788497217068,0.9863945578231292,0.9868068439497011,0.9905174190888476,0.9929911358482787,0.9925788497217068,0.9909297052154195,0.98433312719027,0.9888682745825603,0.9905174190888476,0.9903112760255618,0.9946402803545661
11,0.9909297052154195,0.9913419913419913,0.9950525664811379,0.9868068439497011,0.9868068439497011,0.9929911358482787,0.9868068439497011,0.9950525664811379,0.9929911358482787,0.9929911358482787,0.9892805607091322,0.9909297052154195,0.990998419569848,0.9950525664811379
12,0.989692846835704,0.989692846835704,0.989692846835704,0.9835085549371264,0.9876314162028448,0.9855699855699855,0.989692846835704,0.9917542774685632,0.989692846835704,0.989692846835704,0.989692846835704,0.9876314162028448,0.9886621315192743,0.9917542774685632
13,0.9901051329622759,0.9942279942279942,0.9942279942279942,0.992166563595135,0.9942279942279942,0.9942279942279942,0.9942279942279942,0.992166563595135,0.9942279942279942,0.9942279942279942,0.992166563595135,0.992166563595135,0.9931972789115645,0.9942279942279942
14,0.9863945578231292,0.9884559884559885,0.9884559884559885,0.9863945578231292,0.9863945578231292,0.9802102659245516,0.98433312719027,0.9822716965574109,0.9905174190888476,0.98433312719027,0.9884559884559885,0.9905174190888476,0.9863945578231293,0.9905174190888476
15,0.9909297052154195,0.9950525664811379,0.9929911358482787,0.9847454133168418,0.9909297052154195,0.9909297052154195,0.9909297052154195,0.9950525664811379,0.9950525664811379,0.9888682745825603,0.9847454133168418,0.9909297052154195,0.9909297052154195,0.9950525664811379
16,0.9884559884559885,0.9946402803545661,0.9884559884559885,0.9905174190888476,0.9905174190888476,0.9884559884559885,0.9925788497217068,0.9905174190888476,0.98433312719027,0.9925788497217068,0.9905174190888476,0.9905174190888476,0.9901738473167043,0.9946402803545661
17,0.9863945578231292,0.9901051329622759,0.9863945578231292,0.9942279942279942,0.9901051329622759,0.98433312719027,0.992166563595135,0.9863945578231292,0.992166563595135,0.9901051329622759,0.9942279942279942,0.9880437023294166,0.9895554181268467,0.9942279942279942
18,0.9936095650381365,0.9915481344052772,0.9853638425066996,0.9915481344052772,0.9936095650381365,0.9915481344052772,0.9936095650381365,0.9936095650381365,0.9915481344052772,0.9894867037724181,0.9936095650381365,0.9956709956709957,0.992063492063492,0.9956709956709957
19,0.9837146980004123,0.9936095650381365,0.98989898989899,0.9894867037724181,0.9894867037724181,0.9874252731395589,0.9915481344052772,0.9894867037724181,0.9771181199752629,0.9894867037724181,0.9874252731395589,0.9915481344052772,0.9883529169243456,0.9936095650381365
20,0.9925788497217068,0.9822716965574109,0.9863945578231292,0.9905174190888476,0.9946402803545661,0.9863945578231292,0.9946402803545661,0.9925788497217068,0.9884559884559885,0.9905174190888476,0.9905174190888476,0.9925788497217068,0.9901738473167044,0.9946402803545661
21,0.9884559884559885,0.9863945578231292,0.9946402803545661,0.9905174190888476,0.9905174190888476,0.9888682745825603,0.9929911358482787,0.9863945578231292,0.9946402803545661,0.9905174190888476,0.9884559884559885,0.9905174190888476,0.9902425616711331,0.9946402803545661
22,0.9931972789115646,0.9952587095444239,0.9915481344052772,0.9931972789115646,0.9894867037724181,0.9931972789115646,0.9874252731395589,0.9911358482787054,0.9894867037724181,0.987012987012987,0.9931972789115646,0.9931972789115646,0.9914450628736343,0.9952587095444239
23,0.9940218511647083,0.9919604205318491,0.9940218511647083,0.9940218511647083,0.9940218511647083,0.9960832817975676,0.9878375592661307,0.9919604205318491,0.9940218511647083,0.9919604205318491,0.9960832817975676,0.9878375592661307,0.9928193499622071,0.9960832817975676
24,0.9872191300762729,0.9909297052154195,0.9950525664811379,0.9909297052154195,0.9909297052154195,0.9929911358482787,0.9929911358482787,0.9929911358482787,0.9929911358482787,0.9888682745825603,0.9888682745825603,0.9872191300762729,0.9909984195698481,0.9950525664811379
25,0.9868068439497011,0.9909297052154195,0.9929911358482787,0.9888682745825603,0.9909297052154195,0.9868068439497011,0.9909297052154195,0.9950525664811379,0.9929911358482787,0.9909297052154195,0.9929911358482787,0.9909297052154195,0.9909297052154195,0.9950525664811379
26,0.9942279942279942,0.9942279942279942,0.9946402803545661,0.9942279942279942,0.9962894248608535,0.9839208410636983,0.9942279942279942,0.9942279942279942,0.9880437023294166,0.9942279942279942,0.9946402803545661,0.9962894248608535,0.9932659932659934,0.9962894248608535
27,0.9934034219748505,0.9934034219748505,0.9934034219748505,0.9913419913419913,0.9934034219748505,0.9892805607091322,0.9934034219748505,0.9913419913419913,0.9872191300762729,0.9934034219748505,0.9872191300762729,0.9934034219748505,0.9916855631141345,0.9934034219748505
28,0.9861884147598433,0.9923727066584209,0.9882498453927026,0.9923727066584209,0.9882498453927026,0.9903112760255618,0.9903112760255618,0.9882498453927026,0.9923727066584209,0.9923727066584209,0.9944341372912802,0.9820655534941249,0.9897959183673469,0.9944341372912802
29,0.9886621315192744,0.987012987012987,0.9907235621521335,0.9907235621521335,0.9907235621521335,0.9927849927849928,0.9907235621521335,0.9931972789115646,0.9927849927849928,0.9886621315192744,0.9915481344052772,0.9907235621521335,0.9906892049749194,0.9931972789115646
30,0.9903112760255618,0.9907235621521335,0.9907235621521335,0.9845392702535559,0.9886621315192744,0.9944341372912802,0.9903112760255618,0.9923727066584209,0.9845392702535559,0.9923727066584209,0.9923727066584209,0.9886621315192744,0.9900020614306327,0.9944341372912802
31,0.9954648526077098,0.9934034219748505,0.9913419913419913,0.9913419913419913,0.9934034219748505,0.9913419913419913,0.9913419913419913,0.9934034219748505,0.9872191300762729,0.9934034219748505,0.9892805607091322,0.9892805607091322,0.9916855631141344,0.9954648526077098
32,0.9938157081014224,0.9917542774685632,0.9938157081014224,0.9876314162028448,0.9938157081014224,0.9938157081014224,0.9876314162028448,0.9938157081014224,0.9938157081014224,0.9938157081014224,0.9938157081014224,0.9917542774685632,0.9924414210128497,0.9938157081014224
33,0.9923727066584209,0.9923727066584209,0.9923727066584209,0.9903112760255618,0.9861884147598433,0.9903112760255618,0.9944341372912802,0.9882498453927026,0.9861884147598433,0.9861884147598433,0.9882498453927026,0.9903112760255618,0.9897959183673469,0.9944341372912802
34,0.9929911358482787,0.9929911358482787,0.9929911358482787,0.9892805607091322,0.9872191300762729,0.9847454133168418,0.9929911358482787,0.9929911358482787,0.9868068439497011,0.9929911358482787,0.9950525664811379,0.9909297052154195,0.9909984195698481,0.9950525664811379
35,0.9882498453927026,0.9841269841269841,0.9903112760255618,0.9882498453927026,0.9861884147598433,0.9882498453927026,0.9882498453927026,0.9903112760255618,0.9944341372912802,0.9903112760255618,0.9944341372912802,0.9944341372912802,0.989795918367347,0.9944341372912802
36,0.9866007008864152,0.9927849927849928,0.9866007008864152,0.9886621315192744,0.994846423417852,0.9927849927849928,0.9886621315192744,0.9907235621521335,0.9907235621521335,0.9886621315192744,0.9927849927849928,0.9927849927849928,0.9905517762660621,0.994846423417852
