,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,average_model,optimal_clustering
0,0.3932766099432766,0.5582916249582917,0.6005839172505839,0.6088421755088421,0.6111277944611277,0.6139973306639973,0.6147981314647981,0.6087921254587921,0.5986152819486152,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.3932766099432766,0.5382716049382716,0.594411077744411,0.6087087087087087,0.6029863196529863,0.6087087087087087,0.6050216883550217,0.6123456790123457,0.3932766099432766,0.5762262262262262,0.6003169836503169,0.6075075075075075,0.5963296629963296,0.6074741408074742,0.6094094094094095,0.6108441775108442,0.3932766099432766,0.3932766099432766,0.5520186853520187,0.5490657323990658,0.5524691358024691,0.5495328661995329,0.5476976976976977,0.5487987987987988,0.5496996996996997,0.5497330663997331,0.5455288621955289,0.5509342676009342,0.5468134801468135,0.5514014014014014,0.5514347681014348,0.5374207540874207,0.5524024024024023,0.5492158825492158,0.5425258591925258,0.5426926926926927,0.5467467467467467,0.5390223556890223,0.5397397397397398,0.5358358358358358,0.5472806139472806,0.553003003003003,0.5446446446446447,0.5435935935935936,0.5089805855237953,0.6147981314647981
1,0.40115115115115113,0.5408742075408742,0.5313313313313314,0.5767434100767435,0.5765098431765099,0.5839673006339673,0.5808808808808809,0.5875709042375709,0.5828161494828161,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.40115115115115113,0.5448448448448449,0.5551718385051718,0.5765598932265599,0.5622122122122122,0.5888388388388388,0.5877544210877544,0.5898064731398065,0.40115115115115113,0.5297130463797131,0.5205205205205206,0.5497497497497498,0.5620286953620287,0.5678345011678345,0.5618785452118785,0.5717717717717717,0.40115115115115113,0.40115115115115113,0.5493493493493493,0.5459793126459793,0.5378211544878212,0.5443276609943276,0.5424758091424758,0.5408241574908241,0.5400066733400066,0.546046046046046,0.5428928928928929,0.5476309642976309,0.5415915915915915,0.5433933933933934,0.5410076743410077,0.5469302635969303,0.5437103770437104,0.5413413413413414,0.5466132799466132,0.5443777110443777,0.5485318651985319,0.5442442442442442,0.5490824157490825,0.5396896896896897,0.5500834167500834,0.5413913913913914,0.5428094761428095,0.5427594260927594,0.490296469308815,0.5875709042375709
2,0.39414414414414417,0.5758425091758425,0.6214047380714047,0.6257590924257591,0.629662996329663,0.6287454120787455,0.628294961628295,0.6024858191524858,0.5936603269936603,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.39414414414414417,0.567701034367701,0.6230063396730063,0.6251251251251251,0.629029029029029,0.6289122455789122,0.6021021021021021,0.6176176176176176,0.39414414414414417,0.5816316316316317,0.6232732732732733,0.6252252252252253,0.622389055722389,0.622339005672339,0.6191524858191525,0.6048548548548549,0.39414414414414417,0.39414414414414417,0.5403403403403403,0.5435769102435769,0.5496996996996997,0.5450617283950617,0.5547714381047715,0.5519519519519519,0.5475809142475809,0.5438772105438772,0.545628962295629,0.544678011344678,0.5519686353019686,0.5464798131464799,0.5488655321988656,0.552268935602269,0.5466633299966633,0.5438104771438105,0.543626960293627,0.5509509509509509,0.5445111778445112,0.5374207540874207,0.5548715382048716,0.5447280613947281,0.5443777110443777,0.5440607273940608,0.5432432432432432,0.5460627293960627,0.5160907821401649,0.629662996329663
3,0.39392726059392724,0.5505338672005339,0.5668835502168835,0.6225725725725726,0.6218051384718052,0.6249916583249917,0.6255255255255255,0.6256089422756089,0.5906573239906573,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.39392726059392724,0.5531364698031365,0.5600767434100767,0.6227227227227228,0.6241241241241241,0.6245412078745413,0.6256423089756423,0.6254254254254255,0.39392726059392724,0.5245245245245245,0.5586086086086086,0.6247580914247581,0.6256423089756423,0.6255088421755088,0.6214381047714381,0.5699032365699033,0.39392726059392724,0.39392726059392724,0.5431264597931265,0.5502168835502169,0.5505171838505172,0.5472472472472473,0.5450950950950951,0.5487320653987321,0.5516182849516182,0.5499666332999666,0.5499833166499833,0.5475975975975976,0.5436436436436436,0.5406072739406073,0.5466966966966967,0.5527360694027361,0.548365031698365,0.55,0.5467967967967968,0.5447447447447448,0.5539205872539206,0.5409075742409076,0.543943943943944,0.5461795128461795,0.5440273606940274,0.5465131798465132,0.5439773106439774,0.5468468468468468,0.5076329415835589,0.6256423089756423
4,0.4047213880547214,0.5518184851518185,0.5781114447781115,0.6152485819152486,0.6151818485151819,0.6040874207540874,0.6000834167500834,0.5939105772439106,0.5886886886886887,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.4047213880547214,0.5386052719386053,0.582982982982983,0.6157490824157491,0.6142642642642643,0.605689022355689,0.5944778111444778,0.593727060393727,0.4047213880547214,0.5554054054054054,0.5806806806806807,0.6152652652652653,0.6038371705038371,0.5452452452452452,0.5308141474808141,0.5895562228895562,0.4047213880547214,0.4047213880547214,0.5399399399399399,0.5407574240907574,0.5437270603937271,0.5410243576910243,0.5392058725392058,0.5405572238905573,0.5387554220887554,0.538938938938939,0.5399232565899232,0.5448448448448449,0.5461461461461461,0.5398898898898898,0.5398231564898232,0.5421921921921922,0.5355689022355689,0.5355355355355356,0.5431097764431098,0.544994994994995,0.5370537203870537,0.5437103770437104,0.5424924924924925,0.540724057390724,0.5544878211544878,0.5404237570904238,0.54325992659326,0.5461628294961628,0.504614491034244,0.6152652652652653
5,0.38972305638972304,0.5167334000667334,0.5816983650316984,0.5935435435435436,0.6057057057057057,0.6059059059059059,0.6,0.6111444778111444,0.5948948948948949,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.38972305638972304,0.5353853853853854,0.5918752085418753,0.5929262595929262,0.5952285618952285,0.6104604604604604,0.6122789456122789,0.6067233900567234,0.38972305638972304,0.5051718385051719,0.5919085752419085,0.5937771104437771,0.5900900900900901,0.6074240907574241,0.6070236903570236,0.6075575575575576,0.38972305638972304,0.38972305638972304,0.5488321654988322,0.5490657323990658,0.5405739072405739,0.5469469469469469,0.548264931598265,0.5428762095428762,0.549049049049049,0.5511511511511511,0.5447447447447448,0.5477811144477811,0.5484818151484818,0.5530363697030364,0.5490824157490825,0.55326993660327,0.5517851184517851,0.5519853186519853,0.5442275608942275,0.5446446446446447,0.5468968968968969,0.5505005005005005,0.5469135802469136,0.5533867200533867,0.5418251584918251,0.554320987654321,0.5476976976976977,0.5506172839506173,0.4996020712070095,0.6111444778111444
6,0.3892559225892559,0.5697864531197865,0.557691024357691,0.6137637637637637,0.6127293960627294,0.6211544878211545,0.6217217217217217,0.6198031364698031,0.598732065398732,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.3892559225892559,0.5671504838171505,0.5612946279612946,0.6140473807140474,0.6154821488154821,0.6169336002669336,0.6191691691691692,0.620286953620287,0.3892559225892559,0.5520186853520187,0.5573573573573574,0.6156156156156156,0.6201368034701368,0.6201368034701368,0.6174007340674007,0.5881548214881548,0.3892559225892559,0.3892559225892559,0.5552052052052052,0.5472138805472139,0.5406740073406741,0.5462796129462796,0.5486152819486153,0.550633967300634,0.5485819152485819,0.5470303636970304,0.5470470470470471,0.550734067400734,0.5473306639973307,0.5556222889556223,0.5484317650984317,0.552002002002002,0.5561561561561561,0.5477811144477811,0.5516182849516182,0.5438438438438439,0.5472806139472806,0.5512846179512846,0.5466466466466466,0.5504504504504505,0.549632966299633,0.5515515515515516,0.549683016349683,0.5464464464464465,0.5058249607632322,0.6217217217217217
7,0.3958792125458792,0.5642642642642642,0.6214547881214548,0.6261928595261929,0.6290623957290624,0.6298465131798465,0.6134134134134134,0.611378044711378,0.5999165832499166,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.3958792125458792,0.5679012345679012,0.6205205205205205,0.627077077077077,0.6275608942275609,0.6283783783783784,0.6279446112779447,0.6127293960627294,0.3958792125458792,0.5438605271938606,0.625392058725392,0.6261928595261929,0.618068068068068,0.6190523857190524,0.5554721388054722,0.610276943610277,0.3958792125458792,0.3958792125458792,0.5420754087420754,0.5437103770437104,0.5462962962962963,0.5410577243910577,0.5421421421421422,0.5420920920920921,0.5405572238905573,0.540623957290624,0.5445945945945946,0.5449449449449449,0.5443943943943944,0.5391224557891224,0.545362028695362,0.5432098765432098,0.5475141808475141,0.5417751084417751,0.5407741074407741,0.5492992992992993,0.5493326659993326,0.5476142809476143,0.5468468468468468,0.5429763096429763,0.5449115782449115,0.5416916916916917,0.5476976976976977,0.5496996996996997,0.5127553479405331,0.6298465131798465
8,0.3911077744411078,0.5678345011678345,0.6251918585251919,0.6338672005338672,0.6381047714381047,0.6379212545879213,0.6250917584250918,0.6257924591257925,0.5963463463463463,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.3911077744411078,0.5718718718718718,0.6255588922255589,0.6348848848848849,0.6383383383383383,0.6378545211878546,0.6367534200867534,0.6258091424758091,0.3911077744411078,0.5441941941941942,0.6314647981314648,0.6341007674341008,0.6348848848848849,0.6333667000333667,0.626393059726393,0.6204037370704037,0.3911077744411078,0.3911077744411078,0.5472806139472806,0.5547047047047047,0.5485652318985652,0.5484984984984985,0.5584417751084417,0.5504504504504505,0.543677010343677,0.5526526526526526,0.5518685352018685,0.5419252585919253,0.5455455455455456,0.5459793126459793,0.5504170837504171,0.5494994994994995,0.5482482482482482,0.5461628294961628,0.5551217884551218,0.5525358692025358,0.5462128795462129,0.5432932932932933,0.5437604270937604,0.5502002002002002,0.5392058725392058,0.5465298631965299,0.5457791124457791,0.5516016016016017,0.5173426512932686,0.6381047714381047
9,0.39657991324657993,0.5644310977644311,0.5423757090423758,0.6218551885218552,0.6218551885218552,0.6238071404738071,0.6201368034701368,0.575342008675342,0.5912078745412078,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.39657991324657993,0.5590590590590591,0.5730397063730397,0.6215215215215215,0.6225725725725726,0.6240073406740073,0.6211544878211545,0.6191524858191525,0.39657991324657993,0.5588421755088422,0.57007007007007,0.6206373039706373,0.6227227227227228,0.6180013346680013,0.6162996329662996,0.579346012679346,0.39657991324657993,0.39657991324657993,0.5470136803470137,0.5412412412412413,0.5475975975975976,0.5430597263930598,0.5539372706039373,0.5444277610944278,0.5504170837504171,0.5430930930930931,0.5468635301968635,0.5403903903903904,0.5474307640974307,0.5504838171504838,0.5430263596930264,0.5432766099432766,0.5405739072405739,0.5485652318985652,0.5470637303970637,0.549683016349683,0.5513013013013013,0.5425759092425759,0.5495328661995329,0.5473640306973641,0.5488822155488822,0.5448615281948616,0.5481815148481816,0.5376543209876543,0.5076255267613293,0.6238071404738071
