,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,average_model,optimal_clustering
0,0.42913832199546487,0.5518965161822305,0.58426097711812,0.5911667697381983,0.607452071737786,0.5862708719851577,0.5923005565862709,0.5837456194599052,0.42913832199546487,0.42913832199546487,0.42913832199546487,0.42913832199546487,0.42862296433725006,0.42862296433725006,0.42795299938157083,0.4320758606472892,0.43743558029272317,0.42913832199546487,0.5613790970933829,0.5794681508967223,0.5859616573902289,0.59714491857349,0.572562358276644,0.5514842300556586,0.5665842094413523,0.42913832199546487,0.5830756545042259,0.5708616780045351,0.5997732426303855,0.5954442383013812,0.5990002061430633,0.5603999175427747,0.5696763553906411,0.42913832199546487,0.4564522778808493,0.5471036899608328,0.547979797979798,0.5480828695114409,0.5475159760874047,0.5494227994227994,0.5473613687899402,0.5473613687899402,0.5470521541950113,0.546794475365904,0.546691403834261,0.5478538216633455,0.607452071737786
1,0.4008967223252938,0.5675633889919605,0.5992063492063492,0.5845186559472274,0.5930220573077716,0.5887445887445888,0.5935374149659864,0.5978664192949907,0.4008967223252938,0.4008967223252938,0.4008967223252938,0.4008967223252938,0.40347351061636777,0.40347351061636777,0.40878169449598023,0.40940012368583795,0.41053391053391053,0.4008967223252938,0.5693156050298908,0.5757060399917543,0.5723562152133581,0.58147804576376,0.5723046794475366,0.5786951144094001,0.5799319727891157,0.4008967223252938,0.5554524840239126,0.5707586064728922,0.6042568542568543,0.6006493506493507,0.59436198721913,0.5943104514533086,0.5988455988455988,0.4008967223252938,0.40687487116058546,0.5763760049474336,0.5749845392702535,0.5749845392702535,0.5739022881880025,0.5766336837765409,0.575345289631004,0.5763760049474336,0.5767367553081839,0.5763760049474336,0.5763760049474336,0.5438607541782146,0.6042568542568543
2,0.426149247577819,0.5332405689548547,0.5916821273964131,0.5948773448773449,0.6106472892187178,0.6009070294784581,0.5909606266749123,0.6003401360544217,0.426149247577819,0.426149247577819,0.426149247577819,0.426149247577819,0.42501546072974644,0.42501546072974644,0.4238301381158524,0.427540713254999,0.4337250051535766,0.426149247577819,0.5589053803339518,0.572459286745001,0.585446299732014,0.5977633477633477,0.5811172954030097,0.5586992372706658,0.5765821480107194,0.426149247577819,0.5829725829725829,0.56859410430839,0.5950319521748093,0.6108018965161822,0.6118841475984333,0.6033292104720677,0.5932282003710575,0.426149247577819,0.45222634508348797,0.5512265512265512,0.5511750154607298,0.5525149453720882,0.5508142650999794,0.5511234796949083,0.5505050505050505,0.5487528344671202,0.5500927643784786,0.5495774067202639,0.5494743351886209,0.5519423257518496,0.6118841475984333
3,0.4274891774891775,0.4758297258297258,0.5174706246134818,0.5183982683982684,0.5817872603586889,0.5923520923520924,0.5836425479282622,0.5861162646876933,0.4274891774891775,0.4274891774891775,0.4274891774891775,0.4274891774891775,0.4298598227169656,0.4298598227169656,0.4320758606472892,0.43465264893836325,0.4401154401154401,0.4274891774891775,0.5144815501958359,0.5581323438466296,0.5485466914038343,0.55431869717584,0.5558647701504844,0.5475159760874047,0.5577715934858792,0.4274891774891775,0.5573077715934859,0.5617913832199547,0.5808596165739023,0.5834364048649763,0.5949288806431664,0.59575345289631,0.5951865594722737,0.4274891774891775,0.43511647083075655,0.5485982271696558,0.5497835497835498,0.5489589775304061,0.5500927643784786,0.5487528344671202,0.5497835497835498,0.5497835497835498,0.5495258709544424,0.5497835497835498,0.5487012987012987,0.5308909197798086,0.59575345289631
4,0.4244485673057102,0.5494743351886209,0.5662749948464234,0.5766336837765409,0.5691609977324263,0.572459286745001,0.5767882910740053,0.5737992166563595,0.4244485673057102,0.4244485673057102,0.4244485673057102,0.4244485673057102,0.4270253555967842,0.4270253555967842,0.4307874665017522,0.4316120387548959,0.43408575551432693,0.4244485673057102,0.546588332302618,0.5684910327767471,0.5594207379921665,0.5591630591630592,0.559472273757988,0.5558132343846629,0.5680272108843537,0.4244485673057102,0.5774582560296846,0.585755514326943,0.5789527932385076,0.5870954442383014,0.5758091115233972,0.5770459699031127,0.5796742939600082,0.4244485673057102,0.4294990723562152,0.5518965161822305,0.5535456606885178,0.5514842300556586,0.5530818387961245,0.5535456606885178,0.5522057307771594,0.5521026592455164,0.5521541950113379,0.5528241599670171,0.5536487322201608,0.5375962955328034,0.5870954442383014
5,0.4011028653885797,0.5716862502576788,0.6043599257884972,0.6211090496804782,0.6202844774273346,0.6260564831993404,0.6252834467120182,0.6225520511234797,0.4011028653885797,0.4011028653885797,0.4011028653885797,0.4011028653885797,0.4036796536796537,0.4036796536796537,0.4090909090909091,0.4103277674706246,0.414553700267986,0.4011028653885797,0.5795196866625438,0.6027107812822099,0.5749330035044321,0.5947742733457019,0.601113172541744,0.5641104926819213,0.567511853226139,0.4011028653885797,0.5506081220366935,0.5659142444856731,0.6252834467120182,0.625592661306947,0.6232735518449805,0.6201814058956916,0.6192022263450835,0.4011028653885797,0.39594928880643165,0.5758091115233972,0.5747783962069677,0.5746237889095032,0.5746237889095032,0.5751906823335394,0.5747268604411462,0.5772521129663987,0.5754483611626469,0.5761698618841476,0.5756029684601113,0.555834230437405,0.6260564831993404
6,0.3645124716553288,0.5580808080808081,0.5893114821686251,0.6254380540094826,0.6266749123891981,0.6277056277056277,0.6111626468769326,0.629354772211915,0.3645124716553288,0.3645124716553288,0.3645124716553288,0.3645124716553288,0.36667697381983094,0.36667697381983094,0.3725005153576582,0.3725005153576582,0.3793032364460936,0.3645124716553288,0.5675633889919605,0.6038445681302824,0.5969903112760255,0.6095135023706453,0.5993094207379922,0.6068851783137498,0.6139455782312925,0.3645124716553288,0.4850546279117708,0.602298495155638,0.6249226963512677,0.6257988043702329,0.6257988043702329,0.6257988043702329,0.6257988043702329,0.3645124716553288,0.6239950525664811,0.6124510410224696,0.6127602556173984,0.6119872191300763,0.6103380746237889,0.6127602556173984,0.6125025767882911,0.6118841475984333,0.6127602556173984,0.6111111111111112,0.6115749330035044,0.5602892110828619,0.629354772211915
7,0.41955266955266957,0.5750876108018965,0.5974541331684189,0.5978664192949907,0.5971964543393115,0.593176664605236,0.5841579055864771,0.5554009482580912,0.41955266955266957,0.41955266955266957,0.41955266955266957,0.41955266955266957,0.42109874252731394,0.42109874252731394,0.42393320964749537,0.4280560709132138,0.4359925788497217,0.41955266955266957,0.5395279323850752,0.5676149247577819,0.5615337043908473,0.5173160173160173,0.5789527932385076,0.5265409193980622,0.5433415790558648,0.41955266955266957,0.562049062049062,0.5982787054215626,0.5815295815295816,0.603586889301175,0.6043599257884972,0.5966295609152752,0.5850855493712637,0.41955266955266957,0.44645433931148215,0.5577200577200577,0.5572562358276644,0.556895485466914,0.5564316635745207,0.5583384869099155,0.5570500927643784,0.558390022675737,0.5581323438466296,0.5572562358276644,0.5577200577200577,0.5411446284462157,0.6043599257884972
8,0.4317666460523603,0.5447330447330447,0.5889507318078747,0.5936920222634509,0.6100803957946815,0.5949804164089878,0.5921459492888065,0.5928674500103072,0.4317666460523603,0.4317666460523603,0.4317666460523603,0.4317666460523603,0.4308390022675737,0.4308390022675737,0.4295506081220367,0.4336734693877551,0.439239332096475,0.4317666460523603,0.5638012780869923,0.5776643990929705,0.5864254792826221,0.5983302411873841,0.5770459699031127,0.5540094825809112,0.5702432488146774,0.4317666460523603,0.5852916924345496,0.5629767058338487,0.599721706864564,0.6045660688517831,0.6065759637188208,0.5955473098330241,0.5842094413522985,0.4317666460523603,0.4592867450010307,0.5457637600494744,0.5455060812203669,0.5447330447330447,0.5446815089672232,0.5462791177076891,0.5456606885178313,0.5430839002267573,0.5439600082457225,0.5449391877963307,0.5457637600494744,0.5519251471632424,0.6100803957946815
9,0.42810760667903525,0.5180890538033395,0.5180890538033395,0.51705833848691,0.5825087610801897,0.5937950937950938,0.5833333333333334,0.5870439084724799,0.42810760667903525,0.42810760667903525,0.42810760667903525,0.42810760667903525,0.4302721088435374,0.4302721088435374,0.432591218305504,0.43465264893836325,0.4402185116470831,0.42810760667903525,0.5176767676767676,0.5650381364667079,0.5478251906823335,0.5525664811379097,0.5592661306947021,0.5486497629354772,0.5566378066378066,0.42810760667903525,0.5640074211502782,0.5703463203463204,0.5823026180169038,0.5867346938775511,0.5956503813646671,0.5966810966810967,0.59714491857349,0.42810760667903525,0.4343949701092558,0.5498866213151927,0.5488043702329417,0.5481344052772624,0.549165120593692,0.549165120593692,0.549165120593692,0.5487012987012987,0.5484436198721913,0.5492166563595136,0.5480313337456194,0.5339028989822641,0.59714491857349
