,abilities
kmeans_n_clusters_1,0.5200692
kmeans_n_clusters_2,0.5374026
kmeans_n_clusters_3,0.53496313
kmeans_n_clusters_4,0.5325297
kmeans_n_clusters_5,0.5125106
kmeans_n_clusters_6,0.51152515
kmeans_n_clusters_7,0.4987952
kmeans_n_clusters_8,0.50268155
dbscan_eps_0_1_min_samples_2,0.5200692
dbscan_eps_0_2_min_samples_2,0.5200692
dbscan_eps_0_3_min_samples_2,0.5200692
dbscan_eps_0_4_min_samples_2,0.5200692
dbscan_eps_0_5_min_samples_2,0.5200692
dbscan_eps_0_6_min_samples_2,0.5200692
dbscan_eps_0_7_min_samples_2,0.5200692
dbscan_eps_0_8_min_samples_2,0.5200692
dbscan_eps_0_9_min_samples_2,0.5200692
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5200692
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50863546
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48701423
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49276242
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48340258
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47788337
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47719756
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48093033
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5200692
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5380802
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53161067
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51382715
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5059205
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4992836
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4947197
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48824275
mean_shift_,0.5246239
optics_,0.52062815
random_model_n1,0.4935596
random_model_n2,0.49358678
random_model_n3,0.49431968
random_model_n4,0.4935855
random_model_n5,0.49365568
random_model_n6,0.49360433
random_model_n7,0.4936423
random_model_n8,0.49365497
random_model_n9,0.49359038
random_model_n10,0.4934405
random_model_n11,0.49358514
random_model_n12,0.49347666
random_model_n13,0.4933232
random_model_n14,0.49357376
random_model_n15,0.49364364
random_model_n16,0.49340788
random_model_n17,0.49361077
random_model_n18,0.49365255
random_model_n19,0.4937247
random_model_n20,0.493421
random_model_n21,0.4937705
random_model_n22,0.4937891
random_model_n23,0.49369392
random_model_n24,0.49334386
random_model_n25,0.49417052
random_model_n26,0.49355322
random_model_n27,0.4935274
random_model_n28,0.4934386
random_model_n29,0.49352598
random_model_n30,0.49361593
random_model_n31,0.49352232
random_model_n32,0.49386227
random_model_n33,0.4935113
random_model_n34,0.4941382
random_model_n35,0.49371094
random_model_n36,0.49353904
random_model_n37,0.49401557
random_model_n38,0.49368706
random_model_n39,0.49348968
average_model,0.5112786
optimal_clustering,0.5394098
