,abilities
kmeans_n_clusters_1,0.5201377
kmeans_n_clusters_2,0.5373394
kmeans_n_clusters_3,0.5352391
kmeans_n_clusters_4,0.5350533
kmeans_n_clusters_5,0.51422477
kmeans_n_clusters_6,0.5137379
kmeans_n_clusters_7,0.5014871
kmeans_n_clusters_8,0.501243
dbscan_eps_0_1_min_samples_2,0.5201377
dbscan_eps_0_2_min_samples_2,0.5201377
dbscan_eps_0_3_min_samples_2,0.5201377
dbscan_eps_0_4_min_samples_2,0.5201377
dbscan_eps_0_5_min_samples_2,0.5201377
dbscan_eps_0_6_min_samples_2,0.5201377
dbscan_eps_0_7_min_samples_2,0.5201377
dbscan_eps_0_8_min_samples_2,0.5201377
dbscan_eps_0_9_min_samples_2,0.5201377
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5201377
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50887084
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4882871
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4939222
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4848921
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47962338
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47911227
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48261482
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5201377
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5382566
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5318478
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5149324
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50795996
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50058913
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4962715
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49058568
mean_shift_,0.5245418
optics_,0.5207099
random_model_n1,0.49482226
random_model_n2,0.49487546
random_model_n3,0.4956058
random_model_n4,0.49489915
random_model_n5,0.4949378
random_model_n6,0.4948772
random_model_n7,0.49501482
random_model_n8,0.49495685
random_model_n9,0.4949432
random_model_n10,0.49474353
random_model_n11,0.4949044
random_model_n12,0.4947783
random_model_n13,0.49461734
random_model_n14,0.49487668
random_model_n15,0.49488607
random_model_n16,0.49467176
random_model_n17,0.4949246
random_model_n18,0.49495813
random_model_n19,0.49513555
random_model_n20,0.49472323
random_model_n21,0.49509895
random_model_n22,0.49509063
random_model_n23,0.49496645
random_model_n24,0.49463704
random_model_n25,0.49544564
random_model_n26,0.49483708
random_model_n27,0.49481532
random_model_n28,0.49481007
random_model_n29,0.4948555
random_model_n30,0.494926
random_model_n31,0.49480984
random_model_n32,0.49517095
random_model_n33,0.49478105
random_model_n34,0.49545628
random_model_n35,0.4950273
random_model_n36,0.49481624
random_model_n37,0.49531445
random_model_n38,0.49497724
random_model_n39,0.49479792
random_model_n40,0.49502128
random_model_n41,0.4952969
random_model_n42,0.49476618
average_model,0.5120572
optimal_clustering,0.53968596
