,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,average_model,optimal_clustering
0,0.4140964856542353,0.6904540788894863,0.6984701109536146,0.682438046825358,0.6815582384280756,0.682438046825358,0.6815582384280756,0.6815582384280756,0.6750085536927514,0.6966127376704628,0.4150740505401046,0.4150740505401046,0.4150740505401046,0.4140964856542353,0.4140964856542353,0.4140964856542353,0.4140964856542353,0.4140964856542353,0.6966127376704628,0.7000342147710055,0.6835133681998142,0.6997409453052447,0.6815582384280756,0.6815582384280756,0.61136907962266,0.4140964856542353,0.7000342147710055,0.6991544063737231,0.6845886895742704,0.6759861185786207,0.6708050246835133,0.61136907962266,0.61136907962266,0.6939733124786158,0.6963194682047021,0.5272984994379002,0.5310132460042035,0.538736008602571,0.5378562002052887,0.522019649054206,0.5324795933330074,0.5228994574514884,0.5904998796146946,0.7000342147710055
1,0.41952197077080994,0.6821936556038907,0.6851263502614986,0.6677256952930251,0.6691920426218291,0.6684099907131336,0.6682144777359598,0.6682144777359598,0.6727112762109585,0.6885478273620411,0.42059729214526614,0.42059729214526614,0.42059729214526614,0.41952197077080994,0.41952197077080994,0.41952197077080994,0.41952197077080994,0.41952197077080994,0.6879612884305196,0.6876680189647588,0.6647930006354171,0.674764162471284,0.6682144777359598,0.6682144777359598,0.6557016471968327,0.41952197077080994,0.6876680189647588,0.6886455838506281,0.6034019258028251,0.6710494159049807,0.6726135197223716,0.6640109487267217,0.6610782540691138,0.6840510288870424,0.688743340339215,0.5140524952343711,0.5242191700474119,0.5063297326360037,0.5385893738696906,0.5041790898870913,0.5071117845446992,0.5350701402805611,0.5877970937358005,0.688743340339215
2,0.45979764406862506,0.6082897502321717,0.659416393763136,0.6598074197174838,0.6250061097805367,0.6339019502419473,0.6058458380174984,0.6038907082457599,0.631555794515861,0.6540397868908548,0.45950437460286425,0.45950437460286425,0.45950437460286425,0.45979764406862506,0.45979764406862506,0.45979764406862506,0.45979764406862506,0.45979764406862506,0.603695195268586,0.6597096632288968,0.6502272838359646,0.5889339654919595,0.6291118823011878,0.6157192433647783,0.619042963976734,0.45979764406862506,0.5988073708392394,0.653746517425094,0.6546263258223765,0.6535510044479202,0.6164035387848869,0.6164035387848869,0.6164035387848869,0.6056503250403246,0.6486631800185737,0.5111198005767633,0.4926438242338335,0.5130749303485019,0.5070140280561122,0.5061342196588299,0.5141502517229581,0.5111198005767633,0.5734558547990289,0.6598074197174838
3,0.4129722860354856,0.6791632044576958,0.6864949411017156,0.6774035876631311,0.6768170487316095,0.6774035876631311,0.6768170487316095,0.6768170487316095,0.5564788112810988,0.6849308372843248,0.4139498509213549,0.4139498509213549,0.4139498509213549,0.4129722860354856,0.4129722860354856,0.4129722860354856,0.4129722860354856,0.4129722860354856,0.6847353243071509,0.6878635319419326,0.6779901265946527,0.6871792365218241,0.6768170487316095,0.6768170487316095,0.612004496798475,0.4129722860354856,0.6878635319419326,0.6870814800332372,0.6785766655261743,0.6717337113250892,0.6666503739185689,0.612004496798475,0.612004496798475,0.6822914120924777,0.6840510288870424,0.528324942568063,0.508773644850677,0.5144435211887189,0.5152255730974143,0.5190380761523046,0.5342880883718657,0.5233393616501295,0.5812691326646064,0.6878635319419326
4,0.4622415562832983,0.5938217899213061,0.6443618945207488,0.6462192678039005,0.6140573830588005,0.5867833227430471,0.5867833227430471,0.6027176303827166,0.6344884891734689,0.6568747250598759,0.4631213646805807,0.4631213646805807,0.4631213646805807,0.4622415562832983,0.4622415562832983,0.4622415562832983,0.4622415562832983,0.4622415562832983,0.6001759616794565,0.6474901021555306,0.6415269563517279,0.6377144532968376,0.5961679456473924,0.586881079231634,0.6252016227577105,0.4622415562832983,0.6013490395424996,0.6578522899457452,0.619042963976734,0.6242240578718412,0.623148736497385,0.6242240578718412,0.6151327044332567,0.5959724326702185,0.6569724815484628,0.4978249181289408,0.49870472652622316,0.49831370057187546,0.5121951219512195,0.506036463170243,0.5214819883669779,0.5133681998142626,0.5684014822780159,0.6578522899457452
5,0.46605405933818855,0.6129820616843443,0.6370301578767291,0.637127914365316,0.5731951708294638,0.5915733906838067,0.5916711471723936,0.5904003128207634,0.6293073952783615,0.6520846571191162,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.46605405933818855,0.6081919937435847,0.6389852876484676,0.6174788601593431,0.5867833227430471,0.5752480570897893,0.5950926242729361,0.5979275624419571,0.46605405933818855,0.6034019258028251,0.652377926584877,0.6347817586392297,0.6520846571191162,0.5862945403001124,0.5862945403001124,0.5862945403001124,0.6107336624468449,0.6500317708587907,0.5136614692800234,0.49596754484578914,0.5141502517229581,0.512879417371328,0.4982159440832885,0.5000733173664402,0.505938706681656,0.5656353357120746,0.652377926584877
6,0.4183977711520602,0.6911383743095948,0.6996431888166577,0.6834156117112273,0.6825358033139449,0.6834156117112273,0.6825358033139449,0.6825358033139449,0.6799941346106848,0.6981768414878537,0.41937533603792954,0.41937533603792954,0.41937533603792954,0.4183977711520602,0.4183977711520602,0.4183977711520602,0.4183977711520602,0.4183977711520602,0.6971015201133975,0.700718510191114,0.6858595239259005,0.700718510191114,0.6825358033139449,0.6825358033139449,0.6472457109340632,0.4183977711520602,0.700718510191114,0.6997409453052447,0.6876191407204654,0.6753018231585122,0.6692409208661225,0.6452905811623246,0.6463659025367808,0.6946576078987243,0.697883572022093,0.5103866269123614,0.5090180360721442,0.5133193215699692,0.5388337650911579,0.5279827948580087,0.5298401681411604,0.5184026589764895,0.5951378819065412,0.700718510191114
7,0.4302751845153722,0.43985532039689135,0.6157192433647783,0.6158169998533652,0.6121022532870619,0.6032064128256514,0.6027176303827166,0.5850237059484823,0.5467031624224058,0.5467031624224058,0.4311549929126546,0.4311549929126546,0.4311549929126546,0.4302751845153722,0.4302751845153722,0.4302751845153722,0.4302751845153722,0.4302751845153722,0.5442592502077326,0.6186519380223863,0.6108314189354318,0.610635905958258,0.6065301334376069,0.6011535265653257,0.6104403929810841,0.4302751845153722,0.5466054059338189,0.5933330074783714,0.5490493181484921,0.6111246884011926,0.5448457891392541,0.5448457891392541,0.5448457891392541,0.5384916173811036,0.5420108509702332,0.5130749303485019,0.5275428906593675,0.5216775013441517,0.524121413558825,0.5141502517229581,0.5066230021017645,0.5184515372207831,0.5206709715727752,0.6158169998533652
8,0.459895400557212,0.5760301089984847,0.6494452319272692,0.6495429884158561,0.6348795151278166,0.6122000097756488,0.612004496798475,0.5775942128158756,0.6145461655017351,0.6430910601691188,0.4605796959773205,0.4605796959773205,0.4605796959773205,0.459895400557212,0.459895400557212,0.459895400557212,0.459895400557212,0.459895400557212,0.5869788357202209,0.653942030402268,0.6447529204750966,0.6461215113153136,0.6210958502370595,0.6100493670267364,0.6388875311598807,0.459895400557212,0.591084608240872,0.6450461899408573,0.5291069944767584,0.6390830441370546,0.6363458624566205,0.6369324013881421,0.6073121853463024,0.5806246639620705,0.6434820861234665,0.5097512097365463,0.5147367906544796,0.5110220440881763,0.49626081431154995,0.5013441517180703,0.5201133975267609,0.5123906349283933,0.5636838265510243,0.6495429884158561
9,0.45114619482868173,0.5984652231291852,0.5760789872427783,0.5747103964025613,0.5824331590009287,0.6026687521384232,0.6026687521384232,0.5854636101471236,0.5896671391563615,0.6094139498509213,0.4515372207830295,0.4515372207830295,0.4515372207830295,0.45114619482868173,0.45114619482868173,0.45114619482868173,0.45114619482868173,0.45114619482868173,0.5964123368688596,0.575101422356909,0.5678674422014761,0.5897648956449484,0.6000293269465761,0.5929908597683171,0.6012024048096193,0.45114619482868173,0.5925998338139694,0.6086318979422259,0.6177232513808104,0.6052104208416834,0.6056014467960311,0.6048193948873356,0.5933818857226648,0.5966078498460335,0.6087296544308128,0.5104843834009483,0.508040471186275,0.5273962559264871,0.5160565032504032,0.5162520162275771,0.5214331101226843,0.5090180360721442,0.548754238377387,0.6177232513808104
10,0.45266142040177915,0.5775942128158756,0.5990028838164133,0.5991983967935872,0.5710445280805514,0.560291314335989,0.5593137494501198,0.5485605357055574,0.5189403196637177,0.5618554181533799,0.45334571582188765,0.45334571582188765,0.45334571582188765,0.45266142040177915,0.45266142040177915,0.45266142040177915,0.45266142040177915,0.45266142040177915,0.5834596021310915,0.5981230754191309,0.6075076983234762,0.5641038173908793,0.5608778532675106,0.5738794662495723,0.5734884402952246,0.45266142040177915,0.5838506280854392,0.5629307395278361,0.5349723837919742,0.5621486876191407,0.5789628036560927,0.5789628036560927,0.5789628036560927,0.5808201769392444,0.5635172784593577,0.5151278166088274,0.5076983234762207,0.5145412776773058,0.5137592257686104,0.5091646708050247,0.5219707708099125,0.5166919204262183,0.5295161234845481,0.5991983967935872
11,0.445916222689281,0.5902047998435896,0.5824820372452222,0.5811134464050052,0.5806246639620705,0.5942128158756538,0.5942128158756538,0.5859035143457647,0.5328217410430617,0.5965589716017401,0.44611173566645485,0.44611173566645485,0.44611173566645485,0.445916222689281,0.445916222689281,0.445916222689281,0.445916222689281,0.445916222689281,0.5874676181631556,0.5818954983137006,0.5744660051810939,0.5933330074783714,0.5932352509897845,0.5569675937240335,0.5989051273278264,0.445916222689281,0.5833618456425045,0.5954836502272839,0.6065301334376069,0.6028153868713035,0.6030108998484774,0.6026198738941297,0.5938217899213061,0.5880541570946771,0.5960701891588054,0.5169851898919791,0.5146390341658927,0.4932303631653551,0.5044723593528521,0.5143457647001319,0.5220685272984994,0.5011486387408964,0.5416198250158855,0.6065301334376069
12,0.41663815435749546,0.6928002346155726,0.7001319712595924,0.6845886895742704,0.6837088811769881,0.6845886895742704,0.6837088811769881,0.6837088811769881,0.6800918910992717,0.6989588933965492,0.4179089887091256,0.4179089887091256,0.4179089887091256,0.41663815435749546,0.41663815435749546,0.41663815435749546,0.41663815435749546,0.41663815435749546,0.6980790849992669,0.7016960750769833,0.6866415758345961,0.7012072926340486,0.6837088811769881,0.6837088811769881,0.6486143017742803,0.41663815435749546,0.7016960750769833,0.7008162666797009,0.6881079231634,0.6767681704873161,0.6708050246835133,0.6465614155139547,0.6473434674226501,0.6962217117161151,0.6987633804193754,0.5280805513465956,0.5300356811183342,0.5137103475243169,0.5124395131726869,0.5295468986753996,0.5304267070726819,0.5211398406569236,0.5952935681661424,0.7016960750769833
13,0.45569187154797397,0.5986118578620656,0.5412287990615378,0.5764211349528325,0.5864900532772863,0.60643237694902,0.60643237694902,0.5762256219756586,0.6038907082457599,0.6235397624517327,0.4560828975023217,0.4560828975023217,0.4560828975023217,0.45569187154797397,0.45569187154797397,0.45569187154797397,0.45569187154797397,0.45569187154797397,0.5977320494647832,0.5414243120387116,0.5830685761767437,0.5710445280805514,0.6023266044283689,0.5985141013734787,0.596656728090327,0.45569187154797397,0.5943105723642407,0.6227577105430373,0.623148736497385,0.599393909770761,0.5997849357251087,0.5989051273278264,0.5845349235055477,0.5971455105332616,0.6232464929859719,0.5133681998142626,0.5094579402707855,0.49283933721100737,0.5122928784398064,0.5150300601202404,0.5217752578327386,0.49694510973165845,0.5505518715841801,0.6235397624517327
14,0.44850676963683467,0.5962168238916858,0.6481255193313457,0.6483210323085195,0.632191211691676,0.6374700620753703,0.5849748277041888,0.5822376460237548,0.5308177330270296,0.6413803216188475,0.4474314482623784,0.4474314482623784,0.4474314482623784,0.44850676963683467,0.44850676963683467,0.44850676963683467,0.44850676963683467,0.44850676963683467,0.5906447040422308,0.6486143017742803,0.6431399384134122,0.5965100933574466,0.635123906349284,0.5718754582335402,0.5634684002150643,0.44850676963683467,0.5858546361014713,0.6422601300161298,0.6445085292536292,0.6415758345960213,0.6232953712302655,0.6232953712302655,0.6232953712302655,0.593088616256904,0.6324844811574368,0.5119507307297522,0.5354122879906154,0.5157632337846425,0.5218241360770322,0.5033481597341023,0.5176206070677941,0.5196734933281196,0.5609158696797388,0.6483210323085195
