,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,average_model,optimal_clustering
0,0.31978851319660595,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7617788769027417,0.7617788769027417,0.7617788769027417,0.7617788769027417,0.7918816356116488,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.31978851319660595,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.7941841129066644,0.31978851319660595,0.7941841129066644,0.7358546880996034,0.7358546880996034,0.7358546880996034,0.7358546880996034,0.7358546880996034,0.7358546880996034,0.7941841129066644,0.7941841129066644,0.5540442587302264,0.5571995053937663,0.5733168464588752,0.5371594252334456,0.5439815801816399,0.5511448428772439,0.5576258900780284,0.5299108856009892,0.5832942480706093,0.5629130601628789,0.5473073807188846,0.5270967466848591,0.5720376924060888,0.7236253436739513,0.7941841129066644
1,0.38340510808851747,0.6211572080330875,0.7214428857715431,0.692363450304865,0.6939837121050612,0.6890376497676204,0.6340340254978041,0.6725792009551017,0.7163262695603974,0.7214428857715431,0.7214428857715431,0.7214428857715431,0.6211572080330875,0.6211572080330875,0.6211572080330875,0.6211572080330875,0.6211572080330875,0.38340510808851747,0.6211572080330875,0.7214428857715431,0.6912548501257835,0.6955186969684048,0.6627723532170724,0.6688270157335948,0.6921076194943078,0.38340510808851747,0.6211572080330875,0.6211572080330875,0.7214428857715431,0.6708736622180531,0.6708736622180531,0.6708736622180531,0.669253400417857,0.7214428857715431,0.7214428857715431,0.55276510467744,0.5413379951392145,0.5408263335181,0.5293992239798746,0.5489276425190807,0.5401441180232806,0.5273525774954164,0.5282906238007931,0.518910160747026,0.5300814394746941,0.5335777938856436,0.5502067965718671,0.5353686095595446,0.6456569561502833,0.7214428857715431
2,0.3852812006992709,0.6213277619067923,0.7200784547819042,0.6933014966102418,0.6956892508421098,0.6897198652624398,0.6697650620389716,0.6766724939240183,0.7141090692022343,0.7200784547819042,0.7200784547819042,0.7200784547819042,0.6213277619067923,0.6213277619067923,0.6213277619067923,0.6213277619067923,0.6213277619067923,0.3852812006992709,0.6213277619067923,0.7200784547819042,0.6933867735470942,0.6968831279580437,0.663880953396154,0.6655864921332025,0.6939837121050612,0.3852812006992709,0.6213277619067923,0.6213277619067923,0.7200784547819042,0.6752227859975269,0.6752227859975269,0.6752227859975269,0.6727497548288065,0.7200784547819042,0.7200784547819042,0.5535325971091118,0.5384385792862321,0.5208715302946318,0.5304225472221038,0.5255617618215154,0.5348569479384301,0.5454312881081311,0.5313605935274804,0.5435551954973777,0.5309342088432184,0.5312753165906281,0.5481601500874088,0.5115763441777171,0.6478867901287209,0.7200784547819042
3,0.39248710186330105,0.629642263249904,0.7335948492730141,0.7335948492730141,0.7335948492730141,0.6750948705922484,0.6497676203470771,0.6605977913273355,0.731974587472818,0.7327420799044898,0.7335948492730141,0.7335948492730141,0.629642263249904,0.629642263249904,0.629642263249904,0.629642263249904,0.629642263249904,0.39248710186330105,0.629642263249904,0.7335948492730141,0.7335948492730141,0.6353558180190167,0.6519848207052402,0.6770562401398542,0.7318893105359655,0.39248710186330105,0.629642263249904,0.629642263249904,0.7335948492730141,0.7335948492730141,0.6840489489617533,0.6436276808937023,0.6446510041359315,0.7335948492730141,0.7335948492730141,0.5463266959450817,0.5285890930797765,0.5294418624483008,0.5372873406387243,0.5284185392060717,0.5257749541636464,0.5361787404596426,0.517929475973223,0.5289302008271863,0.54240395684987,0.528077431458662,0.5404425873022641,0.5263718927216134,0.6549789887102812,0.7335948492730141
4,0.40152645716965846,0.6385110646825566,0.7300984948620646,0.7300984948620646,0.7300984948620646,0.6916385963416194,0.6878011341832602,0.6448215580096363,0.7294162793672452,0.7298426640515072,0.7300984948620646,0.7300984948620646,0.6385110646825566,0.6385110646825566,0.6385110646825566,0.6385110646825566,0.6385110646825566,0.40152645716965846,0.6385110646825566,0.7300984948620646,0.7300984948620646,0.6997399053426001,0.5962137040037522,0.6852428260776873,0.7262610327037052,0.40152645716965846,0.6385110646825566,0.6385110646825566,0.7300984948620646,0.7300984948620646,0.6566750522321239,0.6366349720718032,0.6366349720718032,0.7300984948620646,0.7300984948620646,0.5302946318168251,0.5289302008271863,0.5281627083955144,0.53046518569053,0.5324265552381359,0.5257749541636464,0.5293565855114484,0.5267982774058756,0.5272246620901377,0.5423186799130175,0.5299535240694154,0.5370315098281669,0.5273099390269902,0.6563181524593711,0.7300984948620646
5,0.3947043022214642,0.6290453246919371,0.7260904788300004,0.7260904788300004,0.7260904788300004,0.6575278216006482,0.6614505606958598,0.6349294333347546,0.724214386219247,0.7251524325246237,0.7260904788300004,0.7260904788300004,0.6290453246919371,0.6290453246919371,0.6290453246919371,0.6290453246919371,0.6290453246919371,0.3947043022214642,0.6290453246919371,0.7260904788300004,0.7260904788300004,0.6441393425148169,0.5651728989894683,0.6313478019869526,0.7242996631560994,0.3947043022214642,0.6290453246919371,0.6290453246919371,0.7260904788300004,0.7260904788300004,0.6872041956252931,0.660683068264188,0.659489191148254,0.7260904788300004,0.7260904788300004,0.5166503219204366,0.5357523557753805,0.5338762631646271,0.5313179550590543,0.5306357395642348,0.5383106638809534,0.5193791838997143,0.54240395684987,0.5285890930797765,0.5432567262183943,0.5314885089327591,0.5221080458789921,0.5354112480279708,0.647613588090286,0.7260904788300004
6,0.3777768302562572,0.6136528375900737,0.7153882232550207,0.6970536818317487,0.698929774442502,0.6940689890419136,0.6741141858184454,0.6801688483349678,0.7100157762333177,0.7153882232550207,0.7153882232550207,0.7153882232550207,0.6136528375900737,0.6136528375900737,0.6136528375900737,0.6136528375900737,0.6136528375900737,0.3777768302562572,0.6136528375900737,0.7153882232550207,0.695945081652667,0.6979064512002728,0.6576557370059267,0.6081951136315183,0.6908284654415213,0.3777768302562572,0.6136528375900737,0.6136528375900737,0.7153882232550207,0.6789749712190338,0.6789749712190338,0.6789749712190338,0.6771841555451328,0.7153882232550207,0.7153882232550207,0.5523387199931779,0.5438963032447874,0.5397177333390185,0.5430435338762631,0.5293139470430223,0.5387796870336418,0.528461177674498,0.539035517844199,0.5386091331599369,0.5328955783908242,0.5304225472221038,0.5213831919157463,0.5172898989468299,0.6438471900459708,0.7153882232550207
7,0.4052360039227391,0.6409414573828508,0.7300558563936383,0.7300558563936383,0.7300558563936383,0.6862235108514902,0.6811921715771969,0.6488722125101266,0.7291178100882616,0.7297147486462287,0.7300558563936383,0.7300558563936383,0.6409414573828508,0.6409414573828508,0.6409414573828508,0.6409414573828508,0.6409414573828508,0.4052360039227391,0.6409414573828508,0.7300558563936383,0.7300558563936383,0.6938131582313564,0.5880697565343452,0.6845179721144417,0.7271564405406558,0.4052360039227391,0.6409414573828508,0.6409414573828508,0.7300558563936383,0.7300558563936383,0.6444378117938003,0.633010702255575,0.6336076408135419,0.7300558563936383,0.7300558563936383,0.5358802711806592,0.5230887306527949,0.5289728392956125,0.5325544706434144,0.5222359612842706,0.5227476229053852,0.5148168677781094,0.5444932418027545,0.5326397475802669,0.5065450049034239,0.5257323156952203,0.5230887306527949,0.519507099304993,0.6555553976353019,0.7300558563936383
8,0.38626188547307383,0.6219673389331856,0.7202063701871829,0.6926619195838486,0.6948791199420117,0.6892508421097514,0.6673346693386774,0.6745832089711338,0.7145780923549226,0.7202063701871829,0.7202063701871829,0.7202063701871829,0.6219673389331856,0.6219673389331856,0.6219673389331856,0.6219673389331856,0.6219673389331856,0.38626188547307383,0.6219673389331856,0.7202063701871829,0.6925766426469961,0.6953055046262738,0.6631560994329083,0.66426469961199,0.692150257962734,0.38626188547307383,0.6219673389331856,0.6219673389331856,0.7202063701871829,0.6728776702340852,0.6728776702340852,0.6728776702340852,0.6706604698759221,0.7202063701871829,0.7202063701871829,0.5530635739564235,0.5165650449835842,0.5386517716283631,0.5379695561335437,0.5279068775849571,0.5207436148893532,0.5240694154265979,0.533449878480365,0.5354965249648233,0.5365198482070525,0.5306357395642348,0.5270541082164328,0.5356670788385282,0.6473230148239741,0.7202063701871829
9,0.3823817848462883,0.6197927770434486,0.718031808297446,0.6783780326610668,0.6749669551869697,0.6833240949985077,0.6500660896260606,0.6585937833113035,0.7127446382125954,0.718031808297446,0.718031808297446,0.718031808297446,0.6197927770434486,0.6197927770434486,0.6197927770434486,0.6197927770434486,0.6197927770434486,0.3823817848462883,0.6197927770434486,0.718031808297446,0.6773547094188377,0.6724086470813968,0.6614931991642861,0.697138958768601,0.6790602481558863,0.3823817848462883,0.6197927770434486,0.6197927770434486,0.718031808297446,0.6953481430947,0.6953481430947,0.6953481430947,0.6664392615017268,0.718031808297446,0.718031808297446,0.5056069585980472,0.5341747324436106,0.5380121946019699,0.5404852257706904,0.5290581162324649,0.5230034537159425,0.5432993646868205,0.545004903423869,0.542020210634034,0.5304225472221038,0.5249648232635483,0.5555792435935701,0.5421907645077388,0.6449810574656011,0.718031808297446
