,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n0,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,average_model,optimal_clustering
0,0.4826809695381592,0.5386095643629217,0.5454880445463478,0.5251801506714707,0.526817884048477,0.5256714706845725,0.5256714706845725,0.521577137242057,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4826809695381592,0.4969292499181133,0.5024975433999345,0.510522436947265,0.5067556501801507,0.5034801834261382,0.49365378316410086,0.5042990501146414,0.4826809695381592,0.5420488044546348,0.5458974778905994,0.545815591221749,0.5458974778905994,0.5343514575827055,0.5343514575827055,0.5269816573861775,0.5099492302653128,0.48243530953160824,0.502088110055683,0.5003684900098264,0.49881264330167047,0.49365378316410086,0.5046265967900426,0.49856698329511956,0.49725679659351457,0.4982394366197183,0.4966835899115624,0.5157631837536849,0.5458974778905994
1,0.5009416966917786,0.5608827382902064,0.5553963314772355,0.5585080248935473,0.5563789715034393,0.5557238781526368,0.5561333114968883,0.5427038978054373,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.5009416966917786,0.543686537831641,0.5008598100229282,0.5183016704880445,0.48685718964952507,0.4820258761873567,0.49193416311824434,0.49561906321650834,0.5009416966917786,0.5658778250900753,0.5653046184081232,0.5645676383884703,0.5637487716999673,0.5431952178185392,0.5430314444808385,0.5504831313462168,0.48841303635768096,0.48996888306583686,0.5210858172289551,0.500532263347527,0.5071650835244023,0.4934900098264003,0.5048722567965935,0.49127906976744184,0.4993858499836227,0.503152636750737,0.5090484769079594,0.5290136599095001,0.5658778250900753
2,0.4777268260727154,0.5754176220111366,0.5750900753357353,0.561333114968883,0.5586308548968228,0.5593678349164756,0.5596134949230265,0.5528169014084507,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.4777268260727154,0.5449557811988208,0.5031116934163118,0.5253029806747461,0.5192433671798231,0.5113822469701933,0.5017196200458566,0.5159679004258106,0.4777268260727154,0.5777104487389453,0.5804127088110056,0.5799213887979037,0.5795119554536522,0.5373403209957419,0.5373403209957419,0.5245660006550934,0.5079430068784802,0.47109400589584016,0.5209629872256797,0.5003275466754012,0.5007369800196528,0.5089256469046839,0.4941860465116279,0.503684900098264,0.4980347199475925,0.491320013101867,0.4910743530953161,0.5322481833290874,0.5804127088110056
3,0.47805437274811663,0.5474123812643301,0.561578774975434,0.5569112348509663,0.555519161480511,0.5540452014412054,0.5559285948247625,0.5493776613167376,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.47805437274811663,0.4903373730756633,0.5007369800196528,0.4934490664919751,0.5144120537176547,0.5076154602030789,0.5116279069767442,0.5130199803471994,0.47805437274811663,0.5465116279069767,0.5606780216180806,0.5581395348837209,0.5583033082214216,0.55789387487717,0.554208974778906,0.5543727481166066,0.5009007533573534,0.48001965280052405,0.5122011136586964,0.4954143465443826,0.4992630199803472,0.5056501801506714,0.5067965935145758,0.4984441532918441,0.49967245332459875,0.4990992466426466,0.5083524402227317,0.5257488080940422,0.561578774975434
4,0.503439240091713,0.5616606616442843,0.5530625614150017,0.55527350147396,0.5533082214215526,0.552898788077301,0.5533901080904029,0.5410252210940059,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.503439240091713,0.5429905011464133,0.4993449066491975,0.5183426138224697,0.5022928267278087,0.4911562397641664,0.493940386505077,0.4963969865705863,0.503439240091713,0.5661644284310514,0.5614968883065837,0.5606780216180806,0.5596134949230265,0.5393056010481494,0.5391418277104487,0.5469210612512283,0.4885358663609564,0.49230265312807076,0.522109400589584,0.5024566000655093,0.4954143465443826,0.49099246642646577,0.49672453324598753,0.4915656731084179,0.4991811333114969,0.4954962332132329,0.49426793318047824,0.5290000121313584,0.5661644284310514
5,0.4893956763838847,0.5511382246970193,0.5548231247952833,0.5490910579757615,0.545815591221749,0.546306911234851,0.5481903046184081,0.5419669177857844,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.4893956763838847,0.5244431706518179,0.4920160497870947,0.5192843105142483,0.5010235833606289,0.4997952833278742,0.5046265967900426,0.5059367834916476,0.4893956763838847,0.547617097936456,0.5524484113986243,0.5499918113331149,0.5499918113331149,0.5498280379954144,0.5466344579102522,0.5468801179168031,0.4798968227972486,0.4893956763838847,0.5089665902391091,0.5095397969210612,0.5013511300360302,0.49856698329511956,0.4987307566328202,0.4907058630854897,0.49365378316410086,0.4997133966590239,0.49627415656731083,0.5242490689182467,0.5548231247952833
6,0.4823124795283328,0.5674746151326564,0.5674746151326564,0.5705863085489682,0.568948575171962,0.569194235178513,0.5692761218473632,0.5578119882083197,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.4823124795283328,0.5475761546020308,0.5001637733377006,0.533409760890927,0.5167867671143138,0.5022928267278087,0.5053226334752702,0.5119554536521455,0.4823124795283328,0.5727153619390764,0.5757451686865378,0.5751719620045856,0.5742712086472322,0.5533082214215526,0.5536357680969538,0.5640353750409434,0.47486079266295445,0.5053226334752702,0.5212905339010809,0.5017196200458566,0.4927939731411726,0.49148378643956764,0.49213887979037013,0.4910743530953161,0.5009007533573534,0.4954143465443826,0.5045037667867671,0.5357996384855213,0.5757451686865378
7,0.49172944644611855,0.5509335080248935,0.5547002947920079,0.548149361283983,0.5445463478545692,0.5449557811988208,0.5470848345889289,0.5401244677366525,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.5277595807402555,0.4911562397641664,0.518178840484769,0.4841958729118899,0.4998362266622994,0.5025384867343596,0.5002456600065509,0.49172944644611855,0.5470848345889289,0.5526531280707501,0.5496233213232886,0.5497052079921388,0.5491320013101867,0.545774647887324,0.5456927612184737,0.4801015394693744,0.4915656731084179,0.511300360301343,0.5065509335080249,0.5004094333442516,0.49950867998689813,0.49664264657713725,0.5049950867998689,0.5056501801506714,0.4997543399934491,0.5000818866688503,0.5234317186495372,0.5547002947920079
8,0.49172944644611855,0.5467572879135276,0.5493776613167376,0.5440550278414674,0.5413527677694071,0.5415165411071078,0.5434818211595153,0.5367671143137898,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.49172944644611855,0.5239927939731411,0.5028660334097609,0.5067147068457255,0.4838683262364887,0.49574189321978385,0.48583360628889616,0.49737962659679,0.49172944644611855,0.5433180478218146,0.5477399279397314,0.5452014412053717,0.5451195545365215,0.5445463478545692,0.5416803144448084,0.5420897477890599,0.47920078611202094,0.49189321978381917,0.5139207337045529,0.5066328201768752,0.49377661316737637,0.5028660334097609,0.4982803799541435,0.49213887979037013,0.5046675401244677,0.49877169996724535,0.49099246642646577,0.5202745326394196,0.5493776613167376
9,0.474205699312152,0.5556010481493613,0.563953488372093,0.5592859482476253,0.5578119882083197,0.556583688175565,0.5584670815591222,0.5535538814281035,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.474205699312152,0.5266950540452014,0.5036030134294137,0.529479200786112,0.5077792335407796,0.47993776613167377,0.49967245332459875,0.5188339338355715,0.474205699312152,0.5516704880445463,0.5610055682934818,0.5611693416311825,0.5614968883065837,0.5610874549623321,0.5585489682279725,0.5583033082214216,0.5055682934818212,0.47436947264985263,0.5120373403209958,0.492630199803472,0.4997543399934491,0.5059777268260727,0.5023747133966591,0.49467736652472977,0.5049950867998689,0.4954143465443826,0.5049950867998689,0.5281963096407905,0.563953488372093
