,abilities
kmeans_n_clusters_1,0.52081126
kmeans_n_clusters_2,0.54478544
kmeans_n_clusters_3,0.5411741
kmeans_n_clusters_4,0.5393929
kmeans_n_clusters_5,0.5101198
kmeans_n_clusters_6,0.50576013
kmeans_n_clusters_7,0.4866985
kmeans_n_clusters_8,0.48493212
dbscan_eps_0_1_min_samples_2,0.52081126
dbscan_eps_0_2_min_samples_2,0.52081126
dbscan_eps_0_3_min_samples_2,0.52081126
dbscan_eps_0_4_min_samples_2,0.52081126
dbscan_eps_0_5_min_samples_2,0.52081126
dbscan_eps_0_6_min_samples_2,0.52081126
dbscan_eps_0_7_min_samples_2,0.52081126
dbscan_eps_0_8_min_samples_2,0.52081126
dbscan_eps_0_9_min_samples_2,0.52081126
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52081126
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5007388
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.46894833
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.47691703
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.46336803
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.45495483
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4538958
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.45915744
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52081126
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54586256
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53567064
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5070578
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4945622
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48435336
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47809517
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.46905285
mean_shift_,0.52756596
optics_,0.52170795
random_model_n1,0.47904584
random_model_n2,0.47895515
random_model_n3,0.47994992
random_model_n4,0.47900492
random_model_n5,0.47917947
random_model_n6,0.47884697
random_model_n7,0.4791298
random_model_n8,0.47922876
random_model_n9,0.4790143
random_model_n10,0.4788307
random_model_n11,0.47902745
random_model_n12,0.4789008
random_model_n13,0.47884852
random_model_n14,0.4787955
average_model,0.5056538
optimal_clustering,0.54725176
