,abilities
kmeans_n_clusters_1,0.52016765
kmeans_n_clusters_2,0.53675586
kmeans_n_clusters_3,0.5345386
kmeans_n_clusters_4,0.5336857
kmeans_n_clusters_5,0.51572543
kmeans_n_clusters_6,0.51359564
kmeans_n_clusters_7,0.50564456
kmeans_n_clusters_8,0.501581
dbscan_eps_0_1_min_samples_2,0.52016765
dbscan_eps_0_2_min_samples_2,0.52016765
dbscan_eps_0_3_min_samples_2,0.52016765
dbscan_eps_0_4_min_samples_2,0.52016765
dbscan_eps_0_5_min_samples_2,0.52016765
dbscan_eps_0_6_min_samples_2,0.52016765
dbscan_eps_0_7_min_samples_2,0.52016765
dbscan_eps_0_8_min_samples_2,0.52016765
dbscan_eps_0_9_min_samples_2,0.52016765
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52016765
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5093809
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48964033
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49472064
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4858743
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4807531
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48020115
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48365617
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52016765
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5374807
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5312809
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5149274
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.506899
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5005264
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49630666
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49081042
mean_shift_,0.5244667
optics_,0.5207012
random_model_n1,0.4954749
random_model_n2,0.4955491
random_model_n3,0.49622592
random_model_n4,0.49558097
random_model_n5,0.4956317
random_model_n6,0.4955791
random_model_n7,0.49572343
random_model_n8,0.4956448
random_model_n9,0.49567643
random_model_n10,0.49539554
random_model_n11,0.49565786
random_model_n12,0.4954811
random_model_n13,0.4952998
random_model_n14,0.49556488
random_model_n15,0.495605
random_model_n16,0.4953823
random_model_n17,0.49562752
random_model_n18,0.49566647
random_model_n19,0.49582762
random_model_n20,0.4954275
random_model_n21,0.49574837
random_model_n22,0.49572423
random_model_n23,0.49569595
random_model_n24,0.49533448
random_model_n25,0.49616888
random_model_n26,0.49554187
random_model_n27,0.4955449
random_model_n28,0.49548006
random_model_n29,0.4956372
random_model_n30,0.49558303
random_model_n31,0.49550593
random_model_n32,0.49587357
random_model_n33,0.4954824
random_model_n34,0.49610877
random_model_n35,0.495721
random_model_n36,0.4956064
random_model_n37,0.49598652
random_model_n38,0.4956857
random_model_n39,0.4954681
random_model_n40,0.4957136
random_model_n41,0.49595976
random_model_n42,0.49548322
random_model_n43,0.4955709
random_model_n44,0.49560076
random_model_n45,0.49562186
random_model_n46,0.49539942
average_model,0.5122962
optimal_clustering,0.5387969
