,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,average_model,optimal_clustering
0,0.40117310292748887,0.5611576488769471,0.6016191630226718,0.6085032400821875,0.6104349963999087,0.6091354512407144,0.6115940501905415,0.6046748502888853,0.5911174332226964,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.40117310292748887,0.5405405405405406,0.5948404544895773,0.6086086086086087,0.6007410919691621,0.6051314472367104,0.6007059691270218,0.6078710289236605,0.40117310292748887,0.5797376323692113,0.6012679346012679,0.6076602918708182,0.5919252585919252,0.6026026026026026,0.6055177985002547,0.6078007832393797,0.40117310292748887,0.40117310292748887,0.5471085120207927,0.5439825790702983,0.5485485485485485,0.545773844019458,0.5428586481218061,0.5443689303338426,0.5454577384401946,0.5458089668615984,0.5415239801204713,0.5471436348629332,0.5428937709639464,0.5471436348629332,0.5481270744428639,0.5336213406388844,0.5482675658114254,0.5458792125458792,0.5378712045378712,0.5376604674850289,0.5425074197004022,0.5350613771666404,0.5352369913773423,0.5315490929526018,0.5429640166482271,0.5114380137122178,0.6115940501905415
1,0.40886500535623344,0.5421913141211386,0.5289500026342132,0.5729940466782572,0.5727833096254149,0.5736965035210649,0.5785785785785785,0.5802293521591767,0.5742584689953111,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.40886500535623344,0.5465465465465466,0.5533955007639219,0.5728184324675553,0.5563106966615738,0.5838118820574961,0.5823718455297403,0.5841982333210404,0.40886500535623344,0.5300388107405651,0.5186238870449397,0.5468275292836696,0.5597176123491913,0.564880670143828,0.5508315332876736,0.5654075127759338,0.40886500535623344,0.40886500535623344,0.5450362643345099,0.5420508227525771,0.5343589203238326,0.5404702948562597,0.5384331700121174,0.5370985020107827,0.5363609223258347,0.5409971374883655,0.5388897669599424,0.5432449993853503,0.5373794847479058,0.5395219781184694,0.5363609223258347,0.5424722968582618,0.5396975923291712,0.5369580106422212,0.5424722968582618,0.5400839435927155,0.5430693851746483,0.5400839435927155,0.544579667386685,0.5349208857980787,0.5458089668615984,0.4913477480079169,0.5802293521591767
2,0.4019633668756476,0.5805630191595104,0.6240450977293083,0.627206153521943,0.6278383646804699,0.62875155857612,0.6270305393112411,0.6016016016016016,0.5857963226384278,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.4019633668756476,0.5718525543086946,0.6254148885727833,0.6265388195212757,0.628294961628295,0.6279086103647508,0.5978083346504399,0.6141755790878598,0.4019633668756476,0.5860070596912702,0.625836362678468,0.6269954164691007,0.6209894104630946,0.6201815850938658,0.6187064257239696,0.6010747589694958,0.4019633668756476,0.4019633668756476,0.5359570096412202,0.5391531882759953,0.5453348084927032,0.5409795760672954,0.5508842175508842,0.5471963191261436,0.5425601039636128,0.5402771192244876,0.5406634704880319,0.5396097852238203,0.5483904957589169,0.5425952268057531,0.5450187029134398,0.5478285302846706,0.5417874014365243,0.5392936796445569,0.5397502765923818,0.5458967739669494,0.5404527334351896,0.5339198847970777,0.5510949546037265,0.539855645118803,0.5408742075408742,0.5194882992153949,0.62875155857612
3,0.40133115571712064,0.55232425407864,0.5673568305147253,0.6217972358323236,0.621200147515937,0.6232723952022198,0.6224294469908505,0.6224996926751313,0.5825650211615124,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.40133115571712064,0.5556960469241171,0.5604376306130692,0.6219728500430255,0.623202149517939,0.6222538327801486,0.6230616581493774,0.622745552570114,0.40133115571712064,0.5246474544720159,0.5593488225067172,0.6238343606764659,0.6228860439386755,0.6229914124650967,0.6180390917233023,0.5654601970391444,0.40133115571712064,0.40133115571712064,0.5391531882759953,0.5463533709147744,0.5457562825983878,0.5437191577542455,0.5412605588044185,0.5446674744920359,0.5480041444953726,0.546037265335511,0.5456860369141071,0.543403052174982,0.5394692938552588,0.5366243436418875,0.5428059638585955,0.5484958642853379,0.544316246070632,0.5462128795462129,0.5422088755422089,0.5405229791194703,0.5499359008130938,0.5372214319582741,0.5403824877509088,0.5424898582793319,0.5404176105930492,0.5098750472369705,0.6238343606764659
4,0.4129743778866586,0.554589677396695,0.5785785785785785,0.6141580176667896,0.6137716664032453,0.597088316386562,0.595261928595262,0.5879212545879212,0.5808615633177037,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.4129743778866586,0.5406459090669617,0.5834957764782326,0.614649737456755,0.612647735454753,0.602462111234041,0.5894666596420982,0.5884129743778866,0.4129743778866586,0.558874664137822,0.581704511529073,0.6142633861932107,0.6008464604955833,0.5422615598054195,0.528563651370669,0.5866919551130078,0.4129743778866586,0.4129743778866586,0.5352721142194826,0.5367472735893789,0.539486855276329,0.5369931334843615,0.5347803944295172,0.5360448167465711,0.5338672005338672,0.5348155172716577,0.5355179741144653,0.5407161547512425,0.5420508227525771,0.5359043253780096,0.534850640113798,0.5382926786435558,0.5309871274783555,0.5311276188469171,0.5387141527492405,0.540224434961277,0.5327081467432344,0.5395922238027501,0.5375199761164673,0.5364662908522557,0.549496865286339,0.5070788787487943,0.6142633861932107
5,0.39753788876595897,0.5175175175175175,0.5801766678959661,0.5914159773808897,0.5998454594945823,0.6025147954972516,0.5969302635969302,0.6053246228684825,0.5862529195862529,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.39753788876595897,0.536764835010449,0.5905027834852397,0.5906432748538012,0.5918725743287147,0.6064836766591153,0.6081344502397134,0.6017420929701631,0.39753788876595897,0.5045220659255747,0.5899408180109934,0.5915213459073109,0.5856558312698663,0.6026904097079536,0.602725532550094,0.6020230757072862,0.39753788876595897,0.39753788876595897,0.5443864917549128,0.545124071439861,0.5365189751154663,0.5426303496478935,0.5438947719649474,0.5385912228017491,0.5442108775442108,0.5472314419682841,0.5410146989094358,0.5434381750171224,0.5434732978592628,0.5489875840753033,0.5451943171241417,0.5491280754438649,0.5472314419682841,0.5477934074425302,0.5401015050137857,0.5412956816465588,0.5430518237535782,0.5463182480726341,0.5422088755422089,0.5490227069174438,0.5381346258539241,0.5010930358558688,0.6053246228684825
6,0.3970812918181339,0.573608696415714,0.5557311697662575,0.6128409110865252,0.6118574715065943,0.6189522856189523,0.6180039688811618,0.615931721194879,0.5907837662223627,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.3970812918181339,0.5715013258872907,0.5594541910331384,0.6131570166657886,0.6143863161407022,0.6142107019300002,0.616107335405581,0.6170205293012311,0.3970812918181339,0.5537291677642555,0.5551692042920113,0.6143863161407022,0.6169502836169503,0.6170556521433714,0.6137189821400347,0.5843914089528125,0.3970812918181339,0.3970812918181339,0.5508490947087439,0.5433328064907013,0.5368350806947298,0.5424547354371916,0.5435084207014031,0.5455455455455456,0.5443513689127725,0.5424547354371916,0.5426654724900339,0.5460021424933705,0.542946455227157,0.5513056916565688,0.5443513689127725,0.548320250074636,0.5510598317615861,0.5431571922799993,0.5475826703896879,0.5397151537502415,0.5433328064907013,0.546950459231161,0.5420683841736473,0.5454752998612648,0.5447728430184571,0.5080772780577849,0.6189522856189523
7,0.40384243893015825,0.5681119716207436,0.6231494652547284,0.626205152520942,0.6281720316808036,0.6275046976801363,0.6020757599704968,0.6078359060815202,0.5928384524875753,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.40384243893015825,0.5718349928876245,0.6214635688319898,0.6270832235744517,0.6264158895737844,0.6269076093637497,0.6262402753630824,0.6088193456614509,0.40384243893015825,0.5466870379151081,0.6259944154680996,0.6260997839945208,0.6161248968266512,0.616195142510932,0.5625976854047029,0.6070280807122912,0.40384243893015825,0.40384243893015825,0.5372389933793442,0.5394517324341885,0.5420508227525771,0.5366419050629577,0.5381170644328539,0.5380468187485732,0.5361501852729923,0.5358692025358692,0.5400488207505751,0.5401893121191367,0.5400136979084348,0.5343589203238326,0.5406810319091021,0.538854644117802,0.5440528247545792,0.5368175192736596,0.5365716593786769,0.5453523699137734,0.5449308958080888,0.5425425425425425,0.5418400856997349,0.5387492755913809,0.5413834887519098,0.5156566573070797,0.6281720316808036
8,0.3983808369773282,0.5718525543086946,0.6261875910998718,0.6340902305814586,0.6377430061640588,0.6371107950055318,0.6246070632035544,0.6224645698329909,0.5887817642203607,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.3983808369773282,0.5756809441019968,0.6262929596262929,0.6350034244771087,0.6377781290061992,0.6366190752155665,0.6352844072142317,0.6228860439386755,0.3983808369773282,0.546950459231161,0.631842368684474,0.634300967634301,0.6338443706864759,0.631210157525947,0.6215162530952004,0.6167044237219675,0.3983808369773282,0.3983808369773282,0.5430167009114377,0.5507788490244631,0.5439298948070878,0.5450187029134398,0.554326256080642,0.546037265335511,0.5396449080659607,0.5486714784960399,0.5479338988110918,0.5369755720632914,0.5416117872258223,0.5415415415415415,0.5467397221783187,0.5448430887027378,0.5449133343870186,0.5415766643836819,0.5517974114465343,0.5491631982860053,0.5427005953321743,0.5408039618565934,0.5394692938552588,0.5461075110197917,0.5363433609047644,0.5199917266194068,0.6377430061640588
9,0.4052297911947035,0.5650738457756002,0.54048785627733,0.616563932353406,0.6165288095112657,0.6154048785627733,0.5778234374725603,0.6098203466624519,0.5822137927401085,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.4052297911947035,0.5591380854538749,0.568972481253183,0.6161775810898618,0.6166693008798272,0.616107335405581,0.613367753718631,0.6103471892945577,0.4052297911947035,0.5599107879809634,0.5666894965140579,0.615650738457756,0.6138945963507367,0.5297402665823718,0.6059568340270095,0.5751892243120313,0.4052297911947035,0.4052297911947035,0.5422439983843492,0.5368350806947298,0.5420683841736473,0.5383453629067664,0.5490227069174438,0.539399048170978,0.5443864917549128,0.5387668370124511,0.5420683841736473,0.5353599213248336,0.5421035070157877,0.5462128795462129,0.5393288024866972,0.5380995030117837,0.5365540979576068,0.5441055090177898,0.5428762095428762,0.5445621059656147,0.5460723881776514,0.5382399943803453,0.5446674744920359,0.5424196125950512,0.5445972288077551,0.5056928273302542,0.616563932353406
