,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,average_model,optimal_clustering
0,0.44171676686706746,0.6920507682030728,0.7193275439768426,0.715709196170118,0.6990091293698508,0.6774103763081719,0.6774103763081719,0.6396125584502338,0.6214094856379425,0.7207192162101982,0.7207192162101982,0.7207192162101982,0.7207192162101982,0.44171676686706746,0.44171676686706746,0.44171676686706746,0.44171676686706746,0.44171676686706746,0.7009018036072144,0.727120908483634,0.6264195056780227,0.7060788243152972,0.6700066800267201,0.6196281451792474,0.669728345580049,0.44171676686706746,0.7207192162101982,0.7207192162101982,0.6728456913827655,0.6728456913827655,0.6946671120017813,0.6946671120017813,0.6615453128479181,0.6984524604765086,0.7207192162101982,0.5029503451347139,0.5041750167000668,0.6398256831122563,0.727120908483634
1,0.44327543976842576,0.7038521487419283,0.694834112669784,0.6914384324203964,0.6840904030282787,0.6839790692496104,0.6839790692496104,0.6441772433756402,0.6030950790469829,0.7240592295702516,0.7240592295702516,0.7240592295702516,0.7240592295702516,0.44327543976842576,0.44327543976842576,0.44327543976842576,0.44327543976842576,0.44327543976842576,0.7079158316633266,0.7105321754620352,0.67646403918949,0.6773547094188377,0.6790247160988644,0.6548096192384769,0.6789690492095302,0.44327543976842576,0.7240592295702516,0.7240592295702516,0.6423402360276108,0.6423402360276108,0.6918837675350702,0.6918837675350702,0.6266978401246939,0.708249832999332,0.7240592295702516,0.4969383210866177,0.49337564016922736,0.6385501161052264,0.7240592295702516
2,0.41204631485192605,0.4155533288799822,0.5877866844800712,0.5664105989757292,0.5974727232242262,0.6620463148519261,0.6489645958583834,0.6489645958583834,0.6389445557782231,0.6430082386996214,0.643397906924961,0.643397906924961,0.643397906924961,0.41204631485192605,0.41204631485192605,0.41204631485192605,0.41204631485192605,0.41204631485192605,0.5767089735025607,0.6269761745713649,0.642618570474282,0.6672790024493431,0.6650523268759742,0.6626586506346025,0.6280895123580494,0.41204631485192605,0.643397906924961,0.6720106880427522,0.6720106880427522,0.6589289690492095,0.6589289690492095,0.6457359162769984,0.6457359162769984,0.5679136049877532,0.643397906924961,0.4926519706078824,0.4898686261411712,0.5857460953653338,0.6720106880427522
3,0.43865508795368513,0.6876530839456692,0.6860387441549766,0.6988421287018481,0.6899910932977065,0.6732353596081051,0.6479069249610332,0.6449565798263193,0.5340681362725451,0.7125918503674015,0.7123135159207303,0.7123135159207303,0.7123135159207303,0.43865508795368513,0.43865508795368513,0.43865508795368513,0.43865508795368513,0.43865508795368513,0.699287463816522,0.6631039857492763,0.6753507014028056,0.5831106657759965,0.6630483188599421,0.6698953462480517,0.5944110443108439,0.43865508795368513,0.7123135159207303,0.6741260298374527,0.6741260298374527,0.6901024270763749,0.6901024270763749,0.6683366733466933,0.6683366733466933,0.6934981073257627,0.7123135159207303,0.49087063014918725,0.5004453351146738,0.6261220854407228,0.7125918503674015
4,0.41822533956802493,0.6757960365174794,0.6481852594077043,0.6608773101759073,0.6832553996882654,0.674961033177466,0.674961033177466,0.6557002894678245,0.649855266087731,0.681418392340236,0.681418392340236,0.681418392340236,0.681418392340236,0.41822533956802493,0.41822533956802493,0.41822533956802493,0.41822533956802493,0.41822533956802493,0.6770763749721666,0.5928523714094857,0.6977287909151637,0.6864284123803162,0.6763527054108216,0.6702293475840571,0.6763527054108216,0.41822533956802493,0.681418392340236,0.681418392340236,0.6970051213538188,0.6970051213538188,0.6763527054108216,0.6763527054108216,0.6360498775328435,0.6780783789801826,0.681418392340236,0.4923736361612113,0.4968269873079492,0.6216846391195089,0.6977287909151637
5,0.43492540636829213,0.7004008016032064,0.7068024938766422,0.6676130037853485,0.6677800044533512,0.6730683589401024,0.6400022266755734,0.6430639055889557,0.6467379202850144,0.7100868403473614,0.709474504564685,0.709474504564685,0.709474504564685,0.43492540636829213,0.43492540636829213,0.43492540636829213,0.43492540636829213,0.43492540636829213,0.710253841015364,0.7101425072366956,0.6487419283010465,0.6876530839456692,0.6652193275439768,0.6637163215319528,0.6129481184591405,0.43492540636829213,0.709474504564685,0.6504676018704075,0.6504676018704075,0.7105321754620352,0.7105321754620352,0.6351035404141616,0.6351035404141616,0.7046871520819417,0.709474504564685,0.5090737029614785,0.49871966154531283,0.6297992811018863,0.7105321754620352
6,0.4123803161879314,0.5995880650189267,0.5625139167223335,0.6321531952794478,0.5940213760855043,0.6609329770652416,0.6430639055889557,0.6430639055889557,0.6492985971943888,0.6730683589401024,0.6730126920507682,0.6730126920507682,0.6730126920507682,0.4123803161879314,0.4123803161879314,0.4123803161879314,0.4123803161879314,0.4123803161879314,0.6175684702738811,0.6132821197951458,0.6649966599866399,0.6708416833667334,0.6661656646626587,0.6618793141839234,0.614562458249833,0.4123803161879314,0.6730126920507682,0.6881540859496771,0.6881540859496771,0.6557002894678245,0.6557002894678245,0.6379425517702071,0.6379425517702071,0.6105544422177689,0.6730126920507682,0.5075706969494544,0.50645735916277,0.599796418233292,0.6881540859496771
7,0.4297483856602093,0.48547094188376755,0.4909819639278557,0.5734246270318415,0.5754286350478736,0.629982186595413,0.629982186595413,0.620518815408595,0.5823869962146515,0.5857270095747049,0.5857270095747049,0.5857270095747049,0.5857270095747049,0.4297483856602093,0.4297483856602093,0.4297483856602093,0.4297483856602093,0.4297483856602093,0.4630371854820753,0.48574927633043863,0.6094411044310843,0.5906256958361167,0.6352705410821643,0.6196838120685816,0.6338788688488087,0.4297483856602093,0.5857270095747049,0.5857270095747049,0.6315965263861055,0.6315965263861055,0.6306501892674238,0.6306501892674238,0.620518815408595,0.47528390113560454,0.5857270095747049,0.504453351146738,0.5004453351146738,0.5529853357508667,0.6352705410821643
8,0.43475840570028945,0.6996771320418615,0.7064128256513026,0.6729013582720997,0.6731796927187709,0.6780227120908484,0.6380538855488755,0.6416722333556001,0.6516922734357604,0.7109218436873748,0.7101981741260298,0.7101981741260298,0.7101981741260298,0.43475840570028945,0.43475840570028945,0.43475840570028945,0.43475840570028945,0.43475840570028945,0.70875083500334,0.7090848363393454,0.6431195724782899,0.6901580939657092,0.6702850144733912,0.669227343576041,0.6212981518592741,0.43475840570028945,0.7101981741260298,0.6450679136049877,0.6450679136049877,0.7120351814740592,0.7120351814740592,0.6310398574927633,0.6310398574927633,0.7036294811845915,0.7101981741260298,0.5093520374081496,0.4992206635493209,0.6302477971816649,0.7120351814740592
9,0.44166109997773323,0.7023491427299042,0.6838677354709419,0.6801380538855488,0.6747940325094633,0.6775773769761746,0.6775773769761746,0.6442329102649744,0.6111667780004454,0.7218882208862168,0.7218882208862168,0.7218882208862168,0.7218882208862168,0.44166109997773323,0.44166109997773323,0.44166109997773323,0.44166109997773323,0.44166109997773323,0.7060788243152972,0.701792473836562,0.6829770652415943,0.5946337118681808,0.6732910264974393,0.6519706078824316,0.6732353596081051,0.44166109997773323,0.7218882208862168,0.7218882208862168,0.6513026052104208,0.6513026052104208,0.6839234023602762,0.6839234023602762,0.6303161879314184,0.7066354932086395,0.7218882208862168,0.5016700066800267,0.49387664217323535,0.6339408976683526,0.7218882208862168
