,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,average_model,optimal_clustering
0,0.4174502851857561,0.5839371049791892,0.5848620317558193,0.6245311135090694,0.6236061867324393,0.6088073583063563,0.6111710600688557,0.601305174451467,0.5796207800215816,0.5979137762704897,0.5983248548378809,0.5983248548378809,0.5983248548378809,0.4174502851857561,0.4174502851857561,0.4174502851857561,0.4174502851857561,0.4174502851857561,0.5828066389188634,0.5946251477313601,0.6259698884949386,0.6301834438106984,0.6300806741688505,0.6186732439237449,0.6064436565438569,0.4174502851857561,0.5983248548378809,0.6446739633112378,0.6320332973639586,0.6320332973639586,0.6406659472791737,0.6031550280047274,0.6195981707003752,0.5583474641590874,0.5983248548378809,0.49380812907867017,0.5033657057705154,0.4957607522737783,0.5000770772313858,0.49144442731617083,0.5883752309938015,0.6446739633112378
1,0.44530085812650944,0.46092184368737477,0.5952417655824469,0.5998663994655978,0.5568059195313705,0.5892811263552746,0.5833204871281024,0.5882534299367966,0.5505369713786548,0.6209341760443965,0.6209341760443965,0.6209341760443965,0.6209341760443965,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.5513591285134372,0.6056214994090745,0.5991470119726633,0.5846564924721237,0.623708956374287,0.5876368120857098,0.6183649349982016,0.44530085812650944,0.6209341760443965,0.6209341760443965,0.6209341760443965,0.6354246955449361,0.6044910333487488,0.6044910333487488,0.614048610040594,0.569241046194954,0.6209341760443965,0.4962746004830173,0.4958635219156261,0.49216381480910537,0.5044961718308412,0.49113611839062743,0.5756317954046745,0.6354246955449361
2,0.44530085812650944,0.5699604336878886,0.6198037099840707,0.6078824315297261,0.602846719079184,0.5841426442628848,0.5840398746210369,0.5757155336313653,0.592158676327013,0.6212424849699398,0.6212424849699398,0.6212424849699398,0.6212424849699398,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.44530085812650944,0.5933919120291866,0.6255588099275474,0.6175427778634192,0.6149735368172242,0.6333693027079801,0.5842454139047325,0.6156929243101588,0.44530085812650944,0.6212424849699398,0.6212424849699398,0.6212424849699398,0.6309028313036329,0.5986331637634242,0.5986331637634242,0.5856841888906017,0.6009968655259237,0.6212424849699398,0.508606957504753,0.5091208057139921,0.5055238682493192,0.5072709521607317,0.49247212373464877,0.5872980528959153,0.6333693027079801
3,0.4468937875751503,0.5853244951441344,0.6108113663223884,0.6076255074251066,0.5873798879810904,0.5838857201582652,0.5831663326653307,0.6143055341452135,0.5592210061147936,0.6231437233441242,0.6231437233441242,0.6231437233441242,0.6231437233441242,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.4468937875751503,0.5829607933816351,0.6036174913930425,0.5856328040696778,0.5607625507425107,0.6001233235702174,0.620163403730538,0.5849134165767432,0.4468937875751503,0.6231437233441242,0.6231437233441242,0.6231437233441242,0.5980679307332614,0.6040285699604336,0.6040285699604336,0.6030008735419558,0.5686758131647911,0.6231437233441242,0.49992292276861416,0.4972509120805714,0.49992292276861416,0.49529828888546323,0.48543240326807463,0.5807759869216115,0.6231437233441242
4,0.4451467036637377,0.5932377575664148,0.6177997019680387,0.6174913930424952,0.5900518986691331,0.5846051076511999,0.5846051076511999,0.616052618056626,0.531062124248497,0.6159498484147783,0.6159498484147783,0.6159498484147783,0.6159498484147783,0.4451467036637377,0.4451467036637377,0.4451467036637377,0.4451467036637377,0.4451467036637377,0.5853244951441344,0.610503057396845,0.5983762396588048,0.5778223112892451,0.6057756538718463,0.6231437233441242,0.5905657468783722,0.4451467036637377,0.6159498484147783,0.6159498484147783,0.6159498484147783,0.6011510199886954,0.6083448949180412,0.6083448949180412,0.6076255074251066,0.5669287292533786,0.6159498484147783,0.5018755459637223,0.49971738348491856,0.5009506191870922,0.5018755459637223,0.511741431581111,0.5821500550959469,0.6231437233441242
5,0.42181799496428757,0.5303427367555624,0.6126612198756487,0.6179024716098864,0.5672370381789219,0.6083448949180412,0.6033091824674991,0.601356559272391,0.5515132829762088,0.5929294486408715,0.5933405272082627,0.5933405272082627,0.5933405272082627,0.42181799496428757,0.42181799496428757,0.42181799496428757,0.42181799496428757,0.42181799496428757,0.5678536560300087,0.6076255074251066,0.6129695288011922,0.6011510199886954,0.6205744822979292,0.6137916859359746,0.5952931504033708,0.42181799496428757,0.5933405272082627,0.5956014593289143,0.6064950413647808,0.6064950413647808,0.6096809002620626,0.6107085966805406,0.6091670520528236,0.5833718719490263,0.5933405272082627,0.4921124299881815,0.48543240326807463,0.5136940547762191,0.49375674425774624,0.5055752530702431,0.5772437562684724,0.6205744822979292
6,0.44309131082678177,0.5863521915626124,0.5668259596115307,0.5914906736550023,0.5791583166332666,0.5770001541544628,0.5788500077077231,0.5978623914495658,0.5923128307897847,0.6182107805354299,0.6182107805354299,0.6182107805354299,0.6182107805354299,0.44309131082678177,0.44309131082678177,0.44309131082678177,0.44309131082678177,0.44309131082678177,0.5974513128821746,0.5663121114022918,0.5785416987821798,0.5762807666615282,0.6056728842299984,0.5980679307332614,0.5949848414778275,0.44309131082678177,0.6182107805354299,0.6182107805354299,0.6182107805354299,0.5961153075381532,0.622218796567494,0.622218796567494,0.6188273983865166,0.5913879040131546,0.6182107805354299,0.504033708442526,0.5175993011664355,0.49992292276861416,0.48738502646318277,0.4914958121370947,0.5792610862751144,0.622218796567494
7,0.4449411643800421,0.5433944812702328,0.5601459328914239,0.5710395149272904,0.5756641488104414,0.5727865988387031,0.5700118185088126,0.5471969580186014,0.5704228970762036,0.6251991161810802,0.6251991161810802,0.6251991161810802,0.6251991161810802,0.4449411643800421,0.4449411643800421,0.4449411643800421,0.4449411643800421,0.4449411643800421,0.5216073171984995,0.5231488618262166,0.5742253738245722,0.5825497148142439,0.5900518986691331,0.6009454807049998,0.5929294486408715,0.4449411643800421,0.6251991161810802,0.6251991161810802,0.6251991161810802,0.63033759827347,0.6184163198191255,0.6184163198191255,0.6220132572837984,0.48317147114742304,0.6251991161810802,0.49868968706644057,0.5020810852474179,0.49714814243872363,0.49704537279687583,0.507630645907199,0.566818347045468,0.63033759827347
8,0.41801551821591904,0.5408252402240378,0.5747392220338112,0.61913570731206,0.6154360002055392,0.613586146652279,0.6026925646164123,0.5996094753609784,0.5701145881506603,0.6014593289142387,0.6009454807049998,0.6009454807049998,0.6009454807049998,0.41801551821591904,0.41801551821591904,0.41801551821591904,0.41801551821591904,0.41801551821591904,0.5637428703560968,0.5690868917321823,0.6091670520528236,0.6114279841734751,0.63033759827347,0.6117362930990186,0.6161553876984739,0.41801551821591904,0.6009454807049998,0.5928266789990236,0.6402034838908587,0.6402034838908587,0.6386619392631416,0.6122501413082575,0.6173886234006475,0.5714505934946816,0.6009454807049998,0.4934484353322029,0.5041364780843739,0.5062946405631776,0.48902934073274756,0.49550382816915883,0.5821005734165388,0.6402034838908587
9,0.41750167000668004,0.5436000205539284,0.574841991675659,0.6212938697908638,0.6177997019680387,0.6159498484147783,0.6046451878115204,0.6017676378397822,0.5710395149272904,0.6021787164071734,0.6018704074816299,0.6018704074816299,0.6018704074816299,0.41750167000668004,0.41750167000668004,0.41750167000668004,0.41750167000668004,0.41750167000668004,0.5659010328349006,0.5689841220903346,0.6111196752479318,0.6117362930990186,0.6316736036174914,0.6124556805919531,0.6179024716098864,0.41750167000668004,0.6018704074816299,0.5933405272082627,0.6409228713837932,0.6409228713837932,0.6391757874723807,0.6137916859359746,0.6193412465957556,0.5740198345408766,0.6018704074816299,0.505061404861004,0.5052669441446996,0.5045475566517651,0.5094804994604594,0.49498997995991983,0.5832767148732413,0.6409228713837932
