,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,average_model,optimal_clustering
0,0.46751685188558934,0.6307524139187466,0.6927673528875934,0.6949535434505374,0.6949535434505374,0.6946620513754782,0.6908726543997085,0.691455638549827,0.6810347968664602,0.6859901621424668,0.47684459828748404,0.4718892330114775,0.46897431226088543,0.46897431226088543,0.46751685188558934,0.46751685188558934,0.46751685188558934,0.46751685188558934,0.6273273820368008,0.6921114957187101,0.6946620513754782,0.6946620513754782,0.6933503370377118,0.6921114957187101,0.6865731462925851,0.46751685188558934,0.6263071597740937,0.6901439242120605,0.6921843687374749,0.694734924394243,0.6915285115685917,0.6917471306248861,0.6913827655310621,0.6916013845873565,0.6466387320094735,0.506358170887229,0.5238476953907816,0.5220987429404264,0.5189652031335398,0.5094917106941155,0.5205684095463654,0.508179996356349,0.5013299325924576,0.533977044999089,0.505265075605757,0.500819821461104,0.5126981235197668,0.5146656950264165,0.5210785206777191,0.5118236472945892,0.505265075605757,0.4900346146839133,0.5105848059755875,0.5077427582437603,0.5212242667152487,0.5032246310803425,0.611036213841825,0.6949535434505374
1,0.4661687010384405,0.6246675168518856,0.6881399161960284,0.6893787575150301,0.6893787575150301,0.6889415194024412,0.6861723446893787,0.6866824558207324,0.6767717252687192,0.6818728365822554,0.47418473310256876,0.47003097103297503,0.4676261614137366,0.4676261614137366,0.4661687010384405,0.4661687010384405,0.4661687010384405,0.4661687010384405,0.6219712151575879,0.6882127892147932,0.6891601384587357,0.6893058844962653,0.6887229003461468,0.6877026780834397,0.6815084714884314,0.4661687010384405,0.6204408817635271,0.6861723446893787,0.6876298050646749,0.6893058844962653,0.6877755511022045,0.6865367097832028,0.6872654399708508,0.6866824558207324,0.6415740572053197,0.5010748770267809,0.5086536709783203,0.5014392421206049,0.519074512661687,0.4996902896702496,0.48584441610493717,0.5133175441792677,0.4941519402441246,0.5055930041901986,0.5041355438149026,0.5093824011659683,0.5001275277828384,0.49815995627618875,0.5244671160502824,0.5090180360721442,0.516159591911095,0.5069775915467298,0.5043541628711969,0.5036254326835489,0.5035525596647841,0.5028967024959009,0.6072481663664028,0.6893787575150301
2,0.38254691200582985,0.5300419019857897,0.6352705410821643,0.6126070322463109,0.620623064310439,0.632428493350337,0.6193842229914375,0.61289852432137,0.6037893969757697,0.6362178903261068,0.39143742029513573,0.3864820550191292,0.38364000728730185,0.38364000728730185,0.38254691200582985,0.38254691200582985,0.38254691200582985,0.38254691200582985,0.531790854436145,0.6322098742940426,0.6171980324284934,0.6298779376935689,0.6317726361814539,0.6193842229914375,0.6211331754417927,0.38254691200582985,0.5314993623610859,0.6337402076881035,0.6288577154308618,0.6256513026052104,0.6264529058116233,0.6212060484605575,0.6112224448897795,0.634323191838222,0.6354891601384587,0.5336855529240299,0.5311349972672618,0.5357259974494444,0.5288030606667882,0.5355802514119148,0.5437420295135726,0.53550737839315,0.5351430132993259,0.5365276006558571,0.5367462197121515,0.5412643468755693,0.5317179814173802,0.5322280925487338,0.5336126799052651,0.5384222991437421,0.5277828384040809,0.5336855529240299,0.5298232829294953,0.5217343778466023,0.5248679176534888,0.5414100929130989,0.5373939798789498,0.6362178903261068
3,0.46893787575150303,0.6233558025141192,0.6780834396064856,0.6804882492257242,0.6804882492257242,0.6802696301694298,0.6764073601748952,0.6769174713062489,0.6664237566041173,0.6721078520677719,0.47746401894698487,0.47316451083986155,0.47061395518309346,0.47061395518309346,0.46893787575150303,0.46893787575150303,0.46893787575150303,0.46893787575150303,0.6202951357259975,0.6785206777190745,0.6803425031881946,0.6803425031881946,0.6793222809254873,0.6777190745126617,0.6723264711240663,0.46893787575150303,0.6192020404445254,0.6760429950810712,0.6789579158316633,0.6803425031881946,0.6782291856440154,0.6773547094188377,0.6774275824376025,0.6772818364000729,0.5001275277828384,0.506540353434141,0.4902167972308253,0.5025323374020769,0.5009291309892512,0.5052286390963746,0.5195846237930406,0.5074877026780834,0.4961923847695391,0.47994170158498817,0.5127345600291492,0.49954454363272,0.5097467662597923,0.4961195117507743,0.5083621789032611,0.5106941155037348,0.5066132264529059,0.48861359081799965,0.5082164328657315,0.5010748770267809,0.4951721625068318,0.5029695755146657,0.5976316268901439,0.6804882492257242
4,0.4277646201493897,0.6675897249043542,0.6720349790490071,0.6788121697941337,0.6372016760794316,0.6359628347604299,0.6359628347604299,0.6350154855164876,0.6659865184915285,0.6758243760247769,0.43359446165057386,0.4287119693933321,0.42936782656221534,0.42936782656221534,0.4277646201493897,0.4277646201493897,0.4277646201493897,0.4277646201493897,0.6712333758425942,0.6766988522499544,0.6781563126252504,0.6599380579340499,0.6781563126252504,0.6441246128620878,0.6686099471670613,0.4277646201493897,0.6720349790490071,0.6727637092366552,0.6787392967753689,0.6788121697941337,0.6778648205501913,0.6767717252687192,0.6365458189105484,0.67648023319366,0.6444889779559119,0.5195117507742758,0.5087265439970851,0.5055930041901986,0.5163053379486245,0.5196574968118054,0.5332847513208234,0.5315357988704682,0.5068318455092002,0.5047185279650209,0.5232282747312808,0.5147021315357989,0.5180542903989798,0.5074877026780834,0.5268719256695209,0.5112770996538532,0.5247586081253416,0.5191473856804518,0.5219894334122791,0.5164510839861541,0.5300783384951722,0.5265804335944616,0.5843984264825948,0.6788121697941337
5,0.3838221898342139,0.5251229732191656,0.6312260885407178,0.6269994534523593,0.6330479140098378,0.633339406084897,0.6186190562944069,0.6138823100746948,0.6002550555656768,0.6361814538167243,0.3934414283111678,0.3876844598287484,0.38506103115321555,0.38506103115321555,0.3838221898342139,0.3838221898342139,0.3838221898342139,0.3838221898342139,0.5275277828384041,0.6317361996720714,0.630424485334305,0.638877755511022,0.636691564948078,0.618254691200583,0.6175988340316998,0.3838221898342139,0.5275277828384041,0.6289670249590089,0.6356713426853707,0.6358899617416651,0.6098742940426307,0.6191291674257606,0.6229185644015304,0.6339952632537803,0.6364000728730188,0.5376571324467116,0.5345964656585899,0.5300054654764074,0.5385316086718892,0.5216979413372199,0.5313171798141738,0.5346693386773547,0.5348150847148843,0.5358353069775915,0.5398433230096557,0.5380943705593004,0.5322645290581163,0.5286208781198761,0.5344507196210603,0.5391874658407725,0.5345235926398251,0.5410821643286573,0.5391874658407725,0.5401348150847148,0.5251229732191656,0.5407906722535981,0.5384965216628543,0.6364000728730188
6,0.4654035343414101,0.6297321916560393,0.6905811623246493,0.6924029877937694,0.6924029877937694,0.6918200036436509,0.6891237019493532,0.6897066860994717,0.6795044634723993,0.6847513208234651,0.4737839314993624,0.469484423392239,0.4667881216979413,0.4667881216979413,0.4654035343414101,0.4654035343414101,0.4654035343414101,0.4654035343414101,0.6263071597740937,0.6905082893058845,0.6921843687374749,0.6923301147750045,0.6913827655310621,0.6904354162871197,0.6854800510111131,0.4654035343414101,0.6249225724175624,0.6875204955365276,0.6907997813809437,0.6922572417562397,0.6899253051557661,0.6887593368555293,0.6896338130807068,0.6903625432683549,0.6473674621971215,0.501548551648752,0.49309528147203496,0.4968846784478047,0.5218801238841319,0.5138640918200037,0.5146656950264165,0.5069411550373474,0.5007469484423392,0.5352158863180907,0.5042448533430497,0.5108034250318819,0.5156130442703589,0.4936782656221534,0.5236290763344872,0.5134268537074148,0.5070140280561122,0.5058480597558754,0.5084714884314083,0.5037347422116961,0.5177992348333029,0.5027873929677537,0.6090902343407353,0.6924029877937694
7,0.3589360539260339,0.6327199854253962,0.637238112588814,0.637966842776462,0.6386955729641101,0.6131900163964292,0.6214975405356167,0.6256513026052104,0.5887775551102205,0.6152304609218436,0.62397522317362,0.6245582073237383,0.36097649845144836,0.36097649845144836,0.3589360539260339,0.3589360539260339,0.3589360539260339,0.3589360539260339,0.6363636363636364,0.637602477682638,0.6370194935325196,0.6383312078702861,0.6201129531790854,0.6220805246857352,0.6388413190016397,0.3589360539260339,0.6365822554199307,0.6375296046638732,0.6378210967389324,0.637966842776462,0.5987611586809983,0.6032064128256514,0.6380397157952268,0.637602477682638,0.5645108398615413,0.5493532519584624,0.5516123155401712,0.5570777919475314,0.5404627436691565,0.5462197121515758,0.5330296957551467,0.5476042995081071,0.5542357442157041,0.5530697759154672,0.5448351247950446,0.5462925851703406,0.5524867917653489,0.5486973947895791,0.5453452359263983,0.5580980142102386,0.5400255055565677,0.5462197121515758,0.5297504099107305,0.5530697759154672,0.5528511568591729,0.5337584259427947,0.5543760922518437,0.6386955729641101
8,0.4279103661869193,0.6680998360357078,0.6729823282929496,0.6786664237566041,0.6344325013663691,0.6331936600473674,0.6331936600473674,0.6318090726908362,0.666205137547823,0.6756786299872473,0.4338130807068683,0.42980506467480417,0.43016942976862815,0.43016942976862815,0.4279103661869193,0.4279103661869193,0.4279103661869193,0.4279103661869193,0.6719621060302423,0.6767717252687192,0.678374931681545,0.6568773911459282,0.6784478047003097,0.5910730552013117,0.6672982328292949,0.4279103661869193,0.6726908362178903,0.6738568045181271,0.6787392967753689,0.6786664237566041,0.6783020586627801,0.6772818364000729,0.6343596283476043,0.6770632173437785,0.6465294224813263,0.5120058298415012,0.5234468937875751,0.5185644015303333,0.517617052286391,0.5069775915467298,0.5332118783020586,0.5278192749134633,0.5225724175623975,0.5404991801785389,0.510985607578794,0.5241027509564584,0.5165239570049189,0.5256330843505193,0.5128803060666788,0.5112770996538532,0.5238112588813991,0.5176899253051558,0.5249043541628712,0.5184186554928037,0.5053743851339042,0.5217708143559847,0.5842688744492351,0.6787392967753689
9,0.42036800874476227,0.6591728912370195,0.663399526325378,0.6640553834942613,0.6341045727819274,0.6345418108945163,0.6338859537256331,0.6330843505192203,0.6451083986154127,0.6588085261431955,0.42393878666423757,0.4217525961012935,0.42226270723264714,0.42226270723264714,0.42036800874476227,0.42036800874476227,0.42036800874476227,0.42036800874476227,0.6627436691564949,0.6660958280196757,0.665221351794498,0.6029877937693569,0.6612862087811988,0.6224448897795591,0.5895791583166332,0.42036800874476227,0.6631809072690836,0.6640553834942613,0.6633266533066132,0.6640553834942613,0.6633266533066132,0.6634723993441428,0.6329386044816907,0.6660958280196757,0.5444707597012206,0.5266897431226089,0.5156859172891237,0.5392967753689196,0.5144470759701221,0.5245035525596647,0.5348515212242667,0.5258152668974312,0.5239205684095464,0.5104390599380579,0.5261796319912553,0.5190380761523046,0.5289488067043178,0.5152486791765349,0.5242120604846056,0.5145199489888869,0.5228274731280743,0.5258152668974312,0.5334669338677355,0.5226817270905447,0.529240298779377,0.5159774093641829,0.5719681787818061,0.6660958280196757
