,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,average_model,optimal_clustering
0,0.440231814981314,0.6917619021827439,0.7154850241022586,0.7116936575854411,0.6940367220928343,0.67258842008341,0.67258842008341,0.6373828738558197,0.6191843145750962,0.7023777284298326,0.7023777284298326,0.7023777284298326,0.7023777284298326,0.440231814981314,0.440231814981314,0.440231814981314,0.440231814981314,0.440231814981314,0.6990196609435086,0.7205762877105563,0.6268753723663544,0.7020527541569626,0.6654389860802686,0.6195092888479662,0.6644640632616584,0.440231814981314,0.6965281915181715,0.7188430915885826,0.7116936575854411,0.6915452526674971,0.6130098033905649,0.6447489573742079,0.6592644748957375,0.6980447381248984,0.7023777284298326,0.5029518496452364,0.5082597627687808,0.4927693224286411,0.6296918160645616,0.7188430915885826
1,0.44256079727021613,0.6997237718680605,0.6997237718680605,0.695607431078373,0.6861831771651411,0.6846666305584141,0.6846666305584141,0.6445864702377728,0.5950820560038997,0.7080647782050588,0.7080647782050588,0.7080647782050588,0.7080647782050588,0.44256079727021613,0.44256079727021613,0.44256079727021613,0.44256079727021613,0.44256079727021613,0.7036234631425012,0.7140226398743433,0.662026756215133,0.6815252125873368,0.6799003412229865,0.6559605697882251,0.6793587174348698,0.44256079727021613,0.7019985917781509,0.7119644694794995,0.6902995179548286,0.6997237718680605,0.6693928397335211,0.6493527595732005,0.5971402263987434,0.7045983859611115,0.7080647782050588,0.49813139793099714,0.4904403401397389,0.49401505714130967,0.6300147843234016,0.7119644694794995
2,0.4258787845962195,0.40627200346639225,0.571358934084385,0.5506689053783242,0.5906407409413421,0.6384119590532417,0.6325624221415804,0.6258462871689324,0.6268212099875426,0.6295293289281265,0.6292043546552565,0.6292043546552565,0.6292043546552565,0.4258787845962195,0.4258787845962195,0.4258787845962195,0.4258787845962195,0.4258787845962195,0.582949683150084,0.6128473162541299,0.6348372420516709,0.6475112386936034,0.6443698207225261,0.6417700265395656,0.6042896604018848,0.4258787845962195,0.5759085739045658,0.6090559497373125,0.6248713643503223,0.5970319016411201,0.6377620105075015,0.6053729079781184,0.6374370362346314,0.576558522450306,0.6292043546552565,0.49141526295834914,0.4921735362617126,0.4994312950224774,0.5632666734871143,0.6384119590532417
3,0.43795699507122354,0.6795212045713048,0.6763797866002275,0.6912202783946271,0.6819043492390185,0.6691220278394627,0.6461571792233115,0.6394410442506635,0.534582678871256,0.6946866706385745,0.6940367220928343,0.6940367220928343,0.6940367220928343,0.43795699507122354,0.43795699507122354,0.43795699507122354,0.43795699507122354,0.43795699507122354,0.6907869793641337,0.6542815360450631,0.6709635487190597,0.5791041542544548,0.6568813302280236,0.6632724909278015,0.5940529708064778,0.43795699507122354,0.6885121594540432,0.6135514271786817,0.6902453555760169,0.6691220278394627,0.6124681796024481,0.6520067161349726,0.6486486486486487,0.685695715755836,0.6940367220928343,0.4912527758219141,0.4987271840979256,0.505876618101067,0.6139686780969347,0.6946866706385745
4,0.4097383957103396,0.6549856469696149,0.6535774251205113,0.66386827709473,0.6792503926772464,0.674267453826572,0.674267453826572,0.660185235335536,0.6396035313870985,0.64740291393598,0.64740291393598,0.64740291393598,0.64740291393598,0.4097383957103396,0.4097383957103396,0.4097383957103396,0.4097383957103396,0.4097383957103396,0.653794074635758,0.6103558468287927,0.6783837946162595,0.6800086659806098,0.6751340518875589,0.6709093863402481,0.6751340518875589,0.4097383957103396,0.6539023993933814,0.5461192655581433,0.6764339489790392,0.6663597465200671,0.6527108270595244,0.6445864702377728,0.6285544061095163,0.6562855440610952,0.64740291393598,0.494123381898933,0.4954232789904133,0.5027893625088014,0.5970519617814206,0.6792503926772464
5,0.4387694307533987,0.6980989005037102,0.7019985917781509,0.6682012673996642,0.666901370308184,0.6628933542761198,0.6245463900774522,0.6345122677788009,0.6448031197530195,0.6972323024427233,0.6965823538969832,0.6965823538969832,0.6965823538969832,0.4387694307533987,0.4387694307533987,0.4387694307533987,0.4387694307533987,0.4387694307533987,0.7067648811135785,0.7012403184747874,0.6316958240805937,0.6805502897687267,0.6626767047608731,0.6614851324270162,0.6006066186426908,0.4387694307533987,0.7056816335373449,0.6193468017115312,0.6658181227319504,0.6829334344364405,0.6650598494285869,0.6310458755348535,0.6209716730758815,0.7022152412933976,0.6965823538969832,0.5119969669067865,0.5004062178410876,0.49401505714130967,0.6189335628213384,0.7056816335373449
6,0.4275036559605698,0.6085143259491956,0.5464442398310134,0.6261712614418026,0.5867410496669013,0.6363537886583979,0.6281211070790229,0.6192384769539078,0.6368954124465146,0.658668688728809,0.6580187401830688,0.6580187401830688,0.6580187401830688,0.4275036559605698,0.4275036559605698,0.4275036559605698,0.4275036559605698,0.4275036559605698,0.6227048691978552,0.6004982938850675,0.6550939717272383,0.6506526566646808,0.6453447435411364,0.640361804690462,0.6055895574933651,0.4275036559605698,0.6169636570438174,0.6142555381032335,0.6559605697882251,0.5975735254292368,0.6492444348155771,0.603423062340898,0.635162216324541,0.6176136055895575,0.6580187401830688,0.5106970698153063,0.5033309862969182,0.5001895683258408,0.5827571058031981,0.658668688728809
7,0.43232410767480906,0.5369658235389698,0.5365325245084764,0.5837621188322591,0.5809456751340519,0.6068352922060337,0.6068352922060337,0.6065103179331637,0.5782375561934681,0.5169257433786492,0.5169257433786492,0.5169257433786492,0.5169257433786492,0.43232410767480906,0.43232410767480906,0.43232410767480906,0.43232410767480906,0.43232410767480906,0.5198505118344797,0.5253750744732709,0.5811623246492986,0.5923197746845041,0.6108433082380978,0.6061853436602935,0.6095434111466176,0.43232410767480906,0.5261333477766343,0.5709797974327032,0.5078264637382874,0.5784542057087148,0.5925364241997508,0.5710881221903266,0.6113849320262146,0.5304663380815685,0.5169257433786492,0.5042517467367167,0.49883550885554895,0.49991875643178246,0.5297802812832874,0.6113849320262146
8,0.4373070465254834,0.697286464821535,0.7022694036722092,0.6735633429020202,0.6726967448410334,0.6697719763852028,0.623733954395277,0.634999729188106,0.6508151438011157,0.6981530628825218,0.697286464821535,0.697286464821535,0.697286464821535,0.4373070465254834,0.4373070465254834,0.4373070465254834,0.4373070465254834,0.4373070465254834,0.7053024968856633,0.7010778313383523,0.6263337485782375,0.6851540919677193,0.6692303525970861,0.6677138059903591,0.6216757840004333,0.4373070465254834,0.7048691978551698,0.6142013757244218,0.6703136001733196,0.6887288089692899,0.6680387802632292,0.6283919189730813,0.6175594432107459,0.7016194551264692,0.697286464821535,0.5103179331636245,0.4984022098250555,0.5053349943129503,0.61962964968977,0.7048691978551698
9,0.4396901911931972,0.6983697123977685,0.6893787575150301,0.6854790662405893,0.6782213074798246,0.6801711531170449,0.6801711531170449,0.6460488544656882,0.6041271732654498,0.7059524454314033,0.7059524454314033,0.7059524454314033,0.7059524454314033,0.4396901911931972,0.4396901911931972,0.4396901911931972,0.4396901911931972,0.4396901911931972,0.7018361046417159,0.7069273682500136,0.6684720792937225,0.5802957265883117,0.6757298380544874,0.6544981855603098,0.6752965390239939,0.4396901911931972,0.6999945837621189,0.704002599794183,0.6816876997237719,0.6938200725775876,0.6694470021123328,0.652440015165466,0.6053187455993068,0.7025943779450794,0.7059524454314033,0.5024102258571197,0.4900612034880572,0.505876618101067,0.6273768758738699,0.7059524454314033
