,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,average_model,optimal_clustering
0,0.40425036118749125,0.6809898867502446,0.6888194994640444,0.6762361933168662,0.6762361933168662,0.675490515915552,0.675490515915552,0.675490515915552,0.6685929999533952,0.6860232092091159,0.4050892482639698,0.4050892482639698,0.4050892482639698,0.40425036118749125,0.40425036118749125,0.40425036118749125,0.40425036118749125,0.40425036118749125,0.686396047909773,0.6896583865405229,0.6768886610430163,0.6908701123176586,0.675490515915552,0.675490515915552,0.6177005173136971,0.40425036118749125,0.6897515962156872,0.6910565316679871,0.6490189681688959,0.6430535489583818,0.6385794845504963,0.6177005173136971,0.6080999207717761,0.684065806030666,0.6858367898587874,0.5318544064873933,0.5331593419396934,0.5426667288064501,0.5415482127044787,0.5250501002004008,0.5339050193410076,0.5265414550030293,0.5243976324742509,0.5444377126345714,0.5796778742670526,0.6910565316679871
1,0.4185114414876264,0.6841590157058303,0.6899380155660157,0.6561029034813813,0.6561961131565457,0.6575010486088456,0.6575942582840099,0.6575942582840099,0.6796849512979447,0.6917089993941371,0.4196299575895978,0.4196299575895978,0.4196299575895978,0.4185114414876264,0.4185114414876264,0.4185114414876264,0.4185114414876264,0.4185114414876264,0.6903108542666729,0.6918954187444657,0.652001677774153,0.6824812415528732,0.6575942582840099,0.6575942582840099,0.6445449037610104,0.4185114414876264,0.6902176445915086,0.6835065479796802,0.6743719998135806,0.6776343384443305,0.6799645803234375,0.6559164841310529,0.6407233070792748,0.6869553059607587,0.6919886284196299,0.5139581488558512,0.524118003448758,0.5081791489956657,0.5395908095260288,0.5067810038682016,0.5060353264668873,0.5353031644684718,0.5125600037283871,0.5147970359323297,0.5882117378598712,0.6919886284196299
2,0.46185394043901756,0.6073542433704618,0.6572214195833528,0.6572214195833528,0.6195647108169828,0.6251572913268397,0.6042783240900406,0.614997436733933,0.6286060493079182,0.6456634198629818,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.46185394043901756,0.6030665983129049,0.6577806776343385,0.6468751456401175,0.5957030339749266,0.6193782914666542,0.6189122430908328,0.6167684205620544,0.46185394043901756,0.5977536468285408,0.6466887262897889,0.6445449037610104,0.6214289043202684,0.6233863074987184,0.6406300974041106,0.6417486135060819,0.6052104208416834,0.6429603392832176,0.5096705037982943,0.49512979447266625,0.5140513585310155,0.5087384070466514,0.5051032297152445,0.5124667940532227,0.5096705037982943,0.5126532134035513,0.4918674558419164,0.5733741384577941,0.6572214195833528
3,0.40439017570023766,0.6664957822621989,0.6741389756256699,0.6693852821922915,0.6693852821922915,0.6690124434916345,0.6690124434916345,0.6690124434916345,0.56508365568346,0.6719019434217272,0.4054154821270448,0.4054154821270448,0.4054154821270448,0.40439017570023766,0.40439017570023766,0.40439017570023766,0.40439017570023766,0.40439017570023766,0.6715291047210701,0.6750710723773128,0.6696649112177844,0.6757235401034627,0.6690124434916345,0.6690124434916345,0.6170946544251293,0.40439017570023766,0.675164282052477,0.6759099594537913,0.6461760730763854,0.640769911916857,0.6362026378338071,0.6170946544251293,0.6081465256093582,0.669198862841963,0.6712494756955772,0.5323670597007969,0.5126998182411334,0.5159621568718833,0.5192244955026332,0.5216479470569045,0.5366547047583539,0.5258423824392972,0.5121405601901478,0.5080393344829194,0.570589930938535,0.6759099594537913
4,0.46628140000932095,0.5944447033602088,0.6426341054201427,0.6440322505476068,0.5993848161439157,0.5851237358437806,0.5905298970033089,0.5960292678380016,0.6263224122663933,0.6441254602227712,0.4671202870857995,0.4671202870857995,0.4671202870857995,0.46628140000932095,0.46628140000932095,0.46628140000932095,0.46628140000932095,0.46628140000932095,0.6000372838700657,0.6442186698979354,0.6427273150953069,0.6216619285081791,0.5824206552640164,0.5854965745444377,0.608053315934194,0.46628140000932095,0.5993848161439157,0.6403038635410355,0.6477606375541781,0.5976138323157943,0.5902502679778161,0.6170946544251293,0.6227804446101506,0.5966817355641516,0.644405089248264,0.49545602833574126,0.4957356573612341,0.49871836696649113,0.5126066085659692,0.504963415202498,0.5209022696555903,0.5132590762921191,0.49545602833574126,0.48305914153889173,0.5658500463459218,0.6477606375541781
5,0.46525609358251385,0.6114088642401081,0.6455236053502353,0.6468285408025353,0.5590250267977817,0.6045113482779513,0.5978002516661229,0.6060027030805798,0.6261359929160647,0.6432865731462926,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.46525609358251385,0.6061891224309083,0.6475742182038495,0.6310761056997717,0.5957496388125088,0.5583725590716316,0.6084261546348511,0.6076804772335368,0.46525609358251385,0.60143542899753,0.6301440089481288,0.6273477186932004,0.6306100573239503,0.627906976744186,0.6360162184834786,0.6342452346553572,0.6089854126858368,0.6419816376939926,0.5124201892156406,0.49554923801090556,0.515216479470569,0.5133522859672834,0.49759985086451974,0.501328237871091,0.5065479796802909,0.5061751409796337,0.5088782215593979,0.5691296460276281,0.6468285408025353
6,0.4124528126019481,0.6859299995339516,0.6940392412732441,0.6743719998135806,0.6743719998135806,0.6736263224122664,0.6736263224122664,0.6736263224122664,0.6770750803933449,0.6916157897189729,0.4132916996784266,0.4132916996784266,0.4132916996784266,0.4124528126019481,0.4124528126019481,0.4124528126019481,0.4124528126019481,0.4124528126019481,0.6909633219928228,0.6944120799739013,0.6763294029920306,0.6959034347765298,0.6736263224122664,0.6736263224122664,0.6410961457799319,0.4124528126019481,0.6950645477000512,0.695623805751037,0.6406300974041106,0.6333597427412966,0.6275807428811111,0.6548911777042457,0.6599245001631169,0.6888194994640444,0.6914293703686443,0.5133988908048656,0.5117211166519084,0.5166612294356154,0.5413617933541501,0.531388358111572,0.531388358111572,0.5212285035186652,0.5196439390408725,0.5478864706156499,0.5859332791336332,0.695623805751037
7,0.4239176026471548,0.4470336020878967,0.6220813720464184,0.6234795171738826,0.6218017430209256,0.6135060819313045,0.6101505336253903,0.5864752761336627,0.5541315188516568,0.5541315188516568,0.42475648972363333,0.42475648972363333,0.42475648972363333,0.4239176026471548,0.4239176026471548,0.4239176026471548,0.4239176026471548,0.4239176026471548,0.5381926643985646,0.6253437106771683,0.614997436733933,0.6227338397725684,0.6171412592627115,0.6116418884280188,0.6217085333457613,0.4239176026471548,0.5406161159528359,0.609404856224076,0.6122943561541688,0.6207764365941185,0.6101505336253903,0.5427599384816144,0.5322272451880505,0.5328797129142004,0.5490981963927856,0.5160087617094654,0.530735890385422,0.5238383744232651,0.5248636808500723,0.5169408584611083,0.5102297618492799,0.5202031970918581,0.5255161485762222,0.5319476161625577,0.5259545792705135,0.6234795171738826
8,0.4565409889546535,0.5792981311460129,0.6504171132963602,0.6520948874493172,0.6289788880085753,0.6094980658992404,0.6048375821410262,0.566062357272685,0.6124807755044974,0.6363424523465536,0.45728666635596776,0.45728666635596776,0.45728666635596776,0.4565409889546535,0.4565409889546535,0.4565409889546535,0.4565409889546535,0.4565409889546535,0.5897376147644126,0.6535862422519457,0.6492053875192245,0.6390455329263177,0.6169548399123829,0.6074474530456261,0.6313091298876824,0.4565409889546535,0.5915085985925339,0.6435195973342033,0.6497646455702102,0.6268350654797968,0.6048375821410262,0.569045066877942,0.6198443398424757,0.5840518245793913,0.6369017103975393,0.5110686489257585,0.5165680197604511,0.5109754392505942,0.4979260847275947,0.5027729878361374,0.5223470196206367,0.5156359230088083,0.5096705037982943,0.5292445355827935,0.5621268376546374,0.6520948874493172
9,0.45840518245793915,0.602786969287412,0.5768746795917417,0.577993195693713,0.5794845504963415,0.5886190986624411,0.5894579857389197,0.5761290021904274,0.5764086312159202,0.5908561308663839,0.4587780211585963,0.4587780211585963,0.4587780211585963,0.45840518245793915,0.45840518245793915,0.45840518245793915,0.45840518245793915,0.45840518245793915,0.6011091951344549,0.5777135666682202,0.5681129701262991,0.5836789858787342,0.585916018082677,0.5800438085473272,0.5835857762035699,0.45840518245793915,0.5960758726755837,0.5567413897562568,0.5640117444190706,0.5977536468285408,0.5996178403318264,0.599151791956005,0.5675537120753135,0.6013888241599478,0.5906697115160554,0.5079927296453371,0.50827235867083,0.5236519550729366,0.5147970359323297,0.5148902456074941,0.5170340681362725,0.5076198909446801,0.5174069068369297,0.4911217784406021,0.5429014790994564,0.602786969287412
10,0.44978328750524305,0.5755231393018595,0.6211026704571935,0.6208230414317006,0.5899706389523233,0.5779465908561309,0.5750570909260381,0.5533392366127604,0.521834366407233,0.5333923661276041,0.4505289649065573,0.4505289649065573,0.4505289649065573,0.44978328750524305,0.44978328750524305,0.44978328750524305,0.44978328750524305,0.44978328750524305,0.5818613972130308,0.6205434124062078,0.6257631542154075,0.557160833294496,0.5806496714358951,0.5630330428298458,0.5634990912056671,0.44978328750524305,0.5829799133150021,0.619611315654565,0.622594025259822,0.5840984294169734,0.5750570909260381,0.5302232371720185,0.5995712354942443,0.5787854779326094,0.5356293983315468,0.5153096891457333,0.5089714312345621,0.515868947196719,0.5140047536934333,0.5083189635084122,0.5233257212098615,0.5193177051777974,0.5168010439483618,0.5132590762921191,0.5351046623824738,0.622594025259822
