,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,average_model,optimal_clustering
0,0.3062391250310713,0.7265722097936863,0.7265722097936863,0.722346507581407,0.7145165299527716,0.7145165299527716,0.7259507829977628,0.7281879194630873,0.3151876708923689,0.6858066119811086,0.7166293810589113,0.7249565001242854,0.7281879194630873,0.7281879194630873,0.7281879194630873,0.7281879194630873,0.7281879194630873,0.3062391250310713,0.7265722097936863,0.7265722097936863,0.7265722097936863,0.7265722097936863,0.720730797912006,0.7265722097936863,0.7304250559284117,0.3062391250310713,0.7265722097936863,0.7281879194630873,0.7324136216753666,0.7324136216753666,0.7265722097936863,0.7265722097936863,0.7265722097936863,0.7265722097936863,0.6891623166790952,0.560154113845389,0.5626398210290827,0.5536912751677853,0.5800397713149391,0.5591598309719115,0.5246085011185683,0.5903554561272683,0.5554312701963708,0.555804126273925,0.5780512055679841,0.5714640815311957,0.5278399204573702,0.5349241859308973,0.5774297787720607,0.5709669400944569,0.5600298284862043,0.5411384538901317,0.564131245339299,0.5567984091474024,0.57370121799652,0.6626527098811464,0.7324136216753666
1,0.29567486950037286,0.7209793686303754,0.7209793686303754,0.7368878946060154,0.7365150385284613,0.7365150385284613,0.7311707680835198,0.7340293313447676,0.30387770320656227,0.6968680089485458,0.7232165050956997,0.728312204822272,0.7233407904548844,0.7203579418344519,0.7203579418344519,0.7203579418344519,0.7203579418344519,0.29567486950037286,0.7209793686303754,0.7209793686303754,0.7209793686303754,0.7209793686303754,0.7325379070345513,0.7340293313447676,0.7344021874223217,0.29567486950037286,0.7209793686303754,0.7203579418344519,0.7340293313447676,0.7340293313447676,0.7340293313447676,0.7340293313447676,0.7340293313447676,0.7209793686303754,0.7260750683569476,0.5939597315436241,0.56972408650261,0.5579169773800646,0.5826497638578175,0.5499627143922446,0.5361670395227442,0.6041511309967685,0.567735520755655,0.579294059159831,0.5928411633109619,0.5510812826249067,0.6051454138702461,0.5748197862291822,0.5608998260004971,0.5755654983842904,0.5443698732289336,0.5459855828983345,0.5407655978125777,0.5683569475515784,0.5735769326373353,0.6648668305392142,0.7368878946060154
2,0.3002734277902063,0.7163808103405419,0.7163808103405419,0.7273179219487944,0.728685060899826,0.728685060899826,0.7243350733283619,0.726696495152871,0.3107133979617201,0.6881680338056178,0.7153865274670643,0.7242107879691773,0.7192393736017897,0.7157593835446184,0.7157593835446184,0.7157593835446184,0.7157593835446184,0.3002734277902063,0.7163808103405419,0.7163808103405419,0.7163808103405419,0.7163808103405419,0.7242107879691773,0.726696495152871,0.727069351230425,0.3002734277902063,0.7163808103405419,0.7157593835446184,0.726696495152871,0.726696495152871,0.726696495152871,0.726696495152871,0.726696495152871,0.7163808103405419,0.7182450907283122,0.550211285110614,0.5782997762863534,0.5596569724086503,0.5785483470047228,0.5478498632861049,0.584886900323142,0.5382798906288839,0.5724583644046731,0.5480984340044742,0.5349241859308973,0.5507084265473527,0.5499627143922446,0.5759383544618444,0.5627641063882675,0.5463584389758886,0.5763112105393985,0.5488441461595824,0.5376584638329605,0.57370121799652,0.5469798657718121,0.6601393837287449,0.728685060899826
3,0.3155605269699229,0.7117822520507084,0.7117822520507084,0.718742232165051,0.7176236639323887,0.7176236639323887,0.7117822520507084,0.7146408153119562,0.32376336067611233,0.3348247576435496,0.7020879940343028,0.7136465324384788,0.7126522495650013,0.7106636838180462,0.7106636838180462,0.7106636838180462,0.7106636838180462,0.3155605269699229,0.7117822520507084,0.7117822520507084,0.7117822520507084,0.7117822520507084,0.7166293810589113,0.7146408153119562,0.7150136713895103,0.3155605269699229,0.7117822520507084,0.7106636838180462,0.7146408153119562,0.7146408153119562,0.7146408153119562,0.7146408153119562,0.7146408153119562,0.7117822520507084,0.7054436987322893,0.589236887894606,0.5769326373353219,0.5453641561024112,0.5360427541635595,0.5553069848371862,0.5351727566492667,0.5369127516778524,0.5620183942331594,0.5705940840169028,0.586875466070097,0.5391498881431768,0.5229927914491673,0.5703455132985334,0.532687049465573,0.5489684315187671,0.5423813074819787,0.5725826497638579,0.5654983842903306,0.5626398210290827,0.5549341287596321,0.654841144898316,0.718742232165051
4,0.32475764354958986,0.7261993537161322,0.7261993537161322,0.7152622421078797,0.7086751180710912,0.7086751180710912,0.7143922445935869,0.7156350981854338,0.333457618692518,0.6613223962217251,0.7040765597812577,0.7201093711160825,0.727069351230425,0.7275664926671638,0.7275664926671638,0.7275664926671638,0.7275664926671638,0.32475764354958986,0.7261993537161322,0.7261993537161322,0.7261993537161322,0.7261993537161322,0.7116579666915237,0.7142679592344022,0.722346507581407,0.32475764354958986,0.7261993537161322,0.7275664926671638,0.7288093462590107,0.7288093462590107,0.7142679592344022,0.7142679592344022,0.7142679592344022,0.7261993537161322,0.40566741237882176,0.5708426547352722,0.5764354958985831,0.5622669649515287,0.5682326621923938,0.5853840417598807,0.5637583892617449,0.5369127516778524,0.5553069848371862,0.5464827243350733,0.5530698483718618,0.5632612478250062,0.5480984340044742,0.5673626646781009,0.5423813074819787,0.5636341039025603,0.5498384290330599,0.5745712155108128,0.5347999005717127,0.5539398458861546,0.5369127516778524,0.650440522550888,0.7288093462590107
5,0.3253790703455133,0.6962465821526225,0.6962465821526225,0.7066865523241362,0.7053194133731047,0.7053194133731047,0.6928908774546358,0.6900323141933881,0.3333333333333333,0.3627889634601044,0.6604523987074322,0.6604523987074322,0.6859308973402933,0.6973651503852846,0.6973651503852846,0.6973651503852846,0.6973651503852846,0.3253790703455133,0.6962465821526225,0.6962465821526225,0.6962465821526225,0.6962465821526225,0.6928908774546358,0.6928908774546358,0.6749937857320407,0.3253790703455133,0.6962465821526225,0.6973651503852846,0.7075565498384291,0.7075565498384291,0.6928908774546358,0.6928908774546358,0.6928908774546358,0.6962465821526225,0.42269450658712404,0.527094208302262,0.5297042008451405,0.5458612975391499,0.5678598061148397,0.5735769326373353,0.5694755157842406,0.5370370370370371,0.5526969922943077,0.5572955505841412,0.5656226696495152,0.5556798409147402,0.5203827989062888,0.571712652249565,0.5370370370370371,0.5550584141188168,0.5469798657718121,0.5572955505841412,0.572085508327119,0.5517027094208302,0.5454884414615958,0.6316412111838411,0.7075565498384291
6,0.3359433258762118,0.7160079542629878,0.7160079542629878,0.6697738006462839,0.6783494904300273,0.6783494904300273,0.7024608501118568,0.7017151379567487,0.3429033059905543,0.34775043499875713,0.694382301764852,0.7116579666915237,0.7161322396221725,0.7161322396221725,0.7161322396221725,0.7161322396221725,0.7161322396221725,0.3359433258762118,0.7160079542629878,0.7160079542629878,0.7160079542629878,0.7160079542629878,0.7119065374098931,0.7010937111608253,0.7007208550832712,0.3359433258762118,0.7160079542629878,0.7161322396221725,0.7051951280139199,0.7051951280139199,0.7010937111608253,0.7010937111608253,0.7010937111608253,0.7160079542629878,0.40989311459110117,0.5480984340044742,0.554561272682078,0.5602783992045737,0.5724583644046731,0.5749440715883669,0.521501367138951,0.5835197613721104,0.5600298284862043,0.5633855331841909,0.5776783494904301,0.5656226696495152,0.5431270196370868,0.5328113348247576,0.5408898831717623,0.5367884663186676,0.5379070345513298,0.5765597812577679,0.5258513547104151,0.5448670146656723,0.5554312701963708,0.6393653160990967,0.7161322396221725
7,0.32376336067611233,0.7214765100671141,0.7214765100671141,0.7025851354710415,0.6833209047974149,0.6833209047974149,0.7101665423813075,0.7096694009445688,0.3327119065374099,0.664180959482973,0.7023365647526721,0.7201093711160825,0.7225950782997763,0.7228436490181457,0.7228436490181457,0.7228436490181457,0.7228436490181457,0.32376336067611233,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.7148893860303256,0.7090479741486453,0.7126522495650013,0.32376336067611233,0.7214765100671141,0.7228436490181457,0.7156350981854338,0.7156350981854338,0.7090479741486453,0.7090479741486453,0.7090479741486453,0.7214765100671141,0.4001988565746955,0.5336813323390505,0.5744469301516282,0.552945563012677,0.5689783743475019,0.5888640318170519,0.5810340541884166,0.5371613223962217,0.5586626895351727,0.548222719363659,0.525105642555307,0.5607755406413124,0.5555555555555556,0.5298284862043251,0.5543127019637086,0.5489684315187671,0.5582898334576187,0.5459855828983345,0.5362913248819289,0.554188416604524,0.5525727069351231,0.643811970061038,0.7228436490181457
8,0.3226447924434502,0.7056922694506587,0.7056922694506587,0.711160825254785,0.7125279642058165,0.7125279642058165,0.6997265722097937,0.703579418344519,0.3303504847129008,0.3471290082028337,0.6648023862788963,0.7075565498384291,0.7068108376833209,0.7043251304996272,0.7043251304996272,0.7043251304996272,0.7043251304996272,0.3226447924434502,0.7056922694506587,0.7056922694506587,0.7056922694506587,0.7056922694506587,0.7127765349241859,0.703579418344519,0.7056922694506587,0.3226447924434502,0.7056922694506587,0.7043251304996272,0.703579418344519,0.703579418344519,0.703579418344519,0.703579418344519,0.703579418344519,0.7056922694506587,0.3811831966194382,0.5472284364901815,0.573328361918966,0.5574198359433259,0.5336813323390505,0.5376584638329605,0.5779269202087994,0.5940840169028089,0.5570469798657718,0.5669898086005468,0.5825254784986329,0.5662440964454387,0.5891126025354213,0.5297042008451405,0.5333084762614964,0.5480984340044742,0.5550584141188168,0.5741983594332588,0.5648769574944071,0.5549341287596321,0.5365398956002982,0.6373629408677879,0.7127765349241859
9,0.30512055679840916,0.7222222222222222,0.7222222222222222,0.7279393487447179,0.7290579169773801,0.7290579169773801,0.7214765100671141,0.7248322147651006,0.31406910265970667,0.6833209047974149,0.7125279642058165,0.7265722097936863,0.7245836440467313,0.7216007954262987,0.7216007954262987,0.7216007954262987,0.7216007954262987,0.30512055679840916,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7305493412875963,0.7248322147651006,0.7257022122793935,0.30512055679840916,0.7222222222222222,0.7216007954262987,0.7248322147651006,0.7248322147651006,0.7248322147651006,0.7248322147651006,0.7248322147651006,0.7222222222222222,0.7161322396221725,0.5495898583146905,0.5300770569226945,0.5576684066616953,0.5804126273924932,0.5625155356698981,0.5577926920208799,0.6014168530947055,0.5580412627392494,0.5517027094208302,0.5570469798657718,0.5637583892617449,0.5277156350981854,0.5691026597066865,0.5398956002982849,0.5743226447924434,0.567735520755655,0.5454884414615958,0.5647526721352225,0.5523241362167537,0.5678598061148397,0.6623166790952025,0.7305493412875963
