,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,average_model,optimal_clustering
0,0.3222633649618144,0.7210136542467022,0.7210136542467022,0.7236750752140708,0.7105993982874335,0.7105993982874335,0.7205507984262902,0.7205507984262902,0.33059476972922935,0.6698680860911826,0.7020365656098125,0.7178893774589216,0.7215922240222171,0.7236750752140708,0.7236750752140708,0.7236750752140708,0.7236750752140708,0.3222633649618144,0.7210136542467022,0.7210136542467022,0.7210136542467022,0.7210136542467022,0.7104836843323304,0.7122193936588752,0.7183522332793335,0.3222633649618144,0.7210136542467022,0.7236750752140708,0.7227493635732469,0.7227493635732469,0.7122193936588752,0.7122193936588752,0.7122193936588752,0.7210136542467022,0.6732237907891692,0.5755612126822495,0.5600555426984495,0.60310113399676,0.5408470261513538,0.555311270539227,0.5730155056699838,0.578569775514927,0.5487155750983569,0.5429298773432076,0.5740569312659106,0.5697755149271002,0.5728997917148808,0.5653783846331868,0.5388798889146031,0.515158528118491,0.5378384633186762,0.5495255727840778,0.5322841934737329,0.5464012959962972,0.5416570238370747,0.5097199722286507,0.5469798657718121,0.5325156213839389,0.547789863457533,0.6707904916190035,0.7236750752140708
1,0.30513769960657255,0.7096736866466096,0.7096736866466096,0.7090951168710946,0.7235593612589678,0.7235593612589678,0.7208979402915991,0.7208979402915991,0.3143948160148114,0.6851423281647767,0.7089794029159917,0.7151122425364499,0.7125665355241843,0.7090951168710946,0.7090951168710946,0.7090951168710946,0.7090951168710946,0.30513769960657255,0.7096736866466096,0.7096736866466096,0.7096736866466096,0.7096736866466096,0.7171950937283036,0.7208979402915991,0.722170793797732,0.30513769960657255,0.7096736866466096,0.7090951168710946,0.7208979402915991,0.7208979402915991,0.7208979402915991,0.7208979402915991,0.7208979402915991,0.7096736866466096,0.7116408238833604,0.5457070122656792,0.5674612358250405,0.4873871788937746,0.5422355936125897,0.5934968757232122,0.5690812311964824,0.5465170099514002,0.5960425827354779,0.5364498958574404,0.5830826197639435,0.5525341356167554,0.5767183522332794,0.5654940985882897,0.547905577412636,0.5770654940985883,0.5464012959962972,0.5494098588289748,0.5712797963434391,0.555774126359639,0.5852811849109003,0.5908354547558435,0.5487155750983569,0.5627169636658181,0.5369127516778524,0.6671107878467287,0.7235593612589678
2,0.30733626475352926,0.7151122425364499,0.7151122425364499,0.7145336727609349,0.7202036565609813,0.7202036565609813,0.7159222402221708,0.7159222402221708,0.3158990974311502,0.6805137699606573,0.706317981948623,0.7173108076834066,0.7163850960425827,0.7145336727609349,0.7145336727609349,0.7145336727609349,0.7145336727609349,0.30733626475352926,0.7151122425364499,0.7151122425364499,0.7151122425364499,0.7151122425364499,0.7163850960425827,0.7159222402221708,0.7165008099976857,0.30733626475352926,0.7151122425364499,0.7145336727609349,0.7159222402221708,0.7159222402221708,0.7159222402221708,0.7159222402221708,0.7159222402221708,0.7151122425364499,0.7087479750057857,0.5411941680166628,0.5812311964822958,0.5806526267067809,0.5804211987965748,0.5665355241842166,0.547789863457533,0.5754454987271465,0.5933811617681093,0.5453598704003703,0.5417727377921777,0.5701226567924091,0.571742652163851,0.5763712103679703,0.563295533441333,0.5104142559592687,0.5485998611432539,0.5513769960657255,0.5742883591761166,0.5460541541309882,0.523721360796112,0.5944225873640361,0.5518398518861375,0.5705855126128211,0.5683869474658644,0.6678844182894171,0.7202036565609813
3,0.3207590835454756,0.706549409858829,0.706549409858829,0.705970840083314,0.7077065494098588,0.7077065494098588,0.7055079842629021,0.7055079842629021,0.32816477667206667,0.34031474195788014,0.6935894468872946,0.7094422587364037,0.7082851191853737,0.705970840083314,0.705970840083314,0.705970840083314,0.705970840083314,0.3207590835454756,0.706549409858829,0.706549409858829,0.706549409858829,0.706549409858829,0.7122193936588752,0.7055079842629021,0.7056236982180051,0.3207590835454756,0.706549409858829,0.705970840083314,0.7055079842629021,0.7055079842629021,0.7055079842629021,0.7055079842629021,0.7055079842629021,0.706549409858829,0.6957880120342513,0.5643369590372599,0.5339041888451748,0.4886600323999074,0.5748669289516316,0.5535755612126823,0.5599398287433465,0.5541541309881972,0.5924554501272854,0.587826891923166,0.5383013191390882,0.5592455450127285,0.5607498264290673,0.5623698218005091,0.563295533441333,0.5734783614903958,0.547211293682018,0.5528812774820643,0.5277713492247165,0.5436241610738255,0.5585512612821106,0.5888683175190929,0.5506827123351076,0.5435084471187225,0.5660726683638047,0.651525771150858,0.7122193936588752
4,0.3294376301781995,0.7103679703772275,0.7103679703772275,0.7109465401527424,0.7018051376996066,0.7018051376996066,0.7099051145568156,0.7099051145568156,0.3366118953945846,0.6573709789400601,0.6953251562138394,0.7058551261282111,0.7093265447813006,0.7109465401527424,0.7109465401527424,0.7109465401527424,0.7109465401527424,0.3294376301781995,0.7103679703772275,0.7103679703772275,0.7103679703772275,0.7103679703772275,0.6989122888220319,0.7022679935200186,0.706780837769035,0.3294376301781995,0.7103679703772275,0.7109465401527424,0.7137236750752141,0.7137236750752141,0.7022679935200186,0.7022679935200186,0.7022679935200186,0.7103679703772275,0.4161073825503356,0.5718583661189539,0.547211293682018,0.48923860217542237,0.5380698912288822,0.5219856514695672,0.5420041657023837,0.5277713492247165,0.5359870400370285,0.5505669983800047,0.5685026614209674,0.5432770192085166,0.5262670678083777,0.5649155288127748,0.5506827123351076,0.5188613746817866,0.5454755843554733,0.5619069659800972,0.5609812543392733,0.5732469335801897,0.5568155519555659,0.5801897708863689,0.547327007637121,0.5541541309881972,0.5826197639435315,0.6549475981089034,0.7137236750752141
5,0.3248090719740801,0.6869937514464244,0.6869937514464244,0.6891923165933812,0.6950937283036335,0.6950937283036335,0.6748437861606109,0.6748437861606109,0.33244619301087713,0.3626475352927563,0.6610738255033557,0.6610738255033557,0.6787780606341125,0.6891923165933812,0.6891923165933812,0.6891923165933812,0.6891923165933812,0.3248090719740801,0.6869937514464244,0.6869937514464244,0.6869937514464244,0.6869937514464244,0.6871094654015274,0.6871094654015274,0.6748437861606109,0.3248090719740801,0.6869937514464244,0.6891923165933812,0.6959037259893543,0.6959037259893543,0.6871094654015274,0.6871094654015274,0.6871094654015274,0.6869937514464244,0.41541309881971766,0.5399213145105299,0.5676926637352465,0.4959500115713955,0.5464012959962972,0.5814626243925017,0.5572784077759778,0.5626012497107151,0.5357556121268225,0.539689886600324,0.5418884517472807,0.5679240916454524,0.5334413330247628,0.5718583661189539,0.564105531127054,0.5146956722980791,0.5724369358944689,0.5435084471187225,0.539689886600324,0.5723212219393659,0.5391113168248091,0.5693126591066883,0.5649155288127748,0.5723212219393659,0.5466327239065031,0.6274010645683868,0.6959037259893543
6,0.3404304559129831,0.7028465632955334,0.7028465632955334,0.7041194168016662,0.6579495487155751,0.6579495487155751,0.6947465864383244,0.6947465864383244,0.34806757694978013,0.3546632723906503,0.6824809071974081,0.6994908585975469,0.7027308493404305,0.7041194168016662,0.7041194168016662,0.7041194168016662,0.7041194168016662,0.3404304559129831,0.7028465632955334,0.7028465632955334,0.7028465632955334,0.7028465632955334,0.6939365887526036,0.6889608886831752,0.6923165933811618,0.3404304559129831,0.7028465632955334,0.7041194168016662,0.697870863226105,0.697870863226105,0.6889608886831752,0.6889608886831752,0.6889608886831752,0.7028465632955334,0.4136773894931729,0.515968525804212,0.5345984725757926,0.5646841009025688,0.5386484610043971,0.5216385096042583,0.5350613283962046,0.5562369821800509,0.5372598935431613,0.5421198796574866,0.5686183753760704,0.539574172645221,0.5686183753760704,0.5484841471881509,0.5341356167553807,0.5690812311964824,0.5349456144411016,0.5428141633881046,0.5326313353390418,0.5348299004859987,0.5357556121268225,0.572205507984263,0.5578569775514927,0.5540384170330942,0.5284656329553344,0.6375177703573909,0.7041194168016662
7,0.3200647998148577,0.7132608192548021,0.7132608192548021,0.7145336727609349,0.7070122656792409,0.7070122656792409,0.7160379541772738,0.7160379541772738,0.3286276324924786,0.666628095348299,0.6975237213607961,0.7124508215690812,0.714765100671141,0.7145336727609349,0.7145336727609349,0.7145336727609349,0.7145336727609349,0.3200647998148577,0.7132608192548021,0.7132608192548021,0.7132608192548021,0.7132608192548021,0.7043508447118723,0.7070122656792409,0.714070816940523,0.3200647998148577,0.7132608192548021,0.7145336727609349,0.7159222402221708,0.7159222402221708,0.7070122656792409,0.7070122656792409,0.7070122656792409,0.7132608192548021,0.4025688498032863,0.5747512149965286,0.5604026845637584,0.5771812080536913,0.5804211987965748,0.5227956491552881,0.5678083776903494,0.5253413561675538,0.547211293682018,0.5730155056699838,0.5806526267067809,0.547789863457533,0.5664198102291136,0.540037028465633,0.5568155519555659,0.571742652163851,0.5769497801434853,0.5569312659106688,0.531937051608424,0.547095579726915,0.5597084008331404,0.5615598241147882,0.5511455681555195,0.5361027539921315,0.5497570006942837,0.6571560815948689,0.7160379541772738
8,0.3259662115251099,0.6964822957648692,0.6964822957648692,0.6954408701689424,0.6981022911363111,0.6981022911363111,0.6947465864383244,0.6947465864383244,0.33429761629252486,0.35408470261513536,0.6623466790094885,0.6965980097199722,0.6968294376301782,0.6954408701689424,0.6954408701689424,0.6954408701689424,0.6954408701689424,0.3259662115251099,0.6964822957648692,0.6964822957648692,0.6964822957648692,0.6964822957648692,0.7000694283730617,0.6947465864383244,0.6948623003934274,0.3259662115251099,0.6964822957648692,0.6954408701689424,0.6947465864383244,0.6947465864383244,0.6947465864383244,0.6947465864383244,0.6947465864383244,0.6964822957648692,0.38764174959500114,0.5366813237676463,0.5491784309187688,0.5956954408701689,0.5371441795880583,0.5506827123351076,0.5616755380698912,0.5619069659800972,0.5881740337884749,0.5858597546864152,0.5386484610043971,0.563526961351539,0.5308956260124971,0.5587826891923166,0.5381856051839852,0.5703540847026152,0.547789863457533,0.5535755612126823,0.5643369590372599,0.5667669520944226,0.5261513538532747,0.5108771117796806,0.5466327239065031,0.5614441101596852,0.5659569544087016,0.6343802691175984,0.7000694283730617
9,0.3006248553575561,0.7134922471650081,0.7134922471650081,0.7119879657486693,0.7232122193936589,0.7232122193936589,0.7230965054385559,0.7230965054385559,0.309419115945383,0.6874566072668363,0.7121036797037723,0.7177736635038185,0.714070816940523,0.7119879657486693,0.7119879657486693,0.7119879657486693,0.7119879657486693,0.3006248553575561,0.7134922471650081,0.7134922471650081,0.7134922471650081,0.7134922471650081,0.7212450821569081,0.7230965054385559,0.7234436473038649,0.3006248553575561,0.7134922471650081,0.7119879657486693,0.7230965054385559,0.7230965054385559,0.7230965054385559,0.7230965054385559,0.7230965054385559,0.7134922471650081,0.7145336727609349,0.5685026614209674,0.5362184679472345,0.5831983337190465,0.5465170099514002,0.5241842166165239,0.5728997917148808,0.5738255033557047,0.6014811386253183,0.5469798657718121,0.5908354547558435,0.5538069891228882,0.5740569312659106,0.5740569312659106,0.5669983800046285,0.5869011802823421,0.5843554732700764,0.5682712335107614,0.5737097894006017,0.5591298310576256,0.587248322147651,0.5728997917148808,0.5536912751677853,0.547211293682018,0.5645683869474659,0.6689423744503586,0.7234436473038649
