,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,average_model,optimal_clustering
0,0.44269671418308315,0.57375127613718,0.5817673082013083,0.6071009944417136,0.6080840927137293,0.6019586342496314,0.5937913562975007,0.5892539796574281,0.5562823760729005,0.5493250652247892,0.5494006881687904,0.5494006881687904,0.5494006881687904,0.44269671418308315,0.44269671418308315,0.44269671418308315,0.44269671418308315,0.44269671418308315,0.5705751124891292,0.588497750217416,0.6127727152418043,0.6126214693538019,0.5863803077853821,0.5897833402654366,0.5811623246492986,0.44269671418308315,0.5752637350172042,0.6015805195296253,0.6122433546337959,0.6080840927137293,0.593186372745491,0.5837335047453397,0.5793473739932695,0.5422165084886754,0.5494006881687904,0.5154459863122471,0.4954815290959277,0.5019851022800318,0.5079593148561273,0.5068249706961092,0.5094717737361516,0.4968427420879495,0.48527243165576434,0.4982039550799713,0.4982795780239725,0.5017582334480282,0.4962377585359398,0.5060687412560971,0.49964079101599423,0.5050856429840813,0.4960865126479374,0.5052368888720838,0.504253790600068,0.494498430823912,0.5485464289865545,0.6122433546337959
1,0.46863538397549814,0.5479638522327674,0.579876734601278,0.5798011116572768,0.5552236548568836,0.5646008999130336,0.5273187885204371,0.5589291791129428,0.5275456573524407,0.568684538889099,0.568684538889099,0.568684538889099,0.568684538889099,0.46863538397549814,0.46863538397549814,0.46863538397549814,0.46863538397549814,0.46863538397549814,0.5532574583128521,0.5857753242333724,0.579876734601278,0.5675501947290807,0.5818429311453095,0.5646765228570348,0.5764737021212236,0.46863538397549814,0.46069497485537114,0.5801036034332817,0.5773055545052369,0.5399478201686392,0.568684538889099,0.568684538889099,0.5686089159450978,0.5645252769690324,0.568684538889099,0.4908685295118539,0.5033463152720535,0.4985820697999773,0.4879192346958067,0.4955571520399289,0.5078836919121261,0.4954815290959277,0.49419593904790715,0.4877679888078043,0.49759897152796156,0.5050856429840813,0.5028169546640451,0.4957083979279313,0.4960108897039362,0.497750217415964,0.4960865126479374,0.488372972359814,0.4969183650319507,0.508564298408137,0.5379648185259409,0.5801036034332817
2,0.47135780995954174,0.5768518168412297,0.5980262411615684,0.5902370779294438,0.5633909328090142,0.5655839981850493,0.5673233258970771,0.5587023102809392,0.5528793435928461,0.5748856202971981,0.5748856202971981,0.5748856202971981,0.5748856202971981,0.47135780995954174,0.47135780995954174,0.47135780995954174,0.47135780995954174,0.47135780995954174,0.5804060952092865,0.6011267818656181,0.5967406511135479,0.5915226679774643,0.5864559307293833,0.5701969977691231,0.5757930956252126,0.47135780995954174,0.558248572616932,0.5760199644572164,0.5952281922335236,0.5782886527772526,0.5748856202971981,0.5748856202971981,0.5748099973531969,0.5839603735773433,0.5748856202971981,0.5050856429840813,0.49805270919196887,0.5014557416720233,0.508942413128143,0.5027413317200439,0.5091692819601467,0.49631338147994103,0.5010776269520173,0.4909441524558551,0.5015313646160245,0.4944228078799108,0.49502779143192044,0.4955571520399289,0.4939690702159035,0.4982795780239725,0.5018338563920294,0.48602866109577647,0.49638900442394224,0.49419593904790715,0.5515517407981582,0.5980262411615684
3,0.4673497939274776,0.5847166030173555,0.5967406511135479,0.5882708813854123,0.5801036034332817,0.5692895224411086,0.5592316708889477,0.5786667674972586,0.5374522630165992,0.577683669225243,0.577683669225243,0.577683669225243,0.577683669225243,0.4673497939274776,0.4673497939274776,0.4673497939274776,0.4673497939274776,0.4673497939274776,0.5838091276893409,0.5938669792415019,0.5704238666011268,0.5482663440087723,0.58312852119333,0.5826747835293228,0.5689114077211026,0.4673497939274776,0.5776080462812417,0.5790448822172647,0.57125571898514,0.5787423904412599,0.577683669225243,0.577683669225243,0.5779861610012478,0.571936325481151,0.577683669225243,0.5199077400083185,0.5097742655121564,0.5011532498960185,0.5091692819601467,0.4931372178318902,0.494876545543918,0.5036488070480584,0.5124210685521987,0.49865769274397853,0.5041781676560668,0.4982795780239725,0.5014557416720233,0.49404469315990474,0.5008507581200136,0.49374220138389985,0.4985820697999773,0.5072030854161153,0.49979203690399665,0.5006995122320111,0.5518122198274956,0.5967406511135479
4,0.47082844935153323,0.5826747835293228,0.5959087987295345,0.5894052255454305,0.578061783945249,0.5652815064090445,0.5570386055129126,0.5717094566491473,0.5117404620561878,0.5709532272091352,0.5709532272091352,0.5709532272091352,0.5709532272091352,0.47082844935153323,0.47082844935153323,0.47082844935153323,0.47082844935153323,0.47082844935153323,0.5807842099292926,0.5922788974174764,0.5724656860891595,0.5501569176088025,0.5814648164253035,0.5802548493212841,0.5671720800090747,0.47082844935153323,0.5804817181532878,0.575566226793209,0.5736756531931788,0.5752637350172042,0.5709532272091352,0.5709532272091352,0.5711044730971376,0.5675501947290807,0.5709532272091352,0.4792982190796688,0.5092449049041479,0.4969939879759519,0.5047831512080765,0.5031950693840511,0.49805270919196887,0.499565168071993,0.5127991832722048,0.4983552009679737,0.49298597194388777,0.4982795780239725,0.5039512988240632,0.4944228078799108,0.4983552009679737,0.49283472605588535,0.4945740537679132,0.5034219382160547,0.4969183650319507,0.5031950693840511,0.5487817003678916,0.5959087987295345
5,0.4452300828071237,0.567436760313079,0.599500888569592,0.6032064128256514,0.5675880062010814,0.5883086928574129,0.5845275456573524,0.5655461867130488,0.5335576814005369,0.5496653684727947,0.5500434831928007,0.5500434831928007,0.5500434831928007,0.4452300828071237,0.4452300828071237,0.4452300828071237,0.4452300828071237,0.4452300828071237,0.5722766287291564,0.596627216697546,0.6019964457216319,0.5916361023934662,0.5830150867773283,0.5954928725375279,0.5726547434491625,0.4452300828071237,0.5388512874806216,0.5905773811774493,0.601315839225621,0.5467160736567475,0.5566226793209059,0.5783264642492533,0.5679661209210874,0.5812001361212992,0.5500434831928007,0.5097364540401558,0.5056528150640904,0.4977880288879646,0.505501569176088,0.49725866827995613,0.5125345029682006,0.5000567172080009,0.5041403561840663,0.4958974552879344,0.4993004877679888,0.49884675010398155,0.5035353726320566,0.4967293076719477,0.4968805535599501,0.4990736189359852,0.502249782584036,0.4985442583279767,0.49982984837599725,0.4901501115438424,0.5404617761028695,0.6032064128256514
6,0.46655575301546487,0.5830150867773283,0.5524634174008394,0.5716716451771467,0.5560176957688963,0.5590426135289447,0.5569251710969108,0.5567739252089083,0.555563958104889,0.5731084811131697,0.5731084811131697,0.5731084811131697,0.5731084811131697,0.46655575301546487,0.46655575301546487,0.46655575301546487,0.46655575301546487,0.46655575301546487,0.5836200703293379,0.5498922373047983,0.5622944001209967,0.5591938594169471,0.565999924377056,0.5694029568571104,0.5667561538170681,0.46655575301546487,0.5765871365372254,0.5597232200249556,0.5621431542329943,0.5577570234809242,0.5731084811131697,0.5731084811131697,0.57250349756116,0.5715203992891443,0.5731084811131697,0.49287253752788596,0.49408250463190534,0.5027035202480432,0.5089046016561425,0.4921919310318751,0.4934018981358944,0.49642681589594284,0.4977880288879646,0.5082239951601316,0.49272129163988354,0.5125345029682006,0.5095095852081521,0.494687488183915,0.496124324119938,0.5002835860400046,0.49725866827995613,0.5076946345521232,0.49642681589594284,0.5064846674481037,0.5445482159287128,0.5830150867773283
7,0.47007221991152115,0.5286800015124589,0.5444095738647106,0.5489469505047831,0.5473588686807578,0.5486444587287783,0.5559798842968957,0.5409309184406549,0.5407796725526525,0.57375127613718,0.57375127613718,0.57375127613718,0.57375127613718,0.47007221991152115,0.47007221991152115,0.47007221991152115,0.47007221991152115,0.47007221991152115,0.5239913789843839,0.5112867243921806,0.5528037206488449,0.5585510643929368,0.5484932128407759,0.5598366544409574,0.5528793435928461,0.47007221991152115,0.5413090331606609,0.5407796725526525,0.5562067531288993,0.5546186713048739,0.57375127613718,0.57375127613718,0.5736756531931788,0.48360872688773776,0.57375127613718,0.48534805459976554,0.49192725072787086,0.49729647975195673,0.49291034899988656,0.49873331568797974,0.4994139221839906,0.4992626762959882,0.5073543313041177,0.4898854312398382,0.501002004008016,0.49669149619994707,0.5018338563920294,0.5021363481680342,0.4956327749839301,0.49200287367187207,0.4957083979279313,0.49374220138389985,0.4985064468559761,0.5059931183120959,0.5349118922681142,0.57375127613718
8,0.44035240291904565,0.5681551782810905,0.5489469505047831,0.5990849623775854,0.5984799788255757,0.5952281922335236,0.5720875713691534,0.5842628653533483,0.5509887699928159,0.5524256059288388,0.5520474912088328,0.5520474912088328,0.5520474912088328,0.44035240291904565,0.44035240291904565,0.44035240291904565,0.44035240291904565,0.44035240291904565,0.5678526865050857,0.5426702461526828,0.5986312247135781,0.5820697999773131,0.5892539796574281,0.5821454229213143,0.5861534389533785,0.44035240291904565,0.5465270162967444,0.5747343744091957,0.6002949294816047,0.5940938480735055,0.5864559307293833,0.5850190947933603,0.5788936363292623,0.5675501947290807,0.5520474912088328,0.5055393806480887,0.5010776269520173,0.5022875940560366,0.5087911672401406,0.503497561160056,0.5013044957840209,0.49434718493590957,0.4978258403599652,0.5019094793360306,0.5059174953680947,0.48875108707982,0.502438839944039,0.49805270919196887,0.5044806594320717,0.49729647975195673,0.49033916890384543,0.49185162778386965,0.49896018451998336,0.5098498884561576,0.5427234622984615,0.6002949294816047
9,0.4406548946950505,0.5692138994971074,0.5460732786327371,0.5989337164895829,0.5984799788255757,0.5943207169055091,0.5717850795931486,0.5842628653533483,0.5506862782168109,0.549249442280788,0.5488713275607819,0.5488713275607819,0.5488713275607819,0.4406548946950505,0.4406548946950505,0.4406548946950505,0.4406548946950505,0.4406548946950505,0.5681551782810905,0.5397965742806368,0.5980262411615684,0.5807085869852914,0.5892539796574281,0.5822966688093167,0.5861534389533785,0.4406548946950505,0.5498544258327976,0.5748856202971981,0.6002949294816047,0.5927326350814838,0.5864559307293833,0.5850190947933603,0.5798011116572768,0.5684576700570954,0.5488713275607819,0.49291034899988656,0.4931372178318902,0.5018338563920294,0.4907172836238515,0.5075812001361213,0.5043294135440692,0.5009263810640148,0.499565168071993,0.5011532498960185,0.5057662494800923,0.4885998411918176,0.49896018451998336,0.5001701516240027,0.5006995122320111,0.49865769274397853,0.5109842326161758,0.5072030854161153,0.5019851022800318,0.49132226717586114,0.5422193093384533,0.6002949294816047
