,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,average_model,optimal_clustering
0,0.39489888868646383,0.6563672800145746,0.663946073966114,0.6621971215157588,0.661395518309346,0.661395518309346,0.661395518309346,0.661395518309346,0.6515576607760977,0.6619056294406995,0.39584623793040624,0.39584623793040624,0.39584623793040624,0.39489888868646383,0.39489888868646383,0.39489888868646383,0.39489888868646383,0.39489888868646383,0.6616141373656403,0.6651120422663509,0.6625614866095828,0.6665695026416469,0.661395518309346,0.661395518309346,0.617890326106759,0.39489888868646383,0.6651120422663509,0.663946073966114,0.6635088358535253,0.6578247403898706,0.6551284386955729,0.617890326106759,0.617890326106759,0.6592822007651667,0.6622699945345236,0.53641829112771,0.5402076881034796,0.5459646565858991,0.5442157041355438,0.5302969575514666,0.5397704499908909,0.5294953543450538,0.5297139734013482,0.5483694662051376,0.5294953543450538,0.5233011477500455,0.5351794498087084,0.5348150847148843,0.5352523228274731,0.5339406084897067,0.5364911641464748,0.5134632902167973,0.5289852432137001,0.5288394971761705,0.5340134815084715,0.5258517034068136,0.5689385505016769,0.6651120422663509
1,0.39635634906175987,0.6479868828566223,0.6525050100200401,0.6545454545454545,0.6564401530333394,0.6564401530333394,0.6560029149207506,0.6560029149207506,0.6474767717252687,0.6549826926580433,0.3971579522681727,0.3971579522681727,0.3971579522681727,0.39635634906175987,0.39635634906175987,0.39635634906175987,0.39635634906175987,0.39635634906175987,0.6535252322827473,0.6545454545454545,0.6534523592639825,0.6461650573875023,0.6560029149207506,0.6560029149207506,0.6490071051193296,0.39635634906175987,0.6545454545454545,0.6549826926580433,0.595008198214611,0.6567316451083987,0.657314629258517,0.6539624703953362,0.6522863909637456,0.6502459464383312,0.6554199307706322,0.5229367826562216,0.5370012752778284,0.5137547822918564,0.544871561304427,0.5157952268172709,0.5182000364365094,0.5429768628165422,0.5211149571871014,0.5243942430315176,0.5314629258517034,0.5337219894334123,0.5269447986882857,0.5280378939697576,0.5418837675350702,0.5288394971761705,0.5338677354709419,0.524977227181636,0.5360539260338859,0.5352523228274731,0.531244306795409,0.5336491164146475,0.5660182317496946,0.657314629258517
2,0.42903989797777375,0.5665512843869557,0.6335944616505739,0.6341774458006922,0.6214975405356167,0.6241938422299144,0.6072873018764803,0.6161778101657861,0.6187283658225542,0.6287119693933321,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.42903989797777375,0.5625432683548917,0.6330843505192203,0.6304609218436874,0.5877573328475132,0.6207688103479687,0.6139187465840772,0.6174895245035525,0.42903989797777375,0.5581708872290034,0.6276917471306249,0.6357077791947532,0.6284204773182729,0.6145017307341957,0.6145017307341957,0.6145017307341957,0.5642922208052469,0.62579704864274,0.5180907269083622,0.5092002186190563,0.5253780287848424,0.5174348697394789,0.517070504645655,0.5268354891601384,0.5217343778466023,0.5239205684095464,0.511896520313354,0.5177263618145381,0.5252322827473128,0.5202769174713062,0.5108034250318819,0.5216615048278375,0.5245764255784295,0.5145928220076517,0.5221716159591911,0.5197668063399526,0.5038804882492257,0.5040262342867553,0.5217343778466023,0.5516986835624109,0.6357077791947532
3,0.3917289123701949,0.6441610493714702,0.6519584623793041,0.6574968118054291,0.6574968118054291,0.6574968118054291,0.6574968118054291,0.6574968118054291,0.5795955547458553,0.6498451448351248,0.39282200765166697,0.39282200765166697,0.39282200765166697,0.3917289123701949,0.3917289123701949,0.3917289123701949,0.3917289123701949,0.3917289123701949,0.6496265257788304,0.6526143195481873,0.6576425578429587,0.6539260338859537,0.6574968118054291,0.6574968118054291,0.6196028420477319,0.3917289123701949,0.6526143195481873,0.6516669703042448,0.6579340499180178,0.6548733831298962,0.6520313353980689,0.6196028420477319,0.6196028420477319,0.6472217161595919,0.64977227181636,0.5372563308435052,0.518163599927127,0.5209327746401895,0.5246492985971943,0.527345600291492,0.5402441246128621,0.5299690289670249,0.5193295682273639,0.5164875204955365,0.5409728548005102,0.5226088540717799,0.5340499180178538,0.520349790490071,0.538786664237566,0.5309892512297322,0.539515394425214,0.5136454727637092,0.5287301876480233,0.5354345053743851,0.5257423938786664,0.5360903625432684,0.5610075369594407,0.6579340499180178
4,0.4288577154308617,0.5541993077063218,0.6194935325195846,0.6217525961012935,0.6103115321552195,0.5914374202951357,0.5914374202951357,0.6114046274366916,0.6221169611951175,0.630424485334305,0.4297321916560394,0.4297321916560394,0.4297321916560394,0.4288577154308617,0.4288577154308617,0.4288577154308617,0.4288577154308617,0.4288577154308617,0.5584259427946803,0.6223355802514119,0.6128620878119876,0.6256877391145929,0.6027327382036801,0.5927491346329021,0.6201493896884679,0.4288577154308617,0.5582073237383859,0.6309345964656586,0.6085625797048643,0.6194206595008198,0.618983421388231,0.6196392785571142,0.613080706868282,0.5554381490253234,0.630424485334305,0.5157952268172709,0.5101840043723811,0.5096738932410275,0.5233011477500455,0.5220623064310439,0.5286208781198761,0.526434687556932,0.5106941155037348,0.5030424485334305,0.5211149571871014,0.5157223537985061,0.5160138458735654,0.5136819092730917,0.527892147932228,0.5090180360721442,0.5152851156859173,0.5208234651120422,0.5167425760612133,0.5214793222809255,0.5238112588813991,0.5259245764255784,0.5470226648583362,0.6309345964656586
5,0.43344871561304427,0.572927673528876,0.6170887229003461,0.6173802149754054,0.5670249590089269,0.5934049918017854,0.5993805793404992,0.6030242302787393,0.6183275642193478,0.6290398979777737,0.4338130807068683,0.4338130807068683,0.4338130807068683,0.43344871561304427,0.43344871561304427,0.43344871561304427,0.43344871561304427,0.43344871561304427,0.5682638003279286,0.617890326106759,0.6070322463108034,0.5872107852067772,0.5835671342685371,0.5985789761340864,0.6035343414100929,0.43344871561304427,0.5636728001457461,0.6285297868464201,0.6222627072326471,0.6288212789214793,0.5905629440699581,0.5905629440699581,0.5905629440699581,0.5706686099471671,0.6283840408088905,0.5214064492621607,0.5147750045545637,0.5192202586992166,0.5232282747312808,0.5100382583348515,0.512807433047914,0.5191473856804518,0.5202404809619239,0.5203862269994535,0.520896338130807,0.5211149571871014,0.5152851156859173,0.5117143377664419,0.5232282747312808,0.5213335762433959,0.5230096556749864,0.5222080524685735,0.5193660047367462,0.52534159227546,0.505811623246493,0.5195846237930406,0.5456947565163999,0.6290398979777737
6,0.3959919839679359,0.6570231371834578,0.6650391692475861,0.6654035343414101,0.6648205501912917,0.6648205501912917,0.6648205501912917,0.6648205501912917,0.655857168883221,0.6640189469848788,0.3967935871743487,0.3967935871743487,0.3967935871743487,0.3959919839679359,0.3959919839679359,0.3959919839679359,0.3959919839679359,0.3959919839679359,0.6624157405720532,0.6659136454727637,0.6663508835853525,0.6678083439606486,0.6648205501912917,0.6648205501912917,0.6433958826744398,0.3959919839679359,0.6659136454727637,0.6651120422663509,0.6674439788668246,0.6597923118965203,0.656221533977045,0.6425214064492621,0.6428857715430861,0.6598651849152851,0.6640918200036436,0.5201676079431591,0.5177627983239206,0.5265804335944616,0.5472034979049007,0.5404263071597741,0.5375842594279469,0.5261431954818728,0.5275277828384041,0.5517216250683185,0.5267261796319913,0.5342321005647659,0.5380214975405356,0.5152122426671525,0.5379486245217708,0.5321916560393515,0.5380214975405356,0.5328475132082346,0.526434687556932,0.5359810530151211,0.5300783384951722,0.5322645290581163,0.5724742414121172,0.6674439788668246
7,0.4026963016942977,0.46638732009473494,0.602004008016032,0.6031699763162689,0.6113317544179268,0.6087083257423939,0.6084897066860995,0.5914374202951357,0.5799963563490618,0.5799963563490618,0.4034979049007105,0.4034979049007105,0.4034979049007105,0.4026963016942977,0.4026963016942977,0.4026963016942977,0.4026963016942977,0.4026963016942977,0.5206777190745127,0.6046274366915649,0.5943523410457279,0.6081982146110403,0.6100929130989251,0.6076152304609218,0.6103844051739843,0.4026963016942977,0.5209692111495718,0.5850245946438332,0.5529604663873201,0.6109673893241028,0.562944069958098,0.562944069958098,0.562944069958098,0.5171069411550373,0.5740936418291128,0.5286208781198761,0.5377300054654764,0.532701767170705,0.5303698305702313,0.5285480051011113,0.5191473856804518,0.5289852432137001,0.5351065767899436,0.53641829112771,0.5310256877391146,0.5299325924576426,0.5340863545272363,0.5347422116961195,0.5337219894334123,0.5372927673528876,0.5263618145381672,0.529786846420113,0.5267990526507561,0.5320459100018218,0.5332847513208234,0.5189287666241574,0.5158573038332557,0.6113317544179268
8,0.42995081071233376,0.5470577518673712,0.6259063581708872,0.6266350883585352,0.6239387866642375,0.6111131353616324,0.6111131353616324,0.6137365640371653,0.6115503734742211,0.6220440881763527,0.4306795408999818,0.4306795408999818,0.4306795408999818,0.42995081071233376,0.42995081071233376,0.42995081071233376,0.42995081071233376,0.42995081071233376,0.5528875933685553,0.6288941519402441,0.6181818181818182,0.6330479140098378,0.6168701038440517,0.6099471670613955,0.6295500091091274,0.42995081071233376,0.5546365458189105,0.6227728183640008,0.5326288941519403,0.6294771360903625,0.6285297868464201,0.6288212789214793,0.6117689925305155,0.5494625614866095,0.6225541993077063,0.5179085443614502,0.524612862087812,0.5222080524685735,0.5117143377664419,0.5104026234286755,0.5279650209509928,0.5245399890690472,0.5206048460557479,0.5379486245217708,0.5111313536163236,0.5233011477500455,0.5145563854982693,0.5186372745490982,0.513900528329386,0.5157223537985061,0.5152851156859173,0.5180542903989798,0.5195117507742758,0.5195846237930406,0.5114228456913827,0.5189287666241574,0.5461292956282937,0.6294771360903625
9,0.420076516669703,0.5591911094917107,0.5706321734377846,0.569757697212607,0.5825833485152122,0.6072873018764803,0.6072873018764803,0.6067043177263618,0.5903078885042813,0.5950446347239935,0.42044088176352706,0.42044088176352706,0.42044088176352706,0.420076516669703,0.420076516669703,0.420076516669703,0.420076516669703,0.420076516669703,0.5570777919475314,0.5693933321187831,0.568664601931135,0.5924212060484606,0.6057569684824193,0.600364365093824,0.6086718892330115,0.420076516669703,0.5531426489342322,0.5943887775551102,0.6100564765895428,0.6101293496083076,0.6104937147021315,0.6100564765895428,0.6034250318819457,0.5578065221351795,0.5947531426489342,0.5246492985971943,0.5187465840772454,0.5378393149936236,0.5239934414283112,0.531062124248497,0.5293131717981417,0.522244488977956,0.5266897431226089,0.5119693933321188,0.5266897431226089,0.5198396793587174,0.5277828384040809,0.5239205684095464,0.5242120604846056,0.513718345782474,0.5266168701038441,0.5182364729458918,0.5309892512297322,0.5228274731280743,0.5257423938786664,0.5241391874658408,0.5338825799747643,0.6104937147021315
