,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,average_model,optimal_clustering
0,0.3321000976311598,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.7967216484250552,0.7967216484250552,0.7967216484250552,0.7967216484250552,0.8562252710549304,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.3321000976311598,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.3321000976311598,0.8601305174451467,0.8601305174451467,0.8601305174451467,0.7967216484250552,0.7967216484250552,0.7967216484250552,0.7582858023739787,0.8601305174451467,0.8601305174451467,0.5459637223164278,0.5638456399979446,0.5459637223164278,0.5588099275474026,0.544319408046863,0.8006611513625542,0.8601305174451467
1,0.38877755511022044,0.6500179846873234,0.7654282924824007,0.7277118339242588,0.7266841375057808,0.7266841375057808,0.7206207286367607,0.661425414932429,0.7588510354041417,0.7654282924824007,0.7654282924824007,0.7654282924824007,0.6500179846873234,0.6500179846873234,0.6500179846873234,0.6500179846873234,0.6500179846873234,0.38877755511022044,0.6500179846873234,0.7654282924824007,0.7238065875340425,0.7288422999845846,0.6993474127742665,0.6895842967987257,0.7202096500693695,0.38877755511022044,0.6500179846873234,0.7654282924824007,0.7300755356867581,0.7300755356867581,0.7190791840090437,0.7003751091927445,0.7003751091927445,0.7654282924824007,0.7654282924824007,0.5441652535840913,0.5501258928112636,0.5217614716612713,0.5352242947433328,0.5314218179949642,0.6884309930402116,0.7654282924824007
2,0.386465238168645,0.6473973588202045,0.7623965880478907,0.7302296901495299,0.7294075330147475,0.7294075330147475,0.7239607419968141,0.6776116335234572,0.7549971738348492,0.7623965880478907,0.7623965880478907,0.7623965880478907,0.6473973588202045,0.6473973588202045,0.6473973588202045,0.6473973588202045,0.6473973588202045,0.386465238168645,0.6473973588202045,0.7623965880478907,0.7263244437593135,0.7313601562098556,0.6963157083397564,0.6861415137968244,0.7213915009506192,0.386465238168645,0.6473973588202045,0.7623965880478907,0.732182313344638,0.732182313344638,0.7223164277272494,0.705667745747906,0.705667745747906,0.7623965880478907,0.7623965880478907,0.5431889419865372,0.5215045475566518,0.5286984224859976,0.5129746672832846,0.5345562920713222,0.6883377391059423,0.7623965880478907
3,0.39864344072760904,0.6585478649606906,0.7782744977133754,0.7782744977133754,0.7782744977133754,0.7071579055546992,0.677663018344381,0.677663018344381,0.7762191048764195,0.7776578798622886,0.7782744977133754,0.7782744977133754,0.6585478649606906,0.6585478649606906,0.6585478649606906,0.6585478649606906,0.6585478649606906,0.39864344072760904,0.6585478649606906,0.7782744977133754,0.7782744977133754,0.6372745490981964,0.66091156672319,0.7093160680335029,0.7751914084579415,0.39864344072760904,0.6585478649606906,0.7782744977133754,0.7767329530856585,0.7767329530856585,0.6242228045835261,0.6854735111248137,0.6854735111248137,0.7782744977133754,0.7782744977133754,0.553003442783002,0.5000770772313858,0.5178562252710549,0.5363547608036586,0.524433482349314,0.6962338732545815,0.7782744977133754
4,0.4131853450490725,0.6737063871332408,0.7692821540516931,0.7692821540516931,0.7692821540516931,0.7064899028826884,0.6411284106674888,0.6411284106674888,0.7682544576332151,0.7689738451261497,0.7692821540516931,0.7692821540516931,0.6737063871332408,0.6737063871332408,0.6737063871332408,0.6737063871332408,0.6737063871332408,0.4131853450490725,0.6737063871332408,0.7692821540516931,0.7692821540516931,0.7226247366527928,0.6124556805919531,0.712347772468013,0.7646575201685422,0.4131853450490725,0.6737063871332408,0.7692821540516931,0.7684599969169107,0.7684599969169107,0.7364986383022455,0.6122501413082575,0.6122501413082575,0.7692821540516931,0.7692821540516931,0.5460664919582755,0.5011561584707878,0.5131802065669802,0.5199630029289348,0.5306510456811058,0.6933506138582961,0.7692821540516931
5,0.4014696058784235,0.6616823390370484,0.7598273470016957,0.7598273470016957,0.7598273470016957,0.6541801551821592,0.633420687528904,0.633420687528904,0.7579774934484353,0.7589024202250655,0.7598273470016957,0.7598273470016957,0.6616823390370484,0.6616823390370484,0.6616823390370484,0.6616823390370484,0.6616823390370484,0.4014696058784235,0.6616823390370484,0.7598273470016957,0.7598273470016957,0.6356816196495555,0.592621139715328,0.623760341195211,0.756641488104414,0.4014696058784235,0.6616823390370484,0.7598273470016957,0.7577719541647397,0.7577719541647397,0.7146087045886645,0.6163609269821695,0.6163609269821695,0.7598273470016957,0.7598273470016957,0.5115358922974154,0.5364061456245826,0.5130774369251323,0.5192436154360002,0.5189353065104568,0.6820040841416928,0.7598273470016957
6,0.3800935203740815,0.6409228713837932,0.7582858023739787,0.733210009763116,0.7322850829864858,0.7322850829864858,0.7271466008940959,0.6824418066903036,0.7506808488772416,0.7582858023739787,0.7582858023739787,0.7582858023739787,0.6409228713837932,0.6409228713837932,0.6409228713837932,0.6409228713837932,0.6409228713837932,0.3800935203740815,0.6409228713837932,0.7582858023739787,0.7287909151636607,0.733723857972355,0.6913827655310621,0.6046451878115204,0.7196444170392066,0.3800935203740815,0.6409228713837932,0.7582858023739787,0.7348543240326807,0.7348543240326807,0.7252967473408355,0.7090591439288834,0.7090591439288834,0.7582858023739787,0.7582858023739787,0.5468886490930579,0.5236627100354555,0.5334258260109963,0.5372283027593648,0.5308565849648014,0.6861415137968244,0.7582858023739787
7,0.41169518524227944,0.6745799290889472,0.7819742048198962,0.7819742048198962,0.7819742048198962,0.7186681054416525,0.6707774523405786,0.6707774523405786,0.7806381994758749,0.7816658958943528,0.7819742048198962,0.7819742048198962,0.6745799290889472,0.6745799290889472,0.6745799290889472,0.6745799290889472,0.6745799290889472,0.41169518524227944,0.6745799290889472,0.7819742048198962,0.7819742048198962,0.7314115410307795,0.5995580905400545,0.7233955089666513,0.7782744977133754,0.41169518524227944,0.6745799290889472,0.7819742048198962,0.7812548173269617,0.7812548173269617,0.7446688248291454,0.6900981450079646,0.6900981450079646,0.7819742048198962,0.7819742048198962,0.5503314320949592,0.5335799804737681,0.5197060788243153,0.5294691947998561,0.5314218179949642,0.7078201988021627,0.7819742048198962
8,0.3857458506757104,0.6488361338060736,0.7651713683777812,0.7324906222701814,0.731668465135399,0.731668465135399,0.7264272134011613,0.6792559477930219,0.7576691845228919,0.7651713683777812,0.7651713683777812,0.7651713683777812,0.6488361338060736,0.6488361338060736,0.6488361338060736,0.6488361338060736,0.6488361338060736,0.3857458506757104,0.6488361338060736,0.7651713683777812,0.7289964544473563,0.7339293972560506,0.6978572529674734,0.6871692102153024,0.7237552027131186,0.3857458506757104,0.6488361338060736,0.7651713683777812,0.734237706181594,0.734237706181594,0.724577359847901,0.7071065207337752,0.7071065207337752,0.7651713683777812,0.7651713683777812,0.5437027901957762,0.5500745079903396,0.5419557062843636,0.5358922974153435,0.5352756795642567,0.6902218492064852,0.7651713683777812
9,0.37161502492163817,0.6330609937824366,0.7487796105030574,0.7086994501824161,0.7098299162427419,0.7098299162427419,0.7135296233492626,0.6635835774112328,0.7411746570063203,0.7487796105030574,0.7487796105030574,0.7487796105030574,0.6330609937824366,0.6330609937824366,0.6330609937824366,0.6330609937824366,0.6330609937824366,0.37161502492163817,0.6330609937824366,0.7487796105030574,0.7072606751965469,0.7005806484764401,0.682801500436771,0.7266841375057808,0.7048969734340476,0.37161502492163817,0.6330609937824366,0.7487796105030574,0.7033554288063306,0.7033554288063306,0.7134268537074149,0.6874261343199219,0.6874261343199219,0.7487796105030574,0.7487796105030574,0.5271054930373568,0.5399516982683316,0.5304968912183341,0.5444735625096346,0.5258722573351832,0.6725093111198654,0.7487796105030574
