,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,average_model,optimal_clustering
0,0.36712183881995203,0.5488507375299828,0.6052467561901524,0.6184675241279015,0.635616748824296,0.6376565244489772,0.6375809772036187,0.6341813511624832,0.6217538293009991,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.36712183881995203,0.5255444123368652,0.5976164844089372,0.6184297505052222,0.624662398247304,0.6347101818799932,0.631083914102782,0.6367121838819952,0.36712183881995203,0.5828092243186582,0.6206961678659791,0.6099306854023835,0.5962566339924831,0.593725801272971,0.6304417625172342,0.6327459535006705,0.36712183881995203,0.36712183881995203,0.5891174193060985,0.5885885885885885,0.58904187206074,0.5871154173040966,0.5856800196422838,0.5844712637165468,0.5856044723969253,0.5862466239824731,0.5882108523617957,0.5861333031144352,0.5868887755680209,0.5865110393412281,0.5834891495268854,0.5882108523617957,0.5876442480216065,0.5828469979413375,0.5870020964360587,0.5844334900938675,0.5880219842483994,0.567049229523024,0.6376565244489772
1,0.36976599240750185,0.5469620563960187,0.5585963321812378,0.6178253725423537,0.618278656014505,0.6085708349859293,0.60959072279827,0.6075887207962679,0.6121593291404612,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.36976599240750185,0.5555366687442159,0.5557255368576123,0.6175609571835987,0.5704572497025328,0.613330311443519,0.6081553251364572,0.6104217424972141,0.36976599240750185,0.5052599769580902,0.6168054847300131,0.617334315447523,0.6179386934103915,0.5935369331595747,0.6046046046046046,0.5983341832398437,0.36976599240750185,0.36976599240750185,0.5855289251515666,0.5909305531947041,0.5855666987742459,0.5831114133000925,0.5865488129639073,0.5896084764009293,0.5801272971084291,0.5811094112980906,0.5856422460196045,0.5862088503597938,0.5862088503597938,0.5879086633803615,0.5947079154626325,0.5842068483577918,0.5872287381721344,0.5886263622112679,0.5894573819102121,0.5848112263206603,0.5831869605454512,0.552348295185472,0.618278656014505
2,0.36982265284152077,0.5819970914310537,0.6383175628458647,0.6478742893837234,0.6530870493134644,0.6524448977279166,0.6518405197650481,0.6274765331369105,0.6172398813908248,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.36982265284152077,0.5730447428560637,0.6410372636787731,0.6467033070806656,0.6524448977279166,0.6518027461423688,0.6265699661926077,0.6382042419778269,0.36982265284152077,0.5837346780743007,0.6368821651840519,0.654106937125805,0.6539936162577672,0.6423593404725481,0.6158800309743706,0.6332558974068409,0.36982265284152077,0.36982265284152077,0.5847545658866413,0.5803728256558445,0.5879653238143804,0.5858122273216613,0.590307288420496,0.5750845184807449,0.5847167922639621,0.584036867055735,0.5880030974370597,0.5853211702268306,0.5821859595444501,0.5829414319980357,0.5856233592082649,0.5912138553647988,0.5796551268249381,0.5842257351691313,0.5847167922639621,0.5885319281545697,0.5928758947626872,0.5840522563094191,0.654106937125805
3,0.3667063289704799,0.5525147789298732,0.5916104784029312,0.6570721665061288,0.6572232609968459,0.6594519047349237,0.6579409598277522,0.6585453377906209,0.615596728804276,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.3667063289704799,0.5592384837667856,0.5828092243186582,0.6569588456380909,0.6583564696772244,0.6586208850359794,0.6591497157534894,0.6585831114133001,0.3667063289704799,0.5424292216745047,0.6549946172587682,0.6565811094112981,0.6580920543184694,0.658167601563828,0.6577898653370351,0.6560145050711088,0.3667063289704799,0.3667063289704799,0.5892307401741363,0.5932725178008197,0.5930836496874232,0.5897595708916463,0.5885885885885885,0.5883997204751922,0.5852267361701324,0.5868132283226623,0.5924414981018754,0.5885508149659093,0.5849623208113774,0.5860577558690766,0.5885885885885885,0.5848867735660188,0.5833380550361682,0.587719795266965,0.5862466239824731,0.5920259882524034,0.5877575688896444,0.5852323322623811,0.6594519047349237
4,0.37522428088465826,0.5659810754150377,0.598995221636731,0.6470054960620998,0.6476476476476476,0.6350312576727671,0.6339358226150679,0.6171265605227869,0.61486014316203,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.37522428088465826,0.5509471735886831,0.6033014146221694,0.6474587795342512,0.6470054960620998,0.6387330726953369,0.6173532022588626,0.6171643341454662,0.37522428088465826,0.5597862012956353,0.5756888964436134,0.6465144389672691,0.6462877972311935,0.6379398266190719,0.6439080590023987,0.6145579541805957,0.37522428088465826,0.37522428088465826,0.5805616937692409,0.5862655107938127,0.5838857725650178,0.5810527508640716,0.5822992804124879,0.5825259221485637,0.5785974653899182,0.5799950894290516,0.584036867055735,0.5822992804124879,0.5830547528660737,0.5865299261525677,0.5829414319980357,0.5784085972765218,0.5829036583753565,0.5814304870908644,0.5760666326704063,0.584036867055735,0.5739513098003663,0.5734574546594113,0.6476476476476476
5,0.36425104349632653,0.5170453472340265,0.596785464709993,0.6111772149507999,0.6306684042533099,0.6308950459893856,0.6250401344740968,0.6375432035809394,0.6179386934103915,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.36425104349632653,0.540200577936427,0.6088730239673635,0.6105350633652521,0.6189208076000529,0.6364477685232403,0.6386764122613179,0.6318016129336884,0.36425104349632653,0.5561788203297637,0.5652067161501124,0.6154078606908796,0.6333125578408597,0.6277598353070051,0.6383364496572044,0.6366366366366366,0.36425104349632653,0.36425104349632653,0.5894196082875328,0.5926681398379512,0.5883619468525129,0.5940279902544053,0.5883241732298337,0.5912705157988177,0.5900995334957599,0.5910816476854213,0.5872665117948137,0.5891929665514571,0.5896840236462878,0.5932347441781404,0.5896462500236085,0.5917993465163276,0.5910061004400627,0.5880597578710787,0.5927436870833097,0.5895329291555707,0.5930081024420647,0.5646904766401621,0.6386764122613179
6,0.3654597994220636,0.5678130961149829,0.5407671822766162,0.6501973671784993,0.6505373297826128,0.6555612215989575,0.6546168810319754,0.6540125030691069,0.6207717151113378,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.3654597994220636,0.5703439288344949,0.5470753772640565,0.6504995561599335,0.6516705384629913,0.6520105010671048,0.6542391448051825,0.6543146920505412,0.3654597994220636,0.5207471622565962,0.6473643454775531,0.6491774793661587,0.6521993691805013,0.6537103140876726,0.653370351483559,0.6523882372938977,0.3654597994220636,0.3654597994220636,0.5911949685534591,0.5911194213081006,0.5942924056131603,0.5908927795720249,0.5921770827431205,0.5880597578710787,0.5894951555328913,0.5961810867471244,0.5938013485183297,0.5898728917596842,0.5850756416794153,0.58957070277825,0.5889663248153815,0.5884752677205507,0.5848489999433396,0.5857177932649631,0.5866999074546244,0.5858311141330009,0.5899106653823635,0.5789143441135056,0.6555612215989575
7,0.37254235367442917,0.5764065952745198,0.6379020529963926,0.6383175628458647,0.6462122499858349,0.6458345137590421,0.6407350746973388,0.6407728483200181,0.6236613972463029,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.37254235367442917,0.5816571288269401,0.6344646533325778,0.6397907341303568,0.6425482085859444,0.6453056830415321,0.64489017319206,0.6387708463180162,0.37254235367442917,0.49942395225414093,0.5920826486864222,0.6276276276276276,0.6387330726953369,0.638355336468544,0.6380153738644304,0.6421326987364723,0.37254235367442917,0.37254235367442917,0.5834324890928665,0.5783330500311632,0.5844146032825278,0.5854344910948684,0.5839613198103765,0.5786352390125975,0.5803728256558445,0.5776908984456154,0.5847545658866413,0.5798439949383346,0.5844523769052071,0.5798062213156553,0.5774642567095397,0.5795418059569003,0.5821859595444501,0.5847923395093206,0.5807883355053166,0.5860388690577369,0.5827903375073187,0.5783834148614022,0.6462122499858349
8,0.3677451035941602,0.5665476797552269,0.6375998640149584,0.6494607815362532,0.6521427087464823,0.6523693504825581,0.648365346478554,0.6465899862126278,0.6175042967495797,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.3677451035941602,0.5762555007838027,0.6405084329612631,0.6500273858764425,0.6533136910495401,0.6516894252743309,0.6504051221032353,0.6478742893837234,0.3677451035941602,0.5306249645872287,0.5804105992785238,0.6407350746973388,0.6343891060872193,0.6384686573365819,0.6438702853797194,0.6430770393034544,0.3677451035941602,0.3677451035941602,0.5856611328309441,0.5852456229814721,0.5824881485258844,0.5901561939297788,0.5838857725650178,0.5890607588720796,0.5858877745670199,0.5818837705630159,0.5854722647175478,0.5898540049483446,0.5901939675524581,0.588834117136004,0.5864921525298884,0.5900050994390617,0.5884941545318904,0.5826014693939222,0.5938202353296693,0.5894762687215518,0.5859633218123784,0.5811464854092387,0.6533136910495401
9,0.3705214648610875,0.5749900844240466,0.5659244149810188,0.6353901070882203,0.6355034279562581,0.6399607154324135,0.6357678433150131,0.6349745972387482,0.6149923508414075,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.3705214648610875,0.5715149111375526,0.570759438683967,0.6347479555026725,0.6363722212778816,0.6396585264509793,0.6387897331293557,0.6357678433150131,0.3705214648610875,0.5485107749258693,0.592252629988479,0.6363344476552024,0.6124992917445747,0.6131414433301225,0.613330311443519,0.6051712089447938,0.3705214648610875,0.3705214648610875,0.583980206621716,0.5866621338319451,0.5868132283226623,0.588777456701985,0.5831869605454512,0.5818271101289969,0.5876064743989272,0.5866621338319451,0.5868132283226623,0.5836402440176025,0.5852267361701324,0.5900239862504013,0.5873042854174929,0.5814871475248834,0.583451375904206,0.5811094112980906,0.5839046593763575,0.5830736396774132,0.5862088503597938,0.5681096890041685,0.6399607154324135
