,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,average_model,optimal_clustering
0,0.42744580069229365,0.5761067589724904,0.5756968482419385,0.6092639825104755,0.6076243395882674,0.5861267990526507,0.5966933867735471,0.6037985061031154,0.5703680087447622,0.5881763527054108,0.5886773547094188,0.5886773547094188,0.5886773547094188,0.42744580069229365,0.42744580069229365,0.42744580069229365,0.42744580069229365,0.42744580069229365,0.5754691200582984,0.5846693386773547,0.6119056294406996,0.6153670978320277,0.6168245582073237,0.6055292402987794,0.593960648569867,0.42744580069229365,0.5886773547094188,0.6293040626707961,0.626115868099836,0.6184186554928038,0.6184186554928038,0.5921843687374749,0.6060757879395154,0.5552468573510657,0.5886773547094188,0.5239114592822007,0.49676625979231187,0.5035981053015122,0.5118418655492804,0.5061486609582801,0.5069229367826562,0.49512661687010384,0.4826926580433594,0.49836035707779197,0.4959464383312079,0.5580622524510299,0.6293040626707961
1,0.45149389688467845,0.5582528693751139,0.5951903807615231,0.5963290216797231,0.5651302605210421,0.5353434141009291,0.5828475132082347,0.5817088722900347,0.5440426307159774,0.6026143195481873,0.6026143195481873,0.6026143195481873,0.6026143195481873,0.45149389688467845,0.45149389688467845,0.45149389688467845,0.45149389688467845,0.45149389688467845,0.56472034979049,0.6026598651849153,0.5971032975040991,0.5852614319548187,0.6134541810894516,0.5826653306613226,0.6066678812169795,0.45149389688467845,0.6026143195481873,0.6026143195481873,0.6026143195481873,0.6191473856804518,0.5862634359628348,0.5862634359628348,0.5965112042266351,0.5753780287848425,0.6026143195481873,0.4866551284386956,0.5016851885589361,0.49631080342503187,0.48515212242667155,0.49184733102568773,0.5086536709783203,0.49603752960466385,0.49243942430315174,0.4854253962470395,0.4975860812534159,0.5574920885542128,0.6191473856804518
2,0.4532701767170705,0.5794315904536346,0.6091728912370195,0.5984696666059391,0.5752869375113864,0.5812534159227546,0.5794315904536346,0.5802969575514666,0.5779741300783385,0.6099471670613955,0.6099471670613955,0.6099471670613955,0.6099471670613955,0.4532701767170705,0.4532701767170705,0.4532701767170705,0.4532701767170705,0.4532701767170705,0.5839861541264347,0.6137274549098196,0.6059846966660594,0.5999726726179632,0.6202404809619239,0.5833485152122426,0.6037985061031154,0.4532701767170705,0.6099471670613955,0.6099471670613955,0.6099471670613955,0.6195572964110039,0.5831207870286027,0.5831207870286027,0.5812534159227546,0.5906358170887229,0.6099471670613955,0.5116596830023684,0.49845144835124794,0.5027327382036801,0.5158043359446165,0.5024594643833121,0.5086081253415923,0.49799599198396793,0.501229732191656,0.4879304062670796,0.5024594643833121,0.5643779140773129,0.6195572964110039
3,0.4498542539624704,0.5792949535434505,0.6010657678994352,0.5992894880670432,0.5837128803060667,0.5792494079067225,0.5737839314993624,0.5989706686099472,0.5564310439059938,0.6115412643468756,0.6115412643468756,0.6115412643468756,0.6115412643468756,0.4498542539624704,0.4498542539624704,0.4498542539624704,0.4498542539624704,0.4498542539624704,0.5770176717070504,0.594370559300419,0.5827564219347786,0.5548824922572417,0.593687374749499,0.6099016214246675,0.5805246857351066,0.4498542539624704,0.6115412643468756,0.6115412643468756,0.6115412643468756,0.591728912370195,0.5972854800510111,0.5972854800510111,0.596237930406267,0.563536163235562,0.6115412643468756,0.5234560029149208,0.5115230460921844,0.5032337402076881,0.5129349608307524,0.4938513390417198,0.4972672617963199,0.5038713791218801,0.5163053379486245,0.502095099289488,0.5029604663873201,0.563308435051922,0.6115412643468756
4,0.45267808343960647,0.5778374931681545,0.6012479504463473,0.6006558571688833,0.5819821461104027,0.5769721260703224,0.5707779194753143,0.5974221169611951,0.5262798323920569,0.6029786846420113,0.6029786846420113,0.6029786846420113,0.6029786846420113,0.45267808343960647,0.45267808343960647,0.45267808343960647,0.45267808343960647,0.45267808343960647,0.5743760247768264,0.594188376753507,0.5864000728730188,0.5673619967207142,0.592685370741483,0.6074421570413554,0.5796137730005465,0.45267808343960647,0.6029786846420113,0.6029786846420113,0.6029786846420113,0.5903625432683549,0.5966478411368191,0.5966478411368191,0.595964656585899,0.5585261431954819,0.6029786846420113,0.47681727090544723,0.5133448715613044,0.4959464383312079,0.5082893058844963,0.5013208234651121,0.49826926580433595,0.49886135908179996,0.5159409728548006,0.49535434505374387,0.4959464383312079,0.5596749053662882,0.6029786846420113
5,0.4320003643650938,0.5573419566405539,0.6027509564583713,0.6078976134086355,0.5690471852796503,0.593323009655675,0.592594279468027,0.5976498451448351,0.5462288212789215,0.5879941701584989,0.5882218983421388,0.5882218983421388,0.5882218983421388,0.4320003643650938,0.4320003643650938,0.4320003643650938,0.4320003643650938,0.4320003643650938,0.562807433047914,0.5977409364182912,0.6050282382947714,0.593732920386227,0.6086263435962834,0.6047094188376754,0.5861723446893787,0.4320003643650938,0.5882218983421388,0.5867644379668427,0.596556749863363,0.5951903807615231,0.5951903807615231,0.5974676625979232,0.596283476042995,0.5763800327928584,0.5882218983421388,0.5124339588267444,0.5095190380761523,0.4962197121515759,0.5084714884314083,0.50022772818364,0.5148478775733285,0.50068318455092,0.5054654764073602,0.49498997995991983,0.498952450355256,0.5530286161548686,0.6078976134086355
6,0.44921661504827837,0.5868555292402988,0.5726908362178903,0.5750136636910184,0.5745126616870104,0.5788850428128985,0.561714337766442,0.5725541993077063,0.5843049735835307,0.6030697759154673,0.6030697759154673,0.6030697759154673,0.6030697759154673,0.44921661504827837,0.44921661504827837,0.44921661504827837,0.44921661504827837,0.44921661504827837,0.5899526325378028,0.5724175623975223,0.5588905082893059,0.5576152304609219,0.5986973947895792,0.5913190016396429,0.5813445071962106,0.44921661504827837,0.6030697759154673,0.6030697759154673,0.6030697759154673,0.5897249043541629,0.6079431590453634,0.6079431590453634,0.6039351430132993,0.5860357077791948,0.6030697759154673,0.49029877937693567,0.4943067954089998,0.499863363089816,0.5152122426671525,0.49166514847877574,0.4969028967024959,0.4968573510657679,0.49854253962470396,0.5110220440881763,0.49184733102568773,0.5600730079687994,0.6079431590453634
7,0.45213153579887044,0.5276462014938968,0.5540626707961377,0.559573692840226,0.563399526325378,0.5656768081617781,0.561714337766442,0.5877664419748588,0.5630351612315541,0.6113590817999636,0.6113590817999636,0.6113590817999636,0.6113590817999636,0.45213153579887044,0.45213153579887044,0.45213153579887044,0.45213153579887044,0.45213153579887044,0.5219074512661687,0.5163053379486245,0.5655401712515941,0.5709145563854983,0.5776553106212425,0.5905902714519949,0.5808890508289306,0.45213153579887044,0.6113590817999636,0.6113590817999636,0.6113590817999636,0.6143195481872836,0.6053015121151394,0.6053015121151394,0.6086263435962834,0.4818272909455274,0.6113590817999636,0.4783658225541993,0.4878393149936236,0.49858808526143195,0.49016214246675166,0.500592093277464,0.500273273820368,0.49867917653488797,0.5089269447986883,0.4875204955365276,0.5033248314811442,0.5556264043237992,0.6143195481872836
8,0.42439424303151757,0.5568409546365458,0.5673619967207142,0.6091728912370195,0.6063490617598835,0.6035252322827473,0.592730916378211,0.5789761340863545,0.5651758061577701,0.591501184186555,0.5910912734560029,0.5910912734560029,0.5910912734560029,0.42439424303151757,0.42439424303151757,0.42439424303151757,0.42439424303151757,0.42439424303151757,0.5575696848241939,0.562488613590818,0.6021588631809073,0.6031608671889233,0.6197850245946438,0.6030697759154673,0.6070322463108034,0.42439424303151757,0.5910912734560029,0.5841683366733467,0.626571324467116,0.6278010566587721,0.6278010566587721,0.6018400437238113,0.6063946073966114,0.5660411732556021,0.5910912734560029,0.5130260521042084,0.49863363089815993,0.5021861905629441,0.5115230460921844,0.5039169247586082,0.5034159227546001,0.49207505920932776,0.5035070140280561,0.49877026780834394,0.5053743851339042,0.556076800064776,0.6278010566587721
9,0.4267626161413737,0.5581162324649298,0.563262889415194,0.6081708872290035,0.6055292402987794,0.6025232282747313,0.592366551284387,0.5769721260703224,0.562534159227546,0.5855802514119147,0.5852614319548187,0.5852614319548187,0.5852614319548187,0.4267626161413737,0.4267626161413737,0.4267626161413737,0.4267626161413737,0.4267626161413737,0.5581162324649298,0.5582984150118419,0.6017034068136272,0.6005192202586992,0.6166879212971398,0.6020677719074513,0.6052104208416834,0.4267626161413737,0.5852614319548187,0.5772453998906905,0.623929677536892,0.625432683548916,0.625432683548916,0.5978320276917471,0.6042084168336673,0.5667699034432502,0.5852614319548187,0.4856986700674075,0.4940790672253598,0.5032792858444161,0.48547094188376755,0.5059209327746402,0.502413918746584,0.501184186554928,0.4920295135725997,0.49722171615959193,0.5061031153215522,0.5541773783256749,0.625432683548916
