,abilities
kmeans_n_clusters_1,0.5198806
kmeans_n_clusters_2,0.53984594
kmeans_n_clusters_3,0.5366339
kmeans_n_clusters_4,0.5353212
kmeans_n_clusters_5,0.5096644
kmeans_n_clusters_6,0.5095609
kmeans_n_clusters_7,0.4947328
kmeans_n_clusters_8,0.49289665
dbscan_eps_0_1_min_samples_2,0.5198806
dbscan_eps_0_2_min_samples_2,0.5198806
dbscan_eps_0_3_min_samples_2,0.5198806
dbscan_eps_0_4_min_samples_2,0.5198806
dbscan_eps_0_5_min_samples_2,0.5198806
dbscan_eps_0_6_min_samples_2,0.5198806
dbscan_eps_0_7_min_samples_2,0.5198806
dbscan_eps_0_8_min_samples_2,0.5198806
dbscan_eps_0_9_min_samples_2,0.5198806
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5198806
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50421023
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.47825935
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48500142
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.47392815
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.46724916
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46645752
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4707279
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5198806
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5407526
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5323164
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5100133
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5009642
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49206966
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4869316
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47919294
mean_shift_,0.5253919
optics_,0.5205596
random_model_n1,0.48663995
random_model_n2,0.48656237
random_model_n3,0.48742184
random_model_n4,0.4866061
random_model_n5,0.4867336
random_model_n6,0.486566
random_model_n7,0.48666942
random_model_n8,0.4867241
random_model_n9,0.4866318
random_model_n10,0.48647857
random_model_n11,0.4866335
random_model_n12,0.48646554
random_model_n13,0.4864185
random_model_n14,0.48646837
random_model_n15,0.48664448
random_model_n16,0.48644546
random_model_n17,0.48661837
random_model_n18,0.48669845
random_model_n19,0.48668796
random_model_n20,0.4864221
random_model_n21,0.48689303
random_model_n22,0.48702443
random_model_n23,0.48678216
random_model_n24,0.48637846
average_model,0.5082275
optimal_clustering,0.5419908
