,abilities
kmeans_n_clusters_1,0.520248
kmeans_n_clusters_2,0.54155415
kmeans_n_clusters_3,0.5381432
kmeans_n_clusters_4,0.51613927
kmeans_n_clusters_5,0.515071
kmeans_n_clusters_6,0.5153863
kmeans_n_clusters_7,0.49964887
kmeans_n_clusters_8,0.49936137
dbscan_eps_0_1_min_samples_2,0.520248
dbscan_eps_0_2_min_samples_2,0.520248
dbscan_eps_0_3_min_samples_2,0.520248
dbscan_eps_0_4_min_samples_2,0.520248
dbscan_eps_0_5_min_samples_2,0.520248
dbscan_eps_0_6_min_samples_2,0.520248
dbscan_eps_0_7_min_samples_2,0.520248
dbscan_eps_0_8_min_samples_2,0.520248
dbscan_eps_0_9_min_samples_2,0.520248
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.520248
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5066977
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4819706
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48874933
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4777029
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47089362
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47061998
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.47472
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.520248
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5422963
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5339062
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5162608
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5070249
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4979468
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49150038
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48432368
mean_shift_,0.5256843
optics_,0.5208149
random_model_n1,0.48941582
random_model_n2,0.48940635
random_model_n3,0.4902801
random_model_n4,0.48940572
random_model_n5,0.48955083
random_model_n6,0.4893758
random_model_n7,0.48950893
random_model_n8,0.48951465
random_model_n9,0.48944518
random_model_n10,0.48928505
random_model_n11,0.48942262
random_model_n12,0.48925126
random_model_n13,0.48921415
random_model_n14,0.48928937
random_model_n15,0.48941794
random_model_n16,0.4892461
random_model_n17,0.48944056
random_model_n18,0.48955926
random_model_n19,0.48948237
random_model_n20,0.48919213
random_model_n21,0.4897008
random_model_n22,0.48982084
random_model_n23,0.48961025
random_model_n24,0.48915544
random_model_n25,0.49016768
average_model,0.5102091
optimal_clustering,0.5438887
