,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,average_model,optimal_clustering
0,0.391871462222691,0.6481735400625813,0.6559786239144957,0.6596350595928699,0.6596350595928699,0.6596350595928699,0.6593537953099181,0.6593537953099181,0.644446788313469,0.6541504060753085,0.3931371514959744,0.3931371514959744,0.3931371514959744,0.391871462222691,0.391871462222691,0.391871462222691,0.391871462222691,0.391871462222691,0.653236297155715,0.6566817846218753,0.6599866399465598,0.6584396863903245,0.6593537953099181,0.6593537953099181,0.6201877439088703,0.391871462222691,0.6566817846218753,0.6554160953485919,0.6603382203002496,0.6561192560559715,0.6534472453679289,0.6201877439088703,0.6201877439088703,0.6509861828921,0.6538691417923567,0.5404493196920156,0.5249094680589249,0.5239250430685933,0.5355975108110959,0.5254016805540906,0.5197060788243153,0.535175614386668,0.5301831733642725,0.5304644376472243,0.5329958161937911,0.5400274232675878,0.5320817072741976,0.5294096965861548,0.5240656752100693,0.5455120767851492,0.5320817072741976,0.5386211018528284,0.5391133143479943,0.5305347537179622,0.5185810216925079,0.5318004429912456,0.5313082304960799,0.5239953591393313,0.6228258987110022,0.6603382203002496
1,0.39398094434483,0.6457827936574905,0.6496501775480786,0.6526737685898112,0.6536581935801428,0.6536581935801428,0.6541504060753085,0.6541504060753085,0.6450796329501107,0.6514080793165278,0.3951763175473755,0.3951763175473755,0.3951763175473755,0.39398094434483,0.39398094434483,0.39398094434483,0.39398094434483,0.39398094434483,0.6502127061139823,0.6518299757409556,0.6504939703969342,0.6436733115353515,0.6541504060753085,0.6541504060753085,0.6474000632844636,0.39398094434483,0.6518299757409556,0.6519002918116935,0.5920613156136835,0.6551348310656401,0.6560489399852336,0.6514783953872657,0.6500017579017684,0.6475406954259396,0.6518299757409556,0.5402383714798017,0.5357381429525718,0.535175614386668,0.5227296698660479,0.5243469394930211,0.5346130858207644,0.5334177126182189,0.5325739197693633,0.5259642091199944,0.5280033751713954,0.5296909608691066,0.5416446928945611,0.5228703020075238,0.5322223394156734,0.543894807158176,0.5287065358787751,0.5336989769011707,0.5239250430685933,0.5281440073128714,0.5145026895897057,0.5279330591006575,0.5184403895510319,0.5341208733255985,0.6203882749254193,0.6560489399852336
2,0.42537706992933233,0.5669936363955982,0.6318250536160039,0.6321063178989558,0.6168477305488169,0.6226839644200682,0.6105896002531379,0.6105896002531379,0.6191681608831698,0.6280983018668916,0.42516612171711843,0.42516612171711843,0.42516612171711843,0.42537706992933233,0.42537706992933233,0.42537706992933233,0.42537706992933233,0.42537706992933233,0.5619308793024645,0.6323875821819077,0.629363991140175,0.5922371057905285,0.6202932180149773,0.6135428752241324,0.618746264458742,0.42537706992933233,0.5563055936434272,0.6274654572302499,0.6350595928699504,0.6280279857961537,0.6154414091340575,0.6154414091340575,0.6154414091340575,0.5643216257075555,0.6257778715325387,0.528952642126358,0.5143268994128608,0.5254368385894597,0.5141862672713848,0.5255774707309355,0.5123580494321978,0.5201631332841121,0.5177723868790212,0.5238195689624864,0.51193615300777,0.5115845726540801,0.5219913511232992,0.5223429314769891,0.5155925886861442,0.5257181028724115,0.5301480153289034,0.5349295081390852,0.5251555743065077,0.5094750905319411,0.524803993952818,0.5278275849945505,0.5295854867629997,0.5242414653869142,0.5903229460871059,0.6350595928699504
3,0.38614070245754667,0.6453257391976936,0.6536230355447737,0.6607952747600464,0.6607952747600464,0.6607952747600464,0.6606546426185704,0.6606546426185704,0.5847132862215659,0.6529198748373941,0.3869844953064023,0.3869844953064023,0.3869844953064023,0.38614070245754667,0.38614070245754667,0.38614070245754667,0.38614070245754667,0.38614070245754667,0.6517245016348486,0.655169989101009,0.6608655908307843,0.6562950462328165,0.6606546426185704,0.6606546426185704,0.6232464929859719,0.38614070245754667,0.655169989101009,0.6543261962521534,0.6607249586893085,0.6577013676475758,0.655310621242485,0.6232464929859719,0.6232464929859719,0.6487009105931161,0.6528495587666561,0.5210069261329677,0.5281088492775023,0.5354920367049889,0.5390781563126252,0.5331012902998981,0.5213585064866575,0.5367577259782723,0.5330309742291601,0.5314840206729248,0.5378124670393418,0.5412579545055022,0.5499771472770102,0.5421017473543578,0.5464613437401118,0.5449143901838766,0.5359139331294167,0.5306402278240692,0.5187568118693527,0.5320465492388285,0.5364061456245826,0.5356326688464649,0.5433674366276412,0.5366874099075344,0.6202098804496582,0.6608655908307843
4,0.42492001546953556,0.5491685124635235,0.6197658474844425,0.6226488063846992,0.6114685511373624,0.5926238441795872,0.5926238441795872,0.6109763386421967,0.6213831171114158,0.6278521956193088,0.4259044404598671,0.4259044404598671,0.4259044404598671,0.42492001546953556,0.42492001546953556,0.42492001546953556,0.42492001546953556,0.42492001546953556,0.552473367788208,0.6224378581724853,0.612382660056956,0.6260942938508596,0.6030306226488064,0.5938192173821327,0.6194845832014907,0.42492001546953556,0.5524030517174701,0.6282740920437366,0.6079527476004641,0.618851738564849,0.6184298421404212,0.6190626867770629,0.6150546707449988,0.550293569595331,0.6282740920437366,0.5199873431072671,0.5102837253454277,0.5237140948563794,0.5179481770558662,0.5218155609464543,0.5227999859367859,0.5142917413774918,0.5186513377632458,0.5318004429912456,0.537355412579545,0.5168231199240586,0.5191435502584115,0.5148542699433956,0.5311675983546039,0.5204092395316949,0.5194951306121014,0.537496044721021,0.5190732341876736,0.5210420841683366,0.5113384664064972,0.5163309074288929,0.5100024610624758,0.5135182645993742,0.58384214823409,0.6282740920437366
5,0.4285764511479099,0.5649193123088282,0.6173751010793517,0.6179376296452554,0.5715290229581971,0.5950849066554161,0.6013430369510951,0.6063354779734909,0.6194845832014907,0.6284850402559505,0.4289280315015997,0.4289280315015997,0.4289280315015997,0.4285764511479099,0.4285764511479099,0.4285764511479099,0.4285764511479099,0.4285764511479099,0.560981612347502,0.6183595260696833,0.60809337974194,0.5892486727841648,0.5863657138839081,0.6003586119607637,0.6054213690538973,0.4285764511479099,0.5564110677495342,0.6282740920437366,0.623211334950603,0.6284850402559505,0.5926941602503252,0.5926941602503252,0.5926941602503252,0.563091094469641,0.6276412474070949,0.5159090110044651,0.5136588967408501,0.5232218823612137,0.5237140948563794,0.5171747002777485,0.520338923460957,0.5167528038533207,0.5156277467215132,0.5230812502197377,0.5113384664064972,0.5156980627922512,0.5237140948563794,0.522589037724572,0.5143620574482298,0.5261751573322083,0.5336989769011707,0.537496044721021,0.5182997574095559,0.5303238055057483,0.5271595823225398,0.5153464824385613,0.516119959216679,0.516119959216679,0.5797690247291203,0.6284850402559505
6,0.3941918925570439,0.6517596596702177,0.6587209506732764,0.6614632774320571,0.6614632774320571,0.6614632774320571,0.6609710649368913,0.6609710649368913,0.6498611257602925,0.6579474738951587,0.3952466336181134,0.3952466336181134,0.3952466336181134,0.3941918925570439,0.3941918925570439,0.3941918925570439,0.3941918925570439,0.3941918925570439,0.6564005203389235,0.6602679042295116,0.6632914952712442,0.661744541715009,0.6609710649368913,0.6609710649368913,0.640298140139929,0.3941918925570439,0.6602679042295116,0.6592131631684421,0.66378370776641,0.6568224167633513,0.653095665014239,0.6400168758569771,0.6400871919277151,0.6543613542875224,0.6582287381781106,0.5428400660971064,0.5230812502197377,0.5313785465668178,0.5313082304960799,0.5270892662518019,0.5359490911647857,0.5228703020075238,0.5327848679815772,0.5284955876665612,0.5332770804767429,0.531097282283866,0.5296909608691066,0.5376366768624969,0.5222374573708821,0.5259642091199944,0.5249094680589249,0.5290581162324649,0.5377069929332349,0.5299722251520586,0.5164012234996308,0.5324332876278873,0.5401680554090638,0.5376366768624969,0.6273730046187241,0.66378370776641
7,0.4062862567239743,0.46943008824666876,0.5978272334141969,0.6004289280315016,0.6067573743979187,0.6045072601343037,0.6045072601343037,0.5961396477164856,0.5770839925464964,0.5770839925464964,0.4072706817143058,0.4072706817143058,0.4072706817143058,0.4062862567239743,0.4062862567239743,0.4062862567239743,0.4062862567239743,0.4062862567239743,0.5186513377632458,0.6000070316070738,0.5917097352599937,0.6036634672854481,0.606054213690539,0.6039447315684,0.6061948458320149,0.4062862567239743,0.5187919699047218,0.5815842210737264,0.5495904088879513,0.6066167422564427,0.5618957212670956,0.5618957212670956,0.5618957212670956,0.5147839538726576,0.5710368104630313,0.5299019090813205,0.5300425412227965,0.5206905038146469,0.5313785465668178,0.5217452448757164,0.5318004429912456,0.5186513377632458,0.5239250430685933,0.5317301269205077,0.5114790985479731,0.5317301269205077,0.528987800161727,0.5306753858594382,0.5343318215378124,0.5343318215378124,0.5322926554864115,0.5261048412614703,0.528987800161727,0.5214639805927644,0.5239953591393313,0.5234328305734276,0.5320817072741976,0.5206905038146469,0.556809525483716,0.6067573743979187
8,0.42541222796470135,0.5421369053897268,0.6222269099602714,0.625250501002004,0.625180184931266,0.6147734064620469,0.6149140386035228,0.5936082691699188,0.6083043279541539,0.6185704742818972,0.42618570474281897,0.42618570474281897,0.42618570474281897,0.42541222796470135,0.42541222796470135,0.42541222796470135,0.42541222796470135,0.42541222796470135,0.5489575642513096,0.6260239777801216,0.6151249868157367,0.6313679991562071,0.6199064796259185,0.6132967689765496,0.6293991491755441,0.42541222796470135,0.5501529374538551,0.6192736349892768,0.5384101536406145,0.6298913616707098,0.6284147241852125,0.6286959884681644,0.6097809654396512,0.5445979678655557,0.618851738564849,0.5331364483352671,0.5237844109271174,0.5259642091199944,0.5229406180782618,0.5103540414161657,0.5187216538339837,0.5213936645220265,0.5068382378792673,0.5269486341103259,0.5393242625602082,0.5306753858594382,0.518088809197342,0.5187216538339837,0.5190732341876736,0.5227296698660479,0.5209014520268608,0.5033224343423689,0.5214639805927644,0.5219561930879303,0.533206764406005,0.5192841823998875,0.5334177126182189,0.5156980627922512,0.5842510231639367,0.6313679991562071
9,0.4192595717751292,0.5570087543508069,0.5669233203248603,0.5663607917589565,0.5795098969869563,0.6062300038673839,0.6062300038673839,0.5932215307808599,0.5938543754175016,0.5982842878739936,0.419681468199557,0.419681468199557,0.419681468199557,0.4192595717751292,0.4192595717751292,0.4192595717751292,0.4192595717751292,0.4192595717751292,0.5542664275920262,0.565376366768625,0.5662201596174806,0.588932250465844,0.6053862110185283,0.6001828217839187,0.6075660092114052,0.4192595717751292,0.5511022044088176,0.5972295468129241,0.6100270716872341,0.6089020145554267,0.6093239109798545,0.6091129627676406,0.6025032521182716,0.5553914847238336,0.5979327075203038,0.5297964349752136,0.5234679886087965,0.5192490243645185,0.5208662939914918,0.5312730724607109,0.5241008332454382,0.537460886685652,0.5165770136764758,0.5267025278627431,0.5269837921456949,0.5217804029110853,0.5240305171747003,0.5296558028337377,0.5143268994128608,0.5298667510459516,0.5191787082937805,0.5207256618500158,0.5171395422423795,0.5208662939914918,0.528952642126358,0.5178427029497592,0.5255774707309355,0.5286713778434061,0.5687619553597122,0.6100270716872341
