,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,average_model,optimal_clustering
0,0.32049923466384084,0.722241846226304,0.722241846226304,0.7123513481690804,0.7064641469445425,0.7123513481690804,0.704815730601672,0.7208289179324149,0.3287413163781938,0.6716119156952784,0.7029318262098199,0.7184740374425997,0.7224773342752855,0.7248322147651006,0.7248322147651006,0.7248322147651006,0.7248322147651006,0.32049923466384084,0.722241846226304,0.722241846226304,0.722241846226304,0.722241846226304,0.7118803720711174,0.7132933003650065,0.7189450135405628,0.32049923466384084,0.722241846226304,0.7248322147651006,0.7236547745201931,0.7236547745201931,0.7132933003650065,0.7132933003650065,0.7132933003650065,0.722241846226304,0.6749087483810197,0.5769457200047098,0.5602260685270223,0.6030848934416578,0.5411515365595196,0.5550453314494289,0.5731779112210056,0.5795360885435065,0.548216178028965,0.5435064170493348,0.5748263275638761,0.5710585187801719,0.5743553514659131,0.5656422936535971,0.539974096314612,0.5168962675144236,0.5383256799717414,0.5496291063228541,0.5331449428941482,0.5460967855881314,0.5423289768044272,0.5103026021429412,0.5465677616860944,0.5326739667961851,0.6710101129034369,0.7248322147651006
1,0.30389732721064405,0.7124690921935711,0.7124690921935711,0.7282467914753327,0.7237725185446838,0.7282467914753327,0.7284822795243141,0.7240080065936654,0.31331684916990465,0.6863299187566231,0.7112916519486636,0.7192982456140351,0.7160014129282939,0.7115271399976452,0.7115271399976452,0.7115271399976452,0.7115271399976452,0.30389732721064405,0.7124690921935711,0.7124690921935711,0.7124690921935711,0.7124690921935711,0.7230660543977393,0.7240080065936654,0.725656422936536,0.30389732721064405,0.7124690921935711,0.7115271399976452,0.7240080065936654,0.7240080065936654,0.7240080065936654,0.7240080065936654,0.7240080065936654,0.7124690921935711,0.7141175085364417,0.5450370893677146,0.56764394206994,0.48687154126928056,0.542446720828918,0.5935476274579065,0.5714117508536442,0.5492758742493818,0.5975509242905922,0.5363240315553985,0.5829506652537384,0.553043683033086,0.5782409042741081,0.5669374779229954,0.5476274579065112,0.5775344401271636,0.5457435535146591,0.5485694101024373,0.5725891910985518,0.5565760037678088,0.585070057694572,0.5926056752619805,0.5480984340044742,0.5631696691392912,0.6714243974340526,0.7284822795243141
2,0.3062522077004592,0.7164723890262569,0.7164723890262569,0.7242434946426469,0.7218886141528318,0.7242434946426469,0.7247144707406099,0.7185917814670906,0.3149652655127752,0.6816201577769928,0.7084657953608854,0.7195337336630167,0.7181208053691275,0.7155304368303309,0.7155304368303309,0.7155304368303309,0.7155304368303309,0.3062522077004592,0.7164723890262569,0.7164723890262569,0.7164723890262569,0.7164723890262569,0.7204756858589426,0.7185917814670906,0.7195337336630167,0.3062522077004592,0.7164723890262569,0.7155304368303309,0.7185917814670906,0.7185917814670906,0.7185917814670906,0.7185917814670906,0.7185917814670906,0.7164723890262569,0.7108206758507005,0.5412692805840104,0.5820087130578123,0.5808312728129047,0.5815377369598493,0.5669374779229954,0.5469209937595667,0.5754150476863299,0.5942540916048511,0.5459790415636406,0.5417402566819733,0.5702343106087366,0.5725891910985518,0.5761215118332744,0.5629341810903097,0.509478393971506,0.5483339220534558,0.5525727069351231,0.5751795596373485,0.5471564818085483,0.5240786530083599,0.5949605557517956,0.5513952666902154,0.5711762628046627,0.6709708648952734,0.7247144707406099
3,0.319910514541387,0.7077593312139409,0.7077593312139409,0.7115271399976452,0.7160014129282939,0.7115271399976452,0.7129400682915342,0.7079948192629224,0.3274461321087955,0.3387495584599082,0.6955139526669022,0.7115271399976452,0.7098787236547746,0.7068173790180149,0.7068173790180149,0.7068173790180149,0.7068173790180149,0.319910514541387,0.7077593312139409,0.7077593312139409,0.7077593312139409,0.7077593312139409,0.7162369009772754,0.7079948192629224,0.7084657953608854,0.319910514541387,0.7077593312139409,0.7068173790180149,0.7079948192629224,0.7079948192629224,0.7079948192629224,0.7079948192629224,0.7079948192629224,0.7077593312139409,0.6976333451077358,0.5648180854821618,0.5325562227716943,0.48781349346520664,0.575886023784293,0.5537501471800306,0.5610502766984575,0.5546920993759566,0.593312139408925,0.5881314023313317,0.5382079359472507,0.5591663723066055,0.5619922288943836,0.5626986930413281,0.5643471093841987,0.5732956552454963,0.5469209937595667,0.5539856352290121,0.5280819498410456,0.5436241610738255,0.5579889320616979,0.5893088425762393,0.5502178264453079,0.543388673024844,0.6513206954747046,0.7160014129282939
4,0.32532673966796183,0.708230307311904,0.708230307311904,0.7046979865771812,0.6731425880136583,0.7046979865771812,0.6959849287648652,0.7087012834098669,0.3326268691863888,0.6611326975156011,0.6943365124219946,0.7016366419404215,0.7058754268220888,0.7087012834098669,0.7087012834098669,0.7087012834098669,0.7087012834098669,0.32532673966796183,0.708230307311904,0.708230307311904,0.708230307311904,0.708230307311904,0.6945720004709761,0.700930177793477,0.7058754268220888,0.32532673966796183,0.708230307311904,0.7087012834098669,0.7145884846344048,0.7145884846344048,0.700930177793477,0.700930177793477,0.700930177793477,0.708230307311904,0.4157541504768633,0.5728246791475332,0.5476274579065112,0.4906393500529848,0.5410337925350288,0.5231367008124338,0.5410337925350288,0.5276109737430825,0.5377369598492876,0.5513952666902154,0.5702343106087366,0.5450370893677146,0.526904509596138,0.56764394206994,0.5535146591310491,0.518191451783822,0.5455080654656776,0.5631696691392912,0.5619922288943836,0.5744730954904038,0.5594018603555869,0.5791828564700341,0.5480984340044742,0.5549275874249382,0.6502828037032676,0.7145884846344048
5,0.3227363711291652,0.6882138231484752,0.6882138231484752,0.6999882255975509,0.692217119981161,0.6999882255975509,0.6985752973036619,0.6769103967973625,0.33050747674555514,0.361120923113152,0.6630166019074532,0.6630166019074532,0.6797362533851407,0.6903332155893088,0.6903332155893088,0.6903332155893088,0.6903332155893088,0.3227363711291652,0.6882138231484752,0.6882138231484752,0.6882138231484752,0.6882138231484752,0.6910396797362534,0.6910396797362534,0.6769103967973625,0.3227363711291652,0.6882138231484752,0.6903332155893088,0.6999882255975509,0.6999882255975509,0.6910396797362534,0.6910396797362534,0.6910396797362534,0.6882138231484752,0.41669610267278934,0.5400918403391027,0.5678794301189215,0.49629106322854116,0.5471564818085483,0.5817732250088308,0.5579889320616979,0.5629341810903097,0.5360885435064171,0.5405628164370658,0.5426822088778994,0.5681149181679029,0.5344401271635465,0.5728246791475332,0.5655245496291064,0.5151301071470623,0.5730601671965148,0.5436241610738255,0.5391498881431768,0.5728246791475332,0.5389144000941952,0.5699988225597551,0.5652890615801248,0.5728246791475332,0.6261060306744989,0.6999882255975509
6,0.3387495584599082,0.7044624985281996,0.7044624985281996,0.6653714823972683,0.6952784646179206,0.6653714823972683,0.6729070999646768,0.692688096079124,0.3465206640762981,0.352407865300836,0.6837395502178264,0.702343106087366,0.7046979865771812,0.7051689626751443,0.7051689626751443,0.7051689626751443,0.7051689626751443,0.3387495584599082,0.7044624985281996,0.7044624985281996,0.7044624985281996,0.7044624985281996,0.6997527375485694,0.6893912633933827,0.6900977275403273,0.3387495584599082,0.7044624985281996,0.7051689626751443,0.694101024373013,0.694101024373013,0.6893912633933827,0.6893912633933827,0.6893912633933827,0.7044624985281996,0.4096314612033439,0.5163075473919698,0.535146591310491,0.5643471093841987,0.5389144000941952,0.5219592605675262,0.5344401271635465,0.5542211232779937,0.5382079359472507,0.5412692805840104,0.5688213823148475,0.5412692805840104,0.5683504062168845,0.5504533144942895,0.5344401271635465,0.5699988225597551,0.5370304957023431,0.5419757447309549,0.5313787825267867,0.5363240315553985,0.5344401271635465,0.5737666313434593,0.5594018603555869,0.5542211232779937,0.6321676674908748,0.7051689626751443
7,0.3182620981985164,0.7143529965854233,0.7143529965854233,0.7035205463322737,0.7028140821853291,0.7035205463322737,0.6797362533851407,0.7138820204874603,0.32673966796185094,0.6681973389850465,0.6983398092546803,0.7145884846344048,0.7162369009772754,0.7152949487813494,0.7152949487813494,0.7152949487813494,0.7152949487813494,0.3182620981985164,0.7143529965854233,0.7143529965854233,0.7143529965854233,0.7143529965854233,0.7087012834098669,0.7070528670669963,0.7119981160956081,0.3182620981985164,0.7143529965854233,0.7152949487813494,0.7127045802425527,0.7127045802425527,0.7070528670669963,0.7070528670669963,0.7070528670669963,0.7143529965854233,0.3990344989991758,0.5751795596373485,0.5610502766984575,0.5780054162251266,0.5813022489108678,0.5238431649593783,0.5667019898740139,0.5259625574002119,0.5471564818085483,0.5749440715883669,0.5815377369598493,0.5483339220534558,0.5657600376780878,0.5393853761921582,0.5561050276698457,0.5723537030495702,0.5775344401271636,0.5572824679147533,0.5325562227716943,0.5480984340044742,0.5626986930413281,0.5617567408454021,0.5525727069351231,0.5365595196043801,0.6534662532543138,0.7162369009772754
8,0.3252089956434711,0.6975156010832451,0.6975156010832451,0.7017543859649122,0.7041092664547274,0.7017543859649122,0.7010479218179677,0.697044624985282,0.3336865654068056,0.3527610973743083,0.6628988578829624,0.698457553279171,0.6982220652301896,0.6961026727893559,0.6961026727893559,0.6961026727893559,0.6961026727893559,0.3252089956434711,0.6975156010832451,0.6975156010832451,0.6975156010832451,0.6975156010832451,0.7038737784057459,0.697044624985282,0.6975156010832451,0.3252089956434711,0.6975156010832451,0.6961026727893559,0.697044624985282,0.697044624985282,0.697044624985282,0.697044624985282,0.697044624985282,0.6975156010832451,0.38549393618273875,0.5366772636288708,0.5505710585187802,0.5971976922171199,0.5376192158247969,0.5508065465677617,0.5623454609678559,0.5616389968209113,0.588955610502767,0.5861297539149888,0.538561168020723,0.5635229012127635,0.5296126221594254,0.5590486282821147,0.5383256799717414,0.5701165665842458,0.5475097138820205,0.5519839868126692,0.5639938773107265,0.5663487578005416,0.5265512775226657,0.5112445543388673,0.5460967855881314,0.5618744848698929,0.6312387979643367,0.7041092664547274
9,0.29954079830448604,0.7156481808548216,0.7156481808548216,0.7264806311079712,0.7255386789120453,0.7264806311079712,0.7274225833038973,0.7250677028140822,0.30825385611680206,0.688331567172966,0.713528788413988,0.7210644059813964,0.7168256210997291,0.713999764511951,0.713999764511951,0.713999764511951,0.713999764511951,0.29954079830448604,0.7156481808548216,0.7156481808548216,0.7156481808548216,0.7156481808548216,0.7255386789120453,0.7250677028140822,0.7255386789120453,0.29954079830448604,0.7156481808548216,0.713999764511951,0.7250677028140822,0.7250677028140822,0.7250677028140822,0.7250677028140822,0.7250677028140822,0.7156481808548216,0.7161191569527846,0.5694101024373013,0.5366772636288708,0.5840103614741552,0.5458612975391499,0.5251383492287767,0.5745908395148946,0.5743553514659131,0.6026139173436948,0.548216178028965,0.5913104909925821,0.5538678912045214,0.5731779112210056,0.573413399269987,0.5687036382903567,0.5861297539149888,0.5849523136700813,0.5684681502413752,0.5731779112210056,0.5592841163310962,0.5887201224537855,0.5731779112210056,0.5548098434004475,0.546803249735076,0.6723009362830391,0.7274225833038973
10,0.31355233721888615,0.709643235605793,0.709643235605793,0.7127045802425527,0.6992817614506064,0.7127045802425527,0.709643235605793,0.70140115389144,0.32226539503120216,0.6719651477687507,0.6719651477687507,0.6973978570587542,0.7042270104792182,0.7119981160956081,0.7119981160956081,0.7119981160956081,0.7119981160956081,0.31355233721888615,0.709643235605793,0.709643235605793,0.709643235605793,0.709643235605793,0.6973978570587542,0.6973978570587542,0.7016366419404215,0.31355233721888615,0.709643235605793,0.7119981160956081,0.7155304368303309,0.7155304368303309,0.6973978570587542,0.6973978570587542,0.6973978570587542,0.709643235605793,0.40327328388084305,0.5358530554574356,0.5699988225597551,0.5810667608618862,0.576827975980219,0.5539856352290121,0.5469209937595667,0.5634051571882727,0.5473919698575297,0.5457435535146591,0.5737666313434593,0.5476274579065112,0.5728246791475332,0.5775344401271636,0.5445661132697516,0.5805957847639233,0.5848345696455904,0.5504533144942895,0.5332626869186389,0.551159778641234,0.5638761332862358,0.5815377369598493,0.5469209937595667,0.568585894265866,0.6502130294665323,0.7155304368303309
11,0.3270929000353232,0.7168256210997291,0.7168256210997291,0.6815024137525021,0.7102319557282468,0.6815024137525021,0.6880960791239844,0.705286706699635,0.33439302955375017,0.6598375132462028,0.6972801130342635,0.714470740609914,0.7168256210997291,0.7170611091487107,0.7170611091487107,0.7170611091487107,0.7170611091487107,0.3270929000353232,0.7168256210997291,0.7168256210997291,0.7168256210997291,0.7168256210997291,0.7132933003650065,0.7015188979159308,0.7019898740138938,0.3270929000353232,0.7168256210997291,0.7170611091487107,0.7050512186506535,0.7050512186506535,0.7015188979159308,0.7015188979159308,0.7015188979159308,0.7168256210997291,0.4036265159543153,0.5614035087719298,0.5623454609678559,0.6019074531967503,0.5322029906982221,0.5168962675144236,0.5541033792535028,0.5649358295066526,0.5825974331802661,0.5364417755798894,0.5529259390085953,0.5621099729188743,0.5604615565760037,0.5512775226657247,0.5614035087719298,0.5119510184858118,0.5383256799717414,0.5484516660779466,0.5644648534086895,0.5390321441186859,0.5383256799717414,0.5597550924290592,0.5656422936535971,0.5583421641351701,0.6523891134747134,0.7170611091487107
12,0.3040150712351348,0.7175320852466738,0.7175320852466738,0.7229483103732486,0.7245967267161192,0.7229483103732486,0.7243612386671376,0.7191805015895444,0.31272812904745084,0.6864476627811139,0.7104674437772283,0.7215353820793595,0.7205934298834334,0.7168256210997291,0.7168256210997291,0.7168256210997291,0.7168256210997291,0.3040150712351348,0.7175320852466738,0.7175320852466738,0.7175320852466738,0.7175320852466738,0.7241257506181561,0.7191805015895444,0.7203579418344519,0.3040150712351348,0.7175320852466738,0.7168256210997291,0.7191805015895444,0.7191805015895444,0.7191805015895444,0.7191805015895444,0.7191805015895444,0.7175320852466738,0.7132933003650065,0.5708230307311903,0.5809490168373955,0.5800070646414694,0.5816554809843401,0.5194866360532203,0.5583421641351701,0.5752973036618392,0.523960908983869,0.5465677616860944,0.5402095843635936,0.5484516660779466,0.5708230307311903,0.572471447074061,0.5604615565760037,0.5835393853761922,0.5785941363475804,0.5552808194984105,0.5745908395148946,0.5446838572942423,0.5291416460614624,0.5917814670905451,0.5717649829271164,0.5710585187801719,0.6717514641687491,0.7245967267161192
13,0.3217944189332391,0.6997527375485694,0.6997527375485694,0.7056399387731073,0.7068173790180149,0.7056399387731073,0.7061109148710702,0.7011656658424585,0.33027198869657365,0.34699164017426115,0.6667844106911575,0.7030495702343106,0.700930177793477,0.6988107853526434,0.6988107853526434,0.6988107853526434,0.6988107853526434,0.3217944189332391,0.6997527375485694,0.6997527375485694,0.6997527375485694,0.6997527375485694,0.7075238431649594,0.7011656658424585,0.7021076180383845,0.3217944189332391,0.6997527375485694,0.6988107853526434,0.7011656658424585,0.7011656658424585,0.7011656658424585,0.7011656658424585,0.7011656658424585,0.6997527375485694,0.38372777581537737,0.5570469798657718,0.5582244201106794,0.600612268927352,0.5410337925350288,0.577769928176145,0.5631696691392912,0.5556340515718827,0.5466855057105852,0.5822442011067939,0.5796538325679972,0.5570469798657718,0.5643471093841987,0.5568114918167903,0.5579889320616979,0.5744730954904038,0.5450370893677146,0.5528081949841046,0.5683504062168845,0.5488048981514189,0.5678794301189215,0.5132462027552102,0.551630754739197,0.5426822088778994,0.6333189423970067,0.7068173790180149
14,0.33003650064759216,0.6698457553279171,0.6698457553279171,0.6900977275403273,0.6842105263157895,0.6900977275403273,0.6884493111974568,0.6717296597197692,0.3392205345578712,0.3797244789826916,0.4904038620040033,0.5947250677028141,0.625338514070411,0.6710231955728246,0.6710231955728246,0.6710231955728246,0.6710231955728246,0.33003650064759216,0.6698457553279171,0.6698457553279171,0.6698457553279171,0.6698457553279171,0.6832685741198634,0.6832685741198634,0.6717296597197692,0.33003650064759216,0.6698457553279171,0.6710231955728246,0.6865654068056046,0.6865654068056046,0.6832685741198634,0.6832685741198634,0.6832685741198634,0.6698457553279171,0.4242317202401978,0.5393853761921582,0.5412692805840104,0.5031202166490051,0.5499823383963264,0.5803602967149417,0.5535146591310491,0.5641116213352172,0.5725891910985518,0.543388673024844,0.5407983044860474,0.5466855057105852,0.5610502766984575,0.5688213823148475,0.5615212527964206,0.5153655951960437,0.542917696926881,0.5648180854821618,0.5318497586247498,0.5389144000941952,0.5596373484045685,0.5229012127634522,0.5393853761921582,0.5678794301189215,0.6072495431967938,0.6900977275403273
15,0.33109619686800895,0.672318379842223,0.672318379842223,0.6864476627811139,0.6822088778994466,0.6864476627811139,0.6862121747321324,0.6694925232544449,0.3376898622394913,0.3770163664194042,0.49193453432238315,0.5910750029436006,0.6252207700459201,0.6739667961850936,0.6739667961850936,0.6739667961850936,0.6739667961850936,0.33109619686800895,0.672318379842223,0.672318379842223,0.672318379842223,0.672318379842223,0.681031437654539,0.681031437654539,0.6694925232544449,0.33109619686800895,0.672318379842223,0.6739667961850936,0.6876251030260214,0.6876251030260214,0.681031437654539,0.681031437654539,0.681031437654539,0.672318379842223,0.43141410573413397,0.5590486282821147,0.5614035087719298,0.4985281996938655,0.5345578711880372,0.5305545743553515,0.5658777817025786,0.5694101024373013,0.572942423172024,0.5738843753679501,0.5416225126574826,0.5609325326739668,0.5291416460614624,0.5738843753679501,0.5362062875309078,0.5776521841516543,0.5404450724125751,0.5545743553514659,0.5423289768044272,0.53809019192276,0.5463322736371129,0.5270222536206287,0.5435064170493348,0.5743553514659131,0.6075853317110824,0.6876251030260214
