,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,average_model,optimal_clustering
0,0.39596173479033536,0.6605664158505691,0.6682043331946913,0.6647256777706356,0.6647256777706356,0.6638938253866223,0.6638938253866223,0.6638938253866223,0.6549703179944796,0.665935644874655,0.3968692101183499,0.3968692101183499,0.3968692101183499,0.39596173479033536,0.39596173479033536,0.39596173479033536,0.39596173479033536,0.39596173479033536,0.6657843989866525,0.6692630544107082,0.6652550383786441,0.6706998903467312,0.6638938253866223,0.6638938253866223,0.6178394524898855,0.39596173479033536,0.6692630544107082,0.6680530873066889,0.6661625137066586,0.660188301130563,0.6571633833705146,0.6178394524898855,0.6178394524898855,0.6635157106666163,0.6662381366506598,0.5357885582485726,0.5385866071766174,0.5456951639127311,0.5442583279767081,0.5299655915604794,0.5387378530646199,0.5289824932884637,0.5286800015124589,0.5490225734487844,0.5293606080084697,0.5214958218323439,0.5344273452565509,0.5342760993685484,0.5348810829205581,0.5338979846485423,0.5363935418005823,0.5131772979922108,0.5277725261844444,0.5286800015124589,0.5712389138864732,0.6692630544107082
1,0.39947820168639164,0.6512269822664196,0.6559156047944946,0.6565962112905055,0.6568987030665103,0.6576549325065225,0.6571255718985141,0.6571255718985141,0.6499413922183991,0.6587892766665406,0.4003856770144062,0.4003856770144062,0.4003856770144062,0.39947820168639164,0.39947820168639164,0.39947820168639164,0.39947820168639164,0.39947820168639164,0.6570499489545129,0.6581086701705298,0.6547056376904753,0.6491095398343858,0.6571255718985141,0.6571255718985141,0.649563277498393,0.39947820168639164,0.6581086701705298,0.6586380307785382,0.5961734790335388,0.658184293114531,0.6587136537225394,0.6549325065224789,0.6531931788104511,0.653495670586456,0.6591673913865467,0.5214580103603433,0.5348432714485575,0.5132151094642114,0.5438424017847014,0.5143494536242296,0.5176012402162816,0.5416493364086664,0.5204749120883276,0.5236510757363784,0.5300034030324801,0.5322720913525164,0.5257685181684123,0.526373501720422,0.5406662381366507,0.5279615835444473,0.5326502060725224,0.5235754527923772,0.5350701402805611,0.5334064355125345,0.5685150874775406,0.6591673913865467
2,0.432374182326918,0.5710666616251371,0.6375392294022006,0.6367073770181874,0.6221121488259538,0.6261201648580179,0.6069119370817105,0.6162891821378607,0.6199190834499188,0.6316406397701062,0.432374182326918,0.432374182326918,0.432374182326918,0.432374182326918,0.432374182326918,0.432374182326918,0.432374182326918,0.432374182326918,0.5673611373690778,0.6366317540741862,0.6332287215941317,0.5881574469694105,0.6224902635459598,0.6144742314818316,0.6179528869058872,0.432374182326918,0.5628237607290052,0.6306575414980905,0.6380685900102091,0.6314137709381026,0.6153060838658448,0.6153060838658448,0.6153060838658448,0.5690248421371044,0.6285400990660567,0.5176012402162816,0.5075433886641207,0.5241048134003857,0.5158619125042538,0.5157862895602526,0.5260710099444171,0.52062615797633,0.5225923545203615,0.5103414375921654,0.5145763224562332,0.5235754527923772,0.5186599614322985,0.5092070934321473,0.522062993912353,0.5239535675123833,0.5132151094642114,0.5215336333043445,0.5182062237682913,0.502627897304042,0.5543007748550909,0.6380685900102091
3,0.3951676938783227,0.6478995727303664,0.655688735962491,0.6593186372745491,0.6593186372745491,0.6591673913865467,0.6591673913865467,0.6591673913865467,0.5757552841532121,0.6537225394184596,0.39630203803834085,0.39630203803834085,0.39630203803834085,0.3951676938783227,0.3951676938783227,0.3951676938783227,0.3951676938783227,0.3951676938783227,0.6533444246984536,0.6564449654025031,0.6596211290505539,0.6574280636745189,0.6591673913865467,0.6591673913865467,0.6178016410178848,0.3951676938783227,0.6564449654025031,0.6555374900744886,0.6600748667145612,0.6562180965704995,0.6531931788104511,0.6178016410178848,0.6178016410178848,0.6508488675464136,0.6535712935304572,0.5367338450485878,0.5170718796082732,0.5194161908723106,0.5232729610163723,0.5259953870004159,0.5393806480886301,0.5288690588724619,0.5184330926002949,0.5146519454002344,0.539002533368624,0.5212311415283397,0.5331795666805309,0.5178281090482852,0.5380950580406095,0.5299277800884789,0.538246303928612,0.5109464211441751,0.5272053541044353,0.5349188943925587,0.5633559221867914,0.6600748667145612
4,0.4333572805989337,0.558437629976935,0.6214315423299429,0.6244564600899913,0.610314969561765,0.5907286270654517,0.5945097742655121,0.6075925435777215,0.6229440012099671,0.6328506068741256,0.43434037887094945,0.43434037887094945,0.43434037887094945,0.4333572805989337,0.4333572805989337,0.4333572805989337,0.4333572805989337,0.4333572805989337,0.562748137785004,0.6244564600899913,0.615381706809846,0.6262714107460203,0.600559609785609,0.5918629712254698,0.6194653457859114,0.4333572805989337,0.5628237607290052,0.6333799674821341,0.6096343630657541,0.6185578704578969,0.6181797557378909,0.6189359851779029,0.612810526713805,0.5597988429689568,0.6329262298181269,0.5132907324082127,0.507997126328128,0.5090558475441449,0.5226679774643627,0.52062615797633,0.5284153212084547,0.5246341740083942,0.5085264869361364,0.5002079630960033,0.5188868302643022,0.5135932241842175,0.5134419782962151,0.5131394865202102,0.5272809770484365,0.5070140280561122,0.5135176012402163,0.5182818467122925,0.5151813060082429,0.519567436760313,0.5493880843447903,0.6333799674821341
5,0.4371006163269936,0.5778349151132454,0.6195787802019133,0.6204106325859265,0.5698188830491171,0.5941694710175067,0.5988580935455817,0.6027904866336447,0.619503157257912,0.6322078118501153,0.43747873104699964,0.43747873104699964,0.43747873104699964,0.4371006163269936,0.4371006163269936,0.4371006163269936,0.4371006163269936,0.4371006163269936,0.5734487843611752,0.6210156161379362,0.609067190985745,0.5877415207774038,0.5822966688093167,0.5987068476575793,0.6036223390176579,0.4371006163269936,0.568684538889099,0.6317540741861081,0.6242674027299883,0.6320565659621129,0.5900858320414414,0.5900858320414414,0.5900858320414414,0.5757930956252126,0.6314515824101032,0.5210420841683366,0.5131772979922108,0.5187733958483004,0.5223276742163573,0.5093205278481491,0.5112867243921806,0.5179415434642871,0.5190758876243052,0.5193783794003101,0.5180171664082883,0.5192271335123076,0.5145385109842326,0.5100767572881613,0.5237645101523802,0.520437100616327,0.5219495594963512,0.5221008053843537,0.5173365599122773,0.523688887208379,0.5483139584549952,0.6322078118501153
6,0.3981926116383711,0.6609823420425757,0.6689227511627027,0.6674102922826786,0.6674102922826786,0.6667296857866677,0.6667296857866677,0.6667296857866677,0.6588648996105418,0.6677884070026846,0.3990244640223844,0.3990244640223844,0.3990244640223844,0.3981926116383711,0.3981926116383711,0.3981926116383711,0.3981926116383711,0.3981926116383711,0.666124702234658,0.6697546035467161,0.6686202593866979,0.6715695542027451,0.6667296857866677,0.6667296857866677,0.6441940484743071,0.3981926116383711,0.6697546035467161,0.6688471282187015,0.6697546035467161,0.6615117026505842,0.6575793095625213,0.6432109502022914,0.6435890649222974,0.663629145082618,0.6678640299466858,0.519869928536318,0.5171475025522744,0.5252391575604038,0.5471698113207547,0.5390781563126252,0.5371119597685938,0.5258441411124135,0.5264491246644232,0.5516315650168261,0.5265247476084244,0.5342382878965478,0.5373388286005975,0.5146519454002344,0.5362044844405792,0.5307596324724921,0.5373388286005975,0.5326502060725224,0.5246341740083942,0.5355238779445683,0.5749458385674214,0.6697546035467161
7,0.4058683404544939,0.46303928611940864,0.6036979619616591,0.6063447650017015,0.611940862857791,0.6089915680417438,0.6069497485537112,0.5948500775135176,0.5761712103452188,0.5761712103452188,0.4067001928385072,0.4067001928385072,0.4067001928385072,0.4058683404544939,0.4058683404544939,0.4058683404544939,0.4058683404544939,0.4058683404544939,0.523688887208379,0.60687412560971,0.5971187658335539,0.6094453057057512,0.6105040269217681,0.6077059779937233,0.6116383710817862,0.4058683404544939,0.5245207395923923,0.5867584225053881,0.5531062124248497,0.6123946005217983,0.5608953756569743,0.5608953756569743,0.5608953756569743,0.5199077400083185,0.5704238666011268,0.5264869361364238,0.5363179188565811,0.5314024274965025,0.5292849850644685,0.5270162967444323,0.5189246417363028,0.5276969032404432,0.5346542140885545,0.5354104435285666,0.5284531326804552,0.5284531326804552,0.5335198699285363,0.5329905093205278,0.5326123946005218,0.5352591976405642,0.5252013460884032,0.5288312474004613,0.5272431655764359,0.5294362309524709,0.5167875933558241,0.6123946005217983
8,0.43074828903089196,0.5478882292887662,0.6265360910500246,0.6294097629220705,0.625931107498015,0.6127727152418043,0.6092940598177488,0.5816160623133059,0.6092184368737475,0.623435550345975,0.4314288955269029,0.4314288955269029,0.4314288955269029,0.43074828903089196,0.43074828903089196,0.43074828903089196,0.43074828903089196,0.43074828903089196,0.5548455401368775,0.6304684841380875,0.6197300260899157,0.6336446477861383,0.6184444360418951,0.6116383710817862,0.6300147464740803,0.43074828903089196,0.5573410972889175,0.6244186486179907,0.5348810829205581,0.6300147464740803,0.6287291564260596,0.6290316482020645,0.6087646992097402,0.5507619011608121,0.6238892880099822,0.5181684122962907,0.5258819525844141,0.52187393655235,0.511437970280183,0.5099255114001588,0.528377509736454,0.5243694937043899,0.5196052482323137,0.5367716565205883,0.5098498884561576,0.5219495594963512,0.5144628880402314,0.5194540023443113,0.5131016750482096,0.5151434945362423,0.5153703633682459,0.5162022157522592,0.520437100616327,0.5183196581842932,0.5456559520158416,0.6300147464740803
9,0.42356410935077704,0.5633909328090142,0.5705751124891292,0.5710288501531364,0.5810867017052974,0.6061935191136991,0.6061178961696979,0.6016561424736265,0.5902370779294438,0.5965894052255454,0.4239422240707831,0.4239422240707831,0.4239422240707831,0.42356410935077704,0.42356410935077704,0.42356410935077704,0.42356410935077704,0.42356410935077704,0.5612734903769804,0.5702726207131243,0.5684576700570954,0.592127651529474,0.6045298143456724,0.5990093394335841,0.6071009944417136,0.42356410935077704,0.5575679661209211,0.5958331757855333,0.6107308957537717,0.6087646992097402,0.6091428139297462,0.608689076265739,0.6023367489696374,0.5619540968729912,0.5962869134495405,0.5227057889363633,0.5174878058002798,0.5369229024085908,0.5232351495443718,0.5299655915604794,0.5278481491284456,0.5198321170643173,0.5253525919764056,0.5097742655121564,0.5242182478163875,0.517563428744281,0.5269406738004311,0.5227057889363633,0.522932657768367,0.5129504291602072,0.5252769690324044,0.5176390516882822,0.5277725261844444,0.5202858547283246,0.5352367908423415,0.6107308957537717
