,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,average_model,optimal_clustering
0,0.6071696134252322,0.4640770152831885,0.4368070122864849,0.3996478873239437,0.4006218160023974,0.40017231045849566,0.4006218160023974,0.4010713215462991,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.6071696134252322,0.5265582858855259,0.4725427030266707,0.4819074018579563,0.46280341624213367,0.40766406952352413,0.4022700029967036,0.4547123164519029,0.6071696134252322,0.6065702727000299,0.6065702727000299,0.6070197782439317,0.6070197782439317,0.606045849565478,0.6065702727000299,0.6070197782439317,0.3872115672759964,0.6040230746179203,0.49674108480671264,0.49808960143841774,0.5067051243632005,0.49943811807012284,0.5019103985615823,0.5017605633802817,0.5034836679652382,0.4995879532514234,0.5051318549595445,0.4964414144441115,0.5040830086904405,0.4974153431225652,0.4998127060233743,0.5488865026248905,0.6071696134252322
1,0.6176955349115972,0.48539106982319447,0.45175307162121664,0.44778243931675155,0.449730296673659,0.43789331735091397,0.44246329038058135,0.4415642792927779,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.6176955349115972,0.4946808510638298,0.44890620317650587,0.4326490860053941,0.4031315552891819,0.4041054839676356,0.39811207671561283,0.3954150434522026,0.6176955349115972,0.6180701228648486,0.6180701228648486,0.6183697932274498,0.6183697932274498,0.6179202876835481,0.6182199580461493,0.6183697932274498,0.5869793227449805,0.6069823194486065,0.4970782139646389,0.5070422535211268,0.5061432424333233,0.4990260713215463,0.4888372789931076,0.49685346119268803,0.4985765657776446,0.5044201378483668,0.5077914294276296,0.4931824992508241,0.5011237638597543,0.4980521426430926,0.5053191489361702,0.5730585245119257,0.6183697932274498
2,0.601063829787234,0.49490560383578064,0.46448906203176504,0.4534761762061732,0.45527419838178,0.4445609829187893,0.4486065328139047,0.4002846868444711,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.601063829787234,0.4994006592747977,0.46905903506143243,0.43115073419238836,0.4312256517830387,0.4125711717111178,0.41511836979322747,0.40987413844770754,0.601063829787234,0.6011387473778843,0.6011387473778843,0.600539406652682,0.600539406652682,0.5993407252022775,0.6003146538807312,0.600539406652682,0.38867246029367697,0.5931974827689541,0.5026221156727599,0.5004495055439017,0.4975277195085406,0.4982019778243932,0.507117171111777,0.49572969733293376,0.49632903805813605,0.49498052142643095,0.5068175007491759,0.5029217860353611,0.4998501648186994,0.5016481869943062,0.503970632304465,0.5540266817611739,0.6011387473778843
3,0.5799370692238538,0.4817201078813305,0.4558735391069823,0.4535510937968235,0.43849265807611626,0.41009889121965837,0.44066526820497454,0.44208870242732995,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.5799370692238538,0.512361402457297,0.4598441714114474,0.4716062331435421,0.4411896913395265,0.43137548696433925,0.42927779442613123,0.42740485465987416,0.5799370692238538,0.5800869044051543,0.5800869044051543,0.5789631405454001,0.5789631405454001,0.5784387174108481,0.3987863350314654,0.5789631405454001,0.4005843572070722,0.5773898711417441,0.5020227749475576,0.4975277195085406,0.4960293676955349,0.5080161821995804,0.5001498351813005,0.5005993407252023,0.49767755468984115,0.5050943961642194,0.4920587353910698,0.4972280491459395,0.5064429127959245,0.49595445010488465,0.5002247527719509,0.531631871607898,0.5800869044051543
4,0.6206173209469583,0.48651483368294873,0.45025471980821097,0.4451603236439916,0.4471830985915493,0.4348966137249026,0.4397662571171711,0.43766856457896314,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.6206173209469583,0.49535510937968236,0.44800719208870243,0.43392268504644893,0.4182649086005394,0.40575367096194187,0.4022325442013785,0.40088402756967334,0.6206173209469583,0.6205424033563081,0.6205424033563081,0.6206922385376086,0.6206922385376086,0.6197932274498053,0.6201678154030567,0.6206922385376086,0.5870542403356308,0.6098291878933173,0.4991759065028469,0.4955798621516332,0.5034462091699131,0.5011237638597543,0.488687443811807,0.5022475277195085,0.5009739286784537,0.4985765657776446,0.5084656877434822,0.5054689841174708,0.503970632304465,0.4979772250524423,0.503970632304465,0.5743792938878345,0.6206922385376086
5,0.6137623614024573,0.47861102786934373,0.4362076715612826,0.4327614623913695,0.4133578064129458,0.42339676356008393,0.4195759664369194,0.4222729997003296,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.6137623614024573,0.4836305064429128,0.4517156128258915,0.43013934671860954,0.40788882229547496,0.4078139047048247,0.4058660473479173,0.40234492058735394,0.6137623614024573,0.6140620317650585,0.6140620317650585,0.6135376086305064,0.6135376086305064,0.6127135151333533,0.6130881030866048,0.6135376086305064,0.5820722205573868,0.6089676356008391,0.5014608930176806,0.5016107281989811,0.5083533113575067,0.49689091998801316,0.4898486664668864,0.4942688043152532,0.5015358106083309,0.497640095894516,0.5116496853461193,0.49269553491159723,0.5019853161522325,0.49756517830386576,0.5043077614623914,0.5653017791540417,0.6140620317650585
6,0.599715313155529,0.49056038357806414,0.4620167815403057,0.4590200779142943,0.4602936769553491,0.45062930776146237,0.4545250224752772,0.4531015882529218,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.599715313155529,0.498426730596344,0.47093197482768956,0.44583458195984416,0.43279892118669466,0.42335930476475875,0.4107731495355109,0.41564279292777945,0.599715313155529,0.5999400659274797,0.5999400659274797,0.6001648186994306,0.6001648186994306,0.5996403955648786,0.5999400659274797,0.6001648186994306,0.5740185795624813,0.3894216362001798,0.49872640095894516,0.4920587353910698,0.5041204674857657,0.49835181300569376,0.4884626910398562,0.4971531315552892,0.4990260713215463,0.5002247527719509,0.4888372789931076,0.49572969733293376,0.5014983518130057,0.5009739286784537,0.5045699730296673,0.5552003906813616,0.6001648186994306
7,0.6150734192388373,0.4793976625711717,0.4364698831285586,0.4326490860053941,0.41219658375786633,0.4227599640395565,0.4193137548696434,0.4214863649985017,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.6150734192388373,0.487638597542703,0.45340125861552294,0.4304015582858855,0.4290530416541804,0.4095744680851064,0.40567875337129156,0.3966886424932574,0.6150734192388373,0.6156727599640396,0.6156727599640396,0.614998501648187,0.614998501648187,0.6140245729697333,0.6143991609229847,0.614998501648187,0.5812855858555589,0.6098291878933173,0.5017980221756069,0.5026221156727599,0.48996104285286185,0.4946059334731795,0.5070422535211268,0.5035211267605634,0.5032963739886125,0.4982019778243932,0.5089151932873839,0.5080910997902307,0.49378183997602637,0.4978273898711417,0.4976026370991909,0.5661466830930422,0.6156727599640396
8,0.6149610428528619,0.4737413844770752,0.43133802816901406,0.4280416541804016,0.4093122565178304,0.41875187293976623,0.415005993407252,0.4169538507641594,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.6149610428528619,0.48340575367096195,0.4709694336230147,0.41845220257716514,0.4431750074917591,0.4115597842373389,0.39298022175606834,0.3945534911597243,0.6149610428528619,0.6155603835780641,0.6155603835780641,0.6145864548996104,0.6145864548996104,0.6139871141744081,0.6139121965837578,0.6145864548996104,0.5808735391069824,0.6103910698231945,0.4993632004794726,0.4930701228648487,0.4929952052741984,0.4962166616721606,0.4909724303266407,0.5051318549595445,0.4978648486664669,0.49277045250224755,0.49157177105184297,0.4938192987713515,0.5037833383278394,0.5012361402457297,0.5024348216961343,0.5648800208659364,0.6155603835780641
9,0.5970931974827689,0.48014683847767453,0.4438118070122865,0.4411896913395265,0.42538207971231645,0.39361702127659576,0.4270302667066227,0.42927779442613123,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.5970931974827689,0.48561582259514535,0.4722055738687444,0.43909199880131855,0.4177404854659874,0.438942163620018,0.4113724902607132,0.4157177105184297,0.5970931974827689,0.59739286784537,0.59739286784537,0.5964189391669164,0.5964189391669164,0.5955948456697633,0.5955948456697633,0.5964189391669164,0.38425232244531016,0.5925232244531016,0.5003745879532514,0.5008990110878034,0.49595445010488465,0.5041953850764159,0.4936320047947258,0.5050943961642194,0.49670362601138746,0.503146538807312,0.4907102187593647,0.49453101588252923,0.5044201378483668,0.49932574168414745,0.5029217860353611,0.5466847578774459,0.59739286784537
