,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,average_model,optimal_clustering
0,0.48812518654329934,0.6575704600690743,0.7182023621711509,0.7199079009081993,0.7199079009081993,0.7195667931607896,0.7181170852342984,0.7119771457809235,0.7018291902954846,0.7083102374962691,0.49682343410224705,0.49238903338592077,0.48957489446979063,0.48957489446979063,0.48812518654329934,0.48812518654329934,0.48812518654329934,0.48812518654329934,0.65390355178442,0.7182023621711509,0.7199079009081993,0.7200784547819042,0.7181170852342984,0.7160704387498401,0.7091630068647934,0.48812518654329934,0.6528802285421907,0.7160704387498401,0.7181170852342984,0.7199931778450518,0.716240992623545,0.7175201466763313,0.7154735001918731,0.7165821003709547,0.6565471368268452,0.4990406344604102,0.5154138063360764,0.5150726985886667,0.5132818829147657,0.5027075427450646,0.5130260521042084,0.5027075427450646,0.4915362640173965,0.530848931906366,0.49887008058670534,0.4905982177120198,0.5052658508506375,0.5116616211145696,0.6338445211936876,0.7199931778450518
1,0.4909393254594295,0.6514305206156995,0.7115507610966614,0.7130857459600051,0.7130857459600051,0.7124035304651857,0.7116360380335138,0.7058372063275488,0.6950070353472904,0.7018291902954846,0.49980812689208204,0.49528844923890336,0.4925595872596256,0.4925595872596256,0.4909393254594295,0.4909393254594295,0.4909393254594295,0.4909393254594295,0.6488722125101266,0.7118918688440711,0.7130004690231527,0.7129151920863003,0.7116360380335138,0.7099304992964652,0.7025966827271565,0.4909393254594295,0.6473372276467829,0.7102716070438749,0.7114654841598089,0.7130004690231527,0.7102716070438749,0.7102716070438749,0.7092482838016458,0.709674668485908,0.650321920436618,0.4928154180701829,0.49682343410224705,0.49682343410224705,0.5096149746301113,0.49102460239628193,0.4743955997100584,0.5057775124717521,0.48471410906920226,0.4984436959024432,0.49443567987037906,0.5001492346394918,0.48863684816441394,0.48812518654329934,0.6304681861753451,0.7130857459600051
2,0.39061100925254766,0.5407836950496738,0.6444804502622266,0.6096874600264358,0.6246109239756108,0.6364644181980983,0.6298980940604614,0.6163390611009253,0.5946787191404085,0.6439687886411121,0.3993092568114953,0.3946190252846118,0.39189016330533405,0.39189016330533405,0.39061100925254766,0.39061100925254766,0.39061100925254766,0.39061100925254766,0.5436831109026564,0.6417515882829489,0.6209440156909564,0.635611648829574,0.6371466336929178,0.6171918304694496,0.6233317699228244,0.39061100925254766,0.5436831109026564,0.6416663113460964,0.63757301837718,0.6331386176608537,0.6247814778493157,0.6205176310066942,0.6068733211103057,0.6455037735044558,0.644565727199079,0.5308062934379397,0.5271393851532853,0.531659062806464,0.525689677226794,0.5331940476698077,0.5408689719865263,0.5329382168592505,0.5318296166801688,0.5312326781222019,0.5320854474907262,0.5380548330703961,0.5283332622692193,0.5293565855114484,0.5433325279400408,0.6455037735044558
3,0.49358291050185477,0.650321920436618,0.7028525135377137,0.7048138830853196,0.7048138830853196,0.7043874984010574,0.7031936212851234,0.6970536818317487,0.6857118492303756,0.6931309427365369,0.5016842195028355,0.4981025881550335,0.49528844923890336,0.49528844923890336,0.49358291050185477,0.49358291050185477,0.49358291050185477,0.49358291050185477,0.6475077815204878,0.703705282906238,0.7051549908327293,0.7050697138958769,0.7031936212851234,0.7010616978638128,0.6944953737261758,0.49358291050185477,0.6464844582782586,0.7011469748006651,0.7037905598430905,0.7048138830853196,0.7023408519165991,0.7018291902954846,0.7005500362426982,0.7014880825480748,0.48863684816441394,0.4973350957233616,0.4805355391634332,0.4955442800494606,0.4911951562699868,0.4961412186074276,0.5124291135462414,0.4990406344604102,0.48803990960644694,0.4673176139513069,0.5024517119345073,0.49102460239628193,0.5005756193237539,0.48479938600605466,0.6205792199055322,0.7048138830853196
4,0.44514561036967554,0.689975696072997,0.6944953737261758,0.6998678207478788,0.6391506417089499,0.6393211955826547,0.6400886880143265,0.6387242570246877,0.6812774485140494,0.6950070353472904,0.4500063957702639,0.44582782586449493,0.4470217029804289,0.4470217029804289,0.44514561036967554,0.44514561036967554,0.44514561036967554,0.44514561036967554,0.6937278812945039,0.6985886666950923,0.6996972668741739,0.6713000469023153,0.6987592205687971,0.6493838741312412,0.6842621413038844,0.44514561036967554,0.6943248198524709,0.6950923122841427,0.6998678207478788,0.6998678207478788,0.697735897326568,0.6972242357054534,0.641197288193408,0.698332835884535,0.6532213362896004,0.5114057903040122,0.5037308659872938,0.49827314202873835,0.5095296976932588,0.5114910672408647,0.5304225472221038,0.5247942693898435,0.49887008058670534,0.4934123566281499,0.5178015605679444,0.5078241589562102,0.5095296976932588,0.49946701914467234,0.6003843778968496,0.6998678207478788
5,0.3927002942054321,0.5356244403701019,0.6374451029719013,0.63002600946574,0.6363365027928197,0.634204579371509,0.6333518100029847,0.6114356372319106,0.5886666950923123,0.6417089498145226,0.40165437257493714,0.3965377563637914,0.3938941713213661,0.3938941713213661,0.3927002942054321,0.3927002942054321,0.3927002942054321,0.3927002942054321,0.5387796870336418,0.6394064725195071,0.6337781946872468,0.6434997654884237,0.6398328572037693,0.6122031296635825,0.6154436532639748,0.3927002942054321,0.5392060717179039,0.6335223638766896,0.6434144885515712,0.6420500575619323,0.6124589604741397,0.6143350530848932,0.6220952543384641,0.6425617191830469,0.643158657741014,0.5349422248752825,0.5282053468639406,0.5292286701061698,0.5347716710015776,0.517716283631092,0.5274378544322688,0.5311047627169232,0.5295697778535795,0.5334072400119387,0.5372447021702981,0.5333219630750864,0.5277789621796785,0.5259881465057775,0.5441142331945213,0.6434144885515712
6,0.48803990960644694,0.6552679827740587,0.7145354538864964,0.7164115464972498,0.7164115464972498,0.715644054065578,0.7148765616339061,0.7095041146122031,0.6982475589476826,0.7054108216432866,0.4969939879759519,0.49264486419647807,0.4896601714066431,0.4896601714066431,0.48803990960644694,0.48803990960644694,0.48803990960644694,0.48803990960644694,0.6519421822368141,0.7147060077602012,0.7163262695603974,0.7164968234341023,0.7148765616339061,0.7134268537074149,0.7071163603803351,0.48803990960644694,0.6505777512471752,0.7118918688440711,0.7153029463181683,0.7164115464972498,0.71325629983371,0.7127446382125954,0.7121476996546284,0.7135121306442672,0.6562060290794355,0.4949473414914936,0.4846288321323498,0.4854816015008741,0.5146463139044045,0.5024517119345073,0.5074830512088006,0.4999786807657869,0.4909393254594295,0.530848931906366,0.4961412186074276,0.5047541892295229,0.5083358205773248,0.48479938600605466,0.6317599738484061,0.7164115464972498
7,0.3643457127019997,0.6484031893574382,0.6524112053895024,0.6514731590841257,0.6429454653988829,0.6068733211103057,0.614292414616467,0.6162537841640728,0.5841043789707073,0.6076408135419775,0.6156568456061058,0.6163390611009253,0.36656291306016286,0.36656291306016286,0.3643457127019997,0.3643457127019997,0.3643457127019997,0.3643457127019997,0.6518995437683879,0.6518995437683879,0.6507909435893062,0.6478062507994713,0.6145482454270242,0.6161685072272204,0.6495117895365199,0.3643457127019997,0.6518995437683879,0.6525817592632073,0.6513878821472733,0.6513878821472733,0.5908412569820493,0.5975781349933911,0.6414957574723916,0.6522406515157976,0.5626998678207479,0.5451328188291477,0.5500788811665885,0.5563040975568158,0.5404425873022641,0.5431714492815418,0.5303799087536776,0.5456444804502623,0.5528077431458662,0.5519549737773419,0.5405278642391166,0.5428303415341321,0.5518696968404895,0.5455592035134098,0.5579022505215315,0.6525817592632073
8,0.4436106255063318,0.6921076194943078,0.6968831279580437,0.701914467232337,0.6383831492772779,0.6391506417089499,0.6400886880143265,0.6382125954035731,0.6832388180616552,0.697138958768601,0.4490683494648872,0.4450603334328231,0.44608365667505223,0.44608365667505223,0.4436106255063318,0.4436106255063318,0.4436106255063318,0.4436106255063318,0.6961156355263719,0.7008911439901079,0.7020850211060419,0.6706178314074959,0.7009764209269603,0.5883255873449026,0.6847738029249989,0.4436106255063318,0.6970536818317487,0.6976506203897156,0.7018291902954846,0.7018291902954846,0.7006353131795506,0.7002089284952885,0.6415383959408179,0.7008911439901079,0.6569735215111073,0.5062038971560141,0.5178868375047968,0.5120027288619793,0.5106382978723404,0.5015136656291306,0.5292286701061698,0.5217242996631561,0.5174604528205347,0.5381827484756747,0.5023664349976549,0.5195923762418454,0.511746898051422,0.5230034537159425,0.6011139694676982,0.701914467232337
9,0.4369163859634162,0.6802967637402465,0.6842195028354582,0.6839636720249008,0.6395343879247858,0.6378288491877372,0.636379141261246,0.6377435722508847,0.6585511448428772,0.6773973478872639,0.44007163262695603,0.43828081695305504,0.4389630324478745,0.4389630324478745,0.4369163859634162,0.4369163859634162,0.4369163859634162,0.4369163859634162,0.6836225642774911,0.6872041956252931,0.6859250415725067,0.5975781349933911,0.6807231484245085,0.6225642774911525,0.5791583166332666,0.4369163859634162,0.6842195028354582,0.6848164413934251,0.6831109026563765,0.6831109026563765,0.684390056709163,0.6845606105828679,0.6356969257664264,0.6869483648147359,0.5379695561335437,0.5205730610156483,0.5079520743614889,0.5343879247857417,0.5087195667931608,0.51571227561506,0.5303799087536776,0.5181000298469279,0.5198055685839764,0.5011299194132947,0.5195497377734192,0.5093165053511278,0.5233871999317784,0.506161258687588,0.5867258551776524,0.6869483648147359
