,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,average_model,optimal_clustering
0,0.47953939855348304,0.5456794822992006,0.5544347164065474,0.5308336505519604,0.5308336505519604,0.5315949752569471,0.5196041111534069,0.525885039969547,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.47953939855348304,0.48934145413018654,0.50371145793681,0.5082794061667301,0.5058051008755234,0.5035211267605634,0.4931480776551199,0.5012371526456033,0.47953939855348304,0.549486105824134,0.5548153787590407,0.554910544347164,0.5550057099352874,0.5407308717167872,0.5407308717167872,0.5314998096688237,0.5121811952797868,0.4786829082603731,0.49914350970689,0.49800152264941,0.49133993148077654,0.5122904594735581,0.5550057099352874
1,0.5022363913208984,0.5690426341834792,0.5613342215454892,0.5638085268366958,0.5654263418347926,0.5611438903692425,0.5613342215454892,0.5522934906737723,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5022363913208984,0.5427769318614389,0.500142748382185,0.5179387133612485,0.4833936048724781,0.4778740007613247,0.48881804339550816,0.4918633422154549,0.5022363913208984,0.5748477350590027,0.5721830985915493,0.5712314427103159,0.5703749524172059,0.5486771983250857,0.5482013703844689,0.5565759421393224,0.4884373810430149,0.4896745336886182,0.5006185763228017,0.5065188427864484,0.4918633422154549,0.5325624920695342,0.5748477350590027
2,0.4727826417967263,0.5870765131328511,0.5870765131328511,0.5704225352112676,0.5707080319756376,0.5673772363913209,0.5672820708031976,0.5647125999238676,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.4727826417967263,0.544061667301104,0.5026646364674534,0.527312523791397,0.5217929196802437,0.5138941758660068,0.50456794822992,0.5185572896840502,0.4727826417967263,0.5906928054815379,0.5943090978302246,0.5938332698896079,0.5932622763608679,0.5435858393604872,0.5435858393604872,0.5290255043776171,0.5101827179291968,0.4648838979824895,0.49857251617814996,0.5049486105824134,0.5114198705748002,0.5251342892187963,0.5943090978302246
3,0.4702131709173963,0.551199086410354,0.5659497525694709,0.5636657784545108,0.5594784925770842,0.5124666920441568,0.5553863722877808,0.5124666920441568,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.4702131709173963,0.48267986296155313,0.5016178149980967,0.4909592691282832,0.5189379520365436,0.5112295393985535,0.5158926532165968,0.5155119908641035,0.4702131709173963,0.548058622002284,0.5642367719832508,0.5604301484583175,0.5606204796345642,0.5610963075751808,0.5560525314046441,0.5558622002283974,0.5046631138180434,0.4724971450323563,0.4942900647125999,0.4983821850019033,0.5050437761705368,0.5139435209857746,0.5659497525694709
4,0.5030452988199468,0.5714693566806243,0.5620479634564142,0.5644271031594975,0.5660449181575942,0.5612866387514275,0.5614769699276742,0.5527217358203274,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5030452988199468,0.5442519984773506,0.5006661591168633,0.5185572896840502,0.5036162923486868,0.4883897982489532,0.4939094023601066,0.49324324324324326,0.5030452988199468,0.577655119908641,0.5730871716787209,0.572230681385611,0.5710886943281309,0.547773125237914,0.5476779596497906,0.5570041872858774,0.4876284735439665,0.4904834411876665,0.5022839741149601,0.4927674153026266,0.4914350970688999,0.5332445121177516,0.577655119908641
5,0.4883897982489532,0.5583365055196041,0.5653787590407309,0.5608108108108109,0.5520555767034641,0.5536733917015607,0.5557670346402741,0.548915112295394,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.4883897982489532,0.5232204035020936,0.49114960030452987,0.5198896079177769,0.5012371526456033,0.49990483441187666,0.5057099352874,0.5056147696992768,0.4883897982489532,0.5551008755234107,0.5636657784545108,0.5592881614008375,0.5592881614008375,0.5587171678720975,0.5550057099352874,0.5552912066996574,0.4771602588503997,0.4883897982489532,0.5101827179291968,0.50142748382185,0.4972401979444233,0.5236715588828265,0.5653787590407309
6,0.47934906737723637,0.5777502854967643,0.5767986296155311,0.5809859154929577,0.5820327369623144,0.5784164446136277,0.578511610201751,0.5699467072706509,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.47934906737723637,0.5496764370003807,0.49990483441187666,0.5355919299581271,0.5194137799771602,0.5024743052912067,0.5061857632280168,0.5118005329272934,0.47934906737723637,0.5849828701941377,0.5872668443090978,0.5865055196041111,0.5855538637228778,0.5622382946326608,0.5623334602207841,0.5747049866768177,0.4712599923867529,0.5063760944042635,0.5022839741149601,0.49133993148077654,0.49019794442329656,0.5310557035909148,0.5872668443090978
7,0.48934145413018654,0.5581461743433574,0.5628092881614009,0.5584316711077274,0.5511039208222307,0.5513894175866006,0.5538637228778074,0.5470118005329273,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.48934145413018654,0.5235059002664636,0.49114960030452987,0.5177959649790635,0.48248953178530646,0.50057099352874,0.50314046440807,0.49904834411876664,0.48934145413018654,0.554339550818424,0.5610011419870575,0.5574800152264942,0.5574800152264942,0.5570041872858774,0.5528169014084507,0.5531023981728207,0.47725542443852303,0.4886752950133232,0.5064712599923867,0.5023791397030833,0.5010468214693566,0.5231358118682061,0.5628092881614009
8,0.4910068519223449,0.5525789874381424,0.5587647506661592,0.5546726303768558,0.5469642177388656,0.5471545489151123,0.549914350970689,0.5423011039208222,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.4910068519223449,0.5199371907118386,0.5016653977921584,0.5022363913208984,0.48063380281690143,0.49367148838979824,0.4838694328130948,0.4938618195660449,0.4910068519223449,0.5486771983250857,0.5565759421393224,0.5528644842025123,0.5529596497906357,0.552483821850019,0.5487723639132089,0.5492481918538257,0.47777883517320135,0.49138751427483823,0.5059478492577084,0.49576513132851163,0.5029025504377617,0.5216360726924106,0.5587647506661592
9,0.46907118385991625,0.5644271031594975,0.5738484963837076,0.5707080319756376,0.5662352493338408,0.5651884278644842,0.5669965740388275,0.5618576322801675,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.46907118385991625,0.5263608679101637,0.50371145793681,0.5317853064331938,0.5096117244004568,0.4765892653216597,0.50028549676437,0.5195089455652836,0.46907118385991625,0.5609059763989341,0.5704225352112676,0.5711838599162543,0.5714693566806243,0.5709935287400076,0.5679482299200609,0.5676627331556909,0.5073277502854968,0.4697373429767796,0.4920060905976399,0.5024743052912067,0.5046631138180434,0.521729475954828,0.5738484963837076
