,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,average_model,optimal_clustering
0,0.32958311529740103,0.5798883656026513,0.6375370661084947,0.6416361416361417,0.6760858189429618,0.6682365253793825,0.6816239316239316,0.6816239316239316,0.5225013082155939,0.48669980812837954,0.3579713936856794,0.3399180184894471,0.33830455259026687,0.333420547706262,0.333420547706262,0.333420547706262,0.33132740275597417,0.32958311529740103,0.5689429618001046,0.6225798011512297,0.6613465899180185,0.676521890807605,0.6785278213849643,0.6788330716902146,0.68140589569161,0.32958311529740103,0.583551369265655,0.6413308913308914,0.6627856270713414,0.6678440607012036,0.6713326356183499,0.6470870399441828,0.6752572824001395,0.32958311529740103,0.48761555904413045,0.6504884004884005,0.6497906855049712,0.6500087214372928,0.6507936507936508,0.6514041514041514,0.6509680795395081,0.6500959358102215,0.6501831501831502,0.6470870399441828,0.6519274376417233,0.647915576487005,0.6488749345892203,0.6472614686900401,0.6489185417756846,0.6515785801500087,0.6500087214372928,0.6492673992673993,0.6513169370312227,0.5930528906719382,0.6816239316239316
1,0.3152363509506367,0.5819379033664748,0.5833769405197977,0.6625675911390198,0.6687598116169545,0.6884702598988314,0.6883394383394383,0.6875545089830805,0.5331850688993546,0.45037502180359323,0.3595848595848596,0.33368219082504796,0.3274463631606489,0.3200331414617129,0.3200331414617129,0.3200331414617129,0.3169806384092098,0.3152363509506367,0.5734345020059306,0.6340920983778127,0.6466945752660038,0.673207744636316,0.6876853305424734,0.6813622885051457,0.6886446886446886,0.3152363509506367,0.5811529740101169,0.6122448979591837,0.6791383219954649,0.6885138670852956,0.6887755102040817,0.6888191173905459,0.6890371533228676,0.3152363509506367,0.4912349555206698,0.6646171289028432,0.6647043432757719,0.6647479504622362,0.662611198325484,0.6643554857840572,0.6645299145299145,0.6650095935810222,0.6632653061224489,0.6655328798185941,0.6645299145299145,0.6638321995464853,0.6624367695796267,0.6657945229373801,0.6631780917495204,0.6638758067329495,0.6619570905285191,0.6639630211058782,0.6616082330368045,0.5947842574826703,0.6890371533228676
2,0.31126809698238267,0.5813710099424385,0.6432060003488574,0.6498342926914356,0.6875981161695447,0.6802721088435374,0.6949677306820164,0.6948805163090878,0.6709837781266352,0.48687423687423687,0.34689516832373973,0.3242194313622885,0.32164660736089307,0.31580324437467294,0.31580324437467294,0.31580324437467294,0.3133612419326705,0.31126809698238267,0.5710361067503925,0.6286848072562359,0.6696319553462411,0.6877725449154021,0.6903889761032618,0.691740798883656,0.6945752660038375,0.31126809698238267,0.5840746555032269,0.64856968428397,0.670809349380778,0.6758677830106401,0.6822344322344323,0.6574655503226932,0.6872928658642944,0.31126809698238267,0.673600209314495,0.6675824175824175,0.6690214547357405,0.6684981684981685,0.6695011337868481,0.6684109541252399,0.6673207744636316,0.6682365253793825,0.6681493110064539,0.6667538810395953,0.6695011337868481,0.666056166056166,0.6686725972440258,0.6696319553462411,0.670809349380778,0.6682801325658468,0.6684981684981685,0.6680620966335252,0.6684109541252399,0.6097011454154311,0.6949677306820164
3,0.3306296877725449,0.5037502180359323,0.5958049886621315,0.5931885574742718,0.5980725623582767,0.6239752311180883,0.6338304552590267,0.6428571428571429,0.503575789290075,0.49254317111459966,0.3784667713239142,0.3490755276469562,0.3431013431013431,0.33647305075876505,0.33647305075876505,0.33647305075876505,0.333420547706262,0.3306296877725449,0.4904500261643119,0.5285627071341357,0.6111547182975754,0.6154282225710798,0.6043083900226758,0.6245421245421245,0.6352258852258852,0.3306296877725449,0.5057561486132914,0.576792255363684,0.59135705564277,0.6079277864992151,0.6205302633874062,0.6477847549276121,0.6493110064538636,0.3306296877725449,0.4822082679225536,0.6480463980463981,0.648831327402756,0.6501395429966859,0.6501395429966859,0.6489185417756846,0.6493110064538636,0.6474795046223618,0.6481336124193267,0.649223792080935,0.648962148962149,0.649223792080935,0.6496598639455783,0.6485260770975056,0.6501395429966859,0.6501395429966859,0.6495290423861853,0.64856968428397,0.6481336124193267,0.5484782707004929,0.6493110064538636
4,0.32116692830978544,0.5794086865515437,0.5998604570033141,0.6493982208267922,0.6499215070643642,0.6447758590615733,0.6299494156637013,0.6463893249607535,0.6602564102564102,0.48090005232862376,0.3751090179661608,0.34222919937205654,0.33564451421594277,0.3272719344147916,0.3272719344147916,0.3272719344147916,0.3239577882435025,0.32116692830978544,0.5743066457352172,0.586865515436944,0.6351822780394208,0.648438862724577,0.6369701726844584,0.6581196581196581,0.6455607884179313,0.32116692830978544,0.5686813186813187,0.5820687249258678,0.6528867957439386,0.5898308041165184,0.6136839351125065,0.6674515960230246,0.669762776905634,0.32116692830978544,0.492979242979243,0.6576399790685505,0.6582504796790511,0.6582504796790511,0.6588609802895518,0.659297052154195,0.6588173731030874,0.6588609802895518,0.6596023024594453,0.6574655503226932,0.6584249084249084,0.6596023024594453,0.6571166928309785,0.6588609802895518,0.6557648700505844,0.6588173731030874,0.6585993371707658,0.656375370661085,0.6590790162218734,0.576570989269402,0.669762776905634
5,0.30376766091051804,0.5894819466248038,0.6364468864468864,0.6787022501308215,0.6859410430839002,0.6965811965811965,0.6851125065410779,0.6848072562358276,0.532443746729461,0.6792255363683936,0.354744461887319,0.3233472876330019,0.31807081807081805,0.3098726670155242,0.3098726670155242,0.3098726670155242,0.3070818070818071,0.30376766091051804,0.5917931275074132,0.6330455259026687,0.6813186813186813,0.6808390022675737,0.6951421594278737,0.6973225187510902,0.6855049712192569,0.30376766091051804,0.5677655677655677,0.6623059480202337,0.6872056514913658,0.6994592708878423,0.6989359846502704,0.6993284493284493,0.6995028780743067,0.30376766091051804,0.5015698587127159,0.6762602476888191,0.6770015698587127,0.6725100296528868,0.677306820163963,0.677306820163963,0.6770451770451771,0.6732949590092447,0.6756933542647828,0.6766963195534624,0.6744723530437816,0.6759113901971044,0.6762602476888191,0.6760858189429618,0.6722047793476364,0.6745595674167103,0.6747776033490319,0.6758241758241759,0.6754317111459969,0.6031713730126428,0.6995028780743067
6,0.28680446537589394,0.5890022675736961,0.6402407116692831,0.6951421594278737,0.6998517355660213,0.7070905285190999,0.6940519797662654,0.70578231292517,0.6977585906157334,0.7029914529914529,0.3435374149659864,0.308128379556951,0.3025902668759812,0.293432757718472,0.293432757718472,0.293432757718472,0.2904674690388976,0.28680446537589394,0.5922728065585209,0.638234781091924,0.6899092970521542,0.6981510552939124,0.7115820687249259,0.714372928658643,0.7048229548229549,0.28680446537589394,0.5644950287807431,0.67002442002442,0.6999825571254142,0.713195534624106,0.7114512471655329,0.7141984999127856,0.7147217861503575,0.28680446537589394,0.7029914529914529,0.6914355485784057,0.6908686551543695,0.6911302982731554,0.6946624803767661,0.6942700156985872,0.6918280132565847,0.6928745857317286,0.6903453689167975,0.6927001569858713,0.6926129426129426,0.6935723007151579,0.6936595150880865,0.6929618001046572,0.6932670504099075,0.6937467294610151,0.6931362288505145,0.6904761904761905,0.6919588348159776,0.6228349839460949,0.7147217861503575
7,0.27075702075702074,0.5166143380429095,0.6787022501308215,0.7129774986917844,0.7272370486656201,0.7234868306296878,0.7290249433106576,0.7285016570730857,0.7107535321821036,0.720739577882435,0.30900052328623756,0.2838827838827839,0.27843188557474274,0.27607709750566894,0.27607709750566894,0.27607709750566894,0.27415838130123843,0.27075702075702074,0.5305250305250305,0.6860718646432932,0.7008547008547008,0.7256235827664399,0.7264957264957265,0.7272370486656201,0.7285016570730857,0.27075702075702074,0.5095499738356881,0.6268969126111983,0.6588173731030874,0.7268009768009768,0.7261468690040118,0.7290249433106576,0.7291557648700506,0.27075702075702074,0.721655328798186,0.7062619919762777,0.7084859584859585,0.7088348159776732,0.7096633525204954,0.7104918890633176,0.7077446363160649,0.71001221001221,0.7071777428920286,0.7066544566544567,0.71001221001221,0.7090528519099948,0.7090092447235304,0.7101866387580673,0.7089220303506018,0.7088348159776732,0.7083115297401011,0.7088348159776732,0.7066544566544567,0.6245808864856484,0.7291557648700506
8,0.32173382173382176,0.5753532182103611,0.6345717774289202,0.6405895691609977,0.6721611721611722,0.6652712366998081,0.6781353567067853,0.6787458573172859,0.6595586952729809,0.4914965986394558,0.35613989185417755,0.33451072736787024,0.33185068899354614,0.326268969126112,0.326268969126112,0.326268969126112,0.32382696668410954,0.32173382173382176,0.5648438862724577,0.6210971568114425,0.6581196581196581,0.6706785278213849,0.6725100296528868,0.6109366823652538,0.6787022501308215,0.32173382173382176,0.5814582243153672,0.6393249607535322,0.6594714809000524,0.660081981510553,0.6667974882260597,0.6498778998778999,0.636795743938601,0.32173382173382176,0.4837781266352695,0.6578580150008722,0.6577271934414791,0.6574655503226932,0.659035409035409,0.6565061922204779,0.6560265131693703,0.654936333507762,0.6541950113378685,0.6543694400837258,0.6566806209663353,0.6567678353392639,0.6575963718820862,0.6587301587301587,0.6587301587301587,0.6557648700505844,0.6568550497121926,0.659035409035409,0.659035409035409,0.5905850469342534,0.6787458573172859
9,0.3318942961800105,0.5094627594627594,0.569117390545962,0.5774899703471132,0.5811529740101169,0.6289900575614862,0.6215768358625502,0.6387580673294959,0.6500959358102215,0.5055817198674342,0.3793825222396651,0.34955520669806384,0.3449764521193093,0.3375632304203733,0.3375632304203733,0.3375632304203733,0.33485958485958484,0.3318942961800105,0.48203383917669634,0.5289551718123147,0.5891766963195535,0.6062271062271062,0.6279870922728066,0.6372318158032444,0.6320425606139892,0.3318942961800105,0.5305686377114949,0.5736089307517879,0.5945403802546659,0.6036106750392465,0.6169980812837955,0.6171289028431886,0.6500087214372928,0.3318942961800105,0.48687423687423687,0.6463457177742892,0.6466945752660038,0.6462148962148963,0.6477411477411478,0.6488749345892203,0.6466073608930751,0.6488749345892203,0.6480027908599337,0.6488749345892203,0.6469126111983254,0.6468690040118612,0.6479591836734694,0.648177219605791,0.6467817896389325,0.648308041165184,0.647915576487005,0.647915576487005,0.6476975405546834,0.5511560749655988,0.6500959358102215
