,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,average_model,optimal_clustering
0,0.4564557686802176,0.5522187231606069,0.5503006012024048,0.5800744345834526,0.5800744345834526,0.5742628113369597,0.5713140566847982,0.5730031491554538,0.5426281133695964,0.5386487260234756,0.5387918694531921,0.5387918694531921,0.5387918694531921,0.4564557686802176,0.4564557686802176,0.4564557686802176,0.4564557686802176,0.4564557686802176,0.5523618665903235,0.5665044374463212,0.583738906384197,0.5847695390781563,0.5672487832808474,0.5669624964214143,0.5598053249355854,0.4564557686802176,0.5550815917549384,0.5754652161465789,0.583194961351274,0.5811623246492986,0.5707128542799885,0.5617520755797308,0.5523046092184368,0.534783853421128,0.5387918694531921,0.5107357572287432,0.4975665616948182,0.5018036072144288,0.5033209275694246,0.5052963068995133,0.5092756942456341,0.4960778700257658,0.487918694531921,0.49713713140566845,0.4970512453478385,0.49874033781849414,0.4968794732321786,0.5034640709991411,0.502261666189522,0.503006012024048,0.49573432579444604,0.5021471514457486,0.5044660750071571,0.4967649584884054,0.5005153163469797,0.50008588605783,0.5026624677927283,0.5002862868594331,0.5034926996850845,0.4961923847695391,0.4991983967935872,0.5035213283710278,0.4964500429430289,0.49536215287718294,0.49292871457200116,0.5036644718007444,0.5039221299742341,0.49667907243057546,0.5076152304609218,0.49138276553106214,0.49765244775264816,0.5359586898665055,0.583194961351274
1,0.47486401374176923,0.5422845691382766,0.5633266533066132,0.5644145433724592,0.544145433724592,0.5548525622673919,0.5529916976810765,0.545319209848268,0.5231319782421987,0.5529058116232465,0.5529058116232465,0.5529058116232465,0.5529058116232465,0.47486401374176923,0.47486401374176923,0.47486401374176923,0.47486401374176923,0.47486401374176923,0.5435156026338391,0.5691955339249929,0.5651302605210421,0.5551674778127684,0.5649298597194389,0.5548525622673919,0.5605496707701116,0.47486401374176923,0.46979673632980246,0.5641568851989693,0.56312625250501,0.530518179215574,0.5529058116232465,0.5529058116232465,0.5527626681935299,0.5506727741196679,0.5529058116232465,0.492098482679645,0.5032064128256513,0.4998282278843401,0.48966504437446323,0.4986830804466075,0.5071285427998855,0.49295734325794444,0.49424563412539363,0.49212711136558834,0.49937016890924707,0.5041511594617807,0.5045233323790438,0.49725164614944173,0.49799599198396793,0.4973089035213284,0.49776696249642144,0.48894932722588036,0.4977955911823647,0.5095047237331807,0.5118809046664758,0.5033781849413111,0.5023475522473518,0.5063841969653593,0.4968794732321786,0.5036072144288577,0.5002576581734899,0.506985399370169,0.505811623246493,0.49561981105067276,0.49782421986830805,0.5039793873461208,0.5022330375035786,0.5042084168336673,0.5059833953621529,0.49782421986830805,0.5043801889493272,0.5311490706280285,0.5644145433724592
2,0.47807042656742055,0.5628399656455769,0.57374749498998,0.5672774119667907,0.5480389350128829,0.5507300314915545,0.5486401374176926,0.5439164042370456,0.5417406241053536,0.5590896077870026,0.5590896077870026,0.5590896077870026,0.5590896077870026,0.47807042656742055,0.47807042656742055,0.47807042656742055,0.47807042656742055,0.47807042656742055,0.5628113369596336,0.5763527054108216,0.5733753220727169,0.5685657028342399,0.5680790151732036,0.5521614657887203,0.5592327512167191,0.47807042656742055,0.5445176066418551,0.5581448611508731,0.5720011451474377,0.5582593758946465,0.5590896077870026,0.5590896077870026,0.5590037217291727,0.565216146578872,0.5590896077870026,0.5034354423131978,0.5003435442313198,0.5024620669911251,0.5085027197251646,0.501717721156599,0.5078728886344117,0.49667907243057546,0.5012310334955625,0.49161179501860863,0.5009733753220728,0.4961923847695391,0.49461780704265673,0.49690810191812196,0.4948468365302033,0.497366160893215,0.500458058975093,0.49015173203549955,0.4968794732321786,0.49272831377039794,0.49149728027483536,0.5005725737188663,0.49805324935585454,0.49722301746349845,0.5027769825365016,0.5080732894360149,0.4997423418265102,0.508359576295448,0.5027197251646149,0.513083309476095,0.49713713140566845,0.4986544517606642,0.49427426281133696,0.4964214142570856,0.5028342399083882,0.5002862868594331,0.49842542227311765,0.5398564324416028,0.57374749498998
3,0.47592327512167193,0.5651588892069854,0.5726882336100773,0.5685943315201832,0.5639564843973661,0.5555396507300315,0.5551102204408818,0.5549384483252219,0.5278557114228457,0.5548811909533352,0.5548811909533352,0.5548811909533352,0.5548811909533352,0.47592327512167193,0.47592327512167193,0.47592327512167193,0.47592327512167193,0.47592327512167193,0.565760091611795,0.5722588033209276,0.5547094188376753,0.5355281992556542,0.5657028342399084,0.5615230460921844,0.554222731176639,0.47592327512167193,0.5602347552247352,0.5648439736616089,0.5550815917549384,0.5629831090752935,0.5548811909533352,0.5548811909533352,0.5551388491268251,0.5562553678786144,0.5548811909533352,0.5151445748640138,0.5087317492127111,0.5016890924706556,0.5089321500143144,0.49395934726596047,0.4962210134554824,0.503177784139708,0.5081305468079015,0.4991411394217005,0.5052963068995133,0.49862582307472086,0.4985399370168909,0.4954480389350129,0.4990552533638706,0.4952190094474664,0.49894073862009736,0.506899513312339,0.4990838820498139,0.49985685657028345,0.4981677640996278,0.5039221299742341,0.5092470655596908,0.5016032064128256,0.5012024048096192,0.5003149155453764,0.49164042370455197,0.493730317778414,0.5027483538505583,0.5033781849413111,0.5030632693959347,0.49707987403378184,0.5015173203549957,0.5029773833381048,0.4921557400515316,0.4992842828514171,0.5025765817348984,0.5391884297695921,0.5726882336100773
4,0.4786716289722302,0.5617807042656742,0.5718866304036645,0.5693386773547094,0.5620669911251074,0.551588892069854,0.55259089607787,0.5523046092184368,0.5081019181219582,0.5528771829373031,0.5528771829373031,0.5528771829373031,0.5528771829373031,0.4786716289722302,0.4786716289722302,0.4786716289722302,0.4786716289722302,0.4786716289722302,0.5612940166046378,0.5718580017177212,0.5554537646722015,0.5374176925279129,0.5643286573146292,0.5599198396793588,0.5523332379043802,0.4786716289722302,0.5600057257371887,0.561122244488978,0.5559977097051245,0.5596621815058689,0.5528771829373031,0.5528771829373031,0.5530203263670197,0.55259089607787,0.5528771829373031,0.4854852562267392,0.505811623246493,0.4958488405382193,0.502633839106785,0.5035785857429144,0.4962210134554824,0.499456054967077,0.5096764958488406,0.4991411394217005,0.4945891783567134,0.4998854852562267,0.5035213283710278,0.4960778700257658,0.4987117091325508,0.49464643572860006,0.4977383338104781,0.5026624677927283,0.49347265960492415,0.5002576581734899,0.49707987403378184,0.5022044088176353,0.5099341540223303,0.49776696249642144,0.5030346407099914,0.501002004008016,0.5061837961637561,0.5072430575436587,0.502633839106785,0.4931291153736044,0.4943028914972803,0.4956484397366161,0.49985685657028345,0.5047523618665903,0.5075007157171486,0.4997995991983968,0.49948468365302034,0.5375640169227344,0.5718866304036645
5,0.456312625250501,0.5569424563412539,0.5752361866590323,0.5795877469224162,0.5517606641855138,0.5718580017177212,0.569481820784426,0.5593758946464358,0.5278270827369024,0.5379902662467793,0.5381906670483825,0.5381906670483825,0.5381906670483825,0.456312625250501,0.456312625250501,0.456312625250501,0.456312625250501,0.456312625250501,0.5564557686802176,0.574119667907243,0.5793300887489264,0.5706269682221586,0.5661322645290581,0.5745490981963928,0.5576295448038935,0.456312625250501,0.5300314915545377,0.571199541941025,0.5792155740051531,0.5365874606355568,0.5440309189808188,0.5626395648439737,0.5495562553678787,0.5621242484969939,0.5381906670483825,0.5080160320641283,0.5042943028914972,0.4982822788434011,0.5044374463212139,0.49782421986830805,0.5101631835098769,0.5018322359003722,0.502547953048955,0.4969939879759519,0.501087890065846,0.5004294302891498,0.5029201259662182,0.49707987403378184,0.49519038076152305,0.4998282278843401,0.502633839106785,0.5023475522473518,0.5010592613799026,0.4924420269109648,0.5028914972802748,0.4973089035213284,0.5008588605782994,0.504723733180647,0.5011165187517893,0.5016604637847123,0.5045519610649871,0.4981677640996278,0.49201259662181507,0.5030632693959347,0.5092184368737475,0.5056971085027198,0.5002290294875466,0.5026624677927283,0.5046092184368738,0.49066704838247927,0.5050100200400801,0.5317067998430725,0.5795877469224162
6,0.4734612081305468,0.5627540795877469,0.5480675636988263,0.5520183223590037,0.545777268823361,0.5462639564843974,0.5437732608073289,0.5469224162610936,0.5449184082450615,0.555224735184655,0.555224735184655,0.555224735184655,0.555224735184655,0.4734612081305468,0.4734612081305468,0.4734612081305468,0.4734612081305468,0.4734612081305468,0.5630117377612368,0.5408245061551675,0.5436587460635557,0.541597480675637,0.5516175207557973,0.554136845118809,0.5490695677068422,0.4734612081305468,0.5574864013741769,0.5413970798740337,0.5432293157744059,0.5414829659318637,0.555224735184655,0.555224735184655,0.5547953048955053,0.5531634697967364,0.555224735184655,0.4944746636129402,0.4977383338104781,0.5003149155453764,0.5068708846263956,0.49504723733180644,0.49725164614944173,0.49665044374463213,0.49839679358717437,0.5078442599484684,0.4947036931004867,0.505897509304323,0.5050672774119668,0.4985399370168909,0.4967649584884054,0.5008302318923561,0.49728027483538506,0.5052963068995133,0.4964500429430289,0.504265674205554,0.49238476953907817,0.5012882908674492,0.49487546521614656,0.5009733753220728,0.4973089035213284,0.49768107643859144,0.49713713140566845,0.4934440309189808,0.4992556541654738,0.508359576295448,0.5012882908674492,0.5065273403950759,0.501002004008016,0.5013741769252791,0.500629831090753,0.49733753220727167,0.5013169195533925,0.5336811188514594,0.5627540795877469
7,0.47463498425422274,0.5185227598053249,0.5375035785857429,0.5378184941311194,0.5338963641568852,0.5396793587174349,0.5403378184941311,0.5454337245920412,0.5346120813054681,0.5569138276553106,0.5569138276553106,0.5569138276553106,0.5569138276553106,0.47463498425422274,0.47463498425422274,0.47463498425422274,0.47463498425422274,0.47463498425422274,0.5179788147724019,0.5081019181219582,0.5408245061551675,0.5438591468651589,0.5381906670483825,0.5479244202691097,0.5413111938162039,0.47463498425422274,0.5286000572573719,0.5263670197537933,0.5429716576009161,0.539507586601775,0.5569138276553106,0.5569138276553106,0.5567134268537074,0.4868880618379616,0.5569138276553106,0.4875751503006012,0.49593472659604926,0.4962210134554824,0.4959060979101059,0.49879759519038075,0.49997137131405667,0.4955339249928428,0.5061551674778128,0.49504723733180644,0.5003435442313198,0.49579158316633265,0.5010306326939593,0.5021185227598053,0.49524763813340966,0.49438877755511024,0.49461780704265673,0.4946750644145434,0.49934154022330374,0.5049813913541369,0.501631835098769,0.4991411394217005,0.49261379902662467,0.4969939879759519,0.49934154022330374,0.48946464357286,0.5015173203549957,0.5100200400801603,0.502547953048955,0.5038076152304609,0.4924992842828514,0.49384483252218725,0.5015459490409391,0.5003721729172631,0.4928714572001145,0.5065273403950759,0.49745204695104495,0.5264836551409698,0.5569138276553106
8,0.4563985113083309,0.5541654738047523,0.5438305181792156,0.5754079587746922,0.5750071571714859,0.5697967363298024,0.5671342685370742,0.5668193529916977,0.5369310048668766,0.5415115946178071,0.5410249069567706,0.5410249069567706,0.5410249069567706,0.4563985113083309,0.4563985113083309,0.4563985113083309,0.4563985113083309,0.4563985113083309,0.5535642713999428,0.5300887489264243,0.5746063555682794,0.5614944174062411,0.566389922702548,0.5621242484969939,0.5648439736616089,0.4563985113083309,0.5385342112797022,0.5573432579444604,0.5758660177497853,0.5709705124534784,0.5639278557114229,0.5628399656455769,0.5619811050672774,0.5525336387059834,0.5410249069567706,0.5052390495276267,0.5028914972802748,0.503635843114801,0.5039507586601775,0.5026052104208417,0.5025765817348984,0.49424563412539363,0.4982250214715145,0.5030346407099914,0.5050100200400801,0.4906097910105926,0.5029487546521615,0.49825365015745776,0.5028342399083882,0.49825365015745776,0.4933867735470942,0.4949327225880332,0.5,0.5074720870312053,0.5066418551388491,0.4986544517606642,0.502261666189522,0.498912109934154,0.49782421986830805,0.4907529344403092,0.49667907243057546,0.5125107357572287,0.49450329229888346,0.502633839106785,0.4967649584884054,0.49948468365302034,0.501631835098769,0.49519038076152305,0.5034354423131978,0.5035213283710278,0.5006870884626395,0.5339663453891911,0.5758660177497853
9,0.45588319496135127,0.5526767821356999,0.5441168050386487,0.574835385055826,0.5739765244775265,0.5689951331233897,0.5671915259089608,0.5668193529916977,0.5373890638419696,0.5370455196106498,0.5367306040652734,0.5367306040652734,0.5367306040652734,0.45588319496135127,0.45588319496135127,0.45588319496135127,0.45588319496135127,0.45588319496135127,0.5513312338963642,0.5290008588605783,0.5741482965931863,0.5604637847122818,0.5674778127683939,0.5621242484969939,0.5647867162897223,0.45588319496135127,0.5389922702547953,0.5548811909533352,0.575293444030919,0.5698826223876324,0.5645576868021758,0.5633552819925566,0.562496421414257,0.5520183223590037,0.5367306040652734,0.4944174062410535,0.49229888348124823,0.5027769825365016,0.4931291153736044,0.5048382479244202,0.5050959060979101,0.5034640709991411,0.4991983967935872,0.5024620669911251,0.5026624677927283,0.4895791583166333,0.4997995991983968,0.5010592613799026,0.5012882908674492,0.5001431434297166,0.5056971085027198,0.5070140280561122,0.5029773833381048,0.4951617520755797,0.4934154022330375,0.49825365015745776,0.5022044088176353,0.49839679358717437,0.49805324935585454,0.4944746636129402,0.501717721156599,0.5070712854279988,0.4940452333237904,0.490552533638706,0.4986544517606642,0.4997709705124535,0.5026052104208417,0.5028056112224449,0.501717721156599,0.4962496421414257,0.49541941024906955,0.5328424043854905,0.575293444030919
